"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","약국영업면적","지정일자",
"229","약국","01_01_06_P","4170000","PHMD120254170019084000002","2025-09-01","","01","영업/정상","13","영업중","","","","","031-773-7735","","","경기도 양평군 용문면 다문리 321-2","경기도 양평군 용문면 용문로 380-2, 1층","12523","용문온누리약국","2026-01-14 17:58:17","U","2026-01-16 02:40:00","","252593.490242532","442787.685926213","89.01","20250901",
"230","약국","01_01_06_P","5380000","PHMD120105380021084000010","2010-11-29","","01","영업/정상","13","영업중","","","","","055-385-9636","","","경상남도 양산시 중부동 403번지 1호 영일약국","경상남도 양산시 서일동2길 56, 영일약국 (중부동)","50621","영일약국","2026-01-14 11:56:12","U","2026-01-16 02:40:00","","384972.083489629","206808.88337539","99","20101129",
"231","약국","01_01_06_P","5670000","PHMD120175670554084000018","2017-11-16","","01","영업/정상","13","영업중","","","","","055-273-0809","","","경상남도 창원시 의창구 봉곡동 36번지 7호 고려상가","경상남도 창원시 의창구 원이대로 277, 103호 (봉곡동)","51176","창원메디칼약국","2026-01-14 14:34:51","U","2026-01-16 02:40:00","","350161.287114831","194976.315486409","50","20171116",
"232","약국","01_01_06_P","3070000","PHMD120213070034084000002","2021-02-08","","01","영업/정상","13","영업중","","","","","02-957-2583","","","서울특별시 성북구 석관동 250-10","서울특별시 성북구 돌곶이로 60, 1층 (석관동)","02784","팜케어건강약국","2026-01-14 14:30:53","U","2026-01-16 02:40:00","","205137.290183608","456325.215592871","22","20210208",
"233","약국","01_01_06_P","3180000","PHMD120183180034084000005","2018-01-25","","03","폐업","03","폐업","2026-01-14","","","","02-835-1106","","","서울특별시 영등포구 신길동 4679번지","서울특별시 영등포구 신길로 18, 103호 (신길동)","07437","성심바른약국","2026-01-14 13:36:10","U","2026-01-16 02:40:00","","191894.024853709","443571.156401847","22.91","20180125",
"234","약국","01_01_06_P","3010000","PHMD120263010033084000004","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 명동2가 33-9","서울특별시 중구 명동10길 12, 1~2층 (명동2가)","04536","브라이튼약국","2026-01-14 13:53:10","I","2026-01-17 00:20:02","","198616.458709294","451223.68604589","154","20260105",
"235","약국","01_01_06_P","3130000","PHMD120263130033084000001","2026-01-15","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 대흥동 325-78","서울특별시 마포구 독막로 241, B103호 (대흥동)","04096","든든약국","2026-01-15 14:33:03","I","2026-01-17 00:20:02","","194681.263317912","449408.790227561","69.22","20260115",
"236","약국","01_01_06_P","3900000","PHMD120263900028084000001","2026-01-15","","01","영업/정상","13","영업중","","","","","02-6941-0956","","","경기도 광명시 하안동 34-3 세인빌딩","경기도 광명시 하안로 309, 세인빌딩 101호 (하안동)","14248","봉약국","2026-01-15 13:41:54","I","2026-01-17 00:20:02","","189237.766064871","440096.604556056","28.08","20260115",
"237","약국","01_01_06_P","3230000","PHMD120263230034084000001","2026-01-15","","01","영업/정상","13","영업중","","","","","02-417-2234","","","서울특별시 송파구 방이동 122-7 은석빌딩","서울특별시 송파구 백제고분로48길 38, 1층 101호 (방이동, 은석빌딩)","05643","성현약국","2026-01-15 13:28:23","I","2026-01-17 00:20:02","","210274.201196758","445350.750059985","24.52","20260115",
"238","약국","01_01_06_P","3110000","PHMD120263110032084000001","2026-01-14","","01","영업/정상","13","영업중","","","","","070-7809-6119","","","서울특별시 은평구 역촌동 85-1 더-위일 이노 펠리체 1동 101호","서울특별시 은평구 연서로 17, 1동 101호 (역촌동, 더-위일 이노 펠리체)","03421","참약사응암샘터약국","2026-01-14 09:35:22","I","2026-01-17 00:20:02","","192493.098532428","455371.370186958","86.69","20260114",
"239","약국","01_01_06_P","4490000","PHMD120264490261084000001","2026-01-14","","01","영업/정상","13","영업중","","","","","041-415-1858","","","충청남도 천안시 서북구 성성동 757","충청남도 천안시 서북구 성성11길 53, 1층 (성성동)","31079","써니약국","2026-01-14 10:37:33","I","2026-01-17 00:20:02","","212128.342849226","371166.696690049","41.7","20260114",
"240","약국","01_01_06_P","4520000","PHMD120144520031084000007","2014-02-24","","03","폐업","03","폐업","2026-01-08","","","","041-533-0825","","","충청남도 아산시 용화동 1440","충청남도 아산시 용화로9번길 4-24, 102호 (용화동)","31575","친절한마음약국","2026-01-15 17:40:32","U","2026-01-17 02:40:00","","200705.792172199","363490.2361083","53.5","20140224",
"241","약국","01_01_06_P","4641000","PHMD119914640131084000002","1991-01-21","","01","영업/정상","13","영업중","","","","","063-222-0088","","","전북특별자치도 전주시 완산구 효자동2가 1246번지 14호","전북특별자치도 전주시 완산구 서원로 66 (효자동2가)","55060","마더온누리약국","2026-01-15 10:35:57","U","2026-01-17 02:40:00","","209112.223258401","257034.650902519","66.42","19910121",
"242","약국","01_01_06_P","5380000","PHMD120235380021084000009","2023-08-04","","01","영업/정상","13","영업중","","","","","055-383-8837","","","경상남도 양산시 동면 사송리 1119-1","경상남도 양산시 동면 내송큰들로 15, 106호","50637","사송온누리약국","2026-01-15 10:10:17","U","2026-01-17 02:40:00","","","","51.12","20230804",
"243","약국","01_01_06_P","3530000","PHMD120133530019084000027","2013-12-16","","01","영업/정상","13","영업중","","","","","0324267911","","","인천광역시 남동구 구월동 1469-1 푸른세상안과","인천광역시 남동구 인하로 497-5, 푸른세상안과 1층 104호,105호 (구월동)","21574","인천메디칼약국","2026-01-15 10:22:08","U","2026-01-17 02:40:00","","173523.451160064","437981.354335537","121.45","20131216",
"244","약국","01_01_06_P","3530000","PHMD120043530019084000003","2004-04-10","","01","영업/정상","13","영업중","","","","","442-7070","","405-280","인천광역시 남동구 도림동 248번지 3호 1층일부","인천광역시 남동구 논고개로 337, 1층 (도림동)","21645","참약국","2026-01-15 09:35:48","U","2026-01-17 02:40:00","","176035.943012758","435344.244347789","27","20040410",
"245","약국","01_01_06_P","4641000","PHMD120144640131084000021","2014-07-04","","01","영업/정상","13","영업중","","","","","063-227-0073","","","전북특별자치도 전주시 완산구 효자동1가 454번지 3호","전북특별자치도 전주시 완산구 효자천변2길 7, 101호 (효자동1가)","55080","광혜당약국","2026-01-14 17:39:48","U","2026-01-17 02:40:00","","210222.449095045","256167.184095348","81.2","20140704",
"246","약국","01_01_06_P","4040000","PHMD120244040023084000005","2024-07-12","","03","폐업","03","폐업","2026-01-02","","","","02-479-0304","","","경기도 하남시 감이동 524-1","경기도 하남시 감일백제로 111, 102호 (감이동)","13004","하남K약국","2026-01-15 13:25:03","U","2026-01-17 02:40:00","","214112.476106261","444750.310163051","45.39","20240712",
"247","약국","01_01_06_P","4641000","PHMD120244641050084000004","2024-06-07","","01","영업/정상","13","영업중","","","","","063-227-7335","","","전북특별자치도 전주시 완산구 삼천동1가 725-14 영재빌딩","전북특별자치도 전주시 완산구 용리로 37, 영재빌딩 1층 (삼천동1가)","55085","우연약국","2026-01-14 09:22:15","U","2026-01-17 02:40:00","","210215.890982004","255426.053177996","50","20240607",
"248","약국","01_01_06_P","3330000","PHMD120143330024084000003","2014-03-10","","01","영업/정상","13","영업중","","","","","051-523-3485","","612-061","부산광역시 해운대구 반여동 1639번지 1호","부산광역시 해운대구 선수촌로 98 (반여동)","48037","새씨앗약국","2026-01-15 13:07:27","U","2026-01-17 02:40:00","","392956.485222407","191299.167783606","149.34","20140310",
"249","약국","01_01_06_P","5020000","PHMD119945020055084000001","1994-03-07","","03","폐업","03","폐업","2026-01-14","","","","054-291-7661","","","경상북도 포항시 남구 오천읍 세계리833-8","경상북도 포항시 남구 오천읍 장기로 1691","37912","대구약국","2026-01-14 16:37:56","U","2026-01-17 02:40:00","","417900.901161105","276662.643419005","0","19940307",
"250","약국","01_01_06_P","4751000","PHMD120174750029084000001","2017-04-19","","01","영업/정상","13","영업중","","","","","063-352-5588","","","","전북특별자치도 장수군 장계면 한들로 90-1","55614","터미널약국","2026-01-15 13:58:54","U","2026-01-17 02:40:00","","252561.518168322","248031.854214734","15","20170419",
"251","약국","01_01_06_P","3330000","PHMD120263330024084000001","2026-01-07","","01","영업/정상","13","영업중","","","","","051-710-5022","","","부산광역시 해운대구 좌동 1432-4 르네상스오피스텔","부산광역시 해운대구 좌동순환로249번길 11, 르네상스오피스텔 101호 (좌동)","48108","가까운약국","2026-01-15 17:14:46","U","2026-01-17 02:40:00","","398665.261087992","188263.875653104","79.04","20260107",
"252","약국","01_01_06_P","5530000","PHMD120265530505084000001","2026-01-15","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 봉담읍 왕림리 103","경기도 화성시 봉담읍 삼천병마로 1013, 1동","18332","화성백화점대형약국","2026-01-15 14:32:09","U","2026-01-17 02:40:00","","194573.753392684","410692.264520368","267.8","20260115",
"253","약국","01_01_06_P","3240000","PHMD120253240033084000047","2025-12-22","","01","영업/정상","13","영업중","","","","","02-6396-7390","","","서울특별시 강동구 성내동 139-4","서울특별시 강동구 풍성로37길 41, 1층 일부호 (성내동)","05387","눈사랑온누리약국","2026-01-15 15:17:52","U","2026-01-17 02:40:00","","211097.317300083","447947.990989725","52.44","20251222",
"254","약국","01_01_06_P","3160000","PHMD120253160034084000006","2025-10-20","","01","영업/정상","13","영업중","","","","","0507-1355-8498","","","서울특별시 구로구 오류동 213-1","서울특별시 구로구 오리로 1165, 상가동 B213호 (오류동)","08363","모아약국","2026-01-15 17:47:45","U","2026-01-17 02:40:00","","185557.827666309","442841.709835625","86","20251020",
"255","약국","01_01_06_P","5530000","PHMD120215530440084000007","2021-07-08","","01","영업/정상","13","영업중","","","","","031-376-9106","","","","경기도 화성시 동탄오산로 86-3, mk타워 106호 (오산동)","18478","동탄행복약국","2026-01-15 10:41:20","U","2026-01-17 02:40:00","","","","39.66","20210708",
"256","약국","01_01_06_P","5530000","PHMD120255530505084000009","2025-09-24","","01","영업/정상","13","영업중","","","","","031-354-9066","","","경기도 화성시 팔탄면 서근리 183-5","경기도 화성시 팔탄면 버들로 1349, 102호","18578","새대신약국","2026-01-15 11:36:47","U","2026-01-17 02:40:00","","187019.058731589","402873.577079826","72","20250924",
"257","약국","01_01_06_P","3930000","PHMD120073930154084000017","2007-10-31","","01","영업/정상","13","영업중","","","","","031-480-1276","","","경기도 안산시 단원구 원곡동 846번지 보성프라자 3층(302호)","경기도 안산시 단원구 원초로 30, 3층 302호 (원곡동, 보성프라자)","15382","모아약국","2026-01-15 14:49:58","U","2026-01-17 02:40:00","","182360.561668051","425167.879472381","74.4","20071031",
"258","약국","01_01_06_P","3930000","PHMD120173930154084000010","2017-09-11","","01","영업/정상","13","영업중","","","","","031-493-4590","","","경기도 안산시 단원구 신길동 1612번지","경기도 안산시 단원구 신길로 8, 107호 (신길동)","15402","봄약국","2026-01-15 14:52:37","U","2026-01-17 02:40:00","","181037.727297625","425451.54445531","45.98","20170911",
"259","약국","01_01_06_P","3940000","PHMD120143940138084000014","2014-07-01","","01","영업/정상","13","영업중","","","","","070-4139-3902","","412-271","경기도 고양시 덕양구 화정동 982번지 롯데마트 1층","경기도 고양시 덕양구 화중로 66, 1층 (화정동, 롯데마트)","10500","스카이약국","2026-01-15 17:45:20","U","2026-01-17 02:40:00","","185024.681774615","458969.125315118","44.6","20140701",
"260","약국","01_01_06_P","3200000","PHMD119983200033084000019","1998-08-17","","01","영업/정상","13","영업중","","","","","02-874-2231","","151-832","서울특별시 관악구 봉천동 1639번지 3호","서울특별시 관악구 인헌6길 9 (봉천동)","08797","동방약국","2026-01-14 13:07:57","U","2026-01-17 02:40:00","","196937.086446207","441297.226107209","168.8","19980817",
"261","약국","01_01_06_P","3100000","PHMD120093100034084000006","2009-03-26","","03","폐업","03","폐업","2026-01-15","","","","930-4213","","139-862","서울특별시 노원구 중계동 423번지 40호 태인빌딩 102호","서울특별시 노원구 덕릉로73길 18, 102호 (중계동, 태인빌딩)","01707","부용온누리약국","2026-01-15 13:45:04","U","2026-01-17 02:40:00","","206324.595951422","461091.913391026","48.6","20090326",
"262","약국","01_01_06_P","4520000","PHMD120254520031084000005","2025-06-05","","01","영업/정상","13","영업중","","","","","0507-1495-9875","","","충청남도 아산시 온천동 79-1","충청남도 아산시 온천대로 1538, 1층 8-9호 (온천동)","31520","아산365온누리약국","2026-01-15 14:04:18","U","2026-01-17 02:40:00","","200683.757221653","364318.906214091","84.85","20250605",
"263","약국","01_01_06_P","3180000","PHMD120213180034084000002","2021-04-06","","03","폐업","03","폐업","2026-01-15","","","","","","","서울특별시 영등포구 영등포동 618-496 영등포 민자역사","서울특별시 영등포구 경인로 846, 영등포 민자역사 백화점동 지하1층 (영등포동)","07306","튼튼약국","2026-01-15 10:46:04","U","2026-01-17 02:40:00","","191741.345847708","445970.307641467","40.9","20210406",
"264","약국","01_01_06_P","3980000","PHMD120163980021084000016","2016-11-28","","01","영업/정상","13","영업중","","","","","031-555-2080","","","경기도 구리시 수택동 486-9 굿빌딩","경기도 구리시 검배로 46, 굿빌딩 1층 102호 (수택동)","11932","바로굿약국","2026-01-15 17:56:22","U","2026-01-17 02:40:00","","212640.806781549","455006.350386873","33.9","20161128",
"265","약국","01_01_06_P","3080000","PHMD120223080033084000008","2022-07-11","","01","영업/정상","13","영업중","","","","","02-980-3033","","","서울특별시 강북구 수유동 57-116 진주빌딩","서울특별시 강북구 삼양로 308, 진주빌딩 104호 (수유동)","01112","코리아약국","2026-01-14 13:53:51","U","2026-01-17 02:40:00","","201522.175825751","458722.544970762","24.3","20220711",
"266","약국","01_01_06_P","3860000","PHMD120093860051084000003","2009-04-01","","01","영업/정상","13","영업중","","","","","032-671-3448","","421-200","경기도 부천시 오정구 원종동 375-3번지","경기도 부천시 오정구 소사로 709 (원종동)","14465","그린메디약국","2026-01-14 17:16:56","U","2026-01-17 02:40:00","","182646.330270706","446357.327550673","132","20090401",
"267","약국","01_01_06_P","5350000","PHMD120175350029084000003","2017-01-02","","01","영업/정상","13","영업중","","","","","070-8829-9195","","","경상남도 김해시 내동 1123번지 4호","경상남도 김해시 내외중앙로 91 (내동)","50948","뉴삼성약국","2026-01-14 10:54:30","U","2026-01-17 02:40:00","","369878.949800245","194806.851920252","59.84","20170102",
"268","약국","01_01_06_P","3130000","PHMD120063130033084000017","2006-08-25","","01","영업/정상","13","영업중","","","","","02-701-7760","","121-806","서울특별시 마포구 노고산동 31번지 135호 1층","서울특별시 마포구 신촌로 102-1, 1층 (노고산동)","04101","용약국","2026-01-14 17:01:22","U","2026-01-17 02:40:00","","194397.553052703","450261.160409978","114.5","20060825",
"269","약국","01_01_06_P","3150000","PHMD120123150037084000005","2012-01-30","","03","폐업","03","폐업","2026-01-14","","","","02-2663-7575","","157-852","서울특별시 강서구 방화동 607번지 211호","서울특별시 강서구 방화동로 70 (방화동)","07616","김포약국","2026-01-14 13:08:16","U","2026-01-17 02:40:00","","183394.543338863","451619.605169039","22","20120130",
"270","약국","01_01_06_P","3210000","PHMD120113210034084000002","2011-01-06","","03","폐업","03","폐업","2026-01-15","","","","5255143","","137-857","서울특별시 서초구 서초동 1319번지 13호 서초현대타워 4층","서울특별시 서초구 강남대로 375, 4층 (서초동, 서초현대타워)","06620","현대영약국","2026-01-15 14:17:42","U","2026-01-17 02:40:00","","202389.26","443804.065","24","20110106",
"271","약국","01_01_06_P","4610000","PHMD120224610020084000003","2022-04-22","","03","폐업","03","폐업","2026-01-15","","","","070-4224-2399","","","충청남도 예산군 삽교읍 목리 738 삽교농협 내포농수산물 종합유통센터","충청남도 예산군 삽교읍 예목로 171, 삽교농협 내포농수산물 종합유통센터 1층","32416","성신약국","2026-01-15 17:03:13","U","2026-01-17 02:40:00","","171768.460043206","352378.838481424","7","20220422",
