"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","다중이용업소여부",
"330","건물위생관리업","09_30_04_P","3200000","3200000-206-2026-00001","2026-01-13","","01","영업/정상","01","영업","","","","","","25.00","151-843","서울특별시 관악구 봉천동 958-32 두림빌딩","서울특별시 관악구 봉천로 324, 두림빌딩 1층 우측호 (봉천동)","08756","종합청소업체 더럽클린 T&C","2026-01-13 17:42:11","I","2026-01-15 00:20:35","건물위생관리업","194288.440370733","442592.630833555","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"331","건물위생관리업","09_30_04_P","4170000","4170000-206-2026-00001","2026-01-12","","01","영업/정상","01","영업","","","","","","27.20","476-841","경기도 양평군 용문면 다문리 691-6 용문그린아파트","경기도 양평군 용문면 다문북길 49, 용문그린아파트상가 106호","12521","올스클린","2026-01-13 14:42:25","I","2026-01-15 00:20:35","건물위생관리업","252079.153040465","442726.261093876","건물위생관리업","0","0","1","1","0","0","","","","임대","0","1","N",
"332","건물위생관리업","09_30_04_P","5530000","5530000-206-2026-00002","2026-01-13","","01","영업/정상","01","영업","","","","","","4.30","445-160","경기도 화성시 반송동 88-2 필프라자","경기도 화성시 동탄중심상가2길 37, 필프라자 9층 903호 일부(V11)호 (반송동)","18453","주식회사 엠씨컴퍼니","2026-01-13 11:45:30","I","2026-01-15 00:20:35","건물위생관리업","206416.519753714","411630.887417263","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"333","건물위생관리업","09_30_04_P","4191000","4191000-206-2026-00002","2026-01-13","","01","영업/정상","01","영업","","","","","","20.00","","강원특별자치도 원주시 단계동 111-4 동보렉스3차아파트","강원특별자치도 원주시 원문로 156-2, 동보렉스3차아파트 상가동 2층 201-디08호 (단계동)","26408","주식회사삼공공","2026-01-13 10:16:28","I","2026-01-15 00:20:35","건물위생관리업","282590.931915291","428679.055020517","건물위생관리업","3","1","2","2","0","0","","","","임대","0","0","N",
"334","건물위생관리업","09_30_04_P","3460000","3460000-206-2026-00001","2026-01-12","","01","영업/정상","01","영업","","","","","","0.00","706-816","대구광역시 수성구 범어동 2-5 9층","대구광역시 수성구 동대구로 395, 9층 (범어동)","42012","(주)명가건축사사무소","2026-01-13 10:10:31","I","2026-01-15 00:20:35","건물위생관리업","346815.587358538","264059.951857538","건물위생관리업","0","0","9","9","0","0","","","","","0","0","N",
"335","건물위생관리업","09_30_04_P","3230000","3230000-206-2026-00001","2026-01-13","","01","영업/정상","01","영업","","","","","","64.76","138-844","서울특별시 송파구 석촌동 165-10 명훈파크빌","서울특별시 송파구 백제고분로39길 25-9, 202호 (석촌동, 명훈파크빌)","05610","주식회사 오픈건설","2026-01-13 15:24:33","I","2026-01-15 00:20:35","건물위생관리업","209066.085617238","444894.23254805","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"336","건물위생관리업","09_30_04_P","5390000","5390000-206-2026-00001","2026-01-13","","01","영업/정상","01","영업","","","","","055 573 1477","21.30","636-831","경상남도 의령군 칠곡면 산남리 523-1","경상남도 의령군 칠곡면 산남길 66","52134","이든애","2026-01-13 15:18:40","I","2026-01-15 00:20:35","건물위생관리업","306056.265235942","206139.150886172","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"337","건물위생관리업","09_30_04_P","5440000","5440000-206-2026-00001","2026-01-13","","01","영업/정상","01","영업","","","","","","13.20","667-923","경상남도 하동군 금남면 덕천리 1429-8","경상남도 하동군 금남면 섬진강대로 666","52350","(주)경남테크","2026-01-13 09:07:23","I","2026-01-15 00:20:35","건물위생관리업","276390.760974448","165613.9561598","건물위생관리업","1","0","0","0","0","0","","","","","0","0","N",
"338","건물위생관리업","09_30_04_P","3830000","3850000-206-2017-00008","2017-06-05","","01","영업/정상","01","영업","","","","","031 345 8090","52.60","431-070","경기도 안양시 동안구 평촌동 87-10 평촌 K-비즈리움","경기도 안양시 동안구 흥안대로 445, 평촌 K-비즈리움 3층 312호 (평촌동)","14058","주식회사 프롬에스","2026-01-13 14:07:13","U","2026-01-15 02:40:00","건물위생관리업","197693.040883629","432448.222780987","건물위생관리업","1","0","0","0","0","0","","","","","0","0","N",
"339","건물위생관리업","09_30_04_P","3210000","3210000-206-2023-00010","2023-08-04","","03","폐업","02","폐업","2026-01-13","","","","","2.00","137-818","서울특별시 서초구 방배동 449-6","서울특별시 서초구 방배천로2길 21, 470호 (방배동)","06693","에이스비즈","2026-01-13 14:19:28","U","2026-01-15 02:40:00","건물위생관리업","198511.665525642","441661.15742289","건물위생관리업","0","0","0","0","0","0","","","","임대","1","0","N",
"340","건물위생관리업","09_30_04_P","3010000","3010000-206-2015-00010","2015-11-19","","01","영업/정상","01","영업","","","","","0222756080","86.00","100-828","서울특별시 중구 신당동 357-2 중앙빌딩 4층 401호","서울특별시 중구 동호로 207, 중앙빌딩 4층 401호 (신당동)","04598","(주)위너스메이트","2026-01-13 14:26:03","U","2026-01-15 02:40:00","건물위생관리업","200738.529584778","450439.955394091","건물위생관리업","0","0","3","3","","","","","","임대","0","0","N",
"341","건물위생관리업","09_30_04_P","3230000","3230000-206-2003-00071","2003-01-10","","01","영업/정상","01","영업","","","","","0237098762","2748.00","138-934","서울특별시 송파구 신천동 7-30","서울특별시 송파구 송파대로 570, 27층 (신천동, TOWER 730)","05510","현대씨앤알(주)","2026-01-13 11:05:33","U","2026-01-15 02:40:00","건물위생관리업","208688.155079917","445954.176613992","건물위생관리업","19","","","19","","","","","","임대","","","N",
"342","건물위생관리업","09_30_04_P","3230000","3230000-206-1994-03163","1994-04-15","","03","폐업","02","폐업","2026-01-13","","","","0222433011","3.30","138-888","서울특별시 송파구 문정동 642-3 문정에스케이브이원지엘메트로시티","서울특별시 송파구 법원로 128, 문정에스케이브이원지엘메트로시티 C동 G114-A124호 (문정동)","05854","(주)영가","2026-01-13 14:42:44","U","2026-01-15 02:40:00","건물위생관리업","","","건물위생관리업","9","0","3","3","0","0","","","","임대","0","0","N",
"343","건물위생관리업","09_30_04_P","5710000","5720000-206-2026-00001","2026-01-07","","01","영업/정상","01","영업","","","","","043 287 4069","38.64","360-823","충청북도 청주시 상당구 용암동 1503","충청북도 청주시 상당구 월평로144번길 36, 1층 일부호 (용암동)","28775","(주)엠에스종합클리닉","2026-01-13 14:51:27","U","2026-01-15 02:40:00","건물위생관리업","244683.973733001","345507.589462119","건물위생관리업","3","0","1","1","0","0","","","","","0","0","N",
"344","건물위생관리업","09_30_04_P","4751000","4751000-206-2026-00001","2026-01-08","","01","영업/정상","01","영업","","","","","063 351 7179","6.61","","전북특별자치도 장수군 장수읍 장수리 472-5","전북특별자치도 장수군 장수읍 중동길 3","55633","장수클린(장수지역자활센터)","2026-01-13 10:49:23","U","2026-01-15 02:40:00","건물위생관리업","246926.608023025","238796.354837774","건물위생관리업","0","0","1","0","0","0","","","","임대","0","0","N",
"345","건물위생관리업","09_30_04_P","5420000","5420000-206-2015-00002","2015-05-15","","01","영업/정상","01","영업","","","","","055 672 8906","35.02","638-805","경상남도 고성군 고성읍 송학리 245-18","경상남도 고성군 고성읍 동외로178번길 84","52940","창성건설 주식회사","2026-01-13 13:25:40","U","2026-01-15 02:40:00","건물위생관리업","321400.814635254","165132.350027756","건물위생관리업","1","0","1","1","","","","","","임대","1","3","N",
"346","건물위생관리업","09_30_04_P","3930000","3930000-206-2025-00036","2025-12-24","","01","영업/정상","01","영업","","","","","0315094849","68.16","426-825","경기도 안산시 상록구 사동 1430-12","경기도 안산시 상록구 항호1길 8, 1층 상가 일부호 (사동)","15628","환이","2026-01-13 16:45:50","U","2026-01-15 02:40:00","건물위생관리업","186304.61","420068.8","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"347","건물위생관리업","09_30_04_P","3930000","3930000-206-2025-00034","2025-12-15","","01","영업/정상","01","영업","","","","","07080274253","13.68","426-824","경기도 안산시 상록구 사동 1398-5","경기도 안산시 상록구 초당로 58, 3층 B46호 (사동)","15630","주식회사 위드완","2026-01-13 16:54:12","U","2026-01-15 02:40:00","건물위생관리업","186980.260245168","420310.238167003","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"348","건물위생관리업","09_30_04_P","3620000","3620000-206-2025-00019","2025-12-22","","01","영업/정상","01","영업","","","","","","39.70","500-857","광주광역시 북구 운암동 950-9 1층","광주광역시 북구 서강로82번길 32, 1층 (운암동)","61257","(주)엘디씨시스템","2026-01-13 15:47:00","U","2026-01-15 02:40:00","건물위생관리업","188390.483058096","186589.339066932","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"349","건물위생관리업","09_30_04_P","3940000","3960100-206-2024-00025","2024-11-27","","01","영업/정상","01","영업","","","","","","33.20","410-835","경기도 고양시 일산동구 백석동 1335 백석역 더리브 스타일 614호","경기도 고양시 일산동구 중앙로 1079, 백석역 더리브 스타일 614(전체)호 (백석동)","10447","(주)프라임얼라이언스엔지니어링","2026-01-13 17:27:27","U","2026-01-15 02:40:00","건물위생관리업","180922.76218098","460325.825632565","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"350","건물위생관리업","09_30_04_P","3830000","3850000-206-2025-00004","2025-04-28","","03","폐업","02","폐업","2026-01-13","","","","","18.82","431-808","경기도 안양시 동안구 관양동 1459-3","경기도 안양시 동안구 관악대로 382, 4층 일부호 (관양동)","13947","용연산업(주)","2026-01-13 16:00:42","U","2026-01-15 02:40:00","건물위생관리업","196874.361694905","433562.618320243","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"351","건물위생관리업","09_30_04_P","3860000","3871000-206-2013-05398","2013-02-06","","03","폐업","02","폐업","2026-01-13","","","","","9.00","","경기도 부천시 원미구 중동 1130-15 삼화빌딩 301호 내 C3호","경기도 부천시 원미구 조마루로297번길 25, 삼화빌딩 301호 내 C3호 (중동)","14580","(주)태성종합관리","2026-01-13 14:48:33","U","2026-01-15 02:40:00","건물위생관리업","180154.167157926","444078.156196734","건물위생관리업","0","0","3","3","0","0","","","","","0","0","N",
"352","건물위생관리업","09_30_04_P","4010000","4010000-206-2023-00008","2023-09-26","","03","폐업","02","폐업","2026-01-13","","","","","21.50","429-856","경기도 시흥시 정왕동 1428-2 예청교회 404호","경기도 시흥시 정왕천로369번길 3-3, 예청교회 4층 일부호 (정왕동)","15058","주식회사시소","2026-01-13 15:57:19","U","2026-01-15 02:40:00","건물위생관리업","177655.641545854","426604.956678762","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"353","건물위생관리업","09_30_04_P","3440000","3440000-206-2013-00005","2013-09-13","","01","영업/정상","01","영업","","","","","053 286 1080","99.90","705-811","대구광역시 남구 대명동 1059-1","대구광역시 남구 대명로 66, 6층 606호 (대명동)","42484","주식회사 피플업","2026-01-13 15:30:57","U","2026-01-15 02:40:00","건물위생관리업","341317.279972832","260991.856946422","건물위생관리업","10","1","6","6","0","0","","","","임대","0","48","N",
"354","건물위생관리업","09_30_04_P","4191000","4191000-206-2026-00003","2026-01-14","","01","영업/정상","01","영업","","","","","","66.00","","강원특별자치도 원주시 단계동 896-1","강원특별자치도 원주시 이화6길 73, 1층 (단계동)","26382","주식회사네옴","2026-01-14 10:14:25","I","2026-01-16 00:20:02","건물위생관리업","282451.952328472","426827.328670029","건물위생관리업","3","1","1","1","0","0","","","","임대","0","0","N",
"355","건물위생관리업","09_30_04_P","5700000","5700000-206-2026-00001","2026-01-14","","01","영업/정상","01","영업","","","","","","15.00","469-121","경기도 여주시 오학동 100-5 여주현진아파트","경기도 여주시 여양로 341-10, 상가동 3층 305-1호 (오학동, 여주현진아파트)","12637","(주)태화에스제이방역","2026-01-14 14:18:50","I","2026-01-16 00:20:02","건물위생관리업","256991.411700536","423660.211235932","건물위생관리업","0","0","3","3","0","0","","","","임대","0","0","N",
"356","건물위생관리업","09_30_04_P","5700000","5700000-206-2026-00002","2026-01-14","","01","영업/정상","01","영업","","","","","","15.00","469-121","경기도 여주시 오학동 100-5 여주현진아파트","경기도 여주시 여양로 341-10, 상가동 3층 305-2호 (오학동, 여주현진아파트)","12637","(주)태양와이제이더블유","2026-01-14 14:21:05","I","2026-01-16 00:20:02","건물위생관리업","256991.411700536","423660.211235932","건물위생관리업","0","0","3","3","0","0","","","","","0","0","N",
"357","건물위생관리업","09_30_04_P","5700000","5700000-206-2026-00003","2026-01-14","","01","영업/정상","01","영업","","","","","","15.00","469-121","경기도 여주시 오학동 100-5 여주현진아파트","경기도 여주시 여양로 341-10, 상가동 3층 305-3호 (오학동, 여주현진아파트)","12637","(주)태산방제플러스","2026-01-14 14:23:07","I","2026-01-16 00:20:02","건물위생관리업","256991.411700536","423660.211235932","건물위생관리업","0","0","3","3","0","0","","","","","0","0","N",
"358","건물위생관리업","09_30_04_P","3940000","3950000-206-2026-00001","2026-01-14","","01","영업/정상","01","영업","","","","","031 9077413","56.48","412-180","경기도 고양시 덕양구 향동동 391 DMC 플렉스 데시앙 KA819호","경기도 고양시 덕양구 향동로 217, DMC 플렉스 데시앙 KA819호 (향동동)","10545","건축사사무소 리움","2026-01-14 17:59:51","I","2026-01-16 00:20:02","건물위생관리업","190432.184936362","456319.368887839","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"359","건물위생관리업","09_30_04_P","4090000","4090000-206-2026-00002","2026-01-14","","01","영업/정상","01","영업","","","","","","94.24","415-090","경기도 김포시 마산동 650-4","경기도 김포시 김포한강8로 158, 604-g184호 (마산동)","10068","클리어스테이 주식회사","2026-01-14 14:06:49","I","2026-01-16 00:20:02","건물위생관리업","168471.287493966","459380.706977209","건물위생관리업","0","0","0","0","0","0","","","","임대","0","0","N",
"360","건물위생관리업","09_30_04_P","5690000","5690000-206-2026-00001","2026-01-14","","01","영업/정상","01","영업","","","","","","3.40","339-883","세종특별자치시 조치원읍 원리 1-1","세종특별자치시 조치원읍 새내12길 54, 2층 232호","30024","사무실 우렁각시","2026-01-14 13:19:17","I","2026-01-16 00:20:02","건물위생관리업","226846.668252641","344631.889353505","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"361","건물위생관리업","09_30_04_P","4040000","4040000-206-2026-00001","2026-01-14","","01","영업/정상","01","영업","","","","","031 652 7179","30.94","465-150","경기도 하남시 망월동 1099 하남미사 롯데캐슬 스타","경기도 하남시 미사강변중앙로 190, 하남미사 롯데캐슬 스타 1층 152호 (망월동)","12913","천광종합관리(주)","2026-01-14 17:33:38","I","2026-01-16 00:20:02","건물위생관리업","216761.941800542","451297.294003452","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"362","건물위생관리업","09_30_04_P","5710000","5720000-206-2026-00002","2026-01-14","","01","영업/정상","01","영업","","","","","","0.00","360-810","충청북도 청주시 상당구 용암동 1628","충청북도 청주시 상당구 월평로184번길 45, 3층 일부호 (용암동)","28776","청주파더스클린","2026-01-14 14:33:49","I","2026-01-16 00:20:02","건물위생관리업","244941.272169141","345479.127137709","건물위생관리업","4","1","3","3","0","0","","","","","0","0","N",
"363","건물위생관리업","09_30_04_P","5530000","5530000-206-2026-00003","2026-01-14","","01","영업/정상","01","영업","","","","","","26.91","445-130","경기도 화성시 영천동 837 동탄센트럴에이스타워","경기도 화성시 동탄기흥로 590, 동탄센트럴에이스타워 9층 B903호 (영천동)","18469","피케이씨솔루션 주식회사","2026-01-14 14:38:14","I","2026-01-16 00:20:02","건물위생관리업","208287.379532243","412327.600339293","건물위생관리업","0","0","9","9","0","0","","","","","0","0","N",
"364","건물위생관리업","09_30_04_P","4181000","4181000-206-2026-00002","2026-01-14","","01","영업/정상","01","영업","","","","","","78.00","","강원특별자치도 춘천시 동면 장학리 850-3","강원특별자치도 춘천시 동면 공단로70번길 20-10","24233","올리브프렌즈","2026-01-14 16:27:30","I","2026-01-16 00:20:02","건물위생관리업","266098.833035419","488069.122383598","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"365","건물위생관리업","09_30_04_P","3740000","5610000-206-2026-00003","2026-01-14","","01","영업/정상","01","영업","","","","","","21.90","443-280","경기도 수원시 영통구 하동 986-7 우연법전프라자","경기도 수원시 영통구 광교중앙로248번길 7-3, 우연법전프라자 3층 302호 내 348호 (하동)","16512","이안토탈클린","2026-01-14 17:26:49","I","2026-01-16 00:20:02","건물위생관리업","205939.711796365","421093.235260166","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"366","건물위생관리업","09_30_04_P","3740000","5610000-206-2026-00002","2026-01-14","","01","영업/정상","01","영업","","","","","","14.56","443-280","경기도 수원시 영통구 하동 1016-1 광교 SK VIEW Lake","경기도 수원시 영통구 법조로 25, 광교 SK VIEW Lake A동 13층 1303호 제3호 (하동)","16514","주식회사 셀픽코퍼레이션","2026-01-14 13:52:59","I","2026-01-16 00:20:02","건물위생관리업","205273.931816708","420610.782510294","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"367","건물위생관리업","09_30_04_P","3160000","3160000-206-2026-00001","2026-01-14","","01","영업/정상","01","영업","","","","","","34.07","152-894","서울특별시 구로구 오류동 46-1 이좋은집","서울특별시 구로구 경인로20나길 30, 이좋은집 1127호 (오류동)","08271","(주)지케이공사","2026-01-14 15:48:31","I","2026-01-16 00:20:02","건물위생관리업","185960.164604807","443636.812899057","건물위생관리업","0","0","11","11","0","0","","","","","1","4","N",
"368","건물위생관리업","09_30_04_P","4600000","4600000-206-2009-00001","2009-05-19","","03","폐업","02","폐업","2026-01-14","","","","041 632 3909","82.60","","충청남도 홍성군 홍북읍 신경리 1194","충청남도 홍성군 홍북읍 청사로48번길 12, 401호","32265","도청이전주민생계조합(주)","2026-01-14 17:47:31","U","2026-01-16 02:40:00","건물위생관리업","170960.278419434","349706.440688566","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"369","건물위생관리업","09_30_04_P","5710000","5720000-206-2019-00003","2019-02-21","","01","영업/정상","01","영업","","","","","","82.68","360-012","충청북도 청주시 상당구 북문로2가 113-2 2층(청주시 도시재생 허브센터)","충청북도 청주시 상당구 중앙로 36, 청주시 도시재생 허브센터 2층 (북문로2가)","28543","지역재생사회적협동조합","2026-01-14 14:15:16","U","2026-01-16 02:40:00","건물위생관리업","243663.445525142","348920.077306236","건물위생관리업","2","1","2","2","0","0","공유재산(무상)사용허가서(2026.01.01.~2026.12.31.)","20190221","20261231","","0","0","N",
"370","건물위생관리업","09_30_04_P","4810000","4810000-206-2010-00007","2010-11-30","","01","영업/정상","01","영업","","","","","061 686 6410","73.57","556-812","전라남도 여수시 소라면 봉두리 836 (1층)","전라남도 여수시 소라면 의곡길 115 ((1층))","59608","(유)삼려환경","2026-01-14 16:12:20","U","2026-01-16 02:40:00","건물위생관리업","254194.454231793","145218.309013843","건물위생관리업","1","0","1","1","","","","","","","","","N",
"371","건물위생관리업","09_30_04_P","6520000","6520000-206-2011-00002","2011-04-04","","01","영업/정상","01","영업","","","","","064 767 4602","86.40","699-944","제주특별자치도 서귀포시 남원읍 위미리 1662-1 위미2리어촌계회관","제주특별자치도 서귀포시 남원읍 태위로 208, 위미2리어촌계회관 1층","63610","늘푸른위생환경","2026-01-14 16:18:15","U","2026-01-16 02:40:00","건물위생관리업","169123.862865611","-24523.3826064519","건물위생관리업","0","0","2","2","0","0","","","","임대","0","0","N",
"372","건물위생관리업","09_30_04_P","3130000","3130000-206-2024-00009","2024-07-02","","03","폐업","02","폐업","2025-02-28","","","","","27.00","121-050","서울특별시 마포구 마포동 136-1 한신오피스텔 714호","서울특별시 마포구 마포대로 12, 한신오피스텔 714호 (마포동)","04175","한빛파트너스","2026-01-14 19:34:32","U","2026-01-16 02:40:00","건물위생관리업","195019.399817378","448407.752664604","건물위생관리업","0","0","0","0","0","0","","","","","0","1","N",
"373","건물위생관리업","09_30_04_P","3900000","3900000-206-2018-00004","2018-05-28","","03","폐업","02","폐업","2026-01-14","","","","02  26880777","19.80","423-815","경기도 광명시 광명동 720-7 에덴빌딩","경기도 광명시 도덕로 63, 에덴빌딩 111호 (광명동)","14276","주식회사태광시스템","2026-01-14 09:19:29","U","2026-01-16 02:40:00","건물위생관리업","187057.974760565","440859.005042267","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"374","건물위생관리업","09_30_04_P","3930000","3930000-206-1998-02004","1998-05-06","","01","영업/정상","01","영업","","","","","031 4110113","99.98","425-809","경기도 안산시 단원구 고잔동 727-3 궁전타워 306호","경기도 안산시 단원구 광덕동로 95, 궁전타워 306호 (고잔동, 727-3)","15462","(주)서비스뱅크","2026-01-14 14:16:10","U","2026-01-16 02:40:00","건물위생관리업","185091.382946394","423454.566970245","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"375","건물위생관리업","09_30_04_P","3670000","3670000-206-2026-00001","2026-01-05","","01","영업/정상","01","영업","","","","","","0.00","305-800","대전광역시 유성구 구암동 591-1 세원아파트 지상1층 102호","대전광역시 유성구 유성대로694번길 26, 지상1층 102호 (구암동, 세원아파트)","34176","주식회사 세움종합환경","2026-01-14 14:10:51","U","2026-01-16 02:40:00","건물위생관리업","229811.97761","317168.643770083","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"376","건물위생관리업","09_30_04_P","3620000","3620000-206-2019-00012","2019-09-04","","01","영업/정상","01","영업","","","","","","50.00","500-836","광주광역시 북구 오치동 1036-4","광주광역시 북구 송월로30번길 9, 2층 (오치동)","61132","(주)클린동서남북","2026-01-14 17:49:38","U","2026-01-16 02:40:00","건물위생관리업","192081.816680664","187487.663455962","건물위생관리업","0","0","","","","","","","","","0","0","N",
"377","건물위생관리업","09_30_04_P","3860000","3871000-206-2025-00014","2025-12-23","","01","영업/정상","01","영업","","","","","","22.16","","경기도 부천시 원미구 심곡동 360-12 1층 일부","경기도 부천시 원미구 신흥로 31-1, 1층 일부 (심곡동)","14628","송월타월(솔원상사)","2026-01-14 11:58:41","U","2026-01-16 02:40:00","건물위생관리업","180162.838764276","442739.424817602","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"378","건물위생관리업","09_30_04_P","3700000","3700000-206-2025-00021","2025-12-16","","01","영업/정상","01","영업","","","","","","31.96","680-821","울산광역시 남구 신정동 137-5","울산광역시 남구 번영로201번길 14-1, 상가동 1층 (신정동)","44687","클린랜드","2026-01-14 17:59:43","U","2026-01-16 02:40:00","건물위생관리업","410684.758257322","229488.49062248","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"379","건물위생관리업","09_30_04_P","4160000","4160000-206-2010-00003","2010-11-02","","01","영업/정상","01","영업","","","","","031  5829743","134.12","477-705","경기도 가평군 가평읍 읍내리 489-4 ,3층","경기도 가평군 가평읍 연인2길 14, 3층","12418","(주)심천","2026-01-14 11:30:44","U","2026-01-16 02:40:00","건물위생관리업","244992.177541233","480954.120658094","건물위생관리업","4","1","2","2","0","0","","","","임대","0","0","N",
"380","건물위생관리업","09_30_04_P","4040000","4040000-206-2008-00004","2008-12-29","","01","영업/정상","01","영업","","","","","02  588 4965","182.86","465-819","경기도 하남시 감북동 413-113","경기도 하남시 서하남로23번길 8-25, 1층 101호 (감북동)","12991","주식회사 하우만","2026-01-14 15:16:31","U","2026-01-16 02:40:00","건물위생관리업","213027.102317574","446206.235892515","건물위생관리업","2","1","0","0","0","0","","","","임대","0","0","N",
"381","건물위생관리업","09_30_04_P","4671000","4671000-206-2008-00013","2008-12-08","","03","폐업","02","폐업","2026-01-14","","","","063 463 9014","32.00","","전북특별자치도 군산시 미장동 551-16 4층","전북특별자치도 군산시 공단대로 102, 4층 (미장동)","54096","(유)신성종합개발","2026-01-14 11:07:18","U","2026-01-16 02:40:00","건물위생관리업","175612.851959159","273328.22852757","건물위생관리업","5","0","5","0","0","0","","","","임대","0","0","N",
"382","건물위생관리업","09_30_04_P","4741000","4741000-206-2010-00001","2010-02-03","","01","영업/정상","01","영업","","","","","063 324 6100","6.48","","전북특별자치도 무주군 무주읍 읍내리 116-12","전북특별자치도 무주군 무주읍 단천로 137, 1층","55521","무주시니어클럽 청정","2026-01-14 10:58:19","U","2026-01-16 02:40:00","건물위생관리업","260001.219819693","278836.93563542","건물위생관리업","2","1","2","0","0","0","","","","임대","0","0","N",
"383","건물위생관리업","09_30_04_P","3670000","3670000-206-2011-00002","2011-02-22","","01","영업/정상","01","영업","","","","","042 476 4080","0.00","305-308","대전광역시 유성구 장대동 286-1 지상2층","대전광역시 유성구 유성대로730번길 96, 지상2층 (장대동)","34170","유성시니어클럽 그린터치","2026-01-14 16:55:15","U","2026-01-16 02:40:00","건물위생관리업","230272.432652921","317480.199373058","건물위생관리업","3","1","3","3","0","0","","","","","","","N",
"384","건물위생관리업","09_30_04_P","5710000","5730000-206-2008-04003","2008-03-24","","01","영업/정상","01","영업","","","","","043 233 0488","12.00","361-818","충청북도 청주시 흥덕구 봉명동 1181","충청북도 청주시 흥덕구 천석로 50, 1층 일부호 (봉명동)","28564","세진청소","2026-01-14 16:52:55","U","2026-01-16 02:40:00","건물위생관리업","241563.692051977","348820.886913756","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"385","건물위생관리업","09_30_04_P","3460000","3460000-206-2013-00001","2013-02-21","","01","영업/정상","01","영업","","","","","","0.00","706-839","대구광역시 수성구 지산동 1268-24","대구광역시 수성구 지산로 67 (지산동)","42189","대한방역공사","2026-01-14 13:34:28","U","2026-01-16 02:40:00","건물위생관리업","347566.508344575","259810.137204551","건물위생관리업","","","","","","","","","","","","","N",
"386","건물위생관리업","09_30_04_P","4040000","4040000-206-2023-00023","2023-10-31","","01","영업/정상","01","영업","","","","","","61.27","465-819","경기도 하남시 감북동 413-73","경기도 하남시 서하남로23번길 8-13, 1층 102호 (감북동)","12991","예소클린","2026-01-14 10:07:14","U","2026-01-16 02:40:00","건물위생관리업","212983.641080019","446148.952887349","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"387","건물위생관리업","09_30_04_P","3620000","3620000-206-2025-00002","2025-01-08","","03","폐업","02","폐업","2026-01-14","","","","","23.40","500-839","광주광역시 북구 오치동 872-2 2층 상가3동 201호","광주광역시 북구 서하로 184-1, 럭키아파트 상가3동 2층 201호 (오치동)","61119","주식회사 퍼니브라운","2026-01-14 17:42:36","U","2026-01-16 02:40:00","건물위생관리업","190810.823115306","187483.248377111","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"388","건물위생관리업","09_30_04_P","5530000","5530000-206-2026-00004","2026-01-15","","01","영업/정상","01","영업","","","","","","16.80","445-380","경기도 화성시 안녕동 258-8 B1층 일부호(101호)","경기도 화성시 장조1로 21-5, B1층 일부호(101호) (안녕동)","18351","주식회사 엠케이온","2026-01-15 13:22:44","I","2026-01-17 00:20:02","건물위생관리업","199588.122148329","411518.603840324","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"389","건물위생관리업","09_30_04_P","5060000","5060000-206-2026-00001","2026-01-15","","01","영업/정상","01","영업","","","","","","24.09","740-980","경상북도 김천시 지좌동 404-5","경상북도 김천시 마잠길 30, 나동 (지좌동)","39647","그린테크","2026-01-15 16:18:58","I","2026-01-17 00:20:02","건물위생관리업","303043.590743908","291769.225461667","건물위생관리업","1","0","1","0","0","0","","","","","0","0","N",
