"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","용도지역","건물형태구분명","객실수","주택면적","방면적비율","소화기개수","단독경보형감지기개수","자동확산소화기대수","휴대용비상조명등대수","피난구유도등개수","유도표지개수","완강기대수","가스누설경보기대수","일산화탄소감지기대수","조식제공여부","오수처리시설용량","화장실수","화장실종류명",
"199","농어촌민박업","03_11_08_P","4681000","AGCV046810002026000001","2026-01-05","","01","영업/정상","1","정상","","","","","","2173","","","전북특별자치도 익산시 웅포면 송천로 52","54501","하얀집","2026-01-07 10:57:04","I","2026-01-10 00:20:07","","189878.104018786","286610.940824334","","","0","379.02","0","4","3","1","3","2","0","1","0","0","","0","1","",
"200","농어촌민박업","03_11_08_P","5370000","AGCV053700002026000001","2026-01-08","","01","영업/정상","1","정상","","","","","","168","","","경상남도 거제시 동부면 거제남서로 2610","53330","오송","2026-01-08 20:19:59","I","2026-01-10 00:20:07","","344926.849682159","145593.725899026","자연환경보전지역,수산자원보호구역","","1","66.1","0","1","4","1","3","0","1","0","0","1","","3","1","",
"201","농어촌민박업","03_11_08_P","5370000","AGCV053700002026000002","2026-01-08","","01","영업/정상","1","정상","","","","","","525","","","경상남도 거제시 연초면 연하해안로 661-5 (해송전원주택)","53206","노을연하","2026-01-08 20:09:31","I","2026-01-10 00:20:07","","347167.451699271","159560.11766638","계획관리지역","","1","155.25","0","2","4","2","3","0","3","0","2","2","","0","0","",
"202","농어촌민박업","03_11_08_P","4950000","AGCV049500002026000002","2026-01-08","","01","영업/정상","1","정상","","","","","","476","534-823","전라남도 무안군 삼향읍 유교리 988-13","전라남도 무안군 삼향읍 중등포길 35-5","58561","해관원","2026-01-08 10:40:12","I","2026-01-10 00:20:07","","147549.176490241","149568.702369647","관리지역","","2","94","0","3","4","0","3","0","1","0","1","1","","0","2","",
"203","농어촌민박업","03_11_08_P","4570000","AGCV045700002025000016","2025-12-31","","01","영업/정상","1","정상","","","","","","398.4","","","충청남도 부여군 규암면 백제문로339번길 18-3","33116","솔펜션2","2026-01-08 17:21:21","I","2026-01-10 00:20:07","","190378.882958954","311581.581505623","","","1","59.36","0","1","2","2","2","1","1","0","2","2","","0","1","",
"204","농어촌민박업","03_11_08_P","4261000","AGCV042610002025000014","2025-12-30","","01","영업/정상","1","정상","","","","","","1308","","","강원특별자치도 횡성군 청일면 청일로 1184","25255","까만콩","2026-01-08 09:11:00","I","2026-01-10 00:20:07","","309961.118567819","455697.422876779","계획관리지역","","2","311.35","109.1","5","4","1","3","0","3","0","1","1","","10","2","",
"205","농어촌민박업","03_11_08_P","4261000","AGCV042610002026000001","2026-01-02","","01","영업/정상","1","정상","","","","","","617.5","","","강원특별자치도 횡성군 우천면 하대길 274","25246","플레이즈센터","2026-01-08 13:26:46","I","2026-01-10 00:20:07","","","","계획관리지역","","3","109.75","49.3","7","9","1","7","0","1","0","1","1","","4","2","",
"206","농어촌민박업","03_11_08_P","5050000","AGCV050500002026000005","2026-01-08","","01","영업/정상","1","정상","","","","","","810","780-936","경상북도 경주시 배반동 15-25","경상북도 경주시 장재길 52-1 (배반동)","38176","스윗홈","2026-01-08 15:17:28","I","2026-01-10 00:20:07","","403919.452219743","259865.83774618","자연녹지","","1","99.56","99.56","2","2","1","2","0","1","0","1","1","","0","2","",
"207","농어촌민박업","03_11_08_P","4351000","AGCV043510002019000085","2019-10-24","","03","폐업","3","폐업","2026-01-08","","","","","","","강원특별자치도 양양군 현남면 두리 9-5","강원특별자치도 양양군 현남면 동해대로 835-1","25053","파머스하우스","2026-01-08 14:34:27","U","2026-01-10 02:40:00","","354389.539584913","498401.379899386","도시계획구역","","4","325.24","0","5","7","0","0","0","0","0","0","0","","0","6","",
"208","농어촌민박업","03_11_08_P","4241000","AGCV042410002022000045","2022-10-07","","03","폐업","3","폐업","2026-01-07","","","","","818","","","강원특별자치도 삼척시 원덕읍 기곡4길 693","25959","동작골노래꽃피는집","2026-01-08 09:13:19","U","2026-01-10 02:40:00","","","","생산관리지역","","1","80.09","80.09","1","1","1","1","0","1","0","0","1","","0","2","",
"209","농어촌민박업","03_11_08_P","4251000","AGCV042510002020000096","2006-05-04","","02","휴업","2","휴업","","2014-01-01","2028-01-31","","","990","","강원특별자치도 홍천군 서면 굴업리 197","강원특별자치도 홍천군 서면 한서로 2368-33","25103","투헤븐","2026-01-08 15:07:09","U","2026-01-10 02:40:00","","260941.878190648","456398.23761145","관리지역","","7","467.05","0","1","1","0","0","0","0","0","0","0","","6","10","",
"210","농어촌민박업","03_11_08_P","5370000","AGCV053700002022000107","2022-12-19","","03","폐업","3","폐업","2026-01-07","","","","","437","656-853","경상남도 거제시 동부면 오송리 318-4","경상남도 거제시 동부면 거제남서로 2784","53330","거제림","2026-01-08 20:36:16","U","2026-01-10 02:40:00","","345108.176681513","147225.695207453","자연환경보전지역","","3","167.25","0","4","4","2","0","3","3","0","2","2","","8","4","",
"211","농어촌민박업","03_11_08_P","4620000","AGCV046200002018000017","2018-03-20","","01","영업/정상","1","정상","","","","","","657","357-952","충청남도 태안군 남면 원청리 747-1","충청남도 태안군 남면 별주부길 81-96","32157","나리","2026-01-08 13:17:58","U","2026-01-10 02:40:00","","137515.865965876","347541.411345971","자연환경보전지역","","3","194.21","0","4","6","1","3","3","3","0","1","1","","40","3","",
"212","농어촌민박업","03_11_08_P","5050000","AGCV050500002022000176","2022-11-02","","03","폐업","3","폐업","2026-01-07","","","","","579","780-873","경상북도 경주시 천북면 물천리 1026-5","경상북도 경주시 천북면 목실길 27-12","38038","제제펜션","2026-01-08 09:14:50","U","2026-01-10 02:40:00","","405276.147011345","265799.410213024","자연녹지지역","","7","227.2","227.2","8","8","8","8","0","8","0","0","0","","10","8","",
"213","농어촌민박업","03_11_08_P","5710000","AGCV057100002025000019","2025-11-10","","01","영업/정상","1","정상","","","","","","775","360-862","충청북도 청주시 상당구 낭성면 추정리 381-2","충청북도 청주시 상당구 낭성면 단재로 1715-10","28194","투유스테이펜션","2026-01-08 09:14:40","U","2026-01-10 02:40:00","","253974.682570473","343169.092346572","보전관리지역","","1","117.6","0","3","3","2","2","0","3","0","2","0","","6","2","",
"214","농어촌민박업","03_11_08_P","4620000","AGCV046200002019000029","2019-04-09","","01","영업/정상","1","정상","","","","","","370","357-965","충청남도 태안군 안면읍 창기리 1401-30","충청남도 태안군 안면읍 삼봉길 153","32162","리치","2026-01-08 09:20:22","U","2026-01-10 02:40:00","","139146.361517953","341163.242268878","농림지역","","8","188.8","0","7","9","1","8","8","8","0","1","1","","0","9","",
"215","농어촌민박업","03_11_08_P","4620000","AGCV046200002019000085","2019-12-12","","01","영업/정상","1","정상","","","","","","986","357-951","충청남도 태안군 남면 신장리 353-12 들꽃펜션","충청남도 태안군 남면 몽산포길 90, 들꽃펜션","32153","들꽃펜션","2026-01-08 13:14:37","U","2026-01-10 02:40:00","","136200.124070834","352708.523600655","자연환경보전지역","","3","157.28","0","4","4","1","3","3","3","0","1","1","","0","4","",
"216","농어촌민박업","03_11_08_P","4620000","AGCV046200002022000057","2022-07-05","","01","영업/정상","1","정상","","","","","","413","357-934","충청남도 태안군 소원면 의항리 483-2","충청남도 태안군 소원면 백리포길 54","32121","씨앤스타","2026-01-08 13:07:03","U","2026-01-10 02:40:00","","124702.347422865","368332.744418787","자연환경보전지역","","5","146.16","0","6","6","6","6","0","6","0","0","6","","5","6","",
"217","농어촌민박업","03_11_08_P","5210000","AGCV052100002024000003","2026-01-08","","01","영업/정상","1","정상","","","","","","728","","경상북도 성주군 금수강산면 무학리 1368","경상북도 성주군 금수강산면 성주로 548-14","40058","통펜션","2026-01-08 21:15:42","U","2026-01-10 02:40:00","","","","생산관리지역","","3","139.84","139.84","4","4","0","4","0","4","0","1","0","","5","4","",
"218","농어촌민박업","03_11_08_P","5020000","AGCV050200002023000093","2023-12-13","","03","폐업","3","폐업","2025-12-31","","","","","953","791-832","경상북도 포항시 북구 기북면 오덕리 261","경상북도 포항시 북구 기북면 덕동문화길 25-27","37524","하늘 달 이야기","2026-01-08 10:58:06","U","2026-01-10 02:40:00","","396479.69984271","298474.042138844","생산관리지역 외1","","3","178.43","0","4","6","2","4","1","0","0","0","1","","0","2","",
"219","농어촌민박업","03_11_08_P","5050000","AGCV050500002023000268","2023-11-27","","01","영업/정상","1","정상","","","","","","653","780-871","경상북도 경주시 천북면 성지리 560-3","경상북도 경주시 천북면 천강로 166-45, 가동","38035","라시아","2026-01-08 13:31:31","U","2026-01-10 02:40:00","","405769.034646715","269444.442569684","자연녹지","","2","125.53","125.53","3","5","1","3","0","3","2","1","1","","10","3","",
"220","농어촌민박업","03_11_08_P","4850000","AGCV048500002026000001","2026-01-09","","01","영업/정상","1","정상","","","","","","384","517-803","전라남도 담양군 담양읍 반룡리 234-3","전라남도 담양군 담양읍 반룡길 79","57363","담빛 234","2026-01-09 17:30:39","I","2026-01-11 00:20:02","","","","자연취락지구","","1","99.94","99.94","4","4","1","3","0","1","0","1","1","","0","2","",
"221","농어촌민박업","03_11_08_P","4480000","AGCV044800002026000001","2026-01-08","","01","영업/정상","1","정상","","","","","","182.1","","","충청북도 단양군 단양읍 별곡2길 18","27010","단양두우","2026-01-09 14:15:03","I","2026-01-11 00:20:02","","321673.231489437","387775.485982089","2종일반주거지역","","2","137.05","0","2","4","2","2","0","2","0","0","2","","0","2","",
"222","농어촌민박업","03_11_08_P","5190000","AGCV051900002026000001","2026-01-09","","01","영업/정상","1","정상","","","","","","347","","","경상북도 청도군 각남면 일곡길 30-4","38321","한옥 해이헌","2026-01-09 10:01:07","I","2026-01-11 00:20:02","","352055.973373668","238922.27806889","계획관리지역","","1","62","0","3","4","2","2","0","1","0","2","2","","3","1","",
