"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","법인구분명","구분명",
"394","유료직업소개소","11_50_02_P","3180000","2022318023914500005","2022-02-24","","03","폐업","40","폐업","2026-01-14","","","","","","","서울특별시 영등포구 영등포동6가 74-1 흥무빌딩 405호","서울특별시 영등포구 영신로38길 18, 흥무빌딩 405호 (영등포동6가)","07251","커리어플러스","2026-01-13 21:37:34","U","2026-01-15 02:40:00","","191369.746579575","446499.816991394","개인","유료",
"395","유료직업소개소","11_50_02_P","4191000","2025419100714500015","2025-02-12","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 학성동 430-1","강원특별자치도 원주시 평원로 157, 2층 (학성동)","26415","평화종합인력","2026-01-13 10:44:29","U","2026-01-15 02:40:00","","283616.444676651","428673.911383275","개인","유료",
"396","유료직업소개소","11_50_02_P","4711000","2024471101514500003","2024-04-26","","01","영업/정상","20","영업중","","","","","","","","전북특별자치도 김제시 요촌동 212-23","전북특별자치도 김제시 동서로 179, 2층 (요촌동)","54390","오렌지간병센터","2026-01-13 15:11:22","U","2026-01-15 02:40:00","","189811.783178105","255573.723573392","개인","유료",
"397","유료직업소개소","11_50_02_P","3240000","2025324028914500011","2025-12-01","","01","영업/정상","20","영업중","","","","","","","","서울특별시 강동구 길동 412-12 부에노빌딩","서울특별시 강동구 양재대로 1457, 부에노빌딩 5167호 (길동)","05353","행복비전센터","2026-01-13 10:34:31","U","2026-01-15 02:40:00","","212215.378259229","448196.85466049","개인","유료",
"398","유료직업소개소","11_50_02_P","3220000","2023322025014500008","2023-02-21","","01","영업/정상","20","영업중","","","","","025581901","","","서울특별시 강남구 역삼동 705-18 신도벤처타워","서울특별시 강남구 테헤란로 333, 신도벤처타워 10층,13층 (역삼동)","06150","(주)프로써치코리아","2026-01-13 16:22:02","U","2026-01-15 02:40:00","","204175.169991518","444722.241675859","법인","유료",
"399","유료직업소개소","11_50_02_P","4520000","2024452038514500003","2024-02-14","","01","영업/정상","20","영업중","","","","","","","","충청남도 아산시 탕정면 호산리 471-1 태화오피스텔 301호","충청남도 아산시 탕정면 탕정면로 223, 태화오피스텔 301호","31457","베스트간병협회","2026-01-13 14:33:14","U","2026-01-15 02:40:00","","206679.64848569","367527.477828657","개인","유료",
"400","유료직업소개소","11_50_02_P","4520000","2024452038514500005","2024-03-12","","01","영업/정상","20","영업중","","","","","0415420080","","","충청남도 아산시 도고면 신언리 139-17","충청남도 아산시 도고면 아산만로 183, 1층","31550","이음플러스","2026-01-13 14:31:30","U","2026-01-15 02:40:00","","188127.149774766","362057.262853052","개인","유료",
"401","유료직업소개소","11_50_02_P","4641000","2023466008114500014","2023-11-06","","01","영업/정상","20","영업중","","","","","","","","전북특별자치도 전주시 덕진구 인후동1가 832-15","전북특별자치도 전주시 덕진구 서가재미1길 18-4, 102호 (인후동1가)","55019","희망인력","2026-01-13 14:01:54","U","2026-01-15 02:40:00","","214459.513265675","258952.65253469","개인","유료",
"402","유료직업소개소","11_50_02_P","3860000","2024387100714500001","2024-01-16","","01","영업/정상","20","영업중","","","","","032 679 2921","","","경기도 부천시 원미구 도당동 123","경기도 부천시 원미구 성곡로63번길 104, 201호 (도당동)","14482","(주)우렁각시매직케어","2026-01-13 17:43:42","U","2026-01-15 02:40:00","","181638.418967691","446136.422137799","법인","유료",
"403","유료직업소개소","11_50_02_P","3740000","2002374001111500028","2002-07-15","","03","폐업","40","폐업","2026-01-13","","","","031 237 0339","","","경기도 수원시 팔달구 매교동 224번지 49호 3층","경기도 수원시 팔달구 수원천로202번길 6-8, 3층 (매교동)","16468","대신파출부","2026-01-13 14:46:36","U","2026-01-15 02:40:00","","201530.085764932","418837.195297796","개인","유료",
"404","유료직업소개소","11_50_02_P","3740000","2021375003214500008","2021-07-26","","03","폐업","40","폐업","2026-01-16","","","","","","","경기도 수원시 장안구 영화동 167-1","경기도 수원시 장안구 팔달로 291, 3층 (영화동)","16267","(주)경기수원지역자활센터나눔간병","2026-01-13 16:47:33","U","2026-01-15 02:40:00","","201375.250664342","420981.685887389","법인","유료",
"405","유료직업소개소","11_50_02_P","3740000","2025377004114500021","2023-09-13","","01","영업/정상","20","영업중","","","","","","","","경기도 수원시 팔달구 인계동 1034-16 아이오피스","경기도 수원시 팔달구 경수대로466번길 58, 아이오피스 5층 531호 (인계동)","16489","휴먼리스펙","2026-01-13 17:42:11","U","2026-01-15 02:40:00","","202615.101640851","418304.604121005","개인","유료",
"406","유료직업소개소","11_50_02_P","5350000","2022535029214500019","2022-11-16","","03","폐업","40","폐업","2026-01-13","","","","","","","경상남도 김해시 삼계동 1501-2","경상남도 김해시 삼계중앙로 22, 8층 808호 (삼계동)","50902","워크맨","2026-01-13 17:25:25","U","2026-01-15 02:40:00","","369881.292422865","197245.819039752","개인","유료",
"407","유료직업소개소","11_50_02_P","4641000","2008466006914500001","2008-10-17","","01","영업/정상","20","영업중","","","","","063 214 0102","","","전북특별자치도 전주시 덕진구 팔복동2가 177-5","전북특별자치도 전주시 덕진구 상리로 1 (팔복동2가)","54882","공단인력공사","2026-01-13 13:59:58","U","2026-01-15 02:40:00","","209129.756641673","260993.291563976","개인","유료",
"408","유료직업소개소","11_50_02_P","5710000","2013437003514500018","2013-08-20","","01","영업/정상","20","영업중","","","","","","","","충청북도 청주시 청원구 오창읍 장대리 53-22","충청북도 청주시 청원구 오창읍 오창시내4길 7-1, 103호","28129","일사랑 직업소개소","2026-01-13 09:38:09","U","2026-01-15 02:40:00","","240712.25677449","360162.723680908","개인","유료",
"409","유료직업소개소","11_50_02_P","4000000","2025400019414500002","2025-03-28","","03","폐업","40","폐업","2026-01-13","","","","","","","경기도 오산시 오산동 881-7 동양프라자","경기도 오산시 오산로 199, 동양프라자 106호 (오산동)","18137","행정사사무소 창(窓)","2026-01-13 13:51:08","U","2026-01-15 02:40:00","","205995.471535764","404768.81965187","개인","유료",
"410","유료직업소개소","11_50_02_P","5080000","2025508034814500007","2025-03-26","","01","영업/정상","20","영업중","","","","","054 441 6556","","","경상북도 구미시 봉곡동 378-4 명성빌딩 7층","경상북도 구미시 봉곡로 108, 명성빌딩 7층 (봉곡동)","39210","대한건축관리 주식회사","2026-01-13 09:51:52","U","2026-01-15 02:40:00","","317888.956556862","294994.566000899","법인","유료",
"411","유료직업소개소","11_50_02_P","5370000","2023537028314500035","2023-12-27","","01","영업/정상","20","영업중","","","","","","","","경상남도 거제시 고현동 978-10 고현동주상복합아파트","경상남도 거제시 거제중앙로 1930-10, C1605호 (고현동, 고현동주상복합아파트)","53251","거제 중앙 인력사무소","2026-01-13 16:59:14","U","2026-01-15 02:40:00","","348315.994435741","155819.423048219","개인","유료",
"412","유료직업소개소","11_50_02_P","4070000","2023407023614500011","2023-12-06","","01","영업/정상","20","영업중","","","","","","","","경기도 이천시 관고동 15-11","경기도 이천시 중리천로5번길 5 (관고동)","17368","미광인력","2026-01-13 15:08:01","U","2026-01-15 02:40:00","","238823.480647566","419951.752473973","개인","유료",
"413","유료직업소개소","11_50_02_P","3030000","2023303013514500010","2023-12-26","","01","영업/정상","20","영업중","","","","","","","","서울특별시 성동구 용답동 55-6","서울특별시 성동구 용답15길 12-1, 1층 102호 (용답동)","04804","개미인력 서울성동점","2026-01-13 17:47:27","U","2026-01-15 02:40:00","","204508.571501596","451324.856978708","개인","유료",
"414","유료직업소개소","11_50_02_P","5080000","2004508011011500003","2004-02-03","","01","영업/정상","20","영업중","","","","","","","","경상북도 구미시 원평동 964-231","경상북도 구미시 구미중앙로23길 8 (원평동)","39227","동서인력개발","2026-01-13 16:06:00","U","2026-01-15 02:40:00","","320373.535730301","292621.976615017","개인","유료",
"415","유료직업소개소","11_50_02_P","3220000","2004322008111500113","2004-12-01","","01","영업/정상","20","영업중","","","","","02  564 1912","","","서울특별시 강남구 역삼동 705-18 신도벤처타워 10층","서울특별시 강남구 테헤란로 333, 신도벤처타워 10층 (역삼동)","06150","(주)프로매치코리아","2026-01-13 09:18:23","U","2026-01-15 02:40:00","","204175.169991518","444722.241675859","법인","유료",
"416","유료직업소개소","11_50_02_P","3220000","2001322008111500067","2001-09-25","","01","영업/정상","20","영업중","","","","","02  20572116","","","서울특별시 강남구 도곡2동 467번지 6호 대림아크로빌 C동 1806호","서울특별시 강남구 언주로30길 13, C동 1806호 (도곡동, 대림아크로빌)","135-971","베스트네트워크(주)","2026-01-13 14:50:19","U","2026-01-15 02:40:00","","204447.56877258","442881.535240035","법인","유료",
"417","유료직업소개소","11_50_02_P","3220000","2009322012714500031","2009-06-17","","01","영업/정상","20","영업중","","","","","0221779801","","","서울특별시 강남구 대치동 889번지 60호 금척빌딩 4층","서울특별시 강남구 테헤란로64길 16-8, 4층 (대치동, 금척빌딩)","135-839","반석써치(주)","2026-01-13 10:49:26","U","2026-01-15 02:40:00","","204409.411086025","444629.156417832","법인","유료",
"418","유료직업소개소","11_50_02_P","3560000","2021356020514500001","2021-01-11","","01","영업/정상","20","영업중","","","","","","","","인천광역시 서구 가좌동 151-30","인천광역시 서구 가정로 89, 3층 (가좌동)","22837","일등인력개발","2026-01-13 15:56:02","U","2026-01-15 02:40:00","","170858.327500891","443434.161151189","개인","유료",
"419","유료직업소개소","11_50_02_P","4430000","2021443012214500001","2021-01-04","","01","영업/정상","20","영업중","","","","","","","","충청북도 옥천군 옥천읍 마암리 55-17","충청북도 옥천군 옥천읍 응천1길 9","29050","오케이인력","2026-01-13 14:43:11","U","2026-01-15 02:40:00","","251113.15451984","310132.993714709","개인","유료",
"420","유료직업소개소","11_50_02_P","5080000","2024508034814500015","2024-12-27","","01","영업/정상","20","영업중","","","","","","","","경상북도 구미시 송정동 80-5 3층","경상북도 구미시 백산로 163, 3층 (송정동)","39276","우리인력","2026-01-13 16:13:21","U","2026-01-15 02:40:00","","321526.342574823","291675.745352892","개인","유료",
"421","유료직업소개소","11_50_02_P","3940000","2024395005214500019","2024-12-11","","01","영업/정상","20","영업중","","","","","","","","경기도 고양시 덕양구 화정동 967-3 글로리아빌딩","경기도 고양시 덕양구 화정로 53-1, 글로리아빌딩 1001호 (화정동)","10497","다온","2026-01-13 10:07:39","U","2026-01-15 02:40:00","","185138.139493965","459248.435650701","개인","유료",
"422","유료직업소개소","11_50_02_P","4191000","2026419100714500001","2026-01-14","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 평원동 380-13","강원특별자치도 원주시 평원로 4, 101호 (평원동)","26430","365인력과가설","2026-01-14 13:20:40","I","2026-01-16 00:20:02","","284469.228247219","427736.585917393","개인","유료",
"423","유료직업소개소","11_50_02_P","4980000","2026498014114500001","2026-01-14","","01","영업/정상","20","영업중","","","","","0613928464","","","전라남도 장성군 장성읍 영천리 1068-2","전라남도 장성군 장성읍 매화2길 6","57219","너울 인력소개소","2026-01-14 14:18:21","I","2026-01-16 00:20:02","","180290.693836896","200233.16275843","개인","유료",
"424","유료직업소개소","11_50_02_P","4470000","2026447014514500002","2026-01-14","","01","영업/정상","20","영업중","","","","","","","","충청북도 음성군 대소면 소석리 11-12","충청북도 음성군 대소면 대금로 656, 2층 202호","27662","휴먼인력","2026-01-14 11:17:08","I","2026-01-16 00:20:02","","245343.263932337","385561.119135756","개인","유료",
"425","유료직업소개소","11_50_02_P","3940000","2026396012814500003","2023-02-17","","01","영업/정상","20","영업중","","","","","","","","서울특별시 마포구 아현동 329-1 606호","서울특별시 마포구 신촌로 270, 수창빌딩 606호 (아현동)","04116","365파출","2026-01-14 14:39:37","I","2026-01-16 00:20:02","","196025.308611352","450537.345698744","개인","유료",
"426","유료직업소개소","11_50_02_P","4000000","2026400024214500002","2026-01-13","","01","영업/정상","20","영업중","","","","","","","","경기도 오산시 서동 202-11 주왕교회","경기도 오산시 서동로 57, 주왕교회 2층 (서동)","18104","참사랑직업소개소","2026-01-14 21:32:34","I","2026-01-16 00:20:02","","203333.432745841","404827.377780554","개인","유료",
"427","유료직업소개소","11_50_02_P","3630000","2026363034314500002","2026-01-14","","01","영업/정상","20","영업중","","","","","062 959 9430","","","광주광역시 광산구 산정동 956-4","광주광역시 광산구 산정로 43, 1층 (산정동)","62343","충만유료직업소개소","2026-01-14 14:01:03","I","2026-01-16 00:20:02","","182072.245061105","185718.134605474","개인","유료",
"428","유료직업소개소","11_50_02_P","5100000","2026510023714500001","2026-01-14","","01","영업/정상","20","영업중","","","","","","","","경상북도 영천시 야사동 154-83","경상북도 영천시 새말2길 19 (야사동)","38858","명진용역","2026-01-14 16:01:59","I","2026-01-16 00:20:02","","375222.796001001","276758.202340508","개인","유료",
"429","유료직업소개소","11_50_02_P","4040000","2023404022814500011","2023-08-02","","01","영업/정상","20","영업중","","","","","03180279060","","","경기도 하남시 덕풍동 831-1 현대지식산업센터 한강미사2차(25BL)","경기도 하남시 미사대로 520, 현대지식산업센터 한강미사2차(25BL) 씨동 3층 19~20호 (덕풍동)","12925","주식회사 커리어랩스","2026-01-14 17:58:41","U","2026-01-16 02:40:00","","217964.353815516","450753.941494285","법인","유료",
"430","유료직업소개소","11_50_02_P","5530000","2014553023214500007","2014-03-26","","01","영업/정상","20","영업중","","","","","","","445-925","경기도 화성시 향남읍 장짐리 270번지 1호","경기도 화성시 향남읍 삼천병마로 265-6","445-925","태양인력","2026-01-14 16:33:58","U","2026-01-16 02:40:00","","192059.377220113","403851.239397256","개인","유료",
"431","유료직업소개소","11_50_02_P","5530000","2014553023214500026","2014-12-31","","01","영업/정상","20","영업중","","","","","","","","경기도 화성시 우정읍 조암리 149번지 5호","경기도 화성시 우정읍 장안로 32","18566","앞선인력","2026-01-14 15:18:45","U","2026-01-16 02:40:00","","183954.103879347","398515.723415439","개인","유료",
"432","유료직업소개소","11_50_02_P","5530000","2018553037114500008","2018-04-06","","01","영업/정상","20","영업중","","","","","","","","경기도 화성시 장안면 사곡리 159번지 7호","경기도 화성시 장안면 멱구지길 6","18585","조아인력개발","2026-01-14 15:26:58","U","2026-01-16 02:40:00","","183470.073068282","396936.848425262","개인","유료",
"433","유료직업소개소","11_50_02_P","5530000","2020553038814500011","2020-07-31","","01","영업/정상","20","영업중","","","","","","","","경기도 화성시 마도면 석교리 243-66","경기도 화성시 마도면 화성로 760","18537","(주)바로인력개발","2026-01-14 15:17:14","U","2026-01-16 02:40:00","","179665.95909434","411685.477099128","법인","유료",
"434","유료직업소개소","11_50_02_P","5530000","2007553018711500003","2007-04-10","","01","영업/정상","20","영업중","","","","","031 351 0020","","","경기도 화성시 우정읍 조암리 260-18 조암프라자","경기도 화성시 우정읍 3.1만세로 69-5, 조암프라자","18565","현대인력","2026-01-14 15:25:08","U","2026-01-16 02:40:00","","183987.408634926","398036.218945423","개인","유료",
"435","유료직업소개소","11_50_02_P","5530000","2008553018214500004","2007-05-15","","01","영업/정상","20","영업중","","","","","031 80594800","","","경기도 화성시 우정읍 조암리 353","경기도 화성시 우정읍 조암서로22번길 22","18567","동양인력","2026-01-14 15:23:57","U","2026-01-16 02:40:00","","183695.878660874","397954.153518515","개인","유료",
"436","유료직업소개소","11_50_02_P","5530000","2004553010411500016","2004-12-13","","01","영업/정상","20","영업중","","","","","","","","경기도 화성시 향남읍 평리 30번지 9호","경기도 화성시 향남읍 3.1만세로 1131","","대신인력","2026-01-14 15:08:24","U","2026-01-16 02:40:00","","191946.620955161","403597.255413178","개인","유료",
"437","유료직업소개소","11_50_02_P","5530000","2014553023214500002","2014-02-05","","01","영업/정상","20","영업중","","","","","031 255 5457","","","경기도 화성시 남양읍 남양리 57번지","경기도 화성시 남양읍 화성로 1196, 1층","18258","OK인력","2026-01-14 15:20:29","U","2026-01-16 02:40:00","","183566.247383536","412317.012291454","개인","유료",
"438","유료직업소개소","11_50_02_P","3510500","2024351057814500009","2024-06-17","","03","폐업","40","폐업","2026-01-14","","","","032 8727687","","","인천광역시 미추홀구 도화동 359-9","인천광역시 미추홀구 석바위로 35, 2층 201호 (도화동)","22136","늘푸른소나무 주식회사","2026-01-14 17:39:59","U","2026-01-16 02:40:00","","171348.406566934","439903.993093753","법인","유료",
"439","유료직업소개소","11_50_02_P","3740000","2024377004114500009","2024-08-12","","01","영업/정상","20","영업중","","","","","","","","경기도 수원시 영통구 영통동 1008-12 서경빌딩 5층","경기도 수원시 영통구 반달로 32-1, 서경빌딩 5층 (영통동)","16705","외국인 일자리 플러스센터","2026-01-14 10:29:45","U","2026-01-16 02:40:00","","206635.625662277","416541.423767354","개인","유료",
"440","유료직업소개소","11_50_02_P","3560000","2015356013914500001","2015-06-26","","01","영업/정상","20","영업중","","","","","032 547 3579","","","인천광역시 서구 원당동 1041-1 서영아너시티플러스 1012호","인천광역시 서구 이음대로 384, 서영아너시티플러스 1012호 (원당동)","22866","((A))해피케어","2026-01-14 14:17:17","U","2026-01-16 02:40:00","","","","개인","유료",
"441","유료직업소개소","11_50_02_P","3530000","2016353017714500001","2016-01-11","","01","영업/정상","20","영업중","","","","","","","","인천광역시 남동구 논현동 671-2 토성프라자","인천광역시 남동구 소래역로 50, 토성프라자 407호 (논현동)","21673","논현성진인력","2026-01-14 10:38:02","U","2026-01-16 02:40:00","","176398.016692352","433312.384034362","개인","유료",
"442","유료직업소개소","11_50_02_P","3210000","2015321015514500010","2015-03-30","","01","영업/정상","20","영업중","","","","","02  20380015","","","서울특별시 서초구 반포동 704-5","서울특별시 서초구 신반포로 324, 아주빌딩 302호 (반포동)","06534","피델리티파트너스","2026-01-14 09:15:52","U","2026-01-16 02:40:00","","201632.984111299","445336.362716689","개인","유료",
"443","유료직업소개소","11_50_02_P","3120000","2013312014514500006","2013-11-12","","01","영업/정상","20","영업중","","","","","","","","서울특별시 서대문구 냉천동 1-1","서울특별시 서대문구 통일로 161-1, 2층 (냉천동)","03735","성원인력직업소개소","2026-01-14 17:32:14","U","2026-01-16 02:40:00","","196739.330120882","451783.843024293","개인","유료",
"444","유료직업소개소","11_50_02_P","3120000","2020312019214500003","2020-02-19","","01","영업/정상","20","영업중","","","","","","","","서울특별시 서대문구 홍은동 454번지","서울특별시 서대문구 포방터10길 23, 상가동 B 09호 (홍은동)","03601","24시 당근 인력","2026-01-14 17:34:27","U","2026-01-16 02:40:00","","195591.551748779","455588.317096857","개인","유료",
"445","유료직업소개소","11_50_02_P","5680000","2021568034114500011","2021-12-17","","03","폐업","40","폐업","2026-01-13","","","","","","","충청남도 당진시 우강면 송산리 399-2","충청남도 당진시 우강면 덕평로 604","31754","백산인력","2026-01-14 17:14:16","U","2026-01-16 02:40:00","","179951.079115904","367955.972121997","개인","유료",
"446","유료직업소개소","11_50_02_P","5350000","2021535029214500031","2021-12-16","","03","폐업","40","폐업","2024-12-31","","","","","","","경상남도 김해시 관동동 449-1","경상남도 김해시 계동로23번길 9, 306호 (관동동)","50998","드림 Job Center","2026-01-14 15:31:11","U","2026-01-16 02:40:00","","363432.197833181","188025.697528621","개인","유료",
"447","유료직업소개소","11_50_02_P","5530000","2023553047914500013","2023-05-10","","01","영업/정상","20","영업중","","","","","","","","경기도 화성시 남양읍 남양리 1351-5","경기도 화성시 남양읍 남양성지로 223, 101호","18258","(주)깐부인력","2026-01-14 15:04:57","U","2026-01-16 02:40:00","","184505.895024635","412417.930107732","개인","유료",
"448","유료직업소개소","11_50_02_P","3150000","2023315020114500010","2023-01-06","","01","영업/정상","20","영업중","","","","","02  714 0512","","","서울특별시 강서구 마곡동 791-7 리더스애비뉴마곡","서울특별시 강서구 마곡중앙8로5길 5, 리더스애비뉴마곡 310호 (마곡동)","07794","(주)에이젯파트너스","2026-01-14 13:56:10","U","2026-01-16 02:40:00","","185532.1707723","451031.853121589","법인","유료",
"449","유료직업소개소","11_50_02_P","4940000","2023494012114500005","2023-05-01","","03","폐업","40","폐업","2025-12-31","","","","","","","전라남도 영암군 신북면 월평리 171-1","전라남도 영암군 신북면 간은정로 47","58401","현대인력개발사무소","2026-01-14 18:03:38","U","2026-01-16 02:40:00","","171974.19740486","154742.519181821","개인","유료",
"450","유료직업소개소","11_50_02_P","4641000","2004466004711500010","2004-04-16","","03","폐업","40","폐업","2026-01-13","","","","063 247 1007","","","전북특별자치도 전주시 덕진구 우아동3가 744번지 170호","전북특별자치도 전주시 덕진구 동부대로 697 (우아동3가)","","온누리종합인력","2026-01-14 10:19:13","U","2026-01-16 02:40:00","","214331.930525844","261180.33639335","개인","유료",
"451","유료직업소개소","11_50_02_P","5020000","2006502013211500061","2006-11-03","","03","폐업","40","폐업","2026-01-14","","","","054 281 5600","","","경상북도 포항시 남구 해도동 41번지 7호","경상북도 포항시 남구 중앙로131번길 14 (해도동)","790-190","창신유료직업소개소","2026-01-14 10:01:14","U","2026-01-16 02:40:00","","413273.003193256","283189.240395212","개인","유료",
"452","유료직업소개소","11_50_02_P","3130000","2020313022314500015","2020-08-06","","01","영업/정상","20","영업중","","","","","023370691","","","서울특별시 마포구 합정동 197-4 평산빌딩","서울특별시 마포구 토정로 16, 평산빌딩 4층 401호 (합정동)","04085","주식회사 가인지캠퍼스","2026-01-14 15:54:04","U","2026-01-16 02:40:00","","192209.114974","449249.459202891","법인","유료",
"453","유료직업소개소","11_50_02_P","5530000","2021553038814500024","2021-07-06","","01","영업/정상","20","영업중","","","","","","","","경기도 화성시 팔탄면 율암리 177-11","경기도 화성시 팔탄면 시청로 839, B층 201호","18524","라잇피플","2026-01-14 15:16:23","U","2026-01-16 02:40:00","","189520.115116427","407335.109701406","개인","유료",
"454","유료직업소개소","11_50_02_P","4781000","2015478008514500003","2015-06-22","","03","폐업","40","폐업","2026-01-14","","","","063  5638835","","","전북특별자치도 고창군 고창읍 읍내리 682번지 4호","전북특별자치도 고창군 고창읍 성산1길 32","56433","대성인력","2026-01-14 11:20:00","U","2026-01-16 02:40:00","","172445.178793831","215430.043208314","개인","유료",
"455","유료직업소개소","11_50_02_P","5250000","2021525012314500003","2021-05-13","","03","폐업","40","폐업","2026-01-14","","","","","","","경상북도 울진군 죽변면 죽변리 256-3 치킨나라죽변점","경상북도 울진군 죽변면 죽변북로 31, 치킨나라죽변점","36316","울진현대인력","2026-01-14 13:11:56","U","2026-01-16 02:40:00","","415248.826501245","398346.453772826","개인","유료",
"456","유료직업소개소","11_50_02_P","3160000","2018316016014500020","2018-09-18","","01","영업/정상","20","영업중","","","","","","","","서울특별시 구로구 구로동 806번지 11호","서울특별시 구로구 도림로3길 13 (구로동)","08320","용인력","2026-01-14 14:24:18","U","2026-01-16 02:40:00","","189887.096605635","442637.620013798","개인","유료",
"457","유료직업소개소","11_50_02_P","3740000","2025377004114500007","2025-05-12","","01","영업/정상","20","영업중","","","","","0312361814","","","경기도 수원시 팔달구 인계동 1035-5 스마트 타워","경기도 수원시 팔달구 인계로 120, 스마트 타워 1515호 (인계동)","16489","주식회사 예원라이프케어","2026-01-14 15:07:14","U","2026-01-16 02:40:00","","202656.872281219","418367.636262667","법인","유료",
"458","유료직업소개소","11_50_02_P","4641000","2025465100614500008","2025-06-23","","01","영업/정상","20","영업중","","","","","","","","전북특별자치도 전주시 완산구 효자동3가 1541-10","전북특별자치도 전주시 완산구 홍산중앙로 14, 4층 402호 (효자동3가)","54969","주식회사 브릿지센터","2026-01-14 10:20:54","U","2026-01-16 02:40:00","","209810.917297611","257203.676550402","법인","유료",
"459","유료직업소개소","11_50_02_P","3120000","2022312019214500005","2022-10-27","","01","영업/정상","20","영업중","","","","","","","","서울특별시 서대문구 창천동 503-8","서울특별시 서대문구 신촌로 25, 2층 3136호 (창천동)","03785","탤런트인사이트","2026-01-14 17:35:49","U","2026-01-16 02:40:00","","193712.476983727","450637.010875398","개인","유료",
"460","유료직업소개소","11_50_02_P","3690000","2006369006011500006","2006-03-03","","01","영업/정상","20","영업중","","","","","052 227 3637","","","울산광역시 중구 성남동 190번지 98호","울산광역시 중구 학성로 56 (성남동)","681-812","대한간병사컨설팅","2026-01-14 17:19:56","U","2026-01-16 02:40:00","","410074.820602403","230713.347231097","개인","유료",
"461","유료직업소개소","11_50_02_P","3940000","2025395005214500006","2025-03-25","","01","영업/정상","20","영업중","","","","","","","","경기도 고양시 덕양구 도내동 1030-2","경기도 고양시 덕양구 도래울3로 14-2, 1층 101호 (도내동)","10551","주식회사 서연글로벌","2026-01-14 14:57:26","U","2026-01-16 02:40:00","","188530.23985154","458663.951365205","법인","유료",
"462","유료직업소개소","11_50_02_P","4691000","2025469107614500003","2025-04-28","","03","폐업","40","폐업","2026-01-14","","","","","","","전북특별자치도 정읍시 과교동 224-5","전북특별자치도 정읍시 구계교암길 284 (과교동)","56209","숨간병센터","2026-01-14 14:28:25","U","2026-01-16 02:40:00","","185202.546325883","227904.111563849","개인","유료",
"463","유료직업소개소","11_50_02_P","3170000","2025317024914500002","2025-03-11","","01","영업/정상","20","영업중","","","","","","","","서울특별시 금천구 가산동 543-1 대성디폴리스지식산업센터","서울특별시 금천구 서부샛길 606, 대성디폴리스지식산업센터 B동 2503-2호 (가산동)","08504","주식회사 템피드","2026-01-14 08:51:12","U","2026-01-16 02:40:00","","189055.138252216","441958.334400683","법인","유료",
"464","유료직업소개소","11_50_02_P","5530000","2023553047914500027","2023-12-13","","01","영업/정상","20","영업중","","","","","","","","경기도 화성시 팔탄면 구장리 75-29","경기도 화성시 팔탄면 시청로 1049, C동 202호","18528","(주)원탑글로벌에이치알","2026-01-14 15:02:34","U","2026-01-16 02:40:00","","191244.649918328","407838.687820033","법인","유료",
"465","유료직업소개소","11_50_02_P","5050000","2018505029114500001","2018-02-26","","03","폐업","40","폐업","2026-01-14","","","","","","","경상북도 경주시 안강읍 양월리 1201번지 16호","경상북도 경주시 안강읍 비화원로 109","38021","가나인력개발","2026-01-14 17:33:06","U","2026-01-16 02:40:00","","400171.849858695","279036.009107701","개인","유료",
"466","유료직업소개소","11_50_02_P","5680000","2014568022214500007","2014-04-18","","01","영업/정상","20","영업중","","","","","041 354 0479","","","충청남도 당진시 채운동 1034 우리영농상사","충청남도 당진시 서부로 76, 우리영농상사 (채운동)","31777","1등인력(직업소개소)","2026-01-14 15:29:20","U","2026-01-16 02:40:00","","166866.119708505","376342.224019934","개인","유료",
"467","유료직업소개소","11_50_02_P","3130000","2015313018114500013","2013-12-17","","01","영업/정상","20","영업중","","","","","02  525 3887","","","서울특별시 마포구 공덕동 256-13 제일빌딩","서울특별시 마포구 만리재로 15, 제일빌딩 709호 (공덕동)","04214","(주)베스트에치알","2026-01-14 15:47:33","U","2026-01-16 02:40:00","","195748.06444032","449145.578789461","법인","유료",
"468","유료직업소개소","11_50_02_P","4570000","2010457008814500004","2010-02-12","","01","영업/정상","20","영업중","","","","","0418331277","","","충청남도 부여군 부여읍 동남리 530번지 4호 19통","충청남도 부여군 부여읍 성왕로 126-1","323-806","두레인력직업소개소","2026-01-14 16:12:11","U","2026-01-16 02:40:00","","191367.38186997","308498.271796628","개인","유료",
"469","유료직업소개소","11_50_02_P","3130000","2020313022314500020","2020-12-02","","01","영업/정상","20","영업중","","","","","07041528207","","","서울특별시 마포구 서교동 465-19","서울특별시 마포구 동교로22길 50, 102호 (서교동)","04030","(주)잡앤파트너","2026-01-14 17:01:12","U","2026-01-16 02:40:00","","192618.34648302","450205.595730507","법인","유료",
