"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","수리대상 의료기기의 유형","다른 겸업 여부","총규모","영업규모",
"1335","의료기기판매(임대)업","01_02_03_P","3490000","PHMG120233490019047000043","2023-10-17","","03","폐업","03","폐업","2026-01-12","","","","","","","인천광역시 중구 중산동 ****-**","인천광역시 중구 영종대로 ***, 광영스너그에어시티 ****호 (중산동)","22402","휘숨","2026-01-13 16:53:59","U","2026-01-15 02:40:00","","161097.902632256","442622.679940228","","","","",
"1336","의료기기판매(임대)업","01_02_03_P","3270000","PHMG120233270022047000033","2023-10-04","","01","영업/정상","13","영업중","","","","","051-637-3134","","","부산광역시 동구 범일동 **-*** 한성기린프라자","부산광역시 동구 중앙대로 ***, 상가*층동 *층 ***호 (범일동, 한성기린프라자)","48726","봉25 한성기린점","2026-01-13 17:23:26","U","2026-01-15 02:40:00","","387395.906194984","184141.142825361","","","44.21","",
"1337","의료기기판매(임대)업","01_02_03_P","4020000","PHMG120244020028047000071","2024-12-04","","01","영업/정상","13","영업중","","","","","","","","경기도 군포시 대야미동 ***-* 센트럴아이파트 상가","경기도 군포시 대야*로***번길 **-*, 센트럴아이파트 상가 가동 지 *층 ***호 (대야미동)","15886","GS25 대야미프레시점","2026-01-13 13:37:31","U","2026-01-15 02:40:00","","192418.661723093","425564.655078798","","","87.64","",
"1338","의료기기판매(임대)업","01_02_03_P","4181000","PHMG120254181030047000002","2025-01-15","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 소양로*가 *-* 더샵 소양스타리버","강원특별자치도 춘천시 모수물길 **, 상가동 B***호 (소양로*가, 더샵 소양스타리버)","24268","호주면세점 직영할인점(춘천점)","2026-01-13 11:44:07","U","2026-01-15 02:40:00","","263787.010394196","487590.682774907","","","","",
"1339","의료기기판매(임대)업","01_02_03_P","4681000","PHMG120264681049047000002","2026-01-09","","01","영업/정상","13","영업중","","","","","","","","","전북특별자치도 익산시 부송로 ***-**, ***,***호 (부송동, 익산부송데시앙 상가)","54550","지에스25 익산부송데시앙점","2026-01-14 13:41:43","I","2026-01-16 00:20:02","","","","","","","",
"1340","의료기기판매(임대)업","01_02_03_P","4681000","PHMG120264681049047000003","2026-01-12","","01","영업/정상","13","영업중","","","","","","","","","전북특별자치도 익산시 고현로*길 ** (모현동*가)","54659","지에스(GS)25 익산희망점","2026-01-14 15:47:58","I","2026-01-16 00:20:02","","194693.729138637","271790.396314595","","","","",
"1341","의료기기판매(임대)업","01_02_03_P","4681000","PHMG120264681049047000004","2026-01-09","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 익산시 춘포면 쌍정리 ***-* 익산더반포레아파트상가 ***동 ***호","전북특별자치도 익산시 춘포면 궁성로 ***, 익산더반포레아파트상가 ***동 ***호","54578","(유)그릿유통","2026-01-14 17:43:08","I","2026-01-16 00:20:02","","204777.301221512","269332.222855955","","","67.3","",
"1342","의료기기판매(임대)업","01_02_03_P","3080000","PHMG120263080033047000003","2001-04-03","","01","영업/정상","13","영업중","","","","","02-2271-1431","","","서울특별시 강북구 번동 ***-**","서울특별시 강북구 덕릉로**길 **, *층 (번동)","01066","동남메디칼","2026-01-14 10:04:22","I","2026-01-16 00:20:02","","202656.987069915","459330.388332786","","","","",
"1343","의료기기판매(임대)업","01_02_03_P","4060000","PHMG120264060477047000001","2026-01-14","","01","영업/정상","13","영업중","","","","","031-939-3399","","","경기도 파주시 문산읍 문산리 **-** ***호","경기도 파주시 문산읍 문향로 **-*, 우리들빌딩 ***호","10824","소리나보청기","2026-01-14 15:23:30","I","2026-01-16 00:20:02","","181065.747530963","483816.596281343","","","89","",
"1344","의료기기판매(임대)업","01_02_03_P","6510000","PHMG120266510096047000003","2026-01-14","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 제주시 아라일동 ****-*","제주특별자치도 제주시 중앙로 ***, *층 (아라일동)","63238","지에스25뉴제주아라점","2026-01-14 11:21:31","I","2026-01-16 00:20:02","","157655.590393273","-2659.05133088315","","","3.3","",
"1345","의료기기판매(임대)업","01_02_03_P","3210000","PHMG120263210034047000014","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 방배동 ***-**","서울특별시 서초구 효령로**길 **-*, *층 (방배동)","06682","웰니스힐링센터","2026-01-14 09:43:15","I","2026-01-16 00:20:02","","199446.014163807","442503.321432405","","","111.91","",
"1346","의료기기판매(임대)업","01_02_03_P","3210000","PHMG120263210034047000015","2026-01-12","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 양재동 *-** 신한빌딩","서울특별시 서초구 논현로 ***, 신한빌딩 *층 (양재동)","06739","나우비긴 주식회사","2026-01-14 14:45:50","I","2026-01-16 00:20:02","","203573.893072506","442544.708006124","","","110.15","",
"1347","의료기기판매(임대)업","01_02_03_P","3780000","PHMG120263780064047000007","2026-01-14","","01","영업/정상","13","영업중","","","","","","","","경기도 성남시 분당구 이매동 ***-* 청학빌딩","경기도 성남시 분당구 양현로**번길 **, 청학빌딩 *층 ***호 (이매동)","13568","원메드","2026-01-14 15:24:25","I","2026-01-16 00:20:02","","211065.06","432173.61","","","","",
"1348","의료기기판매(임대)업","01_02_03_P","3780000","PHMG120263780064047000008","2021-03-26","","01","영업/정상","13","영업중","","","","","","","","경기도 성남시 분당구 정자동 ***-**","경기도 성남시 분당구 불곡남로**번길 **, *층 (정자동)","13604","스코프코리아","2026-01-14 17:09:25","I","2026-01-16 00:20:02","","211032.470000837","428434.937545098","","","","",
"1349","의료기기판매(임대)업","01_02_03_P","3330000","PHMG120263330024047000003","2026-01-12","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 중동 ****-* 뉴대원빌딩","부산광역시 해운대구 좌동순환로 **, 뉴대원빌딩 *층 ***-*, **호 (중동)","48084","지이케이 메디","2026-01-14 16:17:39","I","2026-01-16 00:20:02","","397359.910631529","187519.041394398","","","3","",
"1350","의료기기판매(임대)업","01_02_03_P","3330000","PHMG120263330024047000004","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 좌동 ****-* 경동코아","부산광역시 해운대구 세실로 **, 경동코아 *층 ***호 일부호 (좌동)","48111","(주)제이엘컴바인","2026-01-14 17:02:29","I","2026-01-16 00:20:02","","398401.303303104","187681.068622966","","","","",
"1351","의료기기판매(임대)업","01_02_03_P","3330000","PHMG120263330024047000005","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 좌동 **** 해운대화목타운","부산광역시 해운대구 대천로 ***, 상가동 ***호 (좌동, 해운대화목타운)","48107","필모즈","2026-01-14 17:07:11","I","2026-01-16 00:20:02","","398431.390184482","188030.860145389","","","49.8","",
"1352","의료기기판매(임대)업","01_02_03_P","4781000","PHMG120264781005047000002","2026-01-14","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 고창군 고창읍 읍내리 ***-**","전북특별자치도 고창군 고창읍 중앙로 ***, *층","56433","KYK(케이와이케이)","2026-01-14 14:31:36","I","2026-01-16 00:20:02","","172604.016738883","215130.996399366","","","230","",
"1353","의료기기판매(임대)업","01_02_03_P","4010000","PHMG120264010281047000004","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","","경기도 시흥시 배곧*로 **-*, 골든프라자 ***,***호 (배곧동)","15010","지에스25배곧프라자점","2026-01-14 15:57:01","I","2026-01-16 00:20:02","","175765.244425981","430553.878700729","","","","",
"1354","의료기기판매(임대)업","01_02_03_P","5380000","PHMG120265380361047000002","2026-01-14","","01","영업/정상","13","영업중","","","","","","","","경상남도 양산시 덕계동 ****","경상남도 양산시 덕계서로 ***, C동 *호 (덕계동)","50556","더원","2026-01-14 11:44:31","I","2026-01-16 00:20:02","","394945.807815001","209982.955709089","","","","",
"1355","의료기기판매(임대)업","01_02_03_P","4490000","PHMG120264490261047000003","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","충청남도 천안시 서북구 불당동 **** 퍼스트프라자","충청남도 천안시 서북구 불당**로 **-**, 퍼스트프라자 *층 (불당동)","31156","하나퍼스트의원","2026-01-14 07:46:11","I","2026-01-16 00:20:02","","209601.30630097","368028.718481455","","","","",
"1356","의료기기판매(임대)업","01_02_03_P","3300000","PHMG120263300024047000008","2026-01-14","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동래구 명륜동 ***-** 마노","부산광역시 동래구 충렬대로 ***, 마노 *층 우측호 (명륜동)","47738","(주)메디허브","2026-01-14 09:42:51","I","2026-01-16 00:20:02","","389650.346755235","191215.331670322","","","","",
"1357","의료기기판매(임대)업","01_02_03_P","5530000","PHMG120265530506047000007","2026-01-12","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 오산동 ***-**","경기도 화성시 동탄대로**길 **, ***-n***호 (오산동)","18481","둥이네","2026-01-14 17:18:27","I","2026-01-16 00:20:02","","208622.33308041","409284.353165193","","","3.3","",
"1358","의료기기판매(임대)업","01_02_03_P","5530000","PHMG120265530507047000001","2026-01-14","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 병점동 ***-* 리더스프라자","경기도 화성시 효행로 ****, 리더스프라자 ***-J**호 (병점동)","18405","하늘열매유통","2026-01-14 17:52:04","I","2026-01-16 00:20:02","","203811.08404256","412529.901991526","","","3.3","",
"1359","의료기기판매(임대)업","01_02_03_P","5530000","PHMG120265530507047000002","2026-01-14","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 병점동 ***-* 리더스프라자","경기도 화성시 효행로 ****, 리더스프라자 *층 ***-J***호 (병점동)","18405","제이상사","2026-01-14 17:54:07","I","2026-01-16 00:20:02","","203811.08404256","412529.901991526","","","3.3","",
"1360","의료기기판매(임대)업","01_02_03_P","3050000","PHMG120263050034047000005","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동대문구 용두동 ***-***","서울특별시 동대문구 왕산로**길 **, *층 (용두동)","02585","한솔","2026-01-14 16:01:06","I","2026-01-16 00:20:02","","202847.685463281","452649.874847997","","","63.8","",
"1361","의료기기판매(임대)업","01_02_03_P","4090000","PHMG120264090023047000006","2015-11-24","","01","영업/정상","13","영업중","","","","","","","","경기도 김포시 양촌읍 학운리 ****","경기도 김포시 양촌읍 황금*로 **, ***호","10048","세바스찬 코리아","2026-01-14 17:32:23","I","2026-01-16 00:20:02","","166200.070865137","456571.949309736","","","","",
"1362","의료기기판매(임대)업","01_02_03_P","4090000","PHMG120264090023047000007","2014-06-11","","01","영업/정상","13","영업중","","","","","02-3665-5433","","","경기도 김포시 양촌읍 학운리 ****","경기도 김포시 양촌읍 황금*로 **, ***호","10048","(주)에스비사이언스","2026-01-14 17:34:25","I","2026-01-16 00:20:02","","166200.070865137","456571.949309736","","","","",
"1363","의료기기판매(임대)업","01_02_03_P","5590000","PHMG120265590021047000003","2026-01-15","","01","영업/정상","13","영업중","","","","","","","","경기도 양주시 옥정동 ****-* *층","경기도 양주시 옥정동로*사길 *, *층 (옥정동)","11476","세븐일레븐 옥정중앙점","2026-01-14 09:08:49","I","2026-01-16 00:20:02","","208349.258237881","479280.448353775","","","","",
"1364","의료기기판매(임대)업","01_02_03_P","5350000","PHMG120265350356047000002","2026-01-14","","01","영업/정상","13","영업중","","","","","055-329-5998","","","경상남도 김해시 내덕동 ***-**","경상남도 김해시 금관대로***번길 **-**, *층 (내덕동)","50973","아하데이스파","2026-01-14 16:38:43","I","2026-01-16 00:20:02","","365190.450397292","190921.410671085","","","6.6","",
"1365","의료기기판매(임대)업","01_02_03_P","3460000","PHMG120263460023047000006","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","대구광역시 수성구 지산동 ***-*","대구광역시 수성구 동대구로**길 **, *층 (지산동)","42176","(주)명도안전시스템","2026-01-14 09:06:49","I","2026-01-16 00:20:02","","346915.473855803","260861.539519039","","","","",
"1366","의료기기판매(임대)업","01_02_03_P","3160000","PHMG120263160034047000005","2026-01-14","","01","영업/정상","13","영업중","","","","","","","","서울특별시 구로구 오류동 **-* 화인프라자","서울특별시 구로구 경인로**가길 *, 화인프라자 ***-***호 (오류동)","08271","제니스 코퍼레이션","2026-01-14 10:56:43","I","2026-01-16 00:20:02","","186144.880821445","443706.570673762","","","","",
"1367","의료기기판매(임대)업","01_02_03_P","3230000","PHMG120263230034047000012","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 석촌동 ***-*","서울특별시 송파구 가락로**길 **, *층 (석촌동)","05690","오니엘","2026-01-14 13:31:20","I","2026-01-16 00:20:02","","209149.961196695","444392.194498593","","","","",
"1368","의료기기판매(임대)업","01_02_03_P","3940000","PHMG120263940140047000002","2026-01-14","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 일산서구 주엽동 **-* 서현프라자","경기도 고양시 일산서구 중앙로 ****, 서현프라자 ***-*(***)호 (주엽동)","10387","윤환경에너지관리주식회사","2026-01-14 16:46:47","I","2026-01-16 00:20:02","","178668.321119565","463267.005753621","","","","",
"1369","의료기기판매(임대)업","01_02_03_P","3940000","PHMG120263940140047000003","2026-01-14","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 일산서구 주엽동 ** 자유프라자","경기도 고양시 일산서구 주엽로 ***, 자유프라자 ***(**)호 (주엽동)","10387","영란주식회사","2026-01-14 16:48:06","I","2026-01-16 00:20:02","","178669.357074513","463309.286114899","","","","",
"1370","의료기기판매(임대)업","01_02_03_P","3940000","PHMG120263940140047000004","2026-01-14","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 일산서구 주엽동 **-* 현대프라자","경기도 고양시 일산서구 대산로 ***, 현대프라자 *층 ***-***호 (주엽동)","10388","브로브로","2026-01-14 16:49:11","I","2026-01-16 00:20:02","","179077.68","463565.905","","","","",
"1371","의료기기판매(임대)업","01_02_03_P","3160000","PHMG120263160034047000006","2026-01-12","","01","영업/정상","13","영업중","","","","","","","","서울특별시 구로구 구로동 ***-* 제이앤케이디지털타워","서울특별시 구로구 디지털로**길 ***, 제이앤케이디지털타워 ***호 (구로동)","08390","(주)벤처에이텍","2026-01-14 13:12:48","I","2026-01-16 00:20:02","","190822.851419439","442253.132895893","","","","",
"1372","의료기기판매(임대)업","01_02_03_P","3680000","PHMG120263680022047000001","2026-01-14","","01","영업/정상","13","영업중","","","","","","","","대전광역시 대덕구 중리동 ***-**","대전광역시 대덕구 홍도로***번길 **, *층 (중리동)","34426","지에스25한남대북문점","2026-01-14 11:47:10","I","2026-01-16 00:20:02","","237925.434959098","317514.325481027","","","1","",
"1373","의료기기판매(임대)업","01_02_03_P","5310000","PHMG120265310029047000004","2026-01-12","","01","영업/정상","13","영업중","","","","","","","","경상남도 진주시 충무공동 ***-* 가온누리","경상남도 진주시 충의로 **-**, 가온누리 *층 ***호 (충무공동)","52852","케어진주","2026-01-14 17:49:50","I","2026-01-16 00:20:02","","304485.928927614","186860.668348928","","","","",
"1374","의료기기판매(임대)업","01_02_03_P","3220000","PHMG120263220033047000013","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 ***","서울특별시 강남구 학동로**길 **, *층 (논현동)","06105","주식회사 온데웨이브","2026-01-14 13:25:35","I","2026-01-16 00:20:02","","202790.524499745","445630.842138398","","","101.84","",
"1375","의료기기판매(임대)업","01_02_03_P","3220000","PHMG120263220033047000014","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 삼성동 ***-* 대웅제약빌딩","서울특별시 강남구 봉은사로***길 **, 대웅제약빌딩 지하*층,*층 (삼성동)","06170","(주)엠서클","2026-01-14 13:30:39","I","2026-01-16 00:20:02","","205719.232818889","445808.558519541","","","396.34","",
"1376","의료기기판매(임대)업","01_02_03_P","5670000","PHMG120265670554047000003","2026-01-09","","01","영업/정상","13","영업중","","","","","","","","경상남도 창원시 성산구 용호동 **-** 동진빌딩","경상남도 창원시 성산구 용지로***번길 **-**, 동진빌딩 *층 *호 (용호동)","51436","주식회사 신안관리","2026-01-14 09:49:21","I","2026-01-16 00:20:02","","352931.556054565","193552.661341822","","","","",
"1377","의료기기판매(임대)업","01_02_03_P","3670000","PHMG120263670022047000002","2026-01-14","","01","영업/정상","13","영업중","","","","","","","","대전광역시 유성구 노은동 ***-**","대전광역시 유성구 노은동로**번길 *-**, 지상 *층 ***호 (노은동)","34091","주식회사 더드림메딕스","2026-01-14 11:10:34","I","2026-01-16 00:20:02","","228845.865081796","318616.953250003","","","","",
"1378","의료기기판매(임대)업","01_02_03_P","4641000","PHMG120264641062047000004","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 전주시 덕진구 송천동*가 ***-*","전북특별자치도 전주시 덕진구 솔내*길 **, ***호 (송천동*가)","54835","이지테크","2026-01-14 16:18:45","I","2026-01-16 00:20:02","","211187.786404881","262453.168903411","","","10","",
"1379","의료기기판매(임대)업","01_02_03_P","3490000","PHMG120263490019047000001","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","인천광역시 중구 답동 *-* 에이코스텍,강계예원,강동유니폼","인천광역시 중구 우현로 **, 에이코스텍,강계예원,강동유니폼 *층 (답동)","22321","다비치히어링 보청기 신포점","2026-01-14 17:03:21","I","2026-01-16 00:20:02","","167042.273948361","440999.103524036","","","","",
"1380","의료기기판매(임대)업","01_02_03_P","3150000","PHMG120263150037047000009","2020-12-08","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 마곡동 **** 한림리첸빌","서울특별시 강서구 양천로 ***, ***동 ****호 (마곡동, 한림리첸빌)","07593","수쌤네가게","2026-01-14 11:23:34","I","2026-01-16 00:20:02","","183896.946505869","452322.965685604","","","63.2","",
"1381","의료기기판매(임대)업","01_02_03_P","3140000","PHMG120263140033047000002","2026-01-12","","01","영업/정상","13","영업중","","","","","","","","서울특별시 양천구 신정동 ****-*","서울특별시 양천구 중앙로 ***, ***호 (신정동)","08073","(주)오디스랩 하나히어링 양천센터","2026-01-14 14:31:21","I","2026-01-16 00:20:02","","186953.199757922","446282.381840537","","","","",
"1382","의료기기판매(임대)업","01_02_03_P","3290000","PHMG120263290024047000006","2024-03-20","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 부전동 ***-** 부산프라자","부산광역시 부산진구 서면로 **, 부산프라자 *층 ***호 (부전동)","47289","라라뷰티마켓","2026-01-14 10:52:27","I","2026-01-16 00:20:02","","387470.858138831","185689.777636154","","","187.8","",
"1383","의료기기판매(임대)업","01_02_03_P","5350000","PHMG120235350351047000049","2023-07-21","","03","폐업","03","폐업","2026-01-13","","","","","","","경상남도 김해시 삼계동 **** 삼계아이파크","경상남도 김해시 김해대로 ****, 상가동 ***호 (삼계동, 삼계아이파크)","50883","CU 삼계아이파크점","2026-01-14 15:47:54","U","2026-01-16 02:40:00","","369611.808707527","197089.310274801","","","","",
"1384","의료기기판매(임대)업","01_02_03_P","4490000","PHMG120194490261047000025","2019-05-23","","03","폐업","03","폐업","2026-01-14","","","","","","","충청남도 천안시 서북구 성정동 ***번지 *호","충청남도 천안시 서북구 성정**길 **-* (성정동)","31142","제이에스테크","2026-01-14 20:28:04","U","2026-01-16 02:40:00","","212401.641237909","368506.068046464","","","","",
"1385","의료기기판매(임대)업","01_02_03_P","5590000","PHMG120125590021047000006","2012-06-15","","01","영업/정상","13","영업중","","","","","031-868-0692","","482-862","경기도 양주시 은현면 선암리 ***번지 *호","경기도 양주시 은현면 은현로 **","11427","림스의료기","2026-01-14 13:27:21","U","2026-01-16 02:40:00","","201885.804140092","485393.278804627","","","47","",
"1386","의료기기판매(임대)업","01_02_03_P","3910000","PHMG120083910168047000004","2008-04-07","","01","영업/정상","13","영업중","","","","","031-692-7722","","450-826","경기도 평택시 평택동 **번지*호,**호 (한양빌딩 *층)","경기도 평택시 평택*로 * (평택동, 한양빌딩*층)","17910","스타키보청기평택점","2026-01-14 16:10:03","U","2026-01-16 02:40:00","","207673.405868494","387862.041710529","","","","",
"1387","의료기기판매(임대)업","01_02_03_P","3370000","PHMG120193370022047000024","2019-06-30","","01","영업/정상","13","영업중","","","","","051-236-8601","","","부산광역시 연제구 연산동 ****-* 동화빌딩","부산광역시 연제구 월드컵대로 ***, 동화빌딩 *층 일부호 (연산동)","47540","주식회사 비엘히어링","2026-01-14 08:59:37","U","2026-01-16 02:40:00","","389441.669294678","189418.44515731","","","33.5","",
"1388","의료기기판매(임대)업","01_02_03_P","3670000","PHMG120243670022047000099","2024-09-05","","01","영업/정상","13","영업중","","","","","","","","대전광역시 유성구 신성동 ***-**","대전광역시 유성구 신성남로***번길 **, 지하*층 일부호 (신성동)","34116","골든컴퍼니","2026-01-14 18:03:48","U","2026-01-16 02:40:00","","231444.444533613","321117.016294434","","","","",
"1389","의료기기판매(임대)업","01_02_03_P","3240000","PHMG120243240033047000107","2024-10-24","","01","영업/정상","13","영업중","","","","","02-3448-5181","","","서울특별시 강동구 천호동 ***-* 예경빌딩","서울특별시 강동구 올림픽로 ***, 예경빌딩 *층 *-**호 (천호동)","05248","주식회사 루나시스","2026-01-14 10:04:07","U","2026-01-16 02:40:00","","210830.134427385","448618.9907646","","","","",
"1390","의료기기판매(임대)업","01_02_03_P","4490000","PHMG120224490260047000062","2026-01-13","","03","폐업","03","폐업","2026-01-13","","","","041-573-7735","","","충청남도 천안시 동남구 풍세면 남관리 ***-*","충청남도 천안시 동남구 풍세면 풍세로 ***","31213","씨유천안남관점","2026-01-14 09:42:44","U","2026-01-16 02:40:00","","211323.707208865","361482.397708268","","","","",
"1391","의료기기판매(임대)업","01_02_03_P","5540000","PHMG120225540016047000086","2022-02-09","","03","폐업","03","폐업","2026-01-02","","","","","","","경기도 광주시 문형동 ***-**","경기도 광주시 오포로 ***","12774","GS(지에스)25 오포사랑점","2026-01-14 15:47:25","U","2026-01-16 02:40:00","","","","","","96","",
"1392","의료기기판매(임대)업","01_02_03_P","4520000","PHMG120224520031047000112","2022-02-23","","03","폐업","03","폐업","2026-01-13","","","","","","","충청남도 아산시 음봉면 산동리 ***","충청남도 아산시 음봉면 산동로 ***, *층","31418","지에스25 산동센터점","2026-01-14 10:06:57","U","2026-01-16 02:40:00","","208792.031862187","372058.098851483","","","","",
"1393","의료기기판매(임대)업","01_02_03_P","5110000","PHMG120225110034047000019","2026-01-14","","03","폐업","03","폐업","2026-01-14","","","","","","","경상북도 상주시 공성면 옥산리 ***-*","경상북도 상주시 공성면 공성중앙로 **","37267","CU 상주공성점","2026-01-14 17:51:44","U","2026-01-16 02:40:00","","298132.645595209","309783.590601407","","","","",
"1394","의료기기판매(임대)업","01_02_03_P","3300000","PHMG120223300024047000099","2022-04-01","","03","폐업","03","폐업","2026-01-14","","","","","","","부산광역시 동래구 온천동 ***-**","부산광역시 동래구 금강공원로 **-*(온천동)","47712","씨유 동래온천점","2026-01-14 11:57:46","U","2026-01-16 02:40:00","","389407.829154031","193052.222038794","","","","",
"1395","의료기기판매(임대)업","01_02_03_P","5670000","PHMG120245670554047000033","2024-06-27","","03","폐업","03","폐업","2025-12-29","","","","","","","경상남도 창원시 의창구 팔용동 **-* ***호","경상남도 창원시 의창구 차상로***번길 **, ***호 (팔용동)","51401","남경이앤지","2026-01-14 13:04:47","U","2026-01-16 02:40:00","","348676.370735556","194312.351951555","","","","",
"1396","의료기기판매(임대)업","01_02_03_P","3940000","PHMG120243940140047000044","2024-07-04","","03","폐업","03","폐업","2025-12-31","","","","","","","경기도 고양시 일산서구 대화동 ****-*","경기도 고양시 일산서구 일산로 ***, *층 (대화동)","10381","스칼프디자인센터 일산","2026-01-14 16:47:44","U","2026-01-16 02:40:00","","177750.106288891","463638.041163217","","","","",
"1397","의료기기판매(임대)업","01_02_03_P","3290000","PHMG119953290024047000005","1995-12-06","","01","영업/정상","13","영업중","","","","","051-810-2202","","614-732","부산광역시 부산진구 부전동 ***번지 **호","부산광역시 부산진구 가야대로 ***, *층 (부전동)","47285","㈜롯데쇼핑","2026-01-14 14:15:13","U","2026-01-16 02:40:00","","387271.299492377","186099.137533193","","","","",
"1398","의료기기판매(임대)업","01_02_03_P","3700000","PHMG120183700018047000007","2018-02-02","","04","취소/말소/만료/정지/중지","24","직권폐업","2026-01-14","","","","","","","","울산광역시 남구 월평로 **, *층 (신정동)","44690","(주)포스메디","2026-01-14 10:59:38","U","2026-01-16 02:40:00","","409685.868046289","229384.357665727","","","30","",
"1399","의료기기판매(임대)업","01_02_03_P","4970000","PHMG120184970018047000001","2018-01-18","","01","영업/정상","13","영업중","","","","","","","","전라남도 영광군 영광읍 신하리 *","전라남도 영광군 영광읍 옥당로 ***","57043","소리샘보청기","2026-01-14 15:13:11","U","2026-01-16 02:40:00","","154587.694110901","197450.180034173","","","141","",
"1400","의료기기판매(임대)업","01_02_03_P","3230000","PHMG120243230034047000011","2024-01-11","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 가락동 ***-**","서울특별시 송파구 동남로**길 **-**, *층 ***호 (가락동)","05826","동일컴퍼니","2026-01-14 13:52:13","U","2026-01-16 02:40:00","","211176.355166339","443489.357317049","","","","",
"1401","의료기기판매(임대)업","01_02_03_P","3700000","PHMG120193700018047000047","2019-11-04","","03","폐업","03","폐업","2025-06-30","","","","","","","","울산광역시 남구 삼산로 ***, *층 (달동)","44694","이진메디칼","2026-01-14 17:49:39","U","2026-01-16 02:40:00","","410546.305243612","228776.342386974","","","33","",
"1402","의료기기판매(임대)업","01_02_03_P","5530000","PHMG120225530441047000004","2022-01-17","","03","폐업","03","폐업","2025-12-29","","","","","","","경기도 화성시 병점동 ***-* 이타운*","경기도 화성시 효행로 ****, 이타운* ***-*, B**호 (병점동)","18405","퓨처트레이딩","2026-01-14 11:17:45","U","2026-01-16 02:40:00","","203760.122353984","412497.212229325","","","15","",
"1403","의료기기판매(임대)업","01_02_03_P","3860000","PHMG120263860384047000007","2026-01-07","","01","영업/정상","13","영업중","","","","","","","","경기도 부천시 원미구 중동 **** 신중동역 랜드마크 푸르지오 시티","경기도 부천시 원미구 신흥로 ***, 신중동역 랜드마크 푸르지오 시티 ***호 (중동)","14539","다이클로 신중동역푸르지오시티점","2026-01-14 08:57:00","U","2026-01-16 02:40:00","","180055.338981845","444675.457254185","","","","",
"1404","의료기기판매(임대)업","01_02_03_P","3230000","PHMG120253230034047000240","2025-12-30","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 방이동 **-* 골든빌딩","서울특별시 송파구 오금로**길 *-**, 골든빌딩 ***호 (방이동)","05542","키아라 잠실 눈썹전문","2026-01-14 15:44:30","U","2026-01-16 02:40:00","","209454.477041667","445853.059490784","","","","",
"1405","의료기기판매(임대)업","01_02_03_P","3100000","PHMG120233100034047000045","2023-05-02","","03","폐업","03","폐업","2026-01-14","","","","","","","서울특별시 노원구 상계동 ***-** 성원빌딩","서울특별시 노원구 덕릉로***길 *, 성원빌딩 지층 ***-*호 (상계동)","01638","하디코퍼레이션","2026-01-14 17:54:29","U","2026-01-16 02:40:00","","206795.370007235","462716.329868531","","","","",
"1406","의료기기판매(임대)업","01_02_03_P","4050000","PHMG120234050149047000045","2026-01-13","","03","폐업","03","폐업","2026-01-14","","","","","","","경기도 용인시 수지구 동천동 *** 동천마을현대*차홈타운","경기도 용인시 수지구 동천로**번길 **, ***동 ***호 (동천동, 동천마을현대*차홈타운)","16823","영화상사","2026-01-14 12:58:40","U","2026-01-16 02:40:00","","208434.02213125","426280.925468379","","","","",
