"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","관광숙박업상세명",
"159","관광숙박업","03_11_01_P","3380000","CDFI2260032024000004","2024-02-26","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 민락동 179-3","부산광역시 수영구 광안해변로 235, 6층 (민락동)","48284","Stay Lazy Morning","2026-01-14 18:24:45","U","2026-01-16 02:40:00","","393085.150482681","186011.990468756","관광숙박업","","일반상업지역","0","","","","","6","0","4","0","","","0","0","","0","0","","0","340.21","","0","","","","","","","50000000","","","","340","호스텔업",
"160","관광숙박업","03_11_01_P","3010000","CDFI2260032016000003","2016-02-19","","01","영업/정상","13","영업중","","","","","2276-3500","","","서울특별시 중구 을지로5가 275-3","서울특별시 중구 동호로 354 (을지로5가, 극동 스타클래스)","04561","라마다 바이 윈덤 서울 동대문 (RAMADA BY WYNDHAM SEOUL DONGDAEMUN)","2026-01-14 07:58:18","U","2026-01-16 02:40:00","","200161.192418006","451521.415517111","관광숙박업","","","0","","","3성","","12","4","197","12469","RAMADA BY WYNDHAM SEOUL DONGDAEMUN","Tourist Hotel","0","0","","0","0","","0","11378.16","","0","","","","","","","0","","","","11378","관광호텔업",
"161","관광숙박업","03_11_01_P","3120000","CDFI2260032017000002","2017-03-10","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서대문구 대현동 101-17","서울특별시 서대문구 신촌로 155, 8층 (대현동, 해암빌딩)","03766","서울그랜드호스텔 이대","2026-01-14 13:20:25","U","2026-01-16 02:40:00","","194929.750810335","450514.690947083","관광숙박업","","상업지역","0","기타","","재난배상책임보험(삼성화재)","숙박시설","8","2","19","0","","","0","0","","0","0","","0","512.62","","0","","","","","","","300000000","","","","513","호스텔업",
"162","관광숙박업","03_11_01_P","3780000","CDFI2260032020000001","2020-12-15","","01","영업/정상","13","영업중","","","","","","","","경기도 성남시 분당구 백현동 538 그래비티 타워","경기도 성남시 분당구 판교역로146번길 2, 그래비티 타워 (백현동)","13529","(주)조선호텔앤리조트 그래비티조선서울판교","2026-01-14 15:50:38","U","2026-01-16 02:40:00","","209679.850639734","432372.84860209","관광숙박업","","중심상업지역","18","","","","숙박시설","18","7","","","Josun Hotels & Resorts Inc. GRAVITY SEOUL PANGYO","Hotel","","","","","","","","29701.38","","","","","","","","","","","","","29701","관광호텔업",
"163","관광숙박업","03_11_01_P","3650000","CDFI2260032026000001","2026-01-15","","01","영업/정상","13","영업중","","","","","","","","대전광역시 중구 대흥동 206-2","대전광역시 중구 중앙로130번길 18, 3층 (대흥동)","34913","스테이 감초","2026-01-15 15:25:20","I","2026-01-17 00:20:02","","238045.893991327","314133.922198053","관광숙박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","126.41","","0","","","","","","","0","","","","126","호스텔업",
"164","관광숙박업","03_11_01_P","4600000","CDFI2260032007000001","2007-04-02","","01","영업/정상","13","영업중","","","","","041-631-3200","","350-807","충청남도 홍성군 홍성읍 오관리 399-20 외 399-27, 399-29번지","충청남도 홍성군 홍성읍 내포로 42","32230","브라운 도트 호텔 홍성내포점 홍성 온천 호텔 앤 스파 주식회사","2026-01-15 15:21:02","U","2026-01-17 02:40:00","","169817.360037406","344273.806584444","관광숙박업","관광사업","상업지역","10","유흥업소밀집지역","","","근린생활시설","9","1","47","3613","HONGSEONG HOT SPRINGS TOURIST HOTEL","TOURIST HOTEL","0","0","","0","0","","0","452.28","","0","","","","","","","1500000000","","","","452","관광호텔업",
"165","관광숙박업","03_11_01_P","5260000","CDFI2260032017000002","2017-06-01","","01","영업/정상","13","영업중","","","","","054-791-0711","","","경상북도 울릉군 울릉읍 저동리 170-5","경상북도 울릉군 울릉읍 저동4길 47","40214","풍경채 호스텔","2026-01-15 10:27:11","U","2026-01-17 02:40:00","","545781.827421992","452393.200583528","관광숙박업","","","2","","","","","0","0","10","0","","","0","0","","0","0","","0","405.24","","0","","","","","","","0","","","","405","호스텔업",
"166","관광숙박업","03_11_01_P","4510000","CDFI2260032013000001","2013-08-08","","01","영업/정상","13","영업중","","","","","939-2114","","355-943","충청남도 보령시 신흑동 2270-2","충청남도 보령시 해수욕장8길 28 (신흑동)","33489","쏠레르","2026-01-15 18:21:42","U","2026-01-17 02:40:00","","156093.718172047","312695.001467778","관광숙박업","","관리지역","12","기타","","","호텔","10","2","100","13010","Hotel Solaire","Tourism Accomodation Business","0","0","","0","0","","0","13010.13","","0","","","","","","","22200000500","","","","13010","관광호텔업",
"167","관광숙박업","03_11_01_P","3380000","CDFI2260032017000009","2017-07-10","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 민락동 181-177","부산광역시 수영구 광안해변로284번길 16, 1~2층 (민락동)","48283","No25호스텔","2026-01-15 16:32:45","U","2026-01-17 02:40:00","","393548.812212719","186071.117349057","관광숙박업","","준주거지역","5","기타","","","숙박시설","5","0","7","1000","","","0","0","","0","0","","0","263.11","","0","","","","","","","0","","","","263","호스텔업",
"168","관광숙박업","03_11_01_P","3740000","CDFI2260032019000001","2019-04-09","","01","영업/정상","13","영업중","","","","","031-243-9533","","","경기도 수원시 팔달구 고등동 300-13","경기도 수원시 팔달구 갓매산로 72 (고등동)","16454","팰리스호텔","2026-01-14 09:27:00","U","2026-01-17 02:40:00","","200208.826573701","418677.612372532","관광숙박업","","일반상업지역","14","","","삼성화재","숙박시설","14","0","55","1611","","","0","0","","0","0","","0","1611.1","","0","","","","","","","0","","","","1611","가족호텔업",
"169","관광숙박업","03_11_01_P","5530000","CDFI2260032010000001","2010-02-01","","03","폐업","03","폐업","2015-05-27","","","","031-268-1000","","445-150","경기도 화성시 남양읍 활초리 4-21 외 11필지","경기도 화성시 시청로 290 (활초동,외 11필지)","","롤링힐스 관광호텔","2026-01-15 10:45:50","U","2026-01-17 02:40:00","","185606.817956411","409830.199177825","관광숙박업","","","0","","","","","4","2","228","0","Rolling Hills Tourism Hotel","Tourism Hotel","0","0","","0","0","","0","0","","0","","","","","","","330000000","","","","0","",
"170","관광숙박업","03_11_01_P","3740000","CDFI2260032016000005","2016-10-26","","01","영업/정상","13","영업중","","","","","031-8019-8090","","","경기도 수원시 팔달구 매산로2가 7-3","경기도 수원시 팔달구 고화로9번길 33 (매산로2가)","16456","레스티아 수원역점","2026-01-15 15:15:36","U","2026-01-17 02:40:00","","200485.919506411","418630.270524409","관광숙박업","","일반상업지역","0","","","KB손해보험","숙박시설","10","0","32","1000","","","0","0","","0","0","","0","999.97","","0","","","","","","","0","","","","1000","가족호텔업",
"171","관광숙박업","03_11_01_P","3740000","CDFI2260032015000006","2015-09-25","","01","영업/정상","13","영업중","","","","","031-239-5572","","","경기도 수원시 권선구 권선동 991-9","경기도 수원시 권선구 경수대로335번길 10 (권선동)","16565","호텔가덴 비즈","2026-01-14 09:24:35","U","2026-01-17 02:40:00","","201837.128882598","417222.899941855","관광숙박업","","일반주거지역","7","","","DB손해보험 120210870595","숙박시설","6","1","18","1047","","","0","0","","0","0","","0","984.48","","0","","","","","","","3500000000","","","","984","소형호텔업",
"172","관광숙박업","03_11_01_P","3740000","CDFI2260032018000003","2018-02-28","","01","영업/정상","13","영업중","","","","","031-8019-8090","","","경기도 수원시 팔달구 매산로2가 10-6","경기도 수원시 팔달구 고화로9번길 34 (매산로2가)","16456","레스티아 스테이 수원역점","2026-01-15 15:15:23","U","2026-01-17 02:40:00","","200477.69705898","418648.661253876","관광숙박업","","","10","","","KB손해보험","","0","0","30","999","","","0","0","","0","0","","0","998.76","","0","","","","","","","0","","","","999","가족호텔업",
"173","관광숙박업","03_11_01_P","3740000","CDFI2260032016000001","2016-02-18","","01","영업/정상","13","영업중","","","","","031-246-1000","","","경기도 수원시 권선구 금곡동 1111-2","경기도 수원시 권선구 금곡로197번길 17-10 (금곡동)","16391","로얄프라임호텔","2026-01-14 09:28:04","U","2026-01-17 02:40:00","","195612.201402643","419173.844886278","관광숙박업","","일반상업지역","11","","","","숙박시설","9","2","64","4692","","","0","0","","0","0","","0","4692.16","","0","","","","","","","7500000300","","","","4692","관광호텔업",
"174","관광숙박업","03_11_01_P","3740000","CDFI2260032018000007","2018-09-04","","01","영업/정상","13","영업중","","","","","031-245-1989","","","경기도 수원시 팔달구 매산로2가 9-6","경기도 수원시 팔달구 고화로13번길 23 (매산로2가)","16456","호텔 잇츠더블유","2026-01-14 09:26:16","U","2026-01-17 02:40:00","","200514.564319755","418686.362158313","관광숙박업","","일반상업지역","15","","","KB손해보험","호텔","15","0","47","0","","","0","0","","0","0","","0","1550.59","","0","","","","","","","2800000000","","","","1551","가족호텔업",
"175","관광숙박업","03_11_01_P","3290000","CDFI2260032025000018","2025-10-23","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 전포동 309-1","부산광역시 부산진구 서전로58번길 32, 3층 (전포동)","47303","잇:데이","2026-01-15 10:13:29","U","2026-01-17 02:40:00","","388184.652472736","186091.049589682","관광숙박업","","일반상업지역","0","","","","","3","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","16000000","","","","0","호스텔업",
"176","관광숙박업","03_11_01_P","3550000","CDFI2260032002000002","2002-01-04","","01","영업/정상","13","영업중","","","","","032-551-5959","","407-825","인천광역시 계양구 작전동 905-3","인천광역시 계양구 계양문화로17번길 8 (작전동)","","반도관광호텔","2026-01-15 16:42:35","U","2026-01-17 02:40:00","","176539.582698929","447851.369386535","관광숙박업","관광사업","","8","","","","","7","1","48","3338","","","0","0","","0","0","","0","3417","","0","","","","","","","0","","","","3417","관광호텔업",
"177","관광숙박업","03_11_01_P","3530000","CDFI2260032025000001","2025-07-08","","01","영업/정상","13","영업중","","","","","032-427-9000","","","인천광역시 남동구 간석동 212-1","인천광역시 남동구 석촌로 57 (간석동)","21544","골든호텔(GOLDEN HOTEL)","2026-01-15 14:55:38","U","2026-01-17 02:40:00","","174157.506292237","440425.960365288","관광숙박업","","일반상업지역","9","","","","호텔","7","2","79","4948","","","0","0","","0","0","","0","4947.58","","0","","","","","","","60000000","","","","4948","관광호텔업",
"178","관광숙박업","03_11_01_P","3550000","CDFI2260032021000001","2021-04-15","","01","영업/정상","13","영업중","","","","","032-272-1700","","","인천광역시 계양구 계산동 1081-9","인천광역시 계양구 계양문화로 58 (계산동)","21069","소울하다 계양","2026-01-15 16:44:01","U","2026-01-17 02:40:00","","176673.977328221","448201.164575631","관광숙박업","","","16","","","","","14","2","85","6607","","","0","0","","0","0","","0","6607","","0","","","","","","","20000000000","","","","6607","관광호텔업",
"179","관광숙박업","03_11_01_P","3180000","CDFI2260032007000001","2007-08-16","","01","영업/정상","13","영업중","","","","","2090-8000, 8345","","","서울특별시 영등포구 여의도동 28-3","서울특별시 영등포구 여의대로 8 (여의도동, 여의도파크센터)","07320","메리어트 이그제큐티브 아파트먼트 서울","2026-01-15 14:00:25","U","2026-01-17 02:40:00","","192739.314354154","446552.469845648","관광숙박업","관광사업","","0","","","","","0","0","103","20997","Marriott Executive Apartments Seoul","FAMILY HOTEL","0","0","","0","0","","0","20997.37","","0","","","","","","","0","","","","20997","가족호텔업",
"180","관광숙박업","03_11_01_P","3180000","CDFI2260032009000001","2009-09-21","","01","영업/정상","13","영업중","","","","","2638-3091","","","서울특별시 영등포구 영등포동4가 442","서울특별시 영등포구 영중로 15 (영등포동4가, 타임스퀘어)","07305","코트야드 바이 메리어트 서울 타임스퀘어","2026-01-15 14:01:05","U","2026-01-17 02:40:00","","191385.057392247","446098.555926507","관광숙박업","","일반상업지역","20","기타","","","숙박시설","15","5","283","26266","Marriott Executive Apartments Seoul","FAMILY HOTEL","0","0","","0","0","","0","25302.52","","0","","","","","","","10400000000","","","","25303","관광호텔업",
"181","관광숙박업","03_11_01_P","3180000","CDFI2260032014000003","2014-12-30","","01","영업/정상","13","영업중","","","","","02-6222-5000","","150-874","서울특별시 영등포구 여의도동 17-5","서울특별시 영등포구 의사당대로 16 (여의도동)","07236","글래드호텔앤리조트(주) 글래드 여의도","2026-01-15 13:45:15","U","2026-01-17 02:40:00","","192622.209000336","447248.142200812","관광숙박업","","상업지역","12","기타","","","숙박시설","12","5","319","24415","","","0","0","","0","0","","0","24414.51","","0","","","","","","","0","","","","24415","관광호텔업",
"182","관광숙박업","03_11_01_P","3180000","CDFI2260032013000001","2013-11-21","","01","영업/정상","13","영업중","","","","","2671-9995","","150-045","서울특별시 영등포구 당산동5가 33-10","서울특별시 영등포구 선유동2로 72 (당산동5가)","07213","로프트 관광호텔(HOTEL LOFT)","2026-01-15 14:01:49","U","2026-01-17 02:40:00","","190981.422688886","448051.590520012","관광숙박업","","","12","","","","","10","2","58","3530","HOTEL LOFT","Tourist Hotel","0","0","","0","0","","0","3530.42","","0","","","","","","","0","","","","3530","관광호텔업",
