"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","비상시설위치","시설구분명","시설명건물명","해제일자",
"1122","민방위급수시설","11_46_01_P","4050000","5620000-E199500003","1995-01-01","","01","영업/정상","18","사용중","","","","","","200","","경기도 용인시 처인구 고림동 81-2 용인휴게소","경기도 용인시 처인구 주북로 66-14(고림동)","17039","고속도로시설관리 공단 상행선 휴게소","2026-01-14 11:35:31","U","2026-01-16 02:40:00","","221047.857207937","416316.95943828","경기도 용인시 처인구 고림동 81-2 용인휴게소","공공용시설","고속도로시설관리 공단 상행선 휴게소","",
"1123","민방위급수시설","11_46_01_P","4050000","5640000-E201100004","2011-03-23","","01","영업/정상","18","사용중","","","","","","35","","경기도 용인시 수지구 죽전동 산 25번지 1호","경기도 용인시 수지구 대지로 313 (죽전동)","16878","정자공원묘원","2026-01-14 16:21:50","U","2026-01-16 02:40:00","","212370.694620466","425556.43465747","경기도 용인시 수지구 죽전동 산 25번지 1호","공공용시설","정자공원묘원","",
"1124","민방위급수시설","11_46_01_P","4050000","5630000-E201600003","2016-11-30","","01","영업/정상","18","사용중","","","","","","100","","경기도 용인시 기흥구 보라동 35번지","경기도 용인시 기흥구 민속촌로 90 (보라동, 한국민속촌)","17075","조원관광진흥(주)-2호공","2026-01-14 13:29:38","U","2026-01-16 02:40:00","","210744.880594136","417432.190644381","경기도 용인시 기흥구 보라동 35번지","공공용시설","조원관광진흥(주)-2호공","",
"1125","민방위급수시설","11_46_01_P","4050000","5640000-E201700004","2017-05-31","","01","영업/정상","18","사용중","","","","","","90","","경기도 용인시 수지구 상현동 1139번지","","","정암약수터","2026-01-14 14:10:30","U","2026-01-16 02:40:00","","206813.570242843","421777.430030237","경기도 용인시 수지구 상현동 1139번지","공공용시설","정암약수터","",
"1126","민방위급수시설","11_46_01_P","4050000","5620000-E200800017","2008-05-13","","01","영업/정상","18","사용중","","","","","","161","","경기도 용인시 처인구 백암면 백봉리 630","경기도 용인시 처인구 백암면 죽양대로912번길 98","17180","백봉2리(간이상수도)","2026-01-14 10:26:53","U","2026-01-16 02:40:00","","235249.060187694","404848.922771836","경기도 용인시 처인구 백암면 백봉리 630","공공용시설","백봉2리(간이상수도)","",
"1127","민방위급수시설","11_46_01_P","4050000","5620000-E200800022","2008-05-13","","01","영업/정상","18","사용중","","","","","","150","","경기도 용인시 처인구 백암면 용천리 514","","","용천2리(간이상수도)","2026-01-14 10:30:30","U","2026-01-16 02:40:00","","231995.161955299","402820.825314739","경기도 용인시 처인구 백암면 용천리 514","공공용시설","용천2리(간이상수도)","",
"1128","민방위급수시설","11_46_01_P","3310000","3310000-E202300001","2023-11-20","","01","영업/정상","18","사용중","","","","","","65","","부산광역시 남구 문현동 205-24 천지탕","부산광역시 남구 수영로39번길 24, 천지탕 (문현동)","48419","천지탕","2026-01-14 13:55:52","U","2026-01-16 02:40:00","","388815.92685669","184066.526628794","부산광역시 남구 문현동 205-24 천지탕","공공용시설","천지탕","",
"1129","민방위급수시설","11_46_01_P","3310000","3310000-E202300002","2023-11-17","","01","영업/정상","18","사용중","","","","","","85","","부산광역시 남구 문현동 85-9 문현탕","부산광역시 남구 진남로 188, 문현탕 (문현동)","48423","문현탕","2026-01-14 13:53:05","U","2026-01-16 02:40:00","","389309.937982174","184626.33835648","부산광역시 남구 문현동 85-9 문현탕","공공용시설","문현탕","",
"1130","민방위급수시설","11_46_01_P","3130000","3130000-E202300001","2023-04-15","","01","영업/정상","18","사용중","","","","","","1105","","서울특별시 마포구 마포동 450 나루","서울특별시 마포구 마포대로 8, 나루 (마포동)","04176","호텔 나루 엠갤러리 서울 엠버서더","2026-01-15 20:05:45","I","2026-01-17 00:20:02","","195002.716187445","448331.067134872","서울특별시 마포구 마포동 450 나루","공공용시설","호텔 나루 엠갤러리 서울 엠버서더","",
"1131","민방위급수시설","11_46_01_P","3160000","3160000-E201900003","2019-01-25","","01","영업/정상","18","사용중","","","","","","67","","서울특별시 구로구 구로동 602번지 6호","서울특별시 구로구 경인로 558 (구로동, 구인주유소)","08278","구인주유소","2026-01-15 13:28:31","U","2026-01-17 02:40:00","","189297.50728825","444485.286134553","서울특별시 구로구 구로동 602번지 6호","공공용시설","구인주유소","",
"1132","민방위급수시설","11_46_01_P","3260000","3260000-E202200003","2022-12-14","","01","영업/정상","18","사용중","","","","","","90","","부산광역시 서구 서대신동3가 210-1 구덕운동장","부산광역시 서구 망양로 57, 구덕운동장 (서대신동3가)","49204","구덕운동장","2026-01-15 14:23:02","U","2026-01-17 02:40:00","","383628.441543458","181528.853616802","부산광역시 서구 서대신동3가 210-1 구덕운동장","공공용시설","구덕운동장","",
"1133","민방위급수시설","11_46_01_P","4231000","4231000-E199600001","1996-11-27","","01","영업/정상","18","사용중","","","","","","250","","강원특별자치도 속초시 교동 943번지 13호","강원특별자치도 속초시 밤골3길 2-1 (교동)","","속여고 뒤 비상급수시설","2026-01-15 14:56:15","U","2026-01-17 02:40:00","","337312.089953967","523073.832111582","강원특별자치도 속초시 교동 943번지 13호","정부지원시설","속여고 뒤 비상급수시설","",
"1134","민방위급수시설","11_46_01_P","4231000","4231000-E199700001","1997-01-17","","01","영업/정상","18","사용중","","","","","","250","","강원특별자치도 속초시 조양동 1511번지 1호","강원특별자치도 속초시 선사로1길 40-3 (조양동)","","청봉초등학교 앞 비상급수시설","2026-01-15 15:06:36","U","2026-01-17 02:40:00","","339049.0811518","521770.289455012","강원특별자치도 속초시 조양동 1511번지 1호","정부지원시설","청봉초등학교 앞 비상급수시설","",
"1135","민방위급수시설","11_46_01_P","4231000","4231000-E199900002","1999-08-13","","01","영업/정상","18","사용중","","","","","","150","","강원특별자치도 속초시 교동 972번지","강원특별자치도 속초시 먹거리7길 1 (교동)","","먹거리단지내 공원 비상급수시설","2026-01-15 14:59:31","U","2026-01-17 02:40:00","","337834.202930175","522451.980368306","강원특별자치도 속초시 교동 972번지","정부지원시설","먹거리단지내 공원 비상급수시설","",
"1136","민방위급수시설","11_46_01_P","4231000","4231000-E199800002","1998-06-20","","01","영업/정상","18","사용중","","","","","","100","","강원특별자치도 속초시 조양동 1499번지 1호","강원특별자치도 속초시 조양상가길 18 (조양동)","24876","부영3단지아파트 앞 비상급수시설","2026-01-15 15:03:50","U","2026-01-17 02:40:00","","338288.247827357","521992.820974344","강원특별자치도 속초시 조양동 1499번지 1호","정부지원시설","부영3단지아파트 앞 비상급수시설","",
"1137","민방위급수시설","11_46_01_P","4231000","4231000-E201900001","2019-10-17","","01","영업/정상","18","사용중","","","","","","150","","강원특별자치도 속초시 조양동 508-28","","","코아루아파트 인근 비상급수시설","2026-01-15 15:09:43","U","2026-01-17 02:40:00","","337583.761876247","521611.469707125","강원특별자치도 속초시 조양동 508-28","지자체시설","코아루아파트 인근 비상급수시설","",
"1138","민방위급수시설","11_46_01_P","4950000","4950000-E199800001","1998-01-14","","01","영업/정상","18","사용중","","","","","","100","","전라남도 무안군 일로읍 월암리 352번지 4호","","","일로읍 비상급수시설","2026-01-15 17:19:52","U","2026-01-17 02:40:00","","153750.517152016","150786.569335939","전라남도 무안군 일로읍 월암리 352번지 4호","지자체시설","일로읍 비상급수시설","",
"1139","민방위급수시설","11_46_01_P","4950000","4950000-E199400001","1994-05-01","","01","영업/정상","18","사용중","","","","","","200","","전라남도 무안군 무안읍 성남리 산 35번지 113호","","","무안읍 비상급수시설","2026-01-15 17:19:08","U","2026-01-17 02:40:00","","151869.123051456","163692.302538122","전라남도 무안군 무안읍 성남리 산 35번지 113호","지자체시설","무안읍 비상급수시설","",
"1140","민방위급수시설","11_46_01_P","4950000","4950000-E201600001","2016-06-02","","01","영업/정상","18","사용중","","","","","","120","","전라남도 무안군 삼향읍 용포리 176번지 5호","","","삼향읍 비상급수시설","2026-01-15 17:20:20","U","2026-01-17 02:40:00","","152086.498346057","147967.477357246","전라남도 무안군 삼향읍 용포리 176번지 5호","정부지원시설","삼향읍 비상급수시설","",
"1141","민방위급수시설","11_46_01_P","3920000","3920000-E200800001","2008-05-15","","01","영업/정상","18","사용중","","","","","","310","","경기도 동두천시 생연동 산 15번지 5호","","","보문사(사찰) 비상급수시설(민간)","2026-01-15 13:53:58","U","2026-01-17 02:40:00","","205972.550024697","489823.645695003","경기도 동두천시 생연동 산 15번지 5호","공공용시설","보문사(사찰) 비상급수시설(민간)","",
"1142","민방위급수시설","11_46_01_P","4020000","4020000-E199200001","1992-03-10","","01","영업/정상","18","사용중","","","","","","170","","경기도 군포시 산본동 209번지","경기도 군포시 산본로386번길 60 (산본동, 산본초등학교)","15815","산본초등학교","2026-01-15 21:32:04","U","2026-01-17 02:40:00","","194113.830264811","429603.846623101","경기도 군포시 산본동 209번지","정부지원시설","산본초등학교","",
"1143","민방위급수시설","11_46_01_P","4020000","4020000-E201300002","2013-05-03","","01","영업/정상","18","사용중","","","","","","215","","경기도 군포시 부곡동 451번지","경기도 군포시 번영로 82 (부곡동, 한국복합물류(주))","15878","한국복합물류 1구역","2026-01-15 22:50:56","U","2026-01-17 02:40:00","","","","경기도 군포시 부곡동 451번지","공공용시설","한국복합물류 1구역","",
"1144","민방위급수시설","11_46_01_P","4020000","4020000-E201300003","2013-05-03","","01","영업/정상","18","사용중","","","","","","105","","경기도 군포시 부곡동 451번지","경기도 군포시 번영로 82 (부곡동, 한국복합물류(주))","15878","한국복합물류 2구역","2026-01-15 22:52:17","U","2026-01-17 02:40:00","","","","경기도 군포시 부곡동 451번지","공공용시설","한국복합물류 2구역","",
"1145","민방위급수시설","11_46_01_P","4020000","4020000-E201200001","2012-12-31","","01","영업/정상","18","사용중","","","","","","120","","경기도 군포시 당동 949-1 수리산랜드","경기도 군포시 금당로69번길 35 (당동, 무지개마을마젤리안아파트)","15858","수리산랜드","2026-01-15 22:47:40","U","2026-01-17 02:40:00","","194555.279305879","427788.289948245","경기도 군포시 당동 949-1 수리산랜드","공공용시설","수리산랜드","",
"1146","민방위급수시설","11_46_01_P","4020000","4020000-E200000001","2000-12-20","","01","영업/정상","18","사용중","","","","","","145","","경기도 군포시 산본동 1153","경기도 군포시 번영로 407 (산본동)","15869","철쭉공원","2026-01-15 22:24:03","U","2026-01-17 02:40:00","","193349.737776607","427910.15951672","경기도 군포시 산본동 1153","공공용시설","철쭉공원","",
"1147","민방위급수시설","11_46_01_P","4020000","4020000-E199400002","1994-09-21","","01","영업/정상","18","사용중","","","","","","100","","경기도 군포시 산본동 1152번지","경기도 군포시 수리산로 79 (산본동, 군포시중앙도서관)","15867","산딸기약수터","2026-01-15 22:23:18","U","2026-01-17 02:40:00","","192468.423317349","428165.860194635","경기도 군포시 산본동 1152번지","공공용시설","산딸기약수터","",
"1148","민방위급수시설","11_46_01_P","4020000","4020000-E201400001","2014-07-09","","01","영업/정상","18","사용중","","","","","","95","","경기도 군포시 속달동 329 수리사","경기도 군포시 속달로 347-181, 수리사 (속달동)","15889","수리사","2026-01-15 22:37:46","U","2026-01-17 02:40:00","","190787.984671568","428017.685146918","경기도 군포시 속달동 329 수리사","공공용시설","수리사","",
"1149","민방위급수시설","11_46_01_P","4020000","4020000-E201400002","2014-07-09","","01","영업/정상","18","사용중","","","","","","115","","경기도 군포시 부곡동 732-1 새활용타운","경기도 군포시 번영로 145, 새활용타운 (부곡동)","15879","새활용센터","2026-01-15 22:54:33","U","2026-01-17 02:40:00","","193714.15216956","425238.098887344","경기도 군포시 부곡동 732-1 새활용타운","공공용시설","새활용센터","",
"1150","민방위급수시설","11_46_01_P","4020000","4020000-E198800001","1988-08-11","","01","영업/정상","18","사용중","","","","","","500","","경기도 군포시 산본동 1100 남부기술교육원","경기도 군포시 고산로 589, 남부기술교육원 (산본동)","15820","서울특별시남부기술교육원","2026-01-15 22:41:09","U","2026-01-17 02:40:00","","193312.818906687","429325.532881072","경기도 군포시 산본동 1100 남부기술교육원","공공용시설","서울특별시남부기술교육원","",
"1151","민방위급수시설","11_46_01_P","4020000","4020000-E199900001","1999-11-08","","01","영업/정상","18","사용중","","","","","","150","","경기도 군포시 당동 884 군포옥천초등학교","경기도 군포시 용호2로54번길 12, 군포옥천초등학교 (당동)","15876","옥천초등학교","2026-01-15 20:58:24","U","2026-01-17 02:40:00","","195070.426732543","426846.021304601","경기도 군포시 당동 884 군포옥천초등학교","정부지원시설","옥천초등학교","",
"1152","민방위급수시설","11_46_01_P","4301000","4301000-E201900001","2019-06-11","","01","영업/정상","18","사용중","","","","","","150","","강원특별자치도 철원군 김화읍 청양리 2872 김화농공관리사무소","강원특별자치도 철원군 김화읍 외골길 16, 김화농공관리사무소","24055","김화농공단지","2026-01-15 13:47:21","U","2026-01-17 02:40:00","","235490.074320252","527170.941665602","강원특별자치도 철원군 김화읍 청양리 2872 김화농공관리사무소","공공용시설","김화농공단지","",
"1153","민방위급수시설","11_46_01_P","4321000","4321000-E202100001","2021-06-23","","01","영업/정상","18","사용중","","","","","","100","","강원특별자치도 양구군 양구읍 동수리 407-5","강원특별자치도 양구군 양구읍 파로호로869번길 219","24515","민방위비상급수시설(민물고기부화장)","2026-01-15 14:10:03","U","2026-01-17 02:40:00","","285380.355563529","514461.452192547","강원특별자치도 양구군 양구읍 동수리 407-5","공공용시설","민방위비상급수시설(민물고기부화장)","",
"1154","민방위급수시설","11_46_01_P","4321000","4321000-E202100002","2021-06-23","","01","영업/정상","18","사용중","","","","","","100","","강원특별자치도 양구군 양구읍 상리 399-4 양구청소년수련관","강원특별자치도 양구군 양구읍 박수근로 366-27, 양구청소년수련관","24519","민방위비상급수시설(청소년수련관)","2026-01-15 14:03:21","U","2026-01-17 02:40:00","","286032.427563084","511872.223321555","강원특별자치도 양구군 양구읍 상리 399-4 양구청소년수련관","공공용시설","민방위비상급수시설(청소년수련관)","",
"1155","민방위급수시설","11_46_01_P","4321000","4321000-E199600001","1996-12-18","","01","영업/정상","18","사용중","","","","","","200","","강원특별자치도 양구군 양구읍 상리 394번지 14호","강원특별자치도 양구군 양구읍 비봉로73번길 52","","민방위비상급수시설(문화복지센터)","2026-01-15 14:16:02","U","2026-01-17 02:40:00","","286252.145920008","512237.930386482","강원특별자치도 양구군 양구읍 상리 394번지 14호","정부지원시설","민방위비상급수시설(문화복지센터)","",
"1156","민방위급수시설","11_46_01_P","3310000","3310000-E202400003","2024-11-12","","01","영업/정상","18","사용중","","","","","","75","","부산광역시 남구 대연동 1797-6","부산광역시 남구 진남로110번길 5 (대연동)","48449","백암탕","2026-01-15 11:48:08","U","2026-01-17 02:40:00","","389792.256860341","184140.055634831","부산광역시 남구 대연동 1797-6","공공용시설","백암탕","",
"1157","민방위급수시설","11_46_01_P","3300000","3300000-E202400007","2024-10-08","","01","영업/정상","18","사용중","","","","","","200","","부산광역시 동래구 사직동 960 사직야구장","부산광역시 동래구 사직로 45, 사직야구장 (사직동)","47874","체육시설관리소(야구장 이동파출소 앞)비상급수시설","2026-01-15 18:03:23","U","2026-01-17 02:40:00","","387643.246081761","190169.007766126","부산광역시 동래구 사직동 960 사직야구장","공공용시설","체육시설관리소(야구장 이동파출소 앞)비상급수시설","",
"1158","민방위급수시설","11_46_01_P","3780000","3790000-E201300012","2013-12-16","","01","영업/정상","18","사용중","","","","","","64","","경기도 성남시 수정구 복정동 268번지 10호","경기도 성남시 수정구 성남대로 1529","461-829","현대오일뱅크(주)","2026-01-15 21:19:09","U","2026-01-17 02:40:00","","211082.409910895","440517.729027976","경기도 성남시 수정구 복정동 268번지 10호","공공용시설","현대오일뱅크(주)","",
"1159","민방위급수시설","11_46_01_P","4020000","4020000-E199000001","1990-07-19","","01","영업/정상","18","사용중","","","","","","145","","경기도 군포시 산본동 1089번지","경기도 군포시 산본로 451-49 (산본동, 태을초등학교)","15820","수리약수터","2026-01-15 21:29:04","U","2026-01-17 02:40:00","","193400.022430838","429964.035230938","경기도 군포시 산본동 1089번지","공공용시설","수리약수터","",
"1160","민방위급수시설","11_46_01_P","4020000","4020000-E200100001","2001-11-27","","01","영업/정상","18","사용중","","","","","","170","","경기도 군포시 금정동 755 금당경로당","경기도 군포시 금재로35번길 19, 금당경로당 (금정동)","15832","제일공원","2026-01-15 21:42:11","U","2026-01-17 02:40:00","","195002.586062617","428730.925049129","경기도 군포시 금정동 755 금당경로당","정부지원시설","제일공원","",
"1161","민방위급수시설","11_46_01_P","4020000","4020000-E200300001","2003-12-31","","01","영업/정상","18","사용중","","","","","","145","","경기도 군포시 금정동 871번지","경기도 군포시 산본로 267 (금정동, 시민체육광장)","15862","시민체육광장","2026-01-15 21:57:57","U","2026-01-17 02:40:00","","194299.941746038","428037.537232175","경기도 군포시 금정동 871번지","정부지원시설","시민체육광장","",
"1162","민방위급수시설","11_46_01_P","4020000","4020000-E200800001","2025-05-23","","01","영업/정상","18","사용중","","","","","","164","","경기도 군포시 당정동 781 (1호정)","경기도 군포시 군포로 364, 안양컨트리클럽 (부곡동)","15877","안양컨트리클럽(1호정)","2026-01-15 20:57:49","U","2026-01-17 02:40:00","","195258.652624108","426642.47238843","경기도 군포시 당정동 781 (1호정)","공공용시설","안양컨트리클럽(1호정)","",
"1163","민방위급수시설","11_46_01_P","3780000","3800000-E200700034","2007-07-20","","01","영업/정상","18","사용중","","","","","","50","","경기도 성남시 중원구 은행동 1613번지","경기도 성남시 중원구 은행로7번길 21 (은행동)","13157","은행목욕탕","2026-01-15 14:54:57","U","2026-01-17 02:40:00","","214438.38593051","439368.377074331","경기도 성남시 중원구 은행동 1613번지","공공용시설","은행목욕탕","",
"1164","민방위급수시설","11_46_01_P","4020000","4020000-E200800003","2008-05-08","","01","영업/정상","18","사용중","","","","","","470","","경기도 군포시 산본동 1060-1 하나로빌딩","경기도 군포시 고산로 693, 하나로빌딩 (산본동)","15802","스파렉스","2026-01-15 21:38:00","U","2026-01-17 02:40:00","","194175.397516959","429991.28949303","경기도 군포시 산본동 1060-1 하나로빌딩","공공용시설","스파렉스","",
"1165","민방위급수시설","11_46_01_P","4020000","4020000-E199900004","1999-04-22","","01","영업/정상","18","사용중","","","","","","350","","경기도 군포시 금정동 870-8","경기도 군포시 산본로 276 (금정동)","15833","그린힐스포츠센터","2026-01-15 21:53:38","U","2026-01-17 02:40:00","","194398.286712614","428290.673043212","경기도 군포시 금정동 870-8","공공용시설","그린힐스포츠센터","",
"1166","민방위급수시설","11_46_01_P","4020000","4020000-E199800002","1998-12-09","","01","영업/정상","18","사용중","","","","","","100","","경기도 군포시 산본동 1122 산본도서관","경기도 군포시 광정로 96, 산본도서관 (산본동)","15824","중앙공원","2026-01-15 22:43:10","U","2026-01-17 02:40:00","","193718.015537416","428865.089597572","경기도 군포시 산본동 1122 산본도서관","정부지원시설","중앙공원","",
"1167","민방위급수시설","11_46_01_P","4020000","4020000-E199600002","1996-06-03","","01","영업/정상","18","사용중","","","","","","85","","경기도 군포시 금정동 356-11 한얼공원(레포츠약수터)","경기도 군포시 번영로561번길 70 (금정동)","15828","한얼공원(레포츠약수터)","2026-01-15 21:39:29","U","2026-01-17 02:40:00","","194450.810944539","429123.880267405","경기도 군포시 금정동 356-11 한얼공원(레포츠약수터)","공공용시설","한얼공원(레포츠약수터)","",
"1168","민방위급수시설","11_46_01_P","4020000","4020000-E199000003","1990-05-09","","01","영업/정상","18","사용중","","","","","","90","","경기도 군포시 산본동 1156번지 1호","경기도 군포시 번영로 380 (산본동)","435-759","주공4단지약수터","2026-01-15 22:02:31","U","2026-01-17 02:40:00","","193499.384165633","427507.897915675","경기도 군포시 산본동 1156번지 1호","공공용시설","주공4단지약수터","",
"1169","민방위급수시설","11_46_01_P","4020000","4020000-E199800004","1998-03-20","","01","영업/정상","18","사용중","","","","","","137","","경기도 군포시 당동 860 희망어린이공원","경기도 군포시 산본로 240, 희망어린이공원 (당동)","15837","희망약수터(희망어린이공원)","2026-01-15 22:46:25","U","2026-01-17 02:40:00","","194712.971519676","428237.757805395","경기도 군포시 당동 860 희망어린이공원","공공용시설","희망약수터(희망어린이공원)","",
"1170","민방위급수시설","11_46_01_P","4020000","4020000-E199800005","1998-03-20","","01","영업/정상","18","사용중","","","","","","122","","경기도 군포시 금정동 871번지 11호","경기도 군포시 오금로 16 (금정동, 다산아파트)","15863","다산약수터","2026-01-15 22:19:42","U","2026-01-17 02:40:00","","193819.483354998","427666.020285763","경기도 군포시 금정동 871번지 11호","공공용시설","다산약수터","",
"1171","민방위급수시설","11_46_01_P","4020000","4020000-E201100005","2011-08-09","","01","영업/정상","18","사용중","","","","","","58","","경기도 군포시 산본동 1152번지","경기도 군포시 수리산로 79 (산본동, 군포시중앙도서관)","15867","피크닉장 약수터","2026-01-15 22:27:38","U","2026-01-17 02:40:00","","192468.423317349","428165.860194635","경기도 군포시 산본동 1152번지","공공용시설","피크닉장 약수터","",
"1172","민방위급수시설","11_46_01_P","3780000","3790000-E200600003","2006-02-28","","01","영업/정상","18","사용중","","","","","","75","","경기도 성남시 수정구 복정동 662번지 1호","경기도 성남시 수정구 성남대로 1482-0","","e푸른주유소(김형옥)","2026-01-15 16:42:49","U","2026-01-17 02:40:00","","211111.022743444","440013.310279445","경기도 성남시 수정구 복정동 662번지 1호","공공용시설","e푸른주유소(김형옥)","",
"1173","민방위급수시설","11_46_01_P","4020000","4020000-E199300005","1993-08-19","","01","영업/정상","18","사용중","","","","","","500","","경기도 군포시 금정동 870-4 군포고등학교","경기도 군포시 오금로 118, 군포고등학교 (금정동)","15833","군포고등학교","2026-01-15 21:44:17","U","2026-01-17 02:40:00","","194622.738436741","428425.445686454","경기도 군포시 금정동 870-4 군포고등학교","공공용시설","군포고등학교","",
"1174","민방위급수시설","11_46_01_P","4020000","4020000-E199800001","1998-11-12","","01","영업/정상","18","사용중","","","","","","150","","경기도 군포시 금정동 850-2 재궁경로당","경기도 군포시 오금로 123, 재궁경로당 (금정동)","15835","재궁공원","2026-01-15 21:52:00","U","2026-01-17 02:40:00","","194567.188888459","428549.142734632","경기도 군포시 금정동 850-2 재궁경로당","정부지원시설","재궁공원","",
"1175","민방위급수시설","11_46_01_P","4020000","4020000-E200100002","2001-11-15","","01","영업/정상","18","사용중","","","","","","70","","경기도 군포시 금정동 844 군포시청","경기도 군포시 청백리길 6, 군포시청 (금정동)","15829","군포시청","2026-01-15 21:55:19","U","2026-01-17 02:40:00","","194167.798894783","428828.852840024","경기도 군포시 금정동 844 군포시청","정부지원시설","군포시청","",
"1176","민방위급수시설","11_46_01_P","4020000","4020000-E199200005","1992-04-15","","01","영업/정상","18","사용중","","","","","","137","","경기도 군포시 금정동 871번지 6호","","","오금약수터","2026-01-15 22:10:58","U","2026-01-17 02:40:00","","194168.25017841","427808.507644073","경기도 군포시 금정동 871번지 6호","공공용시설","오금약수터","",
"1177","민방위급수시설","11_46_01_P","4020000","4020000-E199200007","1992-05-18","","01","영업/정상","18","사용중","","","","","","30","","경기도 군포시 금정동 871-7 삼익소월아파트","경기도 군포시 오금로 34 (금정동, 삼익소월아파트)","15863","소월아파트(소월천)","2026-01-15 22:16:04","U","2026-01-17 02:40:00","","194002.026294862","427776.160482899","경기도 군포시 금정동 871-7 삼익소월아파트","공공용시설","소월아파트(소월천)","",
"1178","민방위급수시설","11_46_01_P","4020000","4020000-E199400003","1994-05-18","","01","영업/정상","18","사용중","","","","","","50","","경기도 군포시 산본동 1150번지","경기도 군포시 수리산로 139 (산본동, 수리중학교)","15819","광천약수터","2026-01-15 22:32:42","U","2026-01-17 02:40:00","","192706.594595653","428766.786473636","경기도 군포시 산본동 1150번지","공공용시설","광천약수터","",
"1179","민방위급수시설","11_46_01_P","4020000","4020000-E201300008","2013-05-03","","01","영업/정상","18","사용중","","","","","","98","","경기도 군포시 당정동 763 당정근린공","경기도 군포시 용호2로54번길 22, 당정근린공원 (당정동)","15877","당정근린공원","2026-01-15 22:48:51","U","2026-01-17 02:40:00","","195209.321741285","426878.708278317","경기도 군포시 당정동 763 당정근린공","공공용시설","당정근린공원","",
"1180","민방위급수시설","11_46_01_P","4020000","4020000-E200800007","2008-05-06","","01","영업/정상","18","사용중","","","","","","70","","경기도 군포시 당동 954번지","경기도 군포시 금당로17번길 9 (당동)","435-771","장수약수터","2026-01-15 21:17:11","U","2026-01-17 02:40:00","","194526.025002788","427466.754076901","경기도 군포시 당동 954번지","공공용시설","장수약수터","",
"1181","민방위급수시설","11_46_01_P","4020000","4020000-E199900002","1999-02-10","","01","영업/정상","18","사용중","","","","","","122","","경기도 군포시 산본동 1065번지 1호","경기도 군포시 고산로 663 (산본동, 산본2동주민센터)","15803","능안약수터","2026-01-15 21:37:08","U","2026-01-17 02:40:00","","193973.633726394","429772.120633511","경기도 군포시 산본동 1065번지 1호","공공용시설","능안약수터","",
"1182","민방위급수시설","11_46_01_P","3780000","3790000-E200800026","2008-03-14","","01","영업/정상","18","사용중","","","","","","41","","경기도 성남시 수정구 복정동 459번지 10호","경기도 성남시 수정구 탄천로 812-2 (복정동)","13108","윤창노(윤창진)","2026-01-15 17:10:27","U","2026-01-17 02:40:00","","210925.848763355","439658.308224466","경기도 성남시 수정구 복정동 459번지 10호","공공용시설","윤창노(윤창진)","",
"1183","민방위급수시설","11_46_01_P","4020000","4020000-E201000002","2010-03-02","","01","영업/정상","18","사용중","","","","","","122","","경기도 군포시 속달동 산 3-1","경기도 군포시 속달로110번길 25 (속달동)","15890","속달약수터","2026-01-15 22:35:36","U","2026-01-17 02:40:00","","191899.486486433","426620.105230721","경기도 군포시 속달동 산 3-1","공공용시설","속달약수터","",
"1184","민방위급수시설","11_46_01_P","4020000","4020000-E201300001","2013-05-03","","01","영업/정상","18","사용중","","","","","","83","","경기도 군포시 산본동 1150-3 순복음엘림교회","경기도 군포시 수리산로 109, 순복음엘림교회 (산본동)","15867","엘림교회","2026-01-15 22:28:18","U","2026-01-17 02:40:00","","192565.50520679","428555.469333016","경기도 군포시 산본동 1150-3 순복음엘림교회","공공용시설","엘림교회","",
"1185","민방위급수시설","11_46_01_P","4020000","4020000-E201300004","2013-05-03","","01","영업/정상","18","사용중","","","","","","105","","경기도 군포시 부곡동 451번지","경기도 군포시 번영로 82 (부곡동, 한국복합물류(주))","15878","한국복합물류 3구역","2026-01-15 22:53:35","U","2026-01-17 02:40:00","","","","경기도 군포시 부곡동 451번지","공공용시설","한국복합물류 3구역","",
"1186","민방위급수시설","11_46_01_P","4020000","4020000-E201300006","2013-05-03","","01","영업/정상","18","사용중","","","","","","150","","경기도 군포시 금정동 193","경기도 군포시 공단로214번길 5 (금정동)","15841","소이빈네이처","2026-01-15 21:43:21","U","2026-01-17 02:40:00","","195359.523314488","429193.575459603","경기도 군포시 금정동 193","공공용시설","소이빈네이처","",
"1187","민방위급수시설","11_46_01_P","3920000","3920000-E200100001","2001-10-27","","01","영업/정상","18","사용중","","","","","","125","","경기도 동두천시 보산동 109번지 5호","","","보산동싸릿말 비상급수시설","2026-01-15 14:00:53","U","2026-01-17 02:40:00","","205739.291381873","490637.148599451","경기도 동두천시 보산동 109번지 5호","정부지원시설","보산동싸릿말 비상급수시설","",
"1188","민방위급수시설","11_46_01_P","4211000","4211000-E199400001","1994-11-20","","01","영업/정상","18","사용중","","","","","","100","","강원특별자치도 동해시 천곡동 842번지","강원특별자치도 동해시 천곡로 98-1 (천곡동)","","천곡동 비상급수시설","2026-01-15 17:33:26","U","2026-01-17 02:40:00","","387007.106698205","448833.647079908","강원특별자치도 동해시 천곡동 842번지","지자체시설","천곡동 비상급수시설","",
