"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","제조구분명","사업장부지용도구분명",
"238","고압가스업","09_28_05_P","5340000","2026534023402100001","2026-01-08","","01","영업/정상","01","영업중","","","","","","","","경상남도 사천시 사남면 유천리 903","","","하이넷 사천유천 수소충전소","2026-01-08 15:07:22","I","2026-01-10 00:20:07","제조","297158.609378765","174952.646244973","충전","",
"239","고압가스업","09_28_05_P","4060000","2026406055402100001","2026-01-08","","01","영업/정상","01","영업중","","","","","","","","경기도 파주시 월롱면 덕은리 663-20","경기도 파주시 월롱면 엘지로 274-43","10844","㈜아이엠테플러스","2026-01-08 09:40:41","I","2026-01-10 00:20:07","저장소","179573.424350497","479102.132358709","","",
"240","고압가스업","09_28_05_P","3830000","1980383006202100006","1980-07-05","","01","영업/정상","01","영업중","","","","","","","","경기도 안양시 만안구 석수동 450-1","경기도 안양시 만안구 연현로1번길 96 (석수동)","","동아오츠카(주)","2026-01-08 09:48:04","I","2026-01-10 00:20:07","저장소","","","","공업용",
"241","고압가스업","09_28_05_P","6510000","2015651014602100005","2015-09-14","","01","영업/정상","01","영업중","","","","","","","","제주특별자치도 제주시 연동 263-15 메종글래드 제주","제주특별자치도 제주시 노연로 80, 메종글래드 제주 (연동)","63132","글래드호텔앤리조트(주) 메종글래드제주(본관3)","2026-01-08 17:46:40","U","2026-01-10 02:40:00","제조","152390.482526722","-1164.56501308051","냉동","",
"242","고압가스업","09_28_05_P","6510000","2016651014602200001","2016-03-24","","01","영업/정상","01","영업중","","","","2021-05-06","","","","제주특별자치도 제주시 연동 263-15 메종글래드 제주","제주특별자치도 제주시 노연로 80, 메종글래드 제주 (연동)","63132","글래드호텔앤리조트(주) 메종글래드제주(3)","2026-01-08 15:15:35","U","2026-01-10 02:40:00","제조","152390.482526722","-1164.56501308051","냉동","",
"243","고압가스업","09_28_05_P","6510000","2016651014602200002","2016-03-24","","01","영업/정상","01","영업중","","2021-03-17","2022-03-16","","","","","제주특별자치도 제주시 연동 263-15 메종글래드 제주","제주특별자치도 제주시 노연로 80, 메종글래드 제주 (연동)","63132","글래드호텔앤리조트(주) 메종글래드제주(4)","2026-01-08 15:17:27","U","2026-01-10 02:40:00","제조","152390.482526722","-1164.56501308051","냉동","",
"244","고압가스업","09_28_05_P","6510000","2017651014602100003","2017-02-06","","01","영업/정상","01","영업중","","","","2021-05-06","","","","제주특별자치도 제주시 연동 263-15 메종글래드 제주","제주특별자치도 제주시 노연로 80, 메종글래드 제주 (연동)","63132","글래드호텔앤리조트(주) 메종글래드제주(본관1)","2026-01-08 17:46:14","U","2026-01-10 02:40:00","제조","152390.482526722","-1164.56501308051","냉동","",
"245","고압가스업","09_28_05_P","6510000","2017651014602100004","2017-02-06","","01","영업/정상","01","영업중","","","","","","","","제주특별자치도 제주시 연동 263-15 메종글래드 제주","제주특별자치도 제주시 노연로 80, 메종글래드 제주 (연동)","63132","글래드호텔앤리조트(주) 메종글래드제주(본관2)","2026-01-08 17:46:27","U","2026-01-10 02:40:00","제조","152390.482526722","-1164.56501308051","냉동","",
"246","고압가스업","09_28_05_P","5710000","2012441013302200004","2012-11-07","","03","폐업","03","폐업","2026-01-08","","","","","","","충청북도 청주시 청원구 오창읍 송대리 320-2","충청북도 청주시 청원구 오창읍 과학산업2로 586","28119","(주)녹십자","2026-01-08 16:58:53","U","2026-01-10 02:40:00","제조","239337.249159134","357736.033582542","냉동","공업용",
"247","고압가스업","09_28_05_P","5350000","2003535016402100024","2010-05-07","","03","폐업","03","폐업","2011-02-15","","","","","","","경상남도 김해시 삼계동 1469-7","경상남도 김해시 해반천로 160 (삼계동)","","북부동주민센터","2026-01-08 14:34:11","U","2026-01-10 02:40:00","제조","369884.170442494","197501.539180743","냉동","",
"248","고압가스업","09_28_05_P","3530000","2004353004902200014","2004-07-02","","01","영업/정상","01","영업중","","","","","","","","인천광역시 남동구 구월동 1465-1","인천광역시 남동구 인하로 485 (구월동)","","(주)이랜드리테일","2026-01-08 16:10:50","U","2026-01-10 02:40:00","제조","173453.862536914","438088.307604717","냉동","상업용",
"249","고압가스업","09_28_05_P","3930000","2011393027702100016","2011-12-06","","01","영업/정상","01","영업중","","","","","","","","경기도 안산시 단원구 성곡동 600-4 (주)인터플렉스 안산공장","경기도 안산시 단원구 강촌로 149 (주)인터플렉스 안산공장 (성곡동)","15428","(주)인터플렉스","2026-01-08 10:11:24","U","2026-01-10 02:40:00","제조","179252.239410335","423884.124264161","냉동","공업용",
"250","고압가스업","09_28_05_P","3910000","2024391003502100008","2024-05-09","","01","영업/정상","01","영업중","","","","","","","","경기도 평택시 고덕동 1695 삼성전자(주) 평택캠퍼스","경기도 평택시 삼성로 114, 삼성전자(주) 평택캠퍼스 (고덕동)","17786","삼성전자(주) [4라인 CO₂초임계설비]","2026-01-08 10:20:39","U","2026-01-10 02:40:00","제조","205276.542163998","392561.65560657","","",
"251","고압가스업","09_28_05_P","4530000","2025453042402100007","2025-12-17","","01","영업/정상","01","영업중","","","","","","","","충청남도 서산시 성연면 왕정리 687","","","(주)위드레저스포츠","2026-01-08 14:09:24","U","2026-01-10 02:40:00","제조","","","냉동","",
"252","고압가스업","09_28_05_P","4020000","2005402008102220051","2010-09-10","","01","영업/정상","01","영업중","","","","","","","","경기도 군포시 산본동 1231","경기도 군포시 번영로 504","","주식회사 이랜드리테일","2026-01-08 09:57:53","U","2026-01-10 02:40:00","제조","193729.872096481","428221.430499605","냉동","상업용",
"253","고압가스업","09_28_05_P","5670000","2008527007602100005","2009-07-16","","01","영업/정상","01","영업중","","","","","","","","경상남도 창원시 의창구 동읍 용잠리 1060","경상남도 창원시 의창구 동읍 의창대로 783","51128","육군 제2879부대","2026-01-08 13:53:17","U","2026-01-10 02:40:00","제조","352480.451608147","199098.856932028","냉동","",
"254","고압가스업","09_28_05_P","5670000","2025567056602120521","2025-09-10","","03","폐업","03","폐업","2025-09-10","","","","","","","경상남도 창원시 의창구 팔용동 42-4 (주)성호전자2공장","경상남도 창원시 의창구 사화로 144 (주)성호전자2공장 (팔용동)","51389","두성산업(주)","2026-01-08 13:19:34","U","2026-01-10 02:40:00","제조","347454.093324279","195699.405329038","냉동","",
"255","고압가스업","09_28_05_P","3910000","2020391003502200006","2020-11-17","","02","휴업","02","휴업","","2026-01-08","2027-01-07","","","","","경기도 평택시 진위면 마산리 150","","","주식회사 나인테크","2026-01-08 13:19:26","U","2026-01-10 02:40:00","제조","208420.639845394","398482.990933133","냉동","",
"256","고압가스업","09_28_05_P","4900000","2025490010202100002","2025-07-17","","01","영업/정상","01","영업중","","","","","","2190","","전라남도 화순군 청풍면 세청리 51-13","","","청풍수산","2026-01-08 17:56:14","U","2026-01-10 02:40:00","저장소","198639.614386202","154709.588146702","","기타",
"257","고압가스업","09_28_05_P","3910000","2025391003502100014","2025-06-26","","01","영업/정상","01","영업중","","","","","","","","경기도 평택시 고덕동 1695 삼성전자(주) 평택캠퍼스","경기도 평택시 삼성로 114, 삼성전자(주) 평택캠퍼스 (고덕동)","17786","삼성전자(주) 5라인 345KV동 소화설비","2026-01-08 10:22:05","U","2026-01-10 02:40:00","저장소","205276.542163998","392561.65560657","","",
"258","고압가스업","09_28_05_P","3450000","1994345001202100064","1994-02-22","","01","영업/정상","01","영업중","","","","2019-03-20","","","","대구광역시 북구 검단동 1080-1","대구광역시 북구 검단로41길 29 (검단동)","41511","SK종합가스","2026-01-08 15:16:20","U","2026-01-10 02:40:00","판매","346706.197515126","269495.359405872","일반","주거용",
"259","고압가스업","09_28_05_P","5710000","2025571027002100002","2025-03-13","","01","영업/정상","01","영업중","","","","","","","","충청북도 청주시 흥덕구 외북동 364 SK하이닉스청주사업장M15공장","충청북도 청주시 흥덕구 에스케이로 120, SK하이닉스청주사업장M15공장 (외북동)","28356","에스케이하이닉스(주) 4캠퍼스 초임계장비","2026-01-08 13:23:19","U","2026-01-10 02:40:00","제조","238512.871931808","350558.335657718","일반","",
"260","고압가스업","09_28_05_P","3170000","2023317026702100008","2023-12-19","","01","영업/정상","01","영업중","","","","2026-01-07","","","","서울특별시 금천구 가산동 319-19","","","케이스퀘어 데이터센터(지상5층 소화용기실)","2026-01-08 14:28:31","U","2026-01-10 02:40:00","저장소","189862.454651666","441066.290117783","","",
"261","고압가스업","09_28_05_P","3170000","2023317026702100009","2023-12-19","","01","영업/정상","01","영업중","","","","2026-01-07","","","","서울특별시 금천구 가산동 319-19","","","케이스퀘어 데이터센터(지상6층 소화용기실)","2026-01-08 16:08:37","U","2026-01-10 02:40:00","저장소","189862.454651666","441066.290117783","","",
"262","고압가스업","09_28_05_P","3170000","2023317026702100010","2023-12-19","","01","영업/정상","01","영업중","","","","2026-01-07","","","","서울특별시 금천구 가산동 319-19","","","케이스퀘어 데이터센터(지상9층 소화용기실)","2026-01-08 16:30:06","U","2026-01-10 02:40:00","저장소","189862.454651666","441066.290117783","","",
"263","고압가스업","09_28_05_P","3170000","2023317026702100011","2023-12-19","","01","영업/정상","01","영업중","","","","2026-01-07","","","","서울특별시 금천구 가산동 319-19","","","케이스퀘어 데이터센터(지상10층 소화용기실)","2026-01-08 17:18:46","U","2026-01-10 02:40:00","저장소","189862.454651666","441066.290117783","","",
"264","고압가스업","09_28_05_P","3170000","2023317026702100006","2023-10-12","","01","영업/정상","01","영업중","","","","2026-01-07","","","","서울특별시 금천구 가산동 319-19","","","케이스퀘어 데이터센터(지하1층 소화용기실#2)","2026-01-08 13:33:13","U","2026-01-10 02:40:00","저장소","189862.454651666","441066.290117783","","",
"265","고압가스업","09_28_05_P","3170000","2023317026702100007","2023-10-12","","01","영업/정상","01","영업중","","","","2026-01-07","","","","서울특별시 금천구 가산동 319-19","","","케이스퀘어 데이터센터(지하1층 소화용기실#3)","2026-01-08 13:54:33","U","2026-01-10 02:40:00","저장소","189862.454651666","441066.290117783","","",
"266","고압가스업","09_28_05_P","4530000","2001453011602100001","2009-02-26","","01","영업/정상","01","영업중","","","","","","","","충청남도 서산시 대산읍 독곳리 411-8","충청남도 서산시 대산읍 독곶2로 103","","한화임팩트(주)","2026-01-08 14:09:37","U","2026-01-10 02:40:00","제조","142920.669297472","388519.050212432","특정","주상용",
"267","고압가스업","09_28_05_P","5310000","2026531033802100001","2026-01-09","","01","영업/정상","01","영업중","","","","","","919","","경상남도 진주시 문산읍 소문리 981-1 , 982-2, 982-3, 1691-1, 1691-5","","","하이넷 문산휴게소(순천방향) 수소충전소","2026-01-09 14:22:10","I","2026-01-11 00:20:02","제조","304718.31662372","186312.129256352","","",
"268","고압가스업","09_28_05_P","5360000","2026536020002100001","2026-01-09","","01","영업/정상","01","영업중","","","","","","","","경상남도 밀양시 부북면 대항리 938-2","경상남도 밀양시 부북면 퇴로로 66-8","50401","어업회사법인 주식회사 가림 밀양지점","2026-01-09 17:13:51","I","2026-01-11 00:20:02","저장소","353517.584616612","227595.859901468","","",
"269","고압가스업","09_28_05_P","4490000","2026565003202100001","2026-01-09","","02","휴업","02","휴업","","2026-01-09","2027-01-08","","","","","충청남도 천안시 동남구 풍세면 용정리 978","충청남도 천안시 동남구 풍세면 풍세산단로 58","31214","(주)비츠로밀텍","2026-01-09 13:24:27","I","2026-01-11 00:20:02","제조","209060.816211846","358950.816403038","냉동","",
"270","고압가스업","09_28_05_P","4490000","2012565000502100006","2012-12-28","","01","영업/정상","01","영업중","","","","","","46365","","충청남도 천안시 동남구 병천면 가전리 60-4","충청남도 천안시 동남구 병천면 충절로 1687","","관세국경인재개발원","2026-01-09 13:26:07","U","2026-01-11 02:40:00","제조","226073.761228662","362995.9804833","냉동","공업기타",
"271","고압가스업","09_28_05_P","5020000","2013502023402200002","2013-08-08","","03","폐업","03","폐업","2026-01-09","","","","","","","경상북도 포항시 남구 대잠동 270-1 포항 성모병원","","","(재)포항성모병원","2026-01-09 15:22:21","U","2026-01-11 02:40:00","제조","410861.620767098","282101.178725545","냉동","",
"272","고압가스업","09_28_05_P","5350000","2000535001402130008","2010-06-17","","03","폐업","03","폐업","2014-11-11","","","","","","","경상남도 김해시 한림면 명동리 1127-1","","","(주)명광금속","2026-01-09 13:07:51","U","2026-01-11 02:40:00","저장소","","","일반","주상기타",
"273","고압가스업","09_28_05_P","5350000","2010535016402100004","2011-01-06","","03","폐업","03","폐업","2017-07-16","","","","","","","경상남도 김해시 진영읍 본산리 624-79","","","(주)마이스코 본산공장","2026-01-09 13:09:06","U","2026-01-11 02:40:00","저장소","","","","",
"274","고압가스업","09_28_05_P","3180000","2017318022102100003","2017-12-28","","01","영업/정상","01","영업중","","","","","","","","서울특별시 영등포구 여의도동 34-8","서울특별시 영등포구 국제금융로8길 16 (여의도동)","","신영증권(주)","2026-01-09 17:02:07","U","2026-01-11 02:40:00","제조","193644.210676231","446557.559334636","냉동","",
"275","고압가스업","09_28_05_P","5350000","2004535010102200006","1997-10-30","","03","폐업","03","폐업","2016-11-01","","","","","","","경상남도 김해시 상동면 대감리 5","경상남도 김해시 상동면 상동로 680-77","","디에스지대동월페이퍼(주)","2026-01-09 13:54:25","U","2026-01-11 02:40:00","제조","376650.675045563","202966.344148618","냉동","기타",
"276","고압가스업","09_28_05_P","5350000","2012535019602100005","2012-07-20","","03","폐업","03","폐업","2014-04-17","","","","","","","경상남도 김해시 상동면 매리 607-36","경상남도 김해시 상동면 동북로437번길 138-112","","(주)타우플랜텍","2026-01-09 13:06:15","U","2026-01-11 02:40:00","저장소","378087.888894609","201574.641077813","","공업기타",
"277","고압가스업","09_28_05_P","5350000","2009535016402100005","2009-10-30","","03","폐업","03","폐업","2022-03-25","","","","","","","경상남도 김해시 생림면 봉림리 851","경상남도 김해시 생림면 생림대로928번길 10-58","","(주)제낙스","2026-01-09 11:38:55","U","2026-01-11 02:40:00","저장소","368071.241008469","205874.138960185","","",
"278","고압가스업","09_28_05_P","3230000","2010323013102200001","2010-09-09","","01","영업/정상","01","영업중","","","","","","","","","서울특별시 송파구 충민로 66 (문정동)","","(주)이랜드리테일","2026-01-09 10:24:10","U","2026-01-11 02:40:00","제조","210986.460698452","441725.293491662","냉동","상업.업무용",
"279","고압가스업","09_28_05_P","3980000","2017398010802100001","2017-06-13","","01","영업/정상","01","영업중","","","","","","","","경기도 구리시 인창동 677 롯데백화점 구리점","경기도 구리시 경춘로 261, 롯데백화점 구리점 (인창동)","11922","롯데쇼핑(주)구리점","2026-01-09 09:14:31","U","2026-01-11 02:40:00","제조","212647.021160325","455616.655198478","냉동","상업용",
"280","고압가스업","09_28_05_P","3340000","2003334001702100003","2003-09-25","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 감천동 759-8","부산광역시 사하구 감천항로 7 (감천동)","","한국남부발전(주)","2026-01-09 16:10:55","U","2026-01-11 02:40:00","저장소","382225.623128624","178265.526173075","일반","공업용",
"281","고압가스업","09_28_05_P","5670000","2021567057402100001","2021-02-22","","03","폐업","03","폐업","2026-01-08","","","","","","","경상남도 창원시 진해구 장천동 782-52 외 2(782-38,782-53)","","","성문 주식회사","2026-01-09 17:58:01","U","2026-01-11 02:40:00","저장소","354492.585496421","182705.578307374","","",
"282","고압가스업","09_28_05_P","3910000","2015391026802200004","2015-08-31","","01","영업/정상","01","영업중","","","","","","","","경기도 평택시 팽성읍 추팔리 399 3공장 옥상(BR냉동/냉장)","경기도 평택시 팽성읍 추팔산단1길 157, 3공장 옥상(BR냉동/냉장)","17998","에스피엘(주)","2026-01-09 14:30:47","U","2026-01-11 02:40:00","제조","206711.085897129","383491.474001352","냉동","",
"283","고압가스업","09_28_05_P","4000000","2025400013102200003","2025-11-05","","01","영업/정상","01","영업중","","","","","","","","경기도 오산시 지곶동 595","경기도 오산시 지곶중앙로 1-20 (지곶동)","18102","주식회사 엘오티베큠","2026-01-09 11:13:02","U","2026-01-11 02:40:00","제조","202799.299848259","408672.1079703","냉동","",
"284","고압가스업","09_28_05_P","4420000","2025442010702100009","2025-12-24","","01","영업/정상","01","영업중","","","","","","","","충청북도 보은군 보은읍 삼산리 199-1","","","주식회사 지에이치","2026-01-09 14:53:07","U","2026-01-11 02:40:00","제조","264667.884216493","331756.535965407","냉동","",
"285","고압가스업","09_28_05_P","4080000","2024408026202200001","2024-02-14","","01","영업/정상","01","영업중","","","","","","","","경기도 안성시 죽산면 장원리 1384","경기도 안성시 죽산면 장원공단길 35-29","17520","농업회사법인세양(주)","2026-01-09 10:35:11","U","2026-01-11 02:40:00","제조","238004.448138187","396360.219539299","냉동","",
"286","고압가스업","09_28_05_P","5130000","2024513018002100001","2024-02-27","","01","영업/정상","01","영업중","","","","2026-01-11","","","","경상북도 경산시 대동 214-1 영남대학교","","","영남대학교 CRC센터","2026-01-09 14:50:49","U","2026-01-11 02:40:00","저장소","358344.532314777","260626.839725737","","",
"287","고압가스업","09_28_05_P","4681000","2023468041702100002","2023-04-28","","03","폐업","03","폐업","2026-01-09","","","","","","","전북특별자치도 익산시 팔봉동 889 두산퓨얼셀 익산공장","전북특별자치도 익산시 서동로 627, 두산퓨얼셀 익산공장 (팔봉동)","54584","솔루스첨단소재(주)","2026-01-09 14:13:39","U","2026-01-11 02:40:00","제조","200968.178486979","272640.658739671","냉동","",
"288","고압가스업","09_28_05_P","4681000","2011468027102200001","2011-02-15","","03","폐업","03","폐업","2026-01-09","","","","","","","전북특별자치도 익산시 팔봉동 889","전북특별자치도 익산시 서동로 627 (팔봉동)","","솔루스첨단소재(주)","2026-01-09 14:16:44","U","2026-01-11 02:40:00","제조","200968.178486979","272640.658739671","냉동","공업용",
"289","고압가스업","09_28_05_P","5710000","2020573002302100002","2020-01-20","","01","영업/정상","01","영업중","","","","","","","","충청북도 청주시 흥덕구 송정동 150-32 LG생활건강","충청북도 청주시 흥덕구 2순환로 765, LG생활건강 (송정동)","28440","(주)엘지생활건강 청주공장(테크노폴리스)","2026-01-09 14:42:09","U","2026-01-11 02:40:00","제조","239517.95215146","350009.611447787","냉동","",
"290","고압가스업","09_28_05_P","4080000","2024408026202200032","2024-02-14","","01","영업/정상","01","영업중","","","","","","","","경기도 안성시 죽산면 장원리 1384","경기도 안성시 죽산면 장원공단길 35-29","17520","농업회사법인 세양(주)","2026-01-09 10:58:57","U","2026-01-11 02:40:00","제조","238004.448138187","396360.219539299","냉동","",
"291","고압가스업","09_28_05_P","5670000","2022567057402100004","2022-08-25","","01","영업/정상","01","영업중","","","","","","","","경상남도 창원시 진해구 비봉동 29-54","","","해군보급창","2026-01-09 14:05:07","U","2026-01-11 02:40:00","저장소","347349.627802231","184018.441632173","","위험시설",
"292","고압가스업","09_28_05_P","3410000","2002341001302100028","2001-03-16","","01","영업/정상","01","영업중","","","","","","","","대구광역시 중구 덕산동 53-3 동아쇼핑","대구광역시 중구 달구벌대로 2085, 동아쇼핑 (덕산동)","41936","동아쇼핑점","2026-01-09 14:34:27","U","2026-01-11 02:40:00","제조","343705.561002201","264056.630948974","냉동","상업.업무용",
"293","고압가스업","09_28_05_P","4530000","1996453011602130962","1996-01-26","","03","폐업","03","폐업","2026-01-09","","","","","","","충청남도 서산시 대산읍 독곳리 산 101-5","","","(주)남성크리스탈","2026-01-09 13:37:35","U","2026-01-11 02:40:00","판매","","","일반","특수토지",
"294","고압가스업","09_28_05_P","4530000","1991453011602270005","1991-07-16","","03","폐업","03","폐업","2026-01-09","","","","","","","충청남도 서산시 대산읍 대산리 90-1","","","삼성종합화학(주)기숙사,복지관","2026-01-09 13:00:35","U","2026-01-11 02:40:00","제조","","","냉동","아파트",
"295","고압가스업","09_28_05_P","4530000","2017453032602100008","2017-12-03","","03","폐업","03","폐업","2026-01-09","","","","","","","충청남도 서산시 예천동 1255-1","","","(주)삼화엔지니어링","2026-01-09 13:09:37","U","2026-01-11 02:40:00","제조","150914.47269439","363815.829045844","냉동","",
"296","고압가스업","09_28_05_P","4530000","2001453011602100002","2001-02-19","","03","폐업","03","폐업","2026-01-09","","","","","","","충청남도 서산시 대산읍 독곳리 69-26","","","칸토덴카코리아(주)","2026-01-09 13:33:33","U","2026-01-11 02:40:00","저장소","","","일반","주상나지",
"297","고압가스업","09_28_05_P","5600000","1993415001202100002","1993-03-22","","03","폐업","03","폐업","2025-12-15","","","","","","","경기도 포천시 소흘읍 직동리 51","경기도 포천시 소흘읍 광릉수목원로 498","","국립수목원","2026-01-09 09:43:34","U","2026-01-11 02:40:00","제조","215027.566701871","472990.938876418","냉동","특수토지",
"298","고압가스업","09_28_05_P","3860000","2009386021202200001","2010-08-26","","01","영업/정상","01","영업중","","","","","","","","경기도 부천시 원미구 상동 539-1","경기도 부천시 원미구 송내대로 239 (상동)","","㈜이랜드리테일 뉴코아 부천점","2026-01-09 09:45:46","U","2026-01-11 02:40:00","제조","178411.442079953","444684.405331659","냉동","",
"299","고압가스업","09_28_05_P","3930000","2024393045902100001","2024-04-22","","01","영업/정상","01","영업중","","","","","","","","경기도 안산시 단원구 원시동 822 롯데알미늄(주)","경기도 안산시 단원구 해안로 201, 롯데알미늄(주) (원시동)","15611","롯데인프라셀(주) 안산공장","2026-01-10 09:53:46","I","2026-01-12 00:20:09","제조","180367.539315158","421839.111412223","냉동","공업용",
"300","고압가스업","09_28_05_P","5530000","2005553012202100014","2011-01-25","","01","영업/정상","01","영업중","","","","","","","","경기도 화성시 반월동 948","경기도 화성시 삼성전자로 1 (반월동)","18448","삼성전자(주)화성사업장(저장소 78호)","2026-01-10 12:50:45","U","2026-01-12 02:40:00","저장소","205820.890952409","413028.454932076","일반","기타",
"301","고압가스업","09_28_05_P","3670000","2025367021802200046","2025-07-25","","01","영업/정상","01","영업중","","","","","","","","대전광역시 유성구 도룡동 3-1","","","기초과학연구원","2026-01-09 16:06:08","U","2026-01-12 02:40:00","제조","234414.00794623","319679.535632277","냉동","",
"302","고압가스업","09_28_05_P","5530000","2018553037902100006","2018-06-21","","01","영업/정상","01","영업중","","","","","","","","경기도 화성시 영천동 824-2","경기도 화성시 동탄첨단산업1로 63-11 (영천동)","18469","에이에스엠케이(주)-제195호","2026-01-10 12:57:09","U","2026-01-12 02:40:00","저장소","208088.464545941","412651.084135406","","",
"303","고압가스업","09_28_05_P","4450000","2013445005302100004","2013-07-09","","01","영업/정상","01","영업중","","","","2022-10-31","","","","충청북도 진천군 덕산면 구산리 산 43-7","충청북도 진천군 덕산면 초금로 318-51","","롯데패키징솔루션즈(주) 진천공장","2026-01-11 13:03:04","U","2026-01-13 02:40:00","제조","246116.578420625","374784.355174604","냉동","",
"304","고압가스업","09_28_05_P","3910000","2003391009302100001","2011-07-04","","02","휴업","02","휴업","","2026-01-12","2027-01-11","","","","","경기도 평택시 청북면 어연리 893-4","","","아덴텍코리아(주)","2026-01-12 15:54:20","I","2026-01-14 00:20:02","제조","","","냉동","공업기타",
"305","고압가스업","09_28_05_P","3470000","2000347022902100001","2000-08-16","","01","영업/정상","01","영업중","","","","","","","","대구광역시 달서구 두류동 1337-26","대구광역시 달서구 파도고개로 83 (두류동)","42667","대구화성종합가스","2026-01-12 10:04:10","I","2026-01-14 00:20:02","판매","341777.047432712","262693.978562291","","주거용",
"306","고압가스업","09_28_05_P","3470000","2007347010002200001","2011-02-23","","01","영업/정상","01","영업중","","","","","","","","대구광역시 달서구 도원동 1445","대구광역시 달서구 상화로 272 (도원동)","","한국토지주택공사대구경북지역본부","2026-01-12 15:50:13","U","2026-01-14 02:40:00","제조","339460.922828073","257491.495764626","냉동","업무용",
"307","고압가스업","09_28_05_P","4490000","2000449013102210001","2015-12-23","","03","폐업","03","폐업","2024-04-17","","","","","","","충청남도 천안시 서북구 차암동 4-4","","","토와한국주식회사","2026-01-12 19:53:54","U","2026-01-14 02:40:00","제조","210751.78657456","372912.204999133","냉동","주.상복합용",
"308","고압가스업","09_28_05_P","5710000","2014438003902100002","2014-04-30","","01","영업/정상","01","영업중","","","","","","","","","충청북도 청주시 흥덕구 직지대로 337 (향정동)","","에스케이하이닉스(주) (3캠퍼스 PGS)","2026-01-12 13:03:29","U","2026-01-14 02:40:00","저장소","238346.857851857","349554.242031072","","",
"309","고압가스업","09_28_05_P","4191000","2004419011502100006","2009-12-15","","03","폐업","03","폐업","2026-01-12","","","","","","","강원특별자치도 원주시 관설동 674-1","강원특별자치도 원주시 치악로 1307 (관설동)","","원주천연가스버스충전소","2026-01-12 16:50:29","U","2026-01-14 02:40:00","제조","286674.644798431","422944.969112605","충전","주거용",
"310","고압가스업","09_28_05_P","4191000","2008419015302100001","2010-06-30","","03","폐업","03","폐업","2026-01-12","","","","","1656","","강원특별자치도 원주시 소초면 장양리 1772-1 외2필지","강원특별자치도 원주시 소초면 북원로 3118-1 (외2필지)","","장양리고정식CNG충전소","2026-01-12 16:51:31","U","2026-01-14 02:40:00","제조","285289.296554684","435916.97338828","충전","주차장등",
"311","고압가스업","09_28_05_P","3730000","2019373018602100001","2019-07-05","","01","영업/정상","01","영업중","","","","","","","","울산광역시 울주군 두동면 봉계리 668","","","(주)이스트밸리티엔씨","2026-01-12 13:58:18","U","2026-01-14 02:40:00","저장소","400066.72012298","247947.733906253","","",
"312","고압가스업","09_28_05_P","5080000","2005508013302100006","2009-01-12","","01","영업/정상","01","영업중","","","","","","","","경상북도 구미시 신평동 465 49호","경상북도 구미시 구미대로22길 11 (신평동)","","롯데쇼핑(주)롯데마트구미점","2026-01-12 11:28:41","U","2026-01-14 02:40:00","제조","322854.380277954","291225.602303128","냉동","상업.업무용",
"313","고압가스업","09_28_05_P","4810000","2005481001902200005","2010-08-30","","01","영업/정상","01","영업중","","","","","","","","전라남도 여수시 월하동 187 한화케미칼(주)","전라남도 여수시 여수산단3로 117, 한화케미칼(주) (월하동)","59611","한화솔루션(주) 여수공장","2026-01-12 12:58:59","U","2026-01-14 02:40:00","제조","260669.798502323","147099.093912256","특정","공업용",
"314","고압가스업","09_28_05_P","5710000","2022573002302200006","2022-01-27","","01","영업/정상","01","영업중","","","","","","","","충청북도 청주시 흥덕구 오송읍 만수리 480","충청북도 청주시 흥덕구 오송읍 오송생명5로 5","28158","(주)에이프로젠바이오로직스 오송공장-지하기계실(1호기)","2026-01-12 15:59:10","U","2026-01-14 02:40:00","제조","230113.996450741","349310.451170496","냉동","공업용",
"315","고압가스업","09_28_05_P","5710000","2022573002302200007","2022-01-27","","01","영업/정상","01","영업중","","","","","","","","충청북도 청주시 흥덕구 오송읍 만수리 480","충청북도 청주시 흥덕구 오송읍 오송생명5로 5","28158","(주)에이프로젠바이오로직스 오송공장-지하기계실(2호기)","2026-01-12 16:19:07","U","2026-01-14 02:40:00","제조","230113.996450741","349310.451170496","냉동","공업용",
"316","고압가스업","09_28_05_P","3900000","2005390007902200001","2005-04-08","","01","영업/정상","01","영업중","","","","","","","","경기도 광명시 하안동 38","경기도 광명시 하안로287번길 8 (하안동)","","뉴코아아울렛 광명점","2026-01-12 09:05:11","U","2026-01-14 02:40:00","제조","189263.01222247","439900.832910796","일반","상업용",
"317","고압가스업","09_28_05_P","3940000","2004394011402200001","2011-01-24","","01","영업/정상","01","영업중","","","","","","","","경기도 고양시 일산동구 마두동 797","경기도 고양시 일산동구 중앙로 1206 (마두동)","","(주)이랜드리테일 일산점","2026-01-12 15:51:38","U","2026-01-14 02:40:00","제조","180259.17","461406.409999999","냉동","상업기타",
