"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","영업내용",
"230","옥외광고업","04_15_01_P","3940000","2013396010708500002","2015-07-22","","01","영업/정상","20","정상","","","","","031 968 0570","","","경기도 고양시 일산동구 문봉동 ***-*","경기도 고양시 일산동구 견달산로 ***-* (문봉동)","410-560","(주)동국사인그룹","2026-01-13 14:59:59","U","2026-01-15 02:40:00","","184066.243991379","466216.11153741","옥외광고업 대행",
"231","옥외광고업","04_15_01_P","3940000","1999394000008200076","1999-12-21","","01","영업/정상","20","정상","","","","","031 9773258","","","경기도 고양시 일산동구 지영동 ***","경기도 고양시 일산동구 지영로 ***-** (지영동)","410-540","주식회사 대창","2026-01-13 15:34:51","U","2026-01-15 02:40:00","","184898.521879914","468625.671724297","현수막, 간판 제작",
"232","옥외광고업","04_15_01_P","3940000","2004396001408200012","2004-07-01","","01","영업/정상","20","정상","","","","","02  593 1491","","","경기도 고양시 일산동구 장항동 ***-*","경기도 고양시 일산동구 장대길 **-** (장항동)","","주)대한전광 일산지점","2026-01-13 14:22:22","U","2026-01-15 02:40:00","","179983.526000788","459688.767039871","전광판 제조",
"233","옥외광고업","04_15_01_P","3940000","2018410010708500003","2020-03-11","","01","영업/정상","20","정상","","","","","","","","경기도 고양시 일산동구 풍동 ***-*","경기도 고양시 일산동구 숲속마을*로 **-*, *, *층 (풍동)","10302","주식회사 고양기획","2026-01-13 14:26:01","U","2026-01-15 02:40:00","","182054.494342145","463521.721601161","제작,설치,표시,대행",
"234","옥외광고업","04_15_01_P","3940000","2009396012508500005","2016-10-07","","01","영업/정상","20","정상","","","","","0319132918","","","경기도 고양시 일산동구 정발산동 **** 일산빌딩","경기도 고양시 일산동구 일산로 ***, 일산빌딩 ***호 (정발산동)","10358","바탕그래픽","2026-01-13 16:05:45","U","2026-01-15 02:40:00","","180553.071485611","463276.96686866","옥외광고업 대행",
"235","옥외광고업","04_15_01_P","3940000","2009396012508500009","2009-06-30","","01","영업/정상","20","정상","","","","","031 977 0649","","","경기도 고양시 일산동구 문봉동 ***-*","경기도 고양시 일산동구 견달산로 ***-* (문봉동)","","(주)빛글","2026-01-13 15:20:47","U","2026-01-15 02:40:00","","184029.766271025","466174.737529819","광고물 제조,도매",
"236","옥외광고업","04_15_01_P","3940000","2014396010708500013","2023-03-06","","01","영업/정상","20","정상","","","","","","","","경기도 고양시 일산동구 중산동 ****-* 한진프라자 ***호","경기도 고양시 일산동구 탄중로 ***-**, 한진프라자 ***호 (중산동)","10336","공간애드","2026-01-13 14:26:48","U","2026-01-15 02:40:00","","180539.929390764","465776.82553254","옥외광고업 대행",
"237","옥외광고업","04_15_01_P","3940000","2012395001408500005","2015-05-28","","01","영업/정상","20","정상","","","","","02-3141-1533","","","경기도 고양시 일산동구 설문동 ***-**","경기도 고양시 일산동구 장진천길 **-** (설문동)","10257","비전","2026-01-13 15:12:00","U","2026-01-15 02:40:00","","183498.228970288","467409.185289814","옥외광고물 제작,설치,표시,대행",
"238","옥외광고업","04_15_01_P","3940000","2012396010708500003","2012-03-27","","01","영업/정상","20","정상","","","","","031 902 0908","","","경기도 고양시 일산동구 백석동 ****","경기도 고양시 일산동구 호수로***번길 *-** (백석동)","410-817","현대애드컴","2026-01-13 14:31:03","U","2026-01-15 02:40:00","","180427.088750971","460170.377495078","광고물 제작 및 설치",
"239","옥외광고업","04_15_01_P","3940000","2005396001408200011","2015-10-01","","01","영업/정상","20","정상","","","","","031 976 8871","","","경기도 고양시 일산동구 식사동 ***-*","경기도 고양시 일산동구 고양대로****번길 **, *층 ***호 (식사동)","10299","우진광고공사","2026-01-13 15:18:50","U","2026-01-15 02:40:00","","183627.889813128","462620.358497509","간판제조",
"240","옥외광고업","04_15_01_P","3940000","2015396010708500005","2023-07-17","","01","영업/정상","20","정상","","","","","0319769771","","","경기도 고양시 일산동구 설문동 **-*","경기도 고양시 일산동구 문원길***번길 *** (설문동)","10254","(주)거산애드","2026-01-13 16:17:36","U","2026-01-15 02:40:00","","184213.74204787","468656.523660567","제조,표시,설치,대행",
"241","옥외광고업","04_15_01_P","3940000","2006396010708200019","2006-06-13","","01","영업/정상","20","정상","","","","","031 9015301","","","경기도 고양시 일산동구 설문동 ***-**","경기도 고양시 일산동구 고봉로***번길 ** (설문동)","","(주)애드하우스","2026-01-13 14:57:01","U","2026-01-15 02:40:00","","181597.011325781","468207.029118654","옥외광고물 제작 및 설치",
"242","옥외광고업","04_15_01_P","3940000","2017396010708500013","2020-01-31","","01","영업/정상","20","정상","","","","2017-11-13","031 975 7845","","","경기도 고양시 일산동구 중산동 ****-*","경기도 고양시 일산동구 고봉로 *** (성석동)","10250","광고인","2026-01-13 14:37:17","U","2026-01-15 02:40:00","","181494.56338531","464627.534299049","옥외광고업",
"243","옥외광고업","04_15_01_P","3940000","1999394000008200062","2013-04-18","","01","영업/정상","20","정상","","","","","031 903 7475","","","경기도 고양시 일산동구 장항동 *** 동하넥서스빌","경기도 고양시 일산동구 무궁화로 **-**, 동하넥서스빌 *층 ***,***호 (장항동)","10364","이미지프린텍","2026-01-13 15:58:07","U","2026-01-15 02:40:00","","179403.019470944","462500.014894383","옥외광고물 제작 · 설치 ·시공",
"244","옥외광고업","04_15_01_P","3940000","2008396012308500001","2009-09-28","","01","영업/정상","20","정상","","","","","031 911 3604","","","경기도 고양시 일산동구 백석동 ****-* *층","경기도 고양시 일산동구 강송로**번길 * (백석동,*층)","","새움기획","2026-01-13 15:37:41","U","2026-01-15 02:40:00","","181339.294230384","460650.081027383","옥외광고업(간판, 실사출력, 현수막 등)",
"245","옥외광고업","04_15_01_P","3940000","2014396010708500001","1992-04-20","","01","영업/정상","20","정상","","","","","02 7341208","","","경기도 고양시 일산동구 정발산동 ****","경기도 고양시 일산동구 일산로***번길 **-** (정발산동)","410-830","한성광고","2026-01-13 14:32:22","U","2026-01-15 02:40:00","","180852.939147714","463269.898391677","옥외광고물 제작,설치,표시,대행",
"246","옥외광고업","04_15_01_P","3940000","2008396012308500503","2008-06-24","","01","영업/정상","20","정상","","","","","031 977 8120","","","경기도 고양시 일산동구 설문동 *** A동","경기도 고양시 일산동구 고봉로***번길 *** (설문동,A동)","","티에이치","2026-01-13 11:07:28","U","2026-01-15 02:40:00","","181695.159654849","468264.324466821","옥외광고물 제작",
"247","옥외광고업","04_15_01_P","3940000","2008396012308500506","2008-12-15","","01","영업/정상","20","정상","","","","","","","","경기도 고양시 일산동구 사리현동 ***-* (일부사용)","경기도 고양시 일산동구 공릉천로**번길 ** (사리현동,(일부사용))","","청솔기획","2026-01-13 16:04:48","U","2026-01-15 02:40:00","","186135.434854509","466230.306318047","광고물제작",
"248","옥외광고업","04_15_01_P","3940000","2008398001908500001","2008-09-17","","01","영업/정상","20","정상","","","","","913 1777","","","경기도 고양시 일산동구 정발산동 ****-* 지하","경기도 고양시 일산동구 일산로***번길 ** (정발산동, 지하)","10359","(주) 미림","2026-01-13 16:03:47","U","2026-01-15 02:40:00","","180035.81","463400.45","광고물제작",
"249","옥외광고업","04_15_01_P","3940000","2014396010708500006","2014-07-16","","01","영업/정상","20","정상","","","","","","","","경기도 고양시 일산동구 성석동 ****-*","경기도 고양시 일산동구 성현로***번길 **, *동 (성석동)","10251","(주)다린컴","2026-01-13 14:23:42","U","2026-01-15 02:40:00","","182163.571887148","467700.952991486","옥외광고업(설치,표시,대행)",
"250","옥외광고업","04_15_01_P","3990000","2020399038508500032","2026-01-13","","01","영업/정상","20","정상","","","","","","","","","경기도 남양주시 진건읍 독정로성지*길 **-**","12128","(주)누림세상","2026-01-13 16:08:06","U","2026-01-15 02:40:00","","216943.022933842","464953.426147622","간판 및 실내외 사인물 제작 설치",
"251","옥외광고업","04_15_01_P","4090000","2021409038708500001","2021-02-16","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 양촌읍 석모리 ****-*","경기도 김포시 양촌읍 석모로**번길 **-**","10064","(주)금마디자인","2026-01-13 13:57:38","U","2026-01-15 02:40:00","","168311.157529898","460977.989302479","광고물 기획 및 제작",
"252","옥외광고업","04_15_01_P","3940000","2022396010708500006","2022-06-23","","01","영업/정상","20","정상","","","","","","","","경기도 고양시 일산동구 식사동 ***-*","경기도 고양시 일산동구 고양대로****번길 ** (식사동)","10299","싸인월드원","2026-01-13 15:36:29","U","2026-01-15 02:40:00","","183665.045941648","462614.974534655","옥외광고물 설치·제작·시공",
"253","옥외광고업","04_15_01_P","3220000","2023322017408500016","2023-11-16","","03","폐업","40","폐업","2024-03-20","","","","","","","서울특별시 강남구 대치동 ***-**","서울특별시 강남구 선릉로 ***, **층 ***호 (대치동)","06192","주식회사 윙크컴퍼니","2026-01-13 17:31:18","U","2026-01-15 02:40:00","","204338.403739614","444582.424929426","옥외광고물 제작, 설치, 광고대행",
"254","옥외광고업","04_15_01_P","4090000","2025409053208500001","2025-01-10","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 통진읍 옹정리 ***-*","경기도 김포시 통진읍 옹정로***번길 **","10029","(주)정원엘피","2026-01-13 14:01:12","U","2026-01-15 02:40:00","","161335.375448538","466234.221246579","옥외광고물 제작 및 설치",
"255","옥외광고업","04_15_01_P","4090000","2025409053208500002","2019-05-28","","01","영업/정상","20","정상","","","","","07088990331","","","경기도 김포시 대곶면 송마리 **-*","경기도 김포시 대곶면 율생중앙로***번길 ***-**","10039","이디인포(EDinfo)","2026-01-13 13:53:47","U","2026-01-15 02:40:00","","162787.740331277","462177.26929406","안내판, 조형물, 광고물제작 설치",
"256","옥외광고업","04_15_01_P","3220000","2024322017408500032","2024-12-24","","01","영업/정상","20","정상","","","","","","","","서울특별시 강남구 신사동 ***-*","서울특별시 강남구 도산대로*길 ** (신사동)","06027","(주)라이크미디어","2026-01-13 17:26:56","U","2026-01-15 02:40:00","","201609.62721933","446508.952046359","광고대행",
"257","옥외광고업","04_15_01_P","4090000","2024409038708500016","2024-11-19","","01","영업/정상","20","정상","","","","","","","","인천광역시 서구 금곡동 ***-*","경기도 김포시 양촌읍 삼도공단로 **-*","10049","(주)케이에스컴","2026-01-13 14:02:10","U","2026-01-15 02:40:00","","168190.657094793","456763.157574299","간판 및 광고물 제작",
"258","옥외광고업","04_15_01_P","4090000","2024409038708500018","2024-11-19","","01","영업/정상","20","정상","","","","","","","","경기도 고양시 일산동구 식사동 ***-* 나동","경기도 김포시 월곶면 고정로***번길 **","10003","주식회사 누아","2026-01-13 13:45:53","U","2026-01-15 02:40:00","","184304.25845784","465067.429172021","옥외안내판 제작 및 시공",
"259","옥외광고업","04_15_01_P","3940000","2024396010708500013","2024-11-20","","01","영업/정상","20","정상","","","","","","","","경기도 고양시 일산동구 장항동 *** 엠시티타워&엠시티오피스텔","경기도 고양시 일산동구 백마로 ***, 엠시티타워&엠시티오피스텔 **층 *****-*호 (장항동)","10403","스마일드래곤","2026-01-13 16:09:41","U","2026-01-15 02:40:00","","179708.826286267","461404.803949418","광고물 제작 및 광고대행",
"260","옥외광고업","04_15_01_P","4090000","2024409038708500019","2019-06-17","","01","영업/정상","20","정상","","","","","","","","","경기도 김포시 하성면 하성로***번길 ***-**","10008","초록산업(주)","2026-01-13 14:01:52","U","2026-01-15 02:40:00","","168277.306829971","469747.269281788","옥외광고물 제작",
"261","옥외광고업","04_15_01_P","4090000","2025409053208500003","2025-01-21","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 양촌읍 학운리 **** 이젠 아파트형 공장","경기도 김포시 양촌읍 황금로 ***, 이젠 아파트형 공장 가동 ****호","10048","주식회사 인성디앤씨","2026-01-13 14:00:06","U","2026-01-15 02:40:00","","166479.424635633","457257.804995428","옥외광고물제작 및 광고대행",
"262","옥외광고업","04_15_01_P","4181000","2026418112808500002","2026-01-14","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 춘천시 석사동 산 **-*","강원특별자치도 춘천시 공지로***번길 *-* (석사동)","24345","디자인 우리","2026-01-14 15:31:38","I","2026-01-16 00:20:02","","265225.626029929","484771.636079215","옥외광고물 제작 설치",
"263","옥외광고업","04_15_01_P","4090000","2026409053208500002","2023-12-05","","03","폐업","40","폐업","2024-11-19","","","","","","","경기도 고양시 일산동구 식사동 ***-* 나동","경기도 고양시 일산동구 사리현로 **-**, 나동 (식사동)","10316","주식회사 누아","2026-01-14 13:51:32","I","2026-01-16 00:20:02","","184304.25845784","465067.429172021","옥외안내판 제작 및 시공",
"264","옥외광고업","04_15_01_P","3740000","2026374040908500001","2026-01-14","","01","영업/정상","20","정상","","","","","","","","경기도 수원시 권선구 호매실동 ****-* 프리마비즈타워 ***호","경기도 수원시 권선구 호매실로**번길 **, 프리마비즈타워 ***호 (호매실동)","16630","주식회사 하나전기","2026-01-14 07:15:44","I","2026-01-16 00:20:02","","196774.861113741","417196.182222508","옥외광고업",
"265","옥외광고업","04_15_01_P","3510500","2026351059708500001","2026-01-13","","01","영업/정상","20","정상","","","","","","","","인천광역시 미추홀구 도화동 **-*","인천광역시 미추홀구 석정로 *** (도화동)","22103","중앙프린텍","2026-01-14 08:26:54","I","2026-01-16 00:20:02","","169203.28907409","440724.67701645","출판,디지탈인쇄, 디자인",
"266","옥외광고업","04_15_01_P","4681000","2026468104708500001","2026-01-13","","01","영업/정상","20","정상","","","","","","","","전북특별자치도 익산시 동산동 ***-*","전북특별자치도 익산시 평동로**길 **-*, *층 (동산동)","54608","유한회사 가나테크","2026-01-14 09:23:14","I","2026-01-16 00:20:02","","196771.001851417","270017.860584177","간판제작",
"267","옥외광고업","04_15_01_P","4681000","2026468104708500002","2026-01-14","","01","영업/정상","20","정상","","","","","","","","전북특별자치도 익산시 금강동 ***-**","전북특별자치도 익산시 평동로**길 ** (금강동)","54679","(유)제이케이안전","2026-01-14 13:48:47","I","2026-01-16 00:20:02","","197544.373106951","269169.922412871","간판물 제작",
"268","옥외광고업","04_15_01_P","3060000","2026306019208500001","2026-01-12","","01","영업/정상","20","정상","","","","","","","","","서울특별시 중랑구 신내역로 ***, 신내 SK V* center B동 ***호 (신내동)","02262","엠에스그래픽스","2026-01-14 17:45:13","I","2026-01-16 00:20:02","","209856.1161416","456761.921129526","옥외광고업",
"269","옥외광고업","04_15_01_P","4440000","2026444114708500001","2026-01-12","","01","영업/정상","20","정상","","","","","","","","","충청북도 영동군 영동읍 대학로 ***, 유원(U*)대학교","29131","미래기획","2026-01-14 13:50:27","I","2026-01-16 00:20:02","","271752.346526529","299622.7336645","행사기획, 행사용품, 옥외광고",
"270","옥외광고업","04_15_01_P","3290000","2026329017708500001","2026-01-14","","01","영업/정상","20","정상","","","","","","","","부산광역시 부산진구 양정동 ***-*","부산광역시 부산진구 중앙대로***번길 **-*, *층 (양정동)","47229","애드리브","2026-01-14 17:45:50","I","2026-01-16 00:20:02","","388582.106594976","187707.541268891","간판 및 광고물",
"271","옥외광고업","04_15_01_P","4090000","2023409038708500011","2023-07-11","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 대곶면 송마리 ***-*","경기도 김포시 대곶면 대곶로 ***-**","10027","해오름솔루션 주식회사","2026-01-14 10:32:49","U","2026-01-16 02:40:00","","160836.025727836","462681.692377883","시트지 인쇄 및 제품 제작",
"272","옥외광고업","04_15_01_P","4090000","2017409028108500001","2017-02-21","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 양촌읍 학운리 **** *층","경기도 김포시 양촌읍 황금로**번길 *-**, *층","10047","이정디자인","2026-01-14 13:25:17","U","2026-01-16 02:40:00","","166689.802979019","457579.867380759","광고서비스, 인쇄",
"273","옥외광고업","04_15_01_P","4090000","2019409037908500004","2019-05-03","","01","영업/정상","20","정상","","","","","0319869773","","","경기도 김포시 통진읍 귀전리 ***-*","경기도 김포시 통진읍 귀전로**번길 ***","10009","(주)예일문화사","2026-01-14 13:11:10","U","2026-01-16 02:40:00","","165213.484996426","468212.453218988","현수막 제작",
"274","옥외광고업","04_15_01_P","3330000","2019333016208500008","2018-05-08","","03","폐업","40","폐업","2026-01-14","","","","","","","부산광역시 해운대구 송정동 ***-**","부산광역시 해운대구 송정중앙로**번길 ** (송정동)","48070","디자인하라","2026-01-14 17:42:03","U","2026-01-16 02:40:00","","400565.963081571","189343.997702588","옥외광고업, 인쇄 등",
"275","옥외광고업","04_15_01_P","4090000","2023409038708500010","2024-06-17","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 양촌읍 석모리 ***-* 소매점","경기도 김포시 양촌읍 모산로 **, 소매점 *동 ***호","10064","티케이","2026-01-14 10:25:42","U","2026-01-16 02:40:00","","169739.698154343","460977.474831481","실사출력,현수막,옥외간판",
"276","옥외광고업","04_15_01_P","4090000","2019409037908500005","2019-07-10","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 고촌읍 향산리 ***-**","경기도 김포시 고촌읍 금포로***번길 ***","10121","앨림금속","2026-01-14 13:16:43","U","2026-01-16 02:40:00","","177540.789339942","458299.93174499","광고물 제작 및 시공",
"277","옥외광고업","04_15_01_P","4090000","2019409037908500006","2020-05-22","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 양촌읍 학운리 ****-* 대성디자인포장센타 ***호","경기도 김포시 양촌읍 황금*로**번길 **, 대성디자인포장센타 ***호","10048","주식회사 디자인컴퍼니","2026-01-14 10:48:50","U","2026-01-16 02:40:00","","166516.498532125","457031.079494924","간판 및 광고물 제작",
"278","옥외광고업","04_15_01_P","4090000","2024409038708500012","2019-09-19","","01","영업/정상","20","정상","","","","","032 431 6685","","","경기도 김포시 구래동 ****-*","경기도 김포시 김포한강*로 ***, ***, ***호 (구래동)","10063","주식회사 해랑에너지","2026-01-14 10:24:07","U","2026-01-16 02:40:00","","167996.769142037","461213.579472781","전광판, 안내판",
"279","옥외광고업","04_15_01_P","4090000","2019409037908500007","2019-11-20","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 대곶면 초원지리 ***-*","경기도 김포시 대곶면 대곶북로**번길 **-**","10038","주식회사 다성코리아","2026-01-14 11:09:02","U","2026-01-16 02:40:00","","164151.251491102","462002.014110429","옥외광고 제작 설치 시공",
"280","옥외광고업","04_15_01_P","4090000","2024409038708500009","2024-07-15","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 양촌읍 대포리 *-*","경기도 김포시 양촌읍 봉수대로 ****-**","10069","국민간판","2026-01-14 10:25:21","U","2026-01-16 02:40:00","","167378.28195495","458249.564417848","옥외광고업",
"281","옥외광고업","04_15_01_P","3300000","2024330009508500004","2024-07-03","","03","폐업","40","폐업","2026-01-14","","","","","","","","부산광역시 동래구 아시아드대로***번길 *, *층 (사직동)","47842","(주)제이디스","2026-01-14 17:32:43","U","2026-01-16 02:40:00","","388048.04167644","190815.365225837","홍보물제작, 현수막",
"282","옥외광고업","04_15_01_P","3860000","2020386058108500001","2022-01-13","","03","폐업","40","폐업","2026-01-14","","","","02 2088 1662","","","경기도 부천시 원미구 도당동 ***-*","경기도 부천시 원미구 정주로 ** (도당동)","14531","(주)에스티엔","2026-01-14 14:38:30","U","2026-01-16 02:40:00","","180243.562460775","445222.882732905","시각디자인, 인테리어",
"283","옥외광고업","04_15_01_P","4090000","2020409037908500002","2016-04-08","","01","영업/정상","20","정상","","","","","032 5661577","","","경기도 김포시 대곶면 율생리 ***-**","경기도 김포시 대곶면 대곶북로 *, 나동 *,*호","10038","금파간판","2026-01-14 10:35:38","U","2026-01-16 02:40:00","","163417.92592457","460811.376783833","광고물 제작(간판)",
"284","옥외광고업","04_15_01_P","4090000","2021409038708500021","2021-12-31","","01","영업/정상","20","정상","","","","","","","","","경기도 김포시 태장로 ***, 김포 한강신도시 GTower지식산업센터 *층 ***호 (장기동)","10090","(주)나무이야기","2026-01-14 10:36:03","U","2026-01-16 02:40:00","","171907.679530525","459818.537222805","오프셋 인쇄업
옥외광고물 간판 현수막
판촉물 및 기념품등
디자인, 출판, 광고, 기획",
"285","옥외광고업","04_15_01_P","4090000","2026409053208500001","2026-01-09","","01","영업/정상","20","정상","","","","","","","","","경기도 김포시 김포한강**로***번길 ***, ***호 (구래동)","10071","데시그나레투(Designare To.)","2026-01-14 13:19:49","U","2026-01-16 02:40:00","","166214.893825482","460298.273733436","옥외광고업",
"286","옥외광고업","04_15_01_P","3030000","2024303014108500002","2024-03-27","","02","휴업","30","휴업","","2025-12-17","2026-06-16","","","","","서울특별시 성동구 성수동*가 ***-** UHAN TOWER(유한타워)","서울특별시 성동구 성수일로 **, UHAN TOWER(유한타워) *층 (성수동*가)","04779","주식회사 윙크컴퍼니","2026-01-14 15:17:21","U","2026-01-16 02:40:00","","204227.393920538","448904.137360203","옥외광고물 제작, 설치, 광고대행",
"287","옥외광고업","04_15_01_P","4090000","2024409038708500005","2020-04-24","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 고촌읍 신곡리 ****-*","경기도 김포시 고촌읍 장차로**번길 *, *층","10126","명진테크","2026-01-14 10:27:52","U","2026-01-16 02:40:00","","179631.868569184","455684.202775002","옥외광고물 설치",
"288","옥외광고업","04_15_01_P","5310000","2002531002408200005","2002-02-06","","01","영업/정상","20","정상","","","","","055  7617982","","","경상남도 진주시 상대동 ***-**","경상남도 진주시 모덕로 ** (상대동)","52788","새빛광고사","2026-01-14 14:20:15","U","2026-01-16 02:40:00","","300666.394803453","187547.706006039","옥외광고물제작및 대행",
"289","옥외광고업","04_15_01_P","4090000","2021409038708500018","2021-11-03","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 사우동 ***-*","경기도 김포시 사우중로 **, 석신빌딩 *층 (사우동)","10109","온디자인","2026-01-14 11:11:11","U","2026-01-16 02:40:00","","174948.943908978","457256.163223629","간판,현수막,광고물제작",
"290","옥외광고업","04_15_01_P","4090000","2023409038708500003","2023-03-09","","01","영업/정상","20","정상","","","","","","","","","경기도 김포시 통진읍 가현로 **-**","10038","현진이너스주식회사","2026-01-14 10:34:19","U","2026-01-16 02:40:00","","163343.959700508","462936.55590874","옥외광고업 제작, 설치, 표시, 대행",
"291","옥외광고업","04_15_01_P","4090000","2023409038708500004","2019-02-20","","01","영업/정상","20","정상","","","","","","","","경기도 파주시 조리읍 오산리 ***-*","경기도 김포시 통진읍 마송*로***번길 **","10030","알라딘 엘이디","2026-01-14 10:34:05","U","2026-01-16 02:40:00","","185144.211553595","474650.998795253","옥외광고",
"292","옥외광고업","04_15_01_P","4090000","2023409038708500001","2023-02-14","","01","영업/정상","20","정상","","","","","","","","","경기도 김포시 통진읍 가현로***번길 **-**","10030","주식회사 탄탄도로","2026-01-14 10:34:58","U","2026-01-16 02:40:00","","163575.432586149","464092.026557665","간판제작 및 판매",
"293","옥외광고업","04_15_01_P","4090000","2023409038708500005","2023-03-26","","01","영업/정상","20","정상","","","","","","","","","경기도 김포시 양촌읍 흥신로***번길 **","10034","주식회사 세진테크","2026-01-14 10:33:46","U","2026-01-16 02:40:00","","165601.973510107","463852.395725559","LED전광판",
"294","옥외광고업","04_15_01_P","4090000","2023409038708500002","2023-02-17","","01","영업/정상","20","정상","","","","","","","","","경기도 김포시 태장로 ***, 김포 한강신도시 GTower지식산업센터 ***호 (장기동)","10090","주식회사 휘담","2026-01-14 10:34:45","U","2026-01-16 02:40:00","","171907.679530525","459818.537222805","옥외광고업",
"295","옥외광고업","04_15_01_P","4090000","2024409038708500004","2022-02-11","","01","영업/정상","20","정상","","","","","","","","","경기도 김포시 통진읍 율마로***번길 **","10033","(주) 아이에스알","2026-01-14 10:28:43","U","2026-01-16 02:40:00","","164657.047734942","464018.136111659","안내판",
"296","옥외광고업","04_15_01_P","4090000","2020409038708500002","2020-08-10","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 대곶면 초원지리 ***-*","경기도 김포시 대곶면 율마로 ***-**","10038","토심기업","2026-01-14 13:14:03","U","2026-01-16 02:40:00","","164552.563829463","462142.312268568","옥외광고물 제작및설치",
"297","옥외광고업","04_15_01_P","4090000","2021409038708500013","2021-07-08","","01","영업/정상","20","정상","","","","","0313510692","","","경기도 김포시 양촌읍 학운리 ****","경기도 김포시 양촌읍 황금*로 **","10049","(주)시공문화","2026-01-14 10:40:16","U","2026-01-16 02:40:00","","164900.790314756","456331.260042802","광고물 디자인 및 시공",
"298","옥외광고업","04_15_01_P","4090000","2021409038708500015","2008-06-27","","01","영업/정상","20","정상","","","","","032 773 1479","","","경기도 김포시 통진읍 고정리 ***-*","경기도 김포시 통진읍 월하로 ***","10009","연합","2026-01-14 11:13:10","U","2026-01-16 02:40:00","","163697.181303777","467711.195535124","간판, 인쇄, 기념품",
"299","옥외광고업","04_15_01_P","4090000","2022409038708500008","2022-12-01","","01","영업/정상","20","정상","","","","","","","","","경기도 김포시 김포한강*로***번길 ***, ***호 (마산동)","10068","도레미디자인","2026-01-14 10:36:31","U","2026-01-16 02:40:00","","168449.259474771","459140.931373204","옥외광고업
인쇄업(실사출력, 현수막 등)",
"300","옥외광고업","04_15_01_P","4090000","2022409038708500009","2022-12-16","","01","영업/정상","20","정상","","","","","","","","","경기도 김포시 대곶면 대곶서로 ***-**","10044","해드림산업 주식회사","2026-01-14 10:30:40","U","2026-01-16 02:40:00","","163234.559380713","460311.508238954","옥외간판, 인쇄물, 행사 전시부스 외",
"301","옥외광고업","04_15_01_P","4090000","2022409038708500010","1996-01-22","","01","영업/정상","20","정상","","","","","","","","인천광역시 강화군 강화읍 갑곳리 ***-*","경기도 김포시 통진읍 김포대로 ****","10017","서울공사","2026-01-14 10:36:17","U","2026-01-16 02:40:00","","155002.676889436","471365.427910879","간판제작",
"302","옥외광고업","04_15_01_P","4641000","2022466005508500001","2022-02-23","","03","폐업","40","폐업","2026-01-14","","","","","","","","전북특별자치도 전주시 덕진구 만성북로 **-**, 스페이스온 지식산업센터 ****호 (만성동)","54858","엔엘이엔지","2026-01-14 17:57:00","U","2026-01-16 02:40:00","","207392.029276292","260992.916630393","광고대행업, 옥외광고업, 전기공사업",
"303","옥외광고업","04_15_01_P","4090000","2021409038708500010","2021-06-01","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 양촌읍 석모리 ***","경기도 김포시 양촌읍 김포한강*로***번길 **","10065","하늘디자인","2026-01-14 11:23:54","U","2026-01-16 02:40:00","","169390.779100694","460919.905947183","간판, 현수막",
"304","옥외광고업","04_15_01_P","4090000","2021409038708500009","2021-05-10","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 양촌읍 석모리 ***-*","경기도 김포시 양촌읍 석모*로***번길 ***","10055","이레디자인그룹","2026-01-14 11:36:47","U","2026-01-16 02:40:00","","168933.648014891","461680.399233596","안내판 및 간판",
"305","옥외광고업","04_15_01_P","4090000","2021409038708500012","2021-06-22","","01","영업/정상","20","정상","","","","","0319964406","","","경기도 김포시 통진읍 귀전리 ***","경기도 김포시 통진읍 고정*로**번길 *-**","10009","(주)빌드업코리아","2026-01-14 10:36:47","U","2026-01-16 02:40:00","","165740.827649516","468404.779186526","광고물 제작 및 설치(시공)",
"306","옥외광고업","04_15_01_P","4090000","2021409038708500011","2021-06-15","","01","영업/정상","20","정상","","","","","0319981399","","","경기도 김포시 대곶면 율생리 ***-*","경기도 김포시 대곶면 율생로 **","10039","명동프로모션","2026-01-14 11:23:21","U","2026-01-16 02:40:00","","163648.895621249","461125.908755309","광고기획",
