"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","판매점영업면적",
"378","안전상비의약품 판매업소","01_01_05_P","6510000","PHMH320266510096087500001","2026-01-14","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 제주시 아라일동 6082-4","제주특별자치도 제주시 중앙로 580, 1층 (아라일동)","63238","지에스25뉴제주아라점","2026-01-14 11:20:46","I","2026-01-16 00:20:02","","157655.590393273","-2659.05133088315","3.3",
"379","안전상비의약품 판매업소","01_01_05_P","6510000","PHMH320266510096087500002","2026-01-14","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 제주시 이도이동 1019-7","제주특별자치도 제주시 고산동산6길 11-1 (이도이동)","63206","씨유제주이도아람점","2026-01-14 11:22:14","I","2026-01-16 00:20:02","","156452.278662256","-110.175291470665","3.3",
"380","안전상비의약품 판매업소","01_01_05_P","4010000","PHMH320264010281087500001","2026-01-13","","01","영업/정상","13","영업중","","","","","","","15010","","경기도 시흥시 배곧4로 32-9, 골든프라자 101, 102호 (배곧동)","15010","지에스25배곧프라자점","2026-01-14 15:59:00","I","2026-01-16 00:20:02","","175765.244425981","430553.878700729","0",
"381","안전상비의약품 판매업소","01_01_05_P","6510000","PHMH320196510096087500022","2019-04-12","","03","폐업","03","폐업","2026-01-14","","","","","","","제주특별자치도 제주시 아라일동 6082-4","제주특별자치도 제주시 중앙로 580, 1층 (아라일동)","63238","지에스25뉴제주아라점","2026-01-14 10:06:53","U","2026-01-16 02:40:00","","157655.590393273","-2659.05133088315","0",
"382","안전상비의약품 판매업소","01_01_05_P","3830000","PHMH320153830197087500046","2015-10-15","","03","폐업","03","폐업","2026-01-14","","","","","","","경기도 안양시 동안구 호계동 912번지","경기도 안양시 동안구 시민대로110번길 53, 상가동105호 (호계동, 호계동 효성아파트)","14077","GS25호계효성","2026-01-14 17:35:15","U","2026-01-16 02:40:00","","195278.118789758","431484.217618981","0",
"383","안전상비의약품 판매업소","01_01_05_P","4490000","PHMH320264490261087500001","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","충청남도 천안시 서북구 두정동 481","충청남도 천안시 서북구 천안대로 951, 좌측1번상가 (두정동)","31114","지에스25 천안두정캐슬점","2026-01-14 08:08:51","U","2026-01-16 02:40:00","","213523.93604291","369481.92713345","0",
"384","안전상비의약품 판매업소","01_01_05_P","3070000","PHMH320233070034087500013","2023-05-30","","03","폐업","03","폐업","2026-01-14","","","","","","","서울특별시 성북구 동소문동6가 117-2 보미리즌빌","서울특별시 성북구 동소문로 89, 보미리즌빌 1층 (동소문동6가)","02830","씨유성신리더스점","2026-01-14 11:26:30","U","2026-01-16 02:40:00","","201294.859107786","454483.588643704","0",
"385","안전상비의약품 판매업소","01_01_05_P","3740000","PHMH320213740032087500024","2021-07-08","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 권선구 오목천동 1180 수원권선 꿈에그린 아파트","경기도 수원시 권선구 서수원로 99, 310동 106호 (오목천동, 수원권선 꿈에그린 아파트)","16640","GS25 신오목천한화점","2026-01-14 10:53:16","U","2026-01-16 02:40:00","","197737.564508602","414767.012102579","101",
"386","안전상비의약품 판매업소","01_01_05_P","3620000","PHMH320213620020087500022","2021-05-28","","03","폐업","03","폐업","2026-01-09","","","","","","","","광주광역시 북구 첨단연신로 100, 첨단2지구 대성베르힐 108호 (신용동)","61085","세븐일레븐 광주첨단베르힐점","2026-01-14 13:30:14","U","2026-01-16 02:40:00","","187648.302840683","189734.61218906","3.3",
"387","안전상비의약품 판매업소","01_01_05_P","3740000","PHMH320193740033087500029","2019-12-31","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 팔달구 인계동 1016-2 현대하이엘","경기도 수원시 팔달구 경수대로 438, 현대하이엘 114,115,116호 (인계동)","16490","이마트24 수원랜드마크점","2026-01-14 15:21:38","U","2026-01-16 02:40:00","","202276.340245891","418141.892425827","0",
"388","안전상비의약품 판매업소","01_01_05_P","3420000","PHMH320223420023087500033","2022-10-11","","01","영업/정상","13","영업중","","","","","","","","대구광역시 동구 율암동 1295","대구광역시 동구 안심뉴타운7로 31, 상가동 104, 105호 (율암동)","41128","세븐일레븐 대구시티프라디움점","2026-01-14 13:03:26","U","2026-01-16 02:40:00","","354117.492322981","265226.266637442","0",
"389","안전상비의약품 판매업소","01_01_05_P","5540000","PHMH320125540016087500116","2012-11-09","","03","폐업","03","폐업","2026-01-02","","","","031-761-2556","","464-924","경기도 광주시 문형동 705-17","경기도 광주시 오포로 335","12774","GS25 오포사랑점","2026-01-14 15:47:13","U","2026-01-16 02:40:00","","","","49.5",
"390","안전상비의약품 판매업소","01_01_05_P","3180000","PHMH320263180034087500003","2026-01-15","","01","영업/정상","13","영업중","","","","","","","","서울특별시 영등포구 대림동 739-5","서울특별시 영등포구 대림로35가길 23, 1층 (대림동)","07412","씨유 영등포스타점","2026-01-15 15:04:18","I","2026-01-17 00:20:02","","190947.208931476","443865.938814061","22.5",
"391","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320264060477087500001","2026-01-14","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 조리읍 봉일천리 13-15 송촌토파즈아파트 상가동 106,7호","경기도 파주시 조리읍 통일로 153, 상가동 1층 106,7호 (송촌토파즈아파트)","10939","씨유(CU)파주송촌점","2026-01-15 13:28:48","I","2026-01-17 00:20:02","","184524.176528772","470389.345574426","47",
"392","안전상비의약품 판매업소","01_01_05_P","3460000","PHMH320263460023087500001","2026-01-15","","01","영업/정상","13","영업중","","","","","","","","대구광역시 수성구 욱수동 262-1","대구광역시 수성구 달구벌대로650길 53 (욱수동)","42276","이마트24(신매공원점)","2026-01-15 15:38:41","I","2026-01-17 00:20:02","","354388.750749412","260702.77475888","0",
"393","안전상비의약품 판매업소","01_01_05_P","3110000","PHMH320263110032087500001","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","서울특별시 은평구 수색동 415-6 유진상가","서울특별시 은평구 은평터널로 62, 유진상가 1층 1,2호 (수색동)","03492","지에스(GS)25 수색타운","2026-01-15 21:15:26","I","2026-01-17 00:20:02","","191151.461100103","453757.309297296","3.3",
"394","안전상비의약품 판매업소","01_01_05_P","4050000","PHMH320264050149087500001","2026-01-15","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 수지구 죽전동 1088-2 죽전역 솔하임","경기도 용인시 수지구 정든로 5, 109,110호 (죽전동, 죽전역 솔하임)","16873","GS25 죽전솔하임점","2026-01-15 13:23:44","I","2026-01-17 00:20:02","","209993.909215678","425061.284092798","85",
"395","안전상비의약품 판매업소","01_01_05_P","4600000","PHMH320264600019087500001","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","충청남도 홍성군 홍북읍 신경리 1361 대방 디에트르","충청남도 홍성군 홍북읍 용봉로 17 (대방 디에트르)","32272","씨유 내포디에트르점","2026-01-14 17:53:33","I","2026-01-17 00:20:02","","170293.576333211","349911.218864917","64.3",
"396","안전상비의약품 판매업소","01_01_05_P","4490000","PHMH320264490260087500001","2026-01-15","","01","영업/정상","13","영업중","","","","","","","","충청남도 천안시 동남구 문화동 10-6","충청남도 천안시 동남구 천중3길 7, 1층 (문화동)","31127","세븐일레븐 천안한성탑클래스점","2026-01-15 11:23:49","I","2026-01-17 00:20:02","","213623.397946336","367659.024440797","93.48",
"397","안전상비의약품 판매업소","01_01_05_P","5530000","PHMH320265530506087500002","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 영천동 662 동탄역 센트럴 상록아파트","경기도 화성시 동탄대로22길 9, 105,106호 (영천동, 동탄역 센트럴 상록아파트)","18472","씨유 동탄센트럴상록점","2026-01-14 17:22:40","I","2026-01-17 00:20:02","","208895.770421957","411837.41186161","3.3",
"398","안전상비의약품 판매업소","01_01_05_P","5380000","PHMH320265380356087500001","2026-01-15","","01","영업/정상","13","영업중","","","","","","","","","경상남도 양산시 양산역3길 12, 광장프라자 1층 (중부동)","50629","씨유 양산젊음의거리점","2026-01-15 15:01:26","I","2026-01-17 00:20:02","","384315.517657538","205995.0463292","3.3",
"399","안전상비의약품 판매업소","01_01_05_P","3380000","PHMH320263380023087500001","2026-01-14","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 남천동 3-41","부산광역시 수영구 남천바다로 40, 1층 (남천동)","48304","지에스(GS25) 광안리바다점","2026-01-14 16:00:51","I","2026-01-17 00:20:02","","392606.05685915","185257.548885096","115",
"400","안전상비의약품 판매업소","01_01_05_P","4681000","PHMH320264681049087500001","2026-01-16","","01","영업/정상","13","영업중","","","","","","","","","전북특별자치도 익산시 부송로 146-11, 103,104호 (부송동, 익산부송데시앙 상가)","54550","지에스25 익산부송데시앙점","2026-01-14 15:01:19","I","2026-01-17 00:20:02","","","","80",
"401","안전상비의약품 판매업소","01_01_05_P","4681000","PHMH320264681049087500002","2026-01-15","","01","영업/정상","13","영업중","","","","","","","","","전북특별자치도 익산시 고현로7길 16 (모현동1가)","54659","지에스(GS)25 익산희망점","2026-01-15 13:44:28","I","2026-01-17 00:20:02","","194693.729138637","271790.396314595","135.34",
"402","안전상비의약품 판매업소","01_01_05_P","5690000","PHMH320265690045087500001","2026-01-14","","01","영업/정상","13","영업중","","","","","","","","세종특별자치시 고운동 1372 고운메디프라자","세종특별자치시 마음로 272-4, 고운메디프라자 106,107,108호 (고운동)","30062","씨유고운프리미엄점","2026-01-15 14:04:55","I","2026-01-17 00:20:02","","221008.252657351","335420.169320555","0",
"403","안전상비의약품 판매업소","01_01_05_P","3210000","PHMH320163210034087500023","2016-04-25","","01","영업/정상","13","영업중","","","","","1577-8007","","","서울특별시 서초구 신원동 662","서울특별시 서초구 청계산로 217, 1층 106-2호 (신원동)","06802","씨유 청계산입구점","2026-01-15 09:54:47","U","2026-01-17 02:40:00","","205003.018420224","438236.778345968","56.98",
"404","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320184060023087500050","2018-11-08","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 상지석동 587번지 11호","경기도 파주시 운정로 105, 1층 (상지석동)","10910","GS25파주상지석점","2026-01-14 13:26:19","U","2026-01-17 02:40:00","","180311.462326236","468832.203121185","111",
"405","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320184060023087500016","2018-04-06","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 목동동 101번지 산내마을11단지 현대아이파크 아파트","경기도 파주시 와석순환로 309, 산내마을11단지 현대아이파크 아파트 상가동 107,108,109호 (목동동)","10892","미니스톱 운정산내점","2026-01-14 11:25:44","U","2026-01-17 02:40:00","","176959.086192757","469239.28560553","79.2",
"406","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320174060023087500055","2017-09-21","","01","영업/정상","13","영업중","","","","","031-945-1817","","","경기도 파주시 야당동 991번지","경기도 파주시 심학산로 594 (야당동, 한빛마을5단지 캐슬&amp;칸타빌)","10908","GS25운정호수점","2026-01-14 13:21:10","U","2026-01-17 02:40:00","","178507.273713824","468146.860728146","0",
"407","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320164060023087500066","2016-11-21","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 목동동 1056번지 2호","경기도 파주시 산내로7번길 25-8, 1층 (목동동)","10900","씨유 운정산내중학교점","2026-01-14 11:26:24","U","2026-01-17 02:40:00","","176931.740999082","468966.383494892","116.7",
"408","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320124060023087500019","2012-11-07","","01","영업/정상","13","영업중","","","","","031-944-7849","","413-120","경기도 파주시 문발동 619번지 11호","경기도 파주시 꽃창포길 14 (문발동)","10884","CU 문발중앙점","2026-01-14 13:29:59","U","2026-01-17 02:40:00","","174152.180551626","468539.126728216","0",
"409","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320174060023087500023","2017-04-25","","01","영업/정상","13","영업중","","","","","","","","","경기도 파주시 미래로408번길 41 (야당동, 한라비발디상가)","10907","CU운정한빛점","2026-01-14 13:21:52","U","2026-01-17 02:40:00","","177759.300063008","468132.883538295","46.94",
"410","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320134060023087500021","2013-11-21","","01","영업/정상","13","영업중","","","","","031-941-2997","","","경기도 파주시 동패동 1933번지","경기도 파주시 동패로 73, 1층 (동패동)","10902","씨유운정제일","2026-01-14 13:23:10","U","2026-01-17 02:40:00","","176843.227941923","467485.60196655","39",
"411","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320164060023087500023","2016-05-03","","01","영업/정상","13","영업중","","","","","","","","","경기도 파주시 금바위로 100, 상가동 107,108호 (와동동, 가람마을3단지동문아파트)","10895","GS25운정동문","2026-01-14 11:22:44","U","2026-01-17 02:40:00","","178619.562393653","469955.781589419","33",
"412","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320164060023087500060","2016-11-02","","01","영업/정상","13","영업중","","","","","031-944-6001","","","경기도 파주시 와동동 1301번지 4호 해솔프라자 107호","경기도 파주시 미래로 620, 107호 (와동동, 해솔프라자)","10895","CU파주해솔점","2026-01-14 11:22:23","U","2026-01-17 02:40:00","","177988.247139332","470021.926836432","47.52",
"413","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320144060023087500001","2014-01-29","","01","영업/정상","13","영업중","","","","","","","","","경기도 파주시 돌단풍길 15 (문발동)","10884","세븐일레븐파주두일점","2026-01-14 11:17:44","U","2026-01-17 02:40:00","","174465.713525931","468608.420503697","50",
"414","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320164060023087500031","2016-06-29","","01","영업/정상","13","영업중","","","","","031-945-4014","","","","경기도 파주시 와석순환로 70, 105호 (야당동, 신운정프라자2)","10907","CU운정휴먼시아점","2026-01-14 13:22:09","U","2026-01-17 02:40:00","","178021.512180891","467590.653861615","45.88",
"415","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320154060023087500036","2015-10-05","","01","영업/정상","13","영업중","","","","","031-948-6307","","","","경기도 파주시 순못길 122-22, 1층 (다율동)","10878","CU교하다율점","2026-01-14 11:17:15","U","2026-01-17 02:40:00","","174953.953003974","469523.739275782","83.34",
"416","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320144060023087500019","2014-07-03","","01","영업/정상","13","영업중","","","","","031-945-7859","","","경기도 파주시 목동동 690 해솔마을6단지","경기도 파주시 와석순환로 380, 616동 105,106호 (목동동, 해솔마을6단지)","10899","씨유운정해솔6단지점","2026-01-14 11:26:56","U","2026-01-17 02:40:00","","177642.009574149","468908.236075749","62.63",
"417","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320184060023087500003","2018-01-08","","01","영업/정상","13","영업중","","","","","","","","","경기도 파주시 와석순환로 16, 상가동 (야당동, 롯데캐슬파크타운)","10908","GS25야당롯데캐슬","2026-01-14 13:20:50","U","2026-01-17 02:40:00","","178566.587439791","467761.086885328","60",
"418","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320184060023087500007","2018-01-24","","01","영업/정상","13","영업중","","","","","","","","","경기도 파주시 경의로 1080, 116,117호 (야당동)","10908","GS25야당명동점","2026-01-14 13:20:33","U","2026-01-17 02:40:00","","178768.413242705","467957.574283181","0",
"419","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320164060023087500036","2016-07-27","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 상지석동 133번지 43호","경기도 파주시 상지석길 404-3, 1층 (상지석동)","10911","씨유파주상지점","2026-01-14 13:26:33","U","2026-01-17 02:40:00","","181682.764674582","469294.227303437","40",
"420","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320164060023087500043","2016-09-02","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 목동동 1099번지 3호","경기도 파주시 와석순환로252번길 13, 1층 (목동동)","10900","지에스25 파주목동점","2026-01-14 11:26:39","U","2026-01-17 02:40:00","","176813.39380889","468639.639161972","100",
"421","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320124060023087500042","2012-12-28","","01","영업/정상","13","영업중","","","","","031-949-9529","","","경기도 파주시 야당동 982 한빛마을2단지휴먼빌레이크팰리스상가","경기도 파주시 미래로408번길 117, 한빛마을2단지휴먼빌레이크팰리스상가 1층 (야당동)","10907","(주)세븐일레븐 파주운정휴먼빌점","2026-01-14 13:23:32","U","2026-01-17 02:40:00","","178094.03080344","468146.521334551","0",
"422","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320134060023087500014","2013-10-18","","01","영업/정상","13","영업중","","","","","","","413-200","경기도 파주시 야당동 240번지 18호","경기도 파주시 하우2길 57 (야당동)","10909","GS25 운정도시농부","2026-01-14 13:26:48","U","2026-01-17 02:40:00","","179395.259323383","468378.240881093","0",
"423","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320144060023087500007","2014-03-13","","01","영업/정상","13","영업중","","","","","031-948-1856","","","","경기도 파주시 운정역길 377 (야당동)","10909","CU 운정역점","2026-01-14 13:22:56","U","2026-01-17 02:40:00","","179476.744008986","469205.557013438","61",
"424","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320174060023087500015","2017-03-31","","03","폐업","03","폐업","2021-06-02","","","","031-957-2449","","","","경기도 파주시 미래로602번길 3, 1층 110호 (와동동, 윤정프라자)","10895","CU파주운정점","2026-01-14 11:20:45","U","2026-01-17 02:40:00","","178037.836842305","469898.782432124","29.72",
"425","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320174060023087500019","2017-04-07","","01","영업/정상","13","영업중","","","","","","","","","경기도 파주시 동패샘길 258 (동패동)","10904","CU교하삽다리점","2026-01-14 11:16:41","U","2026-01-17 02:40:00","","176245.749120953","467101.747876256","100",
"426","안전상비의약품 판매업소","01_01_05_P","4140000","PHMH320164140020087500006","2021-01-22","","03","폐업","03","폐업","2025-12-31","","","","031-833-2097","","","","경기도 연천군 전곡읍 전은길 9-11","11025","씨유 연천대삼점","2026-01-15 09:25:07","U","2026-01-17 02:40:00","","206125.926095213","503214.115866088","53.1",
"427","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320124060023087500032","2012-11-13","","01","영업/정상","13","영업중","","","","","","","413-100","경기도 파주시 동패동 1759번지","경기도 파주시 와석순환로 133 (동패동)","10905","GS25 운정점","2026-01-14 13:23:47","U","2026-01-17 02:40:00","","177437.662520252","467771.910454094","0",
"428","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320124060023087500040","2012-12-04","","01","영업/정상","13","영업중","","","","","","","413-190","경기도 파주시 와동동 1344번지","경기도 파주시 미래로 564 (와동동)","10894","세븐일레븐 운정휴튼점","2026-01-14 11:23:37","U","2026-01-17 02:40:00","","178193.070013454","469605.468996952","0",
"429","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320164060023087500012","2016-03-28","","01","영업/정상","13","영업중","","","","","031-945-6898","","","","경기도 파주시 가온로 170, 101,102호 (와동동, 센트럴파크프라자)","10897","GS25운정호수공원(캐슬)","2026-01-14 11:23:01","U","2026-01-17 02:40:00","","177985.486291247","468609.507156528","0",
"430","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320164060023087500016","2016-04-07","","01","영업/정상","13","영업중","","","","","","","","","경기도 파주시 청석로 302, 상가동 105호 (다율동, 청석마을대원효성아파트)","10875","GS25교하본점","2026-01-14 11:16:56","U","2026-01-17 02:40:00","","175196.730027347","469604.629252065","40.32",
"431","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320174060023087500027","2017-05-23","","01","영업/정상","13","영업중","","","","","031-941-3533","","","","경기도 파주시 와석순환로 61, 1층 107호 (야당동, 한빛마을7단지 부출입구 상가동)","10906","위드미운정한빛마을점","2026-01-14 13:21:38","U","2026-01-17 02:40:00","","178055.817464934","467378.09117498","42.9",
"432","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320174060023087500030","2017-05-31","","01","영업/정상","13","영업중","","","","","","","","","경기도 파주시 송학길 27 (야당동)","10909","수할인마트 야당점","2026-01-14 13:21:23","U","2026-01-17 02:40:00","","179169.321050279","467063.885705591","99.1",
"433","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320174060023087500035","2017-06-26","","01","영업/정상","13","영업중","","","","","","","","","경기도 파주시 가재울로 91 (목동동)","10871","씨유파주가재울로점","2026-01-14 11:26:11","U","2026-01-17 02:40:00","","177637.603922784","469868.89257092","70.07",
"434","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320174060023087500037","2017-06-28","","01","영업/정상","13","영업중","","","","","","","","","경기도 파주시 청암로 14, 106,107호 (목동동, 산내마을8단지)","10871","GS25운정산내중앙점","2026-01-14 11:25:59","U","2026-01-17 02:40:00","","176894.544896475","469803.226434968","29",
"435","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320194060023087500009","2019-04-03","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 야당동 1031번지 한빛마을8단지휴먼시아아파트","경기도 파주시 와석순환로 35, 한빛마을8단지휴먼시아아파트 상가동 101, 102호 (야당동)","10906","지에스25운정8단지점","2026-01-14 13:19:19","U","2026-01-17 02:40:00","","178502.264833063","467383.404068857","50",
"436","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320194060023087500021","2019-05-30","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 와동동 1553번지","경기도 파주시 가람로 61, 104, 105호 (와동동)","10870","GS25운정미소점","2026-01-14 11:19:17","U","2026-01-17 02:40:00","","178493.19362297","470293.765770491","0",
"437","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320154060023087500015","2015-05-20","","01","영업/정상","13","영업중","","","","","031-944-8642","","","","경기도 파주시 와석순환로 61, 상가동 101호 (야당동, 한빛마을7단지)","10906","GS25운정7단지","2026-01-14 13:22:24","U","2026-01-17 02:40:00","","178055.817464934","467378.09117498","47.37",
"438","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320144060023087500036","2014-11-25","","01","영업/정상","13","영업중","","","","","031-946-2809","","","","경기도 파주시 미래로602번길 11, 108호 (와동동)","10895","GS25운정가람점","2026-01-14 11:23:22","U","2026-01-17 02:40:00","","178069.249394188","469908.180413293","55",
"439","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320154060023087500001","2015-01-13","","01","영업/정상","13","영업중","","","","","","","","","경기도 파주시 순못길 44, 1층 (다율동)","10878","GS25 교하다율점","2026-01-14 11:17:28","U","2026-01-17 02:40:00","","174894.997917434","469525.028041648","0",
"440","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320154060023087500009","2015-04-06","","01","영업/정상","13","영업중","","","","","031-942-2266","","","","경기도 파주시 하우고개길 119, 나동 (야당동)","10909","CU야당빌리지점","2026-01-14 13:22:40","U","2026-01-17 02:40:00","","179240.742792935","467580.837034106","118",
"441","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320194060023087500016","2019-05-09","","01","영업/정상","13","영업중","","","","","031-948-5472","","","","경기도 파주시 청암로17번길 53, 1층 112호 (목동동)","10892","지에스25 운정산내점","2026-01-14 11:25:20","U","2026-01-17 02:40:00","","176589.499380635","469555.018035589","57.7",
"442","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320194060023087500041","2019-09-26","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 목동동 640번지 휴먼시아 해솔마을 아파트","경기도 파주시 미래로 603, 휴먼시아 해솔마을 아파트 상가동 101호 (목동동)","10871","씨유 파주운정해솔점","2026-01-14 11:25:06","U","2026-01-17 02:40:00","","177876.42117288","469882.417100621","42",
"443","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320194060023087500034","2019-07-29","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 와동동 1454번지","경기도 파주시 경의로 1250, 101호 (와동동)","10896","지에스25 파주운정","2026-01-14 11:19:01","U","2026-01-17 02:40:00","","178877.275775775","469645.106711042","59",
"444","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320194060023087500051","2019-11-20","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 상지석동 554번지 3호 예일아트빌","경기도 파주시 하우고개길 400, 1층 103,104호 (상지석동, 예일아트빌)","10910","씨유 운정아트빌점","2026-01-14 13:25:44","U","2026-01-17 02:40:00","","180057.739979641","468530.552105724","71.08",
"445","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320224060023087500018","2022-04-04","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 문발동 549-5 아이리스타운","경기도 파주시 교하로 914, 아이리스타운 101, 102호 (문발동)","10879","이마트24R교하문발점","2026-01-14 13:28:30","U","2026-01-17 02:40:00","","174000.723779498","469517.612284028","0",
"446","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320224060023087500017","2022-03-31","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 상지석동 133-19","경기도 파주시 고봉로 755-30, 1층 (상지석동)","10911","세븐일레븐 상지석갤러리점","2026-01-14 13:24:56","U","2026-01-17 02:40:00","","181467.061647344","469048.455458147","0",
"447","안전상비의약품 판매업소","01_01_05_P","4201000","PHMH320164200028087500028","2016-08-22","","01","영업/정상","13","영업중","","","","","033-662-0818","","","","강원특별자치도 강릉시 주문진읍 연주로 593","25406","GS25주문진대로점","2026-01-15 14:06:29","U","2026-01-17 02:40:00","","360176.201054669","490689.823710102","73.2",
"448","안전상비의약품 판매업소","01_01_05_P","5180000","PHMH320245180020087500001","2024-06-17","","01","영업/정상","13","영업중","","","","","","","","경상북도 영덕군 남정면 장사리 73-10","경상북도 영덕군 남정면 동해대로 3600, 1층","36463","지에스(GS)25 장사해수욕장점","2026-01-15 13:05:40","U","2026-01-17 02:40:00","","413278.853981047","311666.481800487","0",
"449","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320244060482087500013","2024-08-19","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 다율동 1023","경기도 파주시 범벅들길 123, 517동 101,102호 (다율동)","10865","지에스25해오름5단지점","2026-01-15 09:32:13","U","2026-01-17 02:40:00","","","","50",
"450","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320194060023087500048","2019-11-01","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 야당동 217번지 3호","경기도 파주시 송학1길 158-33, 101호 (야당동)","10909","씨유야당미소점","2026-01-14 13:26:04","U","2026-01-17 02:40:00","","179296.301657946","468072.3456535","80",
"451","안전상비의약품 판매업소","01_01_05_P","3360000","PHMH320223360024087500001","2022-01-06","","01","영업/정상","13","영업중","","","","","","","","부산광역시 강서구 죽림동 590","부산광역시 강서구 호계로 8, 1층 (죽림동)","46707","지에스25강서죽림점","2026-01-15 09:26:28","U","2026-01-17 02:40:00","","373021.141238997","190218.400769669","3.3",
"452","안전상비의약품 판매업소","01_01_05_P","3130000","PHMH320263130033087500001","2026-01-08","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 동교동 161-16","서울특별시 마포구 월드컵북로2길 7, 1층 (동교동)","03995","이마트24 홍대역점","2026-01-15 17:29:22","U","2026-01-17 02:40:00","","192988.502086493","450417.714702768","96",
"453","안전상비의약품 판매업소","01_01_05_P","4050000","PHMH320234050149087500009","2023-05-22","","03","폐업","03","폐업","2026-01-14","","","","","","","경기도 용인시 수지구 죽전동 1088-2 죽전역 솔하임","경기도 용인시 수지구 정든로 5, 109~110호 (죽전동, 죽전역 솔하임)","16873","지에스25(GS25) 죽전솔하임점","2026-01-15 10:22:03","U","2026-01-17 02:40:00","","209993.909215678","425061.284092798","85",
