"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","환경업무구분명","폐기물처리업구분명","폐기물처리업별처리구분명","폐기물구분명","허용보관량","허용보관량내용",
"194","건설폐기물처리업","09_30_05_P","5670000","567014092202200001","2022-09-23","","01","영업/정상","BBBB","영업","","","","","0552613363","","","경상남도 창원시 성산구 남산동 601-4 3-3호","경상남도 창원시 성산구 정동로162번길 57, 3-3호 (남산동)","51536","(주)그린에코텍","2026-01-13 10:34:25","U","2026-01-15 02:40:00","","354452.81867948","190521.621569162","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"195","건설폐기물처리업","09_30_05_P","3680000","368000092201500001","2015-06-01","","01","영업/정상","BBBB","영업","","","","","042-633-9300","","","대전광역시 대덕구 비래동 560-9 동부맨션아파트","대전광역시 대덕구 동서대로1748번길 45, 201-1호 (비래동, 동부맨션아파트)","34419","거산철거환경","2026-01-07 09:34:31","D","2026-01-16 02:30:00","","239880.913511985","316804.0120025","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"196","건설폐기물처리업","09_30_05_P","3630000","363000092202500004","2025-04-17","","01","영업/정상","BBBB","영업","","","","","383-9727","","","광주광역시 광산구 도산동 837-5","광주광역시 광산구 송도로 170 (도산동)","62445","자유자원","2025-12-15 09:25:25","D","2026-01-16 02:30:00","","181104.655671673","181201.339765266","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"197","건설폐기물처리업","09_30_05_P","4490000","449000092200700002","2007-05-30","","04","취소/말소/만료/정지/중지","4","폐쇄","2025-09-25","","","","","","330-833","충청남도 천안시 서북구 성거읍 정촌리 231-3 외 3필지","","","(주)오성개발","2025-09-25 10:09:28","U","2026-01-16 02:40:00","","","","건설폐기물처리업사업계획(허가)신청","","","","0","",
"198","건설폐기물처리업","09_30_05_P","4040000","404000092200500002","2005-12-07","","03","폐업","2","폐업","2025-03-07","","","","031-791-9402","","465-110","경기도 하남시 천현동 354-3","경기도 하남시 샘재로 89 (천현동)","465-816","영풍종합건설(주)","2025-03-11 08:23:11","U","2026-01-16 02:40:00","","218632.205590492","447464.972113809","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"199","건설폐기물처리업","09_30_05_P","5100000","510000092201500001","2016-11-08","","03","폐업","2","폐업","2026-01-07","","","","0549277200","","770-060","경상북도 영천시 금노동 413-9","경상북도 영천시 천문로 134-1 (금노동)","770-060","(주)티에스이엔이","2026-01-07 13:17:45","U","2026-01-16 02:40:00","","374104.496454304","273954.6482894","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"200","건설폐기물처리업","09_30_05_P","5310000","531000092200800004","2019-07-15","","01","영업/정상","BBBB","영업","","","","","0557525350","","","경상남도 진주시 집현면 사촌리 947-2","경상남도 진주시 집현면 하촌로 430 (초전동)","52639","명부(주)","2026-01-14 14:07:01","U","2026-01-16 02:40:00","","296288.722176395","190983.387225084","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"201","건설폐기물처리업","09_30_05_P","4940000","494000092202300002","2023-08-07","","01","영업/정상","BBBB","영업","","","","","","","","전라남도 영암군 영암읍 역리 124-1","전라남도 영암군 영암읍 낭주로 204, 2층","58411","대성환경","2026-01-14 09:36:50","U","2026-01-16 02:40:00","","172485.463088986","145306.972977165","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"202","건설폐기물처리업","09_30_05_P","5060000","506000092201800002","2018-08-09","","01","영업/정상","BBBB","영업","","","","","","","","경상북도 김천시 평화동 245-118","경상북도 김천시 평화12길 16, 3층 (평화동)","39608","(주)대일에코","2026-01-14 17:19:05","U","2026-01-16 02:40:00","","299927.474944078","292123.604389449","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"203","건설폐기물처리업","09_30_05_P","4820000","482000092200700002","2001-06-04","","01","영업/정상","BBBB","영업","","","","","061-723-4000","","540-978","전라남도 순천시 조례동 1783 매안초등학교","전라남도 순천시 해촌길 14 (조례동, 부일환경(주))","57931","부일환경(주)","2026-01-14 18:35:01","U","2026-01-16 02:40:00","","250062.013344817","163073.728565118","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"204","건설폐기물처리업","09_30_05_P","4940000","494000092202400001","2024-08-01","","01","영업/정상","BBBB","영업","","","","","","","","전라남도 영암군 삼호읍 용당리 1171-1","전라남도 영암군 삼호읍 대불로 305-29","58449","첨단환경","2026-01-14 09:37:08","U","2026-01-16 02:40:00","","143903.124311186","139726.564335601","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"205","건설폐기물처리업","09_30_05_P","3560000","356000092199500004","2026-01-14","","01","영업/정상","BBBB","영업","","","","","5621658","","","인천광역시 서구 오류동 1524-11 1468-2, 1530-1, 1530-7, 1531","인천광역시 서구 검단천로 203, 장형기업 (오류동)","22665","(주)장형기업","2026-01-14 17:02:49","U","2026-01-16 02:40:00","","164685.966472406","453569.285554987","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"206","건설폐기물처리업","09_30_05_P","3210000","321000092200600001","2006-04-18","","03","폐업","2","폐업","2009-07-13","","","","","","137-060","서울특별시 서초구 방배동 480-3","서울특별시 서초구 효령로2길 25  (방배동)","","태광골재산업-주","2025-10-29 16:04:24","U","2026-01-16 02:40:00","","198850.559701696","441560.608818435","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"207","건설폐기물처리업","09_30_05_P","3070000","307000092201200002","2012-06-29","","03","폐업","2","폐업","2012-08-23","","","","943-7017","","136-150","서울특별시 성북구 석관동 341-73","서울특별시 성북구 화랑로22가길 3 (석관동)","","안진기업","2026-01-08 11:34:41","U","2026-01-16 02:40:00","","204439.837749597","456111.424662049","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"208","건설폐기물처리업","09_30_05_P","3940000","394000092202300005","2023-06-12","","01","영업/정상","3","재개업","","2025-04-21","2025-12-31","2025-12-31","02-3158-5666","","","경기도 고양시 덕양구 화전동 455-22","경기도 고양시 덕양구 흥도로 47 (화전동)","10537","(주)성보산업","2026-01-14 10:41:04","U","2026-01-16 02:40:00","","188215.122324475","456801.06891563","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"209","건설폐기물처리업","09_30_05_P","3120000","312000092201100001","2011-08-18","","01","영업/정상","BBBB","영업","","","","","02-373-6667","","","서울특별시 서대문구 북가좌동 327-12 주현주택","서울특별시 서대문구 응암로 101, 201호 (북가좌동, 주현주택)","03678","예천환경산업(주)","2026-01-14 14:11:13","U","2026-01-16 02:40:00","","192210.660533043","453297.445396786","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"210","건설폐기물처리업","09_30_05_P","5020000","502000092201000004","2010-04-15","","01","영업/정상","BBBB","영업","","","","","054-293-0110","","790-902","경상북도 포항시 남구 오천읍 문덕리 382-1","경상북도 포항시 남구 오천읍 문덕로64번길 33","37889","(주)가람환경산업","2026-01-14 17:00:42","U","2026-01-16 02:40:00","","416404.490319122","275611.418980513","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"211","건설폐기물처리업","09_30_05_P","4691000","469100092202100001","2022-12-23","","03","폐업","2","폐업","2024-12-16","","","","0635367532","","580-813","전북특별자치도 정읍시 북면 승부리 364","전북특별자치도 정읍시 북면 서부산업도로 702","580-813","태영이엔티","2026-01-14 13:33:56","U","2026-01-16 02:40:00","","188767.135551181","233162.002021656","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"212","건설폐기물처리업","09_30_05_P","5710000","572000092200700006","2015-10-19","","03","폐업","2","폐업","2015-10-19","","","","0432237901","","","충청북도 청주시 상당구 남일면 가중리 383","충청북도 청주시 상당구 남일면 가좌신송로 148 (용암동)","28186","동아산업개발(주)","2026-01-14 14:10:18","U","2026-01-16 02:40:00","","242325.756910012","341143.857395359","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"213","건설폐기물처리업","09_30_05_P","4940000","494000092202500001","2025-06-02","","03","폐업","2","폐업","2026-01-14","","","","0612724906","","","전라남도 영암군 삼호읍 용당리 1416-1","전라남도 영암군 삼호읍 대불로 275","58449","(유)나라산업개발","2026-01-14 09:35:40","U","2026-01-16 02:40:00","","143885.739998794","139678.446904335","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"214","건설폐기물처리업","09_30_05_P","3180000","318000092202200002","2022-11-01","","01","영업/정상","BBBB","영업","","","","","02-887-7520","","","서울특별시 영등포구 영등포동2가 94-119 리버타워오피스텔","서울특별시 영등포구 버드나루로 50, 리버타워오피스텔 501호 (영등포동2가)","07248","마이건설중기","2026-01-14 10:55:58","U","2026-01-16 02:40:00","","192080.600057217","446761.824144739","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","1","",
"215","건설폐기물처리업","09_30_05_P","3150000","315000092202200004","2022-10-28","","01","영업/정상","BBBB","영업","","","","","0226591082","","","서울특별시 강서구 방화동 620-214 1212호","서울특별시 강서구 개화동로 561, 12층 1212호 (방화동)","07620","(주)두울디엔씨","2026-01-14 18:06:27","U","2026-01-16 02:40:00","","182895.668483962","451176.857915011","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"216","건설폐기물처리업","09_30_05_P","4830000","483000092202200002","2022-11-08","","03","폐업","2","폐업","2025-01-24","","","","0618358338","","","전라남도 나주시 빛가람동 642-2 108호","전라남도 나주시 그린로 204, 108호 (빛가람동)","58329","주식회사 씨씨텍","2025-08-26 10:55:35","U","2026-01-16 02:40:00","","180644.410833485","167830.527500151","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"217","건설폐기물처리업","09_30_05_P","3970000","397000092202000001","2025-11-12","","01","영업/정상","BBBB","영업","","","","","025077595","","","경기도 과천시 중앙동 40-5 중앙빌딩 407호","경기도 과천시 새술막길 38, 중앙빌딩 4층 407호 (중앙동)","13807","수영산업개발(주)","2026-01-14 17:48:24","U","2026-01-16 02:40:00","","199172.379928172","436318.189443625","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"218","건설폐기물처리업","09_30_05_P","4890000","489000092202100001","2021-10-15","","01","영업/정상","BBBB","영업","","","","","061-857-7123","","","전라남도 보성군 벌교읍 회정리 740","전라남도 보성군 벌교읍 녹색로 5695-49","59426","전남환경","2026-01-14 10:12:43","U","2026-01-16 02:40:00","","232475.217168821","149385.578903269","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"219","건설폐기물처리업","09_30_05_P","3150000","315000092200900003","2009-03-03","","04","취소/말소/만료/정지/중지","4","폐쇄","2025-11-18","","","","","","157-928","서울특별시 강서구 화곡동 1111-2","서울특별시 강서구 화곡로 346  (화곡동)","","임송농산(주)","2025-11-18 14:18:51","U","2026-01-16 02:40:00","","186850.824018452","450258.958284373","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"220","건설폐기물처리업","09_30_05_P","3150000","315000092200900004","2011-06-30","","04","취소/말소/만료/정지/중지","4","폐쇄","2025-03-26","","","","2665-6266","","157-290","서울특별시 강서구 외발산동 391-1","","","(주)구성환경","2025-04-02 15:46:10","U","2026-01-16 02:40:00","","183532.80977435","448988.971416278","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","18000.96","",
"221","건설폐기물처리업","09_30_05_P","3150000","315000092201000003","2010-12-17","","04","취소/말소/만료/정지/중지","4","폐쇄","2025-03-26","","","","2665-6266","","157-290","서울특별시 강서구 외발산동 391-1","","","(주)구성환경","2025-11-18 13:51:34","U","2026-01-16 02:40:00","","183532.80977435","448988.971416278","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","1050","",
"222","건설폐기물처리업","09_30_05_P","3150000","315000092200800004","2008-03-14","","04","취소/말소/만료/정지/중지","4","폐쇄","2025-11-18","","","","26618460","","157-240","서울특별시 강서구 공항동 658","서울특별시 강서구 방화대로7가길 55  (공항동)","","(주) 태연씨엔이","2025-11-18 14:18:07","U","2026-01-16 02:40:00","","183577.155178749","450665.479424337","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"223","건설폐기물처리업","09_30_05_P","3150000","315000092199500006","1995-12-14","","04","취소/말소/만료/정지/중지","4","폐쇄","2025-11-18","","","","0236626116","","157-200","서울특별시 강서구 가양동 1075-1","","","(주)천보E.T.T","2025-11-18 14:16:45","U","2026-01-16 02:40:00","","","","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","700","",
"224","건설폐기물처리업","09_30_05_P","3150000","315000092199500007","1995-03-23","","04","취소/말소/만료/정지/중지","4","폐쇄","2025-11-18","","","","36620404","","","서울특별시 강서구 마곡동 25-9","","","(주)청석공영","2025-11-18 14:17:20","U","2026-01-16 02:40:00","","","","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","1050","",
"225","건설폐기물처리업","09_30_05_P","3550000","355000092201800001","2018-03-16","","03","폐업","2","폐업","2025-01-15","","","","543-2381","","","인천광역시 계양구 용종동 210-3","인천광역시 계양구 계양문화로 86, 대우프라자 (용종동)","21065","(주)우인종합물류","2026-01-14 09:03:39","U","2026-01-16 02:40:00","","176698.614353271","448487.413520358","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"226","건설폐기물처리업","09_30_05_P","3460000","346000092202000002","2020-09-18","","01","영업/정상","BBBB","영업","","","","","0536114511","","","대구광역시 수성구 범어동 551-7 범어네거리 클래시아","대구광역시 수성구 달구벌대로480길 9, 범어네거리 클래시아 212호 (범어동)","42117","(주)기간","2026-01-14 16:33:39","U","2026-01-16 02:40:00","","346662.838831769","263244.952940366","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"227","건설폐기물처리업","09_30_05_P","4570000","457000092200600003","2009-12-30","","01","영업/정상","BBBB","영업","","","","","041-836-1267","","323-808","충청남도 부여군 부여읍 쌍북리 328-3","충청남도 부여군 부여읍 월함로 91","323-808","녹색건설(주)","2026-01-14 09:54:10","U","2026-01-16 02:40:00","","193344.375433388","310029.530704457","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"228","건설폐기물처리업","09_30_05_P","4450000","445000092200900001","2024-05-14","","01","영업/정상","BBBB","영업","","","","","070-4365-8800","","","충청북도 진천군 문백면 계산리 123-5 123-5","충청북도 진천군 문백면 송강로 180","365-861","(주)청담산업개발","2026-01-14 17:37:10","U","2026-01-16 02:40:00","","236911.785001776","363703.346377736","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"229","건설폐기물처리업","09_30_05_P","4050000","405000092201200001","2026-01-14","","01","영업/정상","BBBB","영업","","","","","031-337-2147","","449-831","경기도 용인시 처인구 이동읍 덕성리 445-2","경기도 용인시 처인구 이동읍 삼배울로 76","449-831","광일토건환경(주)","2026-01-14 15:08:24","U","2026-01-16 02:40:00","","218668.075699935","408495.27398518","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"230","건설폐기물처리업","09_30_05_P","4390000","439000092202100001","2025-04-24","","01","영업/정상","BBBB","영업","","","","","","","","충청북도 충주시 봉방동 9-15","충청북도 충주시 무학2길 9 (봉방동)","27405","(주)밀물과썰물","2026-01-14 09:08:13","U","2026-01-16 02:40:00","","282445.454549009","386391.504692983","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"231","건설폐기물처리업","09_30_05_P","5070000","507000092201500003","2016-01-14","","01","영업/정상","BBBB","영업","","","","","054-859-1261","","","경상북도 안동시 수하동 508","경상북도 안동시 앙실로 145 (수하동)","36742","덕산자원(환경)","2026-01-15 10:08:04","U","2026-01-17 02:40:00","","351021.135112074","339090.600628165","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"232","건설폐기물처리업","09_30_05_P","4520000","452000092200800001","2025-12-29","","01","영업/정상","BBBB","영업","","","","","041-541-9630","","336-811","충청남도 아산시 염치읍 서원리 11-2","충청남도 아산시 염치읍 아산로 789-33","","은성환경(주)","2026-01-15 20:27:14","U","2026-01-17 02:40:00","","196401.723451486","371732.123735924","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","19200","",
"233","건설폐기물처리업","09_30_05_P","4490000","449000092200400001","2007-05-30","","01","영업/정상","BBBB","영업","","","","","041-522-0343","","","충청남도 천안시 서북구 성거읍 정촌리 234-1","충청남도 천안시 서북구 성거읍 남산3길 58-24","31041","리뉴에너지대원㈜","2026-01-15 13:44:47","U","2026-01-17 02:40:00","","216237.990578999","375646.908916648","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","30000","",
"234","건설폐기물처리업","09_30_05_P","4490000","449000092200900001","2009-05-19","","01","영업/정상","BBBB","영업","","","","","041-522-0343","","","충청남도 천안시 서북구 성거읍 정촌리 234-1","충청남도 천안시 서북구 성거읍 남산3길 58-24","31041","리뉴에너지대원㈜","2026-01-15 13:44:47","U","2026-01-17 02:40:00","","216237.990578999","375646.908916648","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"235","건설폐기물처리업","09_30_05_P","4170000","417000092201000001","2020-08-31","","01","영업/정상","BBBB","영업","","","","","031-774-3284","","","경기도 양평군 지평면 무왕리 377 (주)오성개발","경기도 양평군 지평면 금의길 316-1 (주)오성개발","12542","(주)오성개발","2026-01-15 17:29:26","U","2026-01-17 02:40:00","","259167.735108567","440892.698684053","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"236","건설폐기물처리업","09_30_05_P","4040000","404000092200900001","2009-01-09","","01","영업/정상","BBBB","영업","","","","","02-4288272","","","경기도 하남시 감북동 353-2","경기도 하남시 감초로 47-16 (감북동)","12991","만물건설개발 주식회사","2026-01-15 13:39:30","U","2026-01-17 02:40:00","","213961.412853045","446311.325970485","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"237","건설폐기물처리업","09_30_05_P","4040000","404000092201200002","2013-03-04","","01","영업/정상","BBBB","영업","","","","","0317660449","","","경기도 하남시 상산곡동 157-15","경기도 하남시 하남대로 214-1, 2층 (상산곡동)","13026","(주) 백상아이앤지","2026-01-15 13:42:39","U","2026-01-17 02:40:00","","220553.418743291","443648.814348704","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"238","건설폐기물처리업","09_30_05_P","3660000","366000092201900001","2019-04-12","","01","영업/정상","BBBB","영업","","","","","042-223-2211","","301-840","대전광역시 서구 월평동 75-1","대전광역시 서구 월드컵대로484번길 187-27, 202호 (월평동)","35279","대전환경산업(주)","2026-01-15 15:29:52","U","2026-01-17 02:40:00","","231705.1997195","315706.97555553","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"239","건설폐기물처리업","09_30_05_P","5020000","502000092202200001","1997-09-11","","01","영업/정상","BBBB","영업","","","","","054-278-4477","","","경상북도 포항시 남구 연일읍 학전리 10","경상북도 포항시 남구 연일읍 동해대로 678","37654","미래개발(주)","2026-01-15 09:38:38","U","2026-01-17 02:40:00","","408362.023635444","284592.855108183","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","20441","",
"240","건설폐기물처리업","09_30_05_P","4201000","420100092200800012","2008-08-29","","01","영업/정상","BBBB","영업","","","","","0336556969","","210-340","강원특별자치도 강릉시 대전동 745","강원특별자치도 강릉시 대송길 139-2 (대전동)","210-340","(주)기성환경","2026-01-15 09:53:09","U","2026-01-17 02:40:00","","362258.749960987","477289.85373527","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","36374","",
"241","건설폐기물처리업","09_30_05_P","6510000","651000092201500001","2015-03-31","","03","폐업","2","폐업","2024-05-10","","","","064-724-3001","","690-805","제주특별자치도 제주시 노형동 3600","제주특별자치도 제주시 우평로 35 (노형동)","690-805","(주)미래환경자원","2026-01-15 17:02:04","U","2026-01-17 02:40:00","","149966.424166046","-1848.07199066243","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"242","건설폐기물처리업","09_30_05_P","3600000","360000092201600002","2016-07-05","","01","영업/정상","BBBB","영업","","","","","","","","광주광역시 서구 화정동 1610 유니버시아드 힐스테이트 2단지 202동 202호","광주광역시 서구 화정로 211 (화정동, 유니버시아드 힐스테이트 2단지)","61988","삼양산업","2026-01-15 17:43:02","U","2026-01-17 02:40:00","","188962.662317373","183033.510997011","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"243","건설폐기물처리업","09_30_05_P","5050000","505000092200500001","2006-02-22","","01","영업/정상","BBBB","영업","","","","","0547777474","","","경상북도 경주시 노서동 31-6","경상북도 경주시 화랑로70번길 8-1, 202호 (노서동)","38155","(주)금조산업개발","2026-01-15 22:09:35","U","2026-01-17 02:40:00","","399442.949477736","262674.769656384","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"244","건설폐기물처리업","09_30_05_P","5050000","505000092201000004","2010-08-13","","01","영업/정상","BBBB","영업","","","","","0547747557","","","경상북도 경주시 천북면 신당리 1224-1 외 9필지","경상북도 경주시 천북면 산업로 4788-8","780-870","(주)대유산업","2026-01-15 13:41:55","U","2026-01-17 02:40:00","","402387.227060329","269378.021553094","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","13042","",
"245","건설폐기물처리업","09_30_05_P","5050000","505000092201000009","2010-12-09","","01","영업/정상","BBBB","영업","","","","","0547747557","","","경상북도 경주시 천북면 신당리 1224-1 외 9필지","경상북도 경주시 천북면 산업로 4788-8","780-870","(주)대유산업","2026-01-15 13:41:55","U","2026-01-17 02:40:00","","402387.227060329","269378.021553094","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"246","건설폐기물처리업","09_30_05_P","5050000","505000092201000002","2011-03-11","","04","취소/말소/만료/정지/중지","4","폐쇄","2011-08-12","","","","0547747557","","","경상북도 경주시 천북면 신당리 1224-1 외 9필지","경상북도 경주시 천북면 산업로 4788-8","780-870","(주)대유산업","2026-01-15 13:41:55","U","2026-01-17 02:40:00","","402387.227060329","269378.021553094","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"247","건설폐기물처리업","09_30_05_P","4890000","489000092200400001","2004-10-22","","01","영업/정상","BBBB","영업","","","","","0618531738","","546-806","전라남도 보성군 보성읍 원봉리 545 545","전라남도 보성군 보성읍 흥성로 2132-25","546-806","(주)한양자원개발","2026-01-15 16:30:42","U","2026-01-17 02:40:00","","204064.613383737","139857.011904586","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","8500","",
"248","건설폐기물처리업","09_30_05_P","4920000","492000092200800002","1998-06-27","","01","영업/정상","BBBB","영업","","","","","061-433-5847","","","전라남도 강진군 작천면 갈동리 1018-1 1031-1,-2,-3,-4","전라남도 강진군 작천면 사문로 309","","(주)대원환경산업","2026-01-15 17:44:36","U","2026-01-17 02:40:00","","176181.330056215","135808.563993735","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","25600","",
"249","건설폐기물처리업","09_30_05_P","3930000","393000092201900002","2019-12-20","","01","영업/정상","BBBB","영업","","","","","031-408-4992","","","경기도 안산시 단원구 고잔동 696-2","경기도 안산시 단원구 광덕3로 87, 302호 (고잔동)","15459","㈜능성산업개발","2026-01-15 15:53:53","U","2026-01-17 02:40:00","","184192.990839138","423469.642385142","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"250","건설폐기물처리업","09_30_05_P","4321000","432100092200900002","2025-10-21","","01","영업/정상","BBBB","영업","","","","","0334828259","","","강원특별자치도 양구군 동면 임당리 32-2","강원특별자치도 양구군 동면 원당길 114-43","24507","대암환경(주)","2026-01-15 10:20:58","U","2026-01-17 02:40:00","","","","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","16918","",
"251","건설폐기물처리업","09_30_05_P","3030000","303000092200600008","2026-01-15","","01","영업/정상","BBBB","영업","","","","","","","133-170","서울특별시 성동구 용답동 235-2 금풍빌딩 305호","서울특별시 성동구 천호대로 432 (용답동,금풍빌딩 305호)","","(주)대아이디아이","2026-01-15 16:07:07","U","2026-01-17 02:40:00","","205837.640591417","450946.956111573","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"252","건설폐기물처리업","09_30_05_P","5010000","501000092202500002","2025-12-30","","01","영업/정상","BBBB","영업","","","","","0615425859","","","전라남도 신안군 압해읍 신장리 476-1","전라남도 신안군 압해읍 원신장길 6, 3층 303호","58827","대원환경","2026-01-15 17:57:11","U","2026-01-17 02:40:00","","140576.265456554","148076.044757491","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"253","건설폐기물처리업","09_30_05_P","4620000","462000092202300001","2023-07-04","","01","영업/정상","BBBB","영업","","","","","0416759588","","","충청남도 태안군 태안읍 삭선리 626-7","충청남도 태안군 태안읍 태흥로 37","32134","신용환경","2026-01-15 15:01:53","U","2026-01-17 02:40:00","","135575.589480264","363469.425472573","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"254","건설폐기물처리업","09_30_05_P","3600000","360000092202400002","2024-05-02","","01","영업/정상","BBBB","영업","","","","","","","","광주광역시 서구 동천동 232","광주광역시 서구 유덕로6번길 30-40 (동천동)","61901","광주가나환경","2026-01-15 14:35:19","U","2026-01-17 02:40:00","","186547.601972699","185490.191661461","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"255","건설폐기물처리업","09_30_05_P","3660000","366000092201400002","2019-01-14","","01","영업/정상","BBBB","영업","","","","","","","302-819","대전광역시 서구 도마동 86-101","대전광역시 서구 도마6길 178 (도마동)","302-819","청원금속자원","2026-01-15 09:24:23","U","2026-01-17 02:40:00","","234230.828151545","313034.803542646","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"256","건설폐기물처리업","09_30_05_P","5020000","502000092201800004","2019-05-02","","03","폐업","2","폐업","2019-05-02","","","","054-293-9454","","","경상북도 포항시 남구 청림동 3-261","경상북도 포항시 남구 청림서길10번길 8-2 (청림동)","37920","거환특수(주)","2026-01-15 11:48:30","U","2026-01-17 02:40:00","","417542.732062255","279965.112186104","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"257","건설폐기물처리업","09_30_05_P","4641000","464100092202500004","2025-12-24","","01","영업/정상","BBBB","영업","","","","","0632262810","","","전북특별자치도 전주시 완산구 효자동2가 1196-14","전북특별자치도 전주시 완산구 천잠로 178, 201호 (효자동2가)","55065","유한회사 대성환경기업","2026-01-15 13:24:45","U","2026-01-17 02:40:00","","208814.842508921","255923.838353447","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
