"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","사무실면적","소독차량차고면적","초미립자살포기수","휴대용소독기수","동력분무기수","수동식분무기수","방독면수","보호안경수","보호용의복수","진공청소기수",
"208","소독업","09_30_11_P","3180000","PHMB520193180034042500004","2019-03-18","","01","영업/정상","13","영업중","","","","","","","07369","","서울특별시 영등포구 도신로29마길 6 (도림동)","07369","스마일크린","2026-01-12 20:25:06","U","2026-01-14 02:40:00","","191461.970918254","445264.945418058","14","2","1","2","0","3","5","5","5","1",
"209","소독업","09_30_11_P","4221000","PHMB520204220024042500001","2020-02-18","","01","영업/정상","13","영업중","","","","","033-553-8496","","","강원특별자치도 태백시 장성동 159-9","강원특별자치도 태백시 장성로 42-1 (장성동)","26052","(유)가온누리","2026-01-12 16:57:09","U","2026-01-14 02:40:00","","378608.409986749","401829.680265085","8.2","3.5","1","2","0","3","5","5","5","1",
"210","소독업","09_30_11_P","3390000","PHMB520243390023042500001","2024-09-03","","01","영업/정상","13","영업중","","","","","051-992-6568","","","부산광역시 사상구 괘법동 582-8","부산광역시 사상구 괘감로 93, 1층 (괘법동)","46973","종합청소 그린하우스","2026-01-12 13:36:16","U","2026-01-14 02:40:00","","380774.923769971","186068.572461918","33","6.55","1","2","0","3","5","5","5","1",
"211","소독업","09_30_11_P","4490000","PHMB520194490261042500014","2019-12-18","","01","영업/정상","13","영업중","","","","","041-555-4123","","","충청남도 천안시 서북구 성정동 1151번지 1호","충청남도 천안시 서북구 오성로 70, 4층 401호 (성정동)","31108","(주)세종비에스 천안지점","2026-01-12 18:17:28","U","2026-01-14 02:40:00","","211979.959138001","369867.667481303","64.72","13.2","1","2","0","3","5","5","5","1",
"212","소독업","09_30_11_P","5420000","PHMB520145420013042500002","2014-03-18","","01","영업/정상","13","영업중","","","","","","","","","경상남도 고성군 고성읍 중앙로 100","52947","EM방역시스템","2026-01-12 15:01:28","U","2026-01-14 02:40:00","","321452.94631141","164831.93535899","23","16","1","2","1","5","5","5","5","1",
"213","소독업","09_30_11_P","5420000","PHMB520175420013042500001","2017-05-29","","01","영업/정상","13","영업중","","","","","055-674-1332","","52935","","경상남도 고성군 고성읍 남포로 71","52935","(유)고성늘푸른사람들","2026-01-12 14:55:49","U","2026-01-14 02:40:00","","320488.720419975","164195.018959092","0","0","1","2","1","5","5","5","5","1",
"214","소독업","09_30_11_P","3560000","PHMB520133560021042500003","2013-04-11","","03","폐업","03","폐업","2026-01-12","","","","032)569-1362~4","","","인천광역시 서구 가좌동 145번지 43호 가좌건강생활지원센터","인천광역시 서구 건지로284번길 60, 가좌건강생활지원센터 2층 (가좌동)","22834","인천광역시서구노인인력개발센터","2026-01-12 14:12:54","U","2026-01-14 02:40:00","","171021.751255337","443574.611637582","21.34","12.12","4","2","0","4","5","5","5","1",
"215","소독업","09_30_11_P","3230000","PHMB520093230034042500007","2009-08-27","","01","영업/정상","13","영업중","","","","","02-443-4532","","","서울특별시 송파구 문정동 116-8 201호","서울특별시 송파구 송이로31길 4-10, 201호 (문정동)","05798","(주)태인이앤지","2026-01-12 17:52:18","U","2026-01-14 02:40:00","","211615.336658568","442875.245039538","48.72","10.57","1","2","1","5","5","5","5","1",
"216","소독업","09_30_11_P","3180000","PHMB520203180034042500004","2020-03-23","","01","영업/정상","13","영업중","","","","","02-2675-6633","","","서울특별시 영등포구 당산동 121번지 59호 당산빌딩","서울특별시 영등포구 버드나루로 135, 당산빌딩 3층 301호 (당산동)","07226","주식회사 이에스엘에듀케이션","2026-01-12 20:48:36","U","2026-01-14 02:40:00","","191714.925390227","447548.691302462","0","0","1","2","0","3","5","5","5","1",
"217","소독업","09_30_11_P","3180000","PHMB520203180034042500017","2020-05-26","","01","영업/정상","13","영업중","","","","","02-712-9551","","","서울특별시 영등포구 신길동 2096번지","서울특별시 영등포구 여의대방로35길 40, 1층 (신길동)","07391","케이에스테크(KS-TECH)","2026-01-12 19:56:31","U","2026-01-14 02:40:00","","192567.705125902","444343.286498938","28","11","1","2","0","3","5","5","5","1",
"218","소독업","09_30_11_P","5350000","PHMB520205350029042500017","2020-05-29","","03","폐업","03","폐업","2025-03-28","","","","","","","경상남도 김해시 대청동 285-2 동송프라자빌딩","경상남도 김해시 계동로 149, 동송프라자빌딩 505호 (대청동)","50992","블루에코솔루션","2026-01-12 16:45:09","U","2026-01-14 02:40:00","","363418.644458073","189165.705137668","74.98","16.66","1","2","0","3","5","5","5","1",
"219","소독업","09_30_11_P","4390000","PHMB520254390029042500003","2025-11-17","","03","폐업","03","폐업","2026-01-12","","","","","","","","충청북도 충주시 칠금15길 8 (칠금동)","27355","은진 환경","2026-01-12 17:32:59","U","2026-01-14 02:40:00","","282115.208644377","387467.389427923","0","0","1","2","0","3","5","5","5","1",
"220","소독업","09_30_11_P","3180000","PHMB520213180034042500008","2021-07-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 영등포구 여의도동 12-1 삼도오피스텔 1103호","서울특별시 영등포구 은행로 58, 1103호 (여의도동, 삼도오피스텔)","07241","시니어일자리연구원사회적협동조합","2026-01-12 19:40:32","U","2026-01-14 02:40:00","","193289.310384283","447527.152620774","9.25","4.6","1","2","0","3","5","5","5","1",
"221","소독업","09_30_11_P","3180000","PHMB520213180034042500009","2021-08-24","","01","영업/정상","13","영업중","","","","","0236673572","","","","서울특별시 영등포구 선유로45길 21, 한국요꼬가와전기양평동사옥 1층 (양평동4가)","07209","리엔리솔루션(주)","2026-01-12 09:24:28","U","2026-01-14 02:40:00","","190548.381541105","448079.928090015","99","30","1","2","0","3","5","5","5","1",
"222","소독업","09_30_11_P","5710000","PHMB520175710107042500001","2017-11-15","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 서원구 죽림동 66-2","충청북도 청주시 서원구 2순환로 1476, 2층 (죽림동)","28619","엔페스(NPES)","2026-01-12 11:20:06","U","2026-01-14 02:40:00","","239764.165678213","345273.723920973","25.22","27","1","2","2","7","5","5","10","1",
"223","소독업","09_30_11_P","3180000","PHMB520203180034042500034","2020-09-08","","01","영업/정상","13","영업중","","","","","02-3275-7668","","","서울특별시 영등포구 문래동3가 83-3 문래동대동오피스텔 지하층동 101호","서울특별시 영등포구 문래로 77, 문래동대동오피스텔 지하층 101호 (문래동3가)","07294","주식회사 세이프원","2026-01-12 19:49:19","U","2026-01-14 02:40:00","","190258.458274524","446423.604926288","82.64","10","1","2","0","3","5","5","5","1",
"224","소독업","09_30_11_P","3670000","PHMB520043670022042500001","2004-11-26","","03","폐업","03","폐업","2026-01-12","","","","042-822-3610","","305-308","대전광역시 유성구 장대동 307번지 3호  101호","대전광역시 유성구 유성대로821번길 31 (장대동,101호)","","(주)그린존","2026-01-12 16:05:41","U","2026-01-14 02:40:00","","230134.215734719","318361.635641295","21.81","19.59","1","2","1","5","5","5","5","1",
"225","소독업","09_30_11_P","3310000","PHMB520143310024042500001","2014-07-01","","01","영업/정상","13","영업중","","","","","051-897-2784","","","부산광역시 남구 대연동 885-1","부산광역시 남구 유엔평화로41번가길 42, 3층 (대연동)","48504","(주)혜강종합관리","2026-01-12 16:43:17","U","2026-01-14 02:40:00","","390679.163754107","183552.473094419","50","10.5","1","2","1","3","5","5","5","1",
"226","소독업","09_30_11_P","3340000","PHMB520163340025042500002","2016-06-15","","01","영업/정상","13","영업중","","","","","206-8588","","","부산광역시 사하구 하단동 845-59","부산광역시 사하구 하신번영로 438-10, 1층 (하단동)","49301","호연메디컬","2026-01-12 13:36:26","U","2026-01-14 02:40:00","","378840.309159753","181791.019454029","10.73","7.22","1","2","0","3","5","5","5","1",
"227","소독업","09_30_11_P","4930000","PHMB520204930013042500007","2020-12-30","","01","영업/정상","13","영업중","","","","","533-1580","","","전라남도 해남군 북일면 흥촌리 152-26","전라남도 해남군 북일면 만월길 18","59051","해남방역환경","2026-01-12 09:03:00","U","2026-01-14 02:40:00","","169923.884632188","107396.155907422","10.8","2.5","1","2","0","3","5","5","5","1",
"228","소독업","09_30_11_P","3980000","PHMB520263980021042500001","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","","경기도 구리시 원수택로52번길 56, 101호 (수택동)","11932","샘","2026-01-13 16:59:26","I","2026-01-15 00:20:35","","212646.318243885","454723.170691396","36.45","6.08","1","2","0","3","5","5","5","1",
"229","소독업","09_30_11_P","3690000","PHMB520263690018042500001","2026-01-12","","01","영업/정상","13","영업중","","","","","","","","울산광역시 중구 반구동 23-16","울산광역시 중구 구교14길 5, 2층 201호 (반구동)","44506","경상방제","2026-01-13 09:38:58","I","2026-01-15 00:20:35","","412256.225229131","232159.935261245","23","5","1","2","0","3","2","2","2","1",
"230","소독업","09_30_11_P","5670000","PHMB520265670066042500001","2026-01-12","","01","영업/정상","13","영업중","","","","","","","","경상남도 창원시 마산합포구 현동 382","경상남도 창원시 마산합포구 현동6길 94, 현동프라자 1층 109호 (현동)","51778","화이트핏 클린케어","2026-01-13 10:36:02","I","2026-01-15 00:20:35","","341510.4571915","184546.591452469","24.74","10","1","2","0","3","5","5","5","1",
"231","소독업","09_30_11_P","4711000","PHMB520264711034042500001","2026-01-12","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 김제시 백구면 월봉리 391-4","전북특별자치도 김제시 백구면 황토로 977, 2층","54331","에코방역","2026-01-13 09:45:42","I","2026-01-15 00:20:35","","195591.146535396","263588.129904828","45","12","1","2","0","3","4","4","4","1",
"232","소독업","09_30_11_P","5350000","PHMB520265350351042500001","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","경상남도 김해시 상동면 우계리 67-2","경상남도 김해시 상동면 묵방로 151","50805","김해방역페스텍","2026-01-13 14:19:46","I","2026-01-15 00:20:35","","373918.687377227","201832.782132791","38.4","38.4","1","2","0","3","5","5","5","1",
"233","소독업","09_30_11_P","4540000","PHMB520264540026042500001","2026-01-13","","01","영업/정상","13","영업중","","","","","041-734-7775","","","충청남도 논산시 부적면 아호리 529","충청남도 논산시 부적면 계백아호2길 6, 소중한사람들 논산보호작업장 1층","32917","소중한사람들 논산보호작업장","2026-01-13 13:10:58","I","2026-01-15 00:20:35","","210370.253492736","301191.38574045","16.38","22.11","1","2","0","3","2","2","2","1",
"234","소독업","09_30_11_P","3480000","PHMB520263480012042500001","2026-01-13","","01","영업/정상","13","영업중","","","","","053-716-6896","","","대구광역시 달성군 현풍읍 중리 505","대구광역시 달성군 현풍읍 테크노대로 61, 4층 405호","43017","주식회사 미르크린","2026-01-13 17:45:49","I","2026-01-15 00:20:35","","331379.261727026","244266.488938767","89.6","13.8","1","2","0","3","2","2","2","1",
"235","소독업","09_30_11_P","4920000","PHMB520264920011042500001","2026-01-12","","01","영업/정상","13","영업중","","","","","","","","전라남도 강진군 강진읍 남성리 23-15","전라남도 강진군 강진읍 영랑로1길 5, 2층 201호","59233","아빠방역","2026-01-13 09:35:13","I","2026-01-15 00:20:35","","178816.598331905","126606.126556552","16.5","16.5","1","2","0","3","5","5","5","1",
"236","소독업","09_30_11_P","3270000","PHMB520163270022042500001","2016-04-21","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 동구 중앙대로236번길 7-6, 대양빌딩동 302호 (초량동)","48732","(주)더청화","2026-01-13 11:11:36","U","2026-01-15 02:40:00","","386150.162434706","181791.701583383","46.2","56.2","1","2","0","3","5","5","5","1",
"237","소독업","09_30_11_P","4490000","PHMB520154490261042500003","2015-06-06","","03","폐업","03","폐업","2025-05-12","","","","041-573-1117","","331-956","충청남도 천안시 서북구 쌍용동 2115번지 303호, 304호","충청남도 천안시 서북구 봉서산1길 39 (쌍용동)","31161","세광산업개발 (주)","2026-01-13 11:15:14","U","2026-01-15 02:40:00","","210480.912958606","367302.945064346","148","8","1","2","0","3","5","5","5","1",
"238","소독업","09_30_11_P","4090000","PHMB520234090023042500009","2023-07-21","","01","영업/정상","13","영업중","","","","","","","","","경기도 김포시 통진읍 율마로438번길 34-24, 1층 일부호","10017","(주)더행복한하루","2026-01-13 10:36:03","U","2026-01-15 02:40:00","","165047.421881027","465070.526362005","56.43","9.68","1","2","0","3","5","5","5","1",
"239","소독업","09_30_11_P","5530000","PHMB520245530505042500006","2024-09-12","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 남양읍 남양리 1150-5","경기도 화성시 남양읍 남양서로 8, 301호","18254","씨엔에스케어","2026-01-13 10:32:15","U","2026-01-15 02:40:00","","183604.452294727","412448.482366072","39","7","4","2","0","6","5","5","10","2",
"240","소독업","09_30_11_P","5530000","PHMB520245530506042500013","2024-09-27","","01","영업/정상","13","영업중","","","","","070-4132-0461","","","","경기도 화성시 동탄순환대로29길 62, 304-가14호 (영천동)","18472","주식회사 쏠룹","2026-01-13 09:46:22","U","2026-01-15 02:40:00","","209603.218109843","411405.268602967","3.3","4.5","1","2","0","3","5","5","5","1",
"241","소독업","09_30_11_P","5530000","PHMB520245530505042500007","2024-10-15","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 팔탄면 지월리 499-3","경기도 화성시 팔탄면 서해로987번길 15, 5동 2층 202호","18530","유신종합관리","2026-01-13 10:31:06","U","2026-01-15 02:40:00","","190189.1137337","405377.94480649","13.22","25","1","2","0","3","5","5","5","1",
"242","소독업","09_30_11_P","5530000","PHMB520245530506042500014","2024-10-15","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 영천동 835-1 804호","경기도 화성시 동탄기흥로 614, 더퍼스트타워 2차 804호 (영천동)","18469","한국에이아이안전협회 주식회사","2026-01-13 09:45:44","U","2026-01-15 02:40:00","","208359.87520027","412588.414565902","61","9","1","2","0","3","5","5","5","1",
"243","소독업","09_30_11_P","5530000","PHMB520245530506042500015","2024-10-22","","01","영업/정상","13","영업중","","","","","","","","","경기도 화성시 동탄중심상가2길 8, 로하스애비뉴 4층 401-사7호 (반송동)","18453","주식회사 천둥산","2026-01-13 09:44:53","U","2026-01-15 02:40:00","","206378.247090083","411519.526668326","3.3","3.3","1","2","0","3","5","5","5","1",
"244","소독업","09_30_11_P","5530000","PHMB520245530506042500009","2024-08-22","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 송동 717-1","경기도 화성시 동탄순환대로 3, 지오프라자 4층 404호 (송동)","18497","더블오시스템","2026-01-13 09:53:04","U","2026-01-15 02:40:00","","208261.459221296","407037.304843355","72","5.6","1","2","0","3","5","5","5","1",
"245","소독업","09_30_11_P","5530000","PHMB520245530505042500008","2024-10-21","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 봉담읍 수영리 647-64","경기도 화성시 봉담읍 삼천병마로 1317-18, 1층","18313","서원DCM","2026-01-13 10:29:39","U","2026-01-15 02:40:00","","195608.321074323","413485.761866764","60","6.78","1","2","0","3","5","5","5","1",
"246","소독업","09_30_11_P","5530000","PHMB520245530505042500010","2024-11-11","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 남양읍 남양리 942-10","경기도 화성시 남양읍 한가울길110번길 14-5, 1동","18260","주식회사 에이클리어","2026-01-13 10:26:33","U","2026-01-15 02:40:00","","182471.568085961","410514.250074826","20","80","1","2","0","3","5","5","5","1",
"247","소독업","09_30_11_P","5530000","PHMB520245530505042500009","2024-11-07","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 매송면 원평리 64-1","경기도 화성시 매송면 화성로2397번길 13-3, 102호","18289","혁신기업","2026-01-13 10:27:30","U","2026-01-15 02:40:00","","193497.961000704","416450.625869701","19.5","19.5","5","2","0","6","5","5","8","2",
"248","소독업","09_30_11_P","3630000","PHMB520103630020042500001","2010-04-01","","01","영업/정상","13","영업중","","","","","062) 954-8822","","506-055","광주광역시 광산구 월곡동 683번지 3호","광주광역시 광산구 풍영로 41, 3층 302호 (월곡동)","62328","블루앤지(주)","2026-01-13 15:53:57","U","2026-01-15 02:40:00","","182761.281763106","186289.19154272","33","16.5","1","2","1","5","5","5","5","1",
"249","소독업","09_30_11_P","5350000","PHMB520195350029042500011","2019-10-31","","03","폐업","03","폐업","2026-01-13","","","","","","","","경상남도 김해시 구산로39번길 11, 지하1층 (구산동)","50905","폴스맨 방역","2026-01-13 16:09:02","U","2026-01-15 02:40:00","","370319.419052928","196118.696361437","129.68","8.8","1","2","0","3","5","5","5","1",
"250","소독업","09_30_11_P","3090000","PHMB520193090033042500004","2017-02-21","","01","영업/정상","13","영업중","","","","","02-999-8100","","","서울특별시 도봉구 방학동 703번지 21호 2층","서울특별시 도봉구 도봉로145길 8, 2층 (방학동)","01340","주식회사 진성관리","2026-01-13 09:32:42","U","2026-01-15 02:40:00","","203646.540276226","462484.705092331","43","10","1","3","1","5","5","5","5","1",
"251","소독업","09_30_11_P","5530000","PHMB520245530506042500004","2024-06-21","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 반송동 103-3 디앤씨빌딩 902호 케이77","경기도 화성시 메타폴리스로 42, 디앤씨빌딩 9층 902호 케이77호 (반송동)","18455","주식회사 리덤에이","2026-01-13 09:54:31","U","2026-01-15 02:40:00","","206304.750095404","411095.222437302","1.66","1.66","1","2","0","3","5","5","5","1",
"252","소독업","09_30_11_P","5530000","PHMB520245530506042500007","2024-07-02","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 반송동 104-3 동탄미래도프라자","경기도 화성시 동탄중심상가1길 33, 동탄미래도프라자 9층 901-174호 (반송동)","18455","주식회사 더광","2026-01-13 09:53:55","U","2026-01-15 02:40:00","","206311.413504044","411029.392864931","4","2.5","1","2","0","3","5","5","5","1",
"253","소독업","09_30_11_P","5530000","PHMB520245530506042500005","2022-04-04","","01","영업/정상","13","영업중","","","","","070-5138-2192","","","경기도 화성시 석우동 33-1 206호","경기도 화성시 큰재봉길 29, 206호 (석우동)","18450","주식회사 성광이엔지","2026-01-13 10:08:56","U","2026-01-15 02:40:00","","206989.540020983","412961.216897296","28","110","1","2","0","3","5","5","5","1",
"254","소독업","09_30_11_P","3170000","PHMB520243170035042500007","2014-11-26","","03","폐업","03","폐업","2026-01-13","","","","02-795-7800","","","서울특별시 금천구 가산동 459-21 109-6호","서울특별시 금천구 가산디지털2로 169-23, 1층 109-6호 (가산동)","08504","주식회사 유(U INC.)","2026-01-13 14:18:31","U","2026-01-15 02:40:00","","189031.670933573","442239.943267799","11.3","6.6","2","2","0","3","6","6","6","1",
"255","소독업","09_30_11_P","4090000","PHMB520174090023042500002","2017-09-11","","01","영업/정상","13","영업중","","","","","","","","경기도 김포시 양촌읍 누산리 425번지 3호","경기도 김포시 양촌읍 석모1로 122-32","10054","버그헌터119 김포센터","2026-01-13 10:29:49","U","2026-01-15 02:40:00","","169536.315495954","462196.280696618","23.76","3.4","1","2","0","3","5","5","5","1",
"256","소독업","09_30_11_P","5530000","PHMB520245530506042500002","2024-04-09","","01","영업/정상","13","영업중","","","","","","","","","경기도 화성시 동탄중심상가2길 37, 필프라자 9층 903호 -V28호 (반송동)","18453","(주)주엘","2026-01-13 09:55:50","U","2026-01-15 02:40:00","","206416.519753714","411630.887417263","4.3","4.3","1","2","0","3","5","5","5","1",
"257","소독업","09_30_11_P","4070000","PHMB520204070023042500003","2020-04-20","","01","영업/정상","13","영업중","","","","","031-638-1161","","","경기도 이천시 송정동 346번지 32호","경기도 이천시 증신로 273, 302호 (송정동)","17344","한국안심기프트사회적협동조합","2026-01-13 10:13:10","U","2026-01-15 02:40:00","","238993.473141913","421554.791053897","35.98","13.25","1","2","0","3","5","5","5","1",
"258","소독업","09_30_11_P","5530000","PHMB520165530021042500005","2016-09-19","","01","영업/정상","13","영업중","","","","","031-376-3764","","","경기도 화성시 방교동 752번지 3호","경기도 화성시 동탄기흥로257번나길 4-7, 1층 (방교동)","18487","(주)늘푸른관리","2026-01-13 10:15:33","U","2026-01-15 02:40:00","","207859.82","409023.655","6","10","1","2","0","3","5","5","5","3",
"259","소독업","09_30_11_P","5530000","PHMB520205530021042500022","2020-06-09","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 능동 1162-5","경기도 화성시 남여울2길 17-14, 102호 (능동)","18428","주식회사 대솔","2026-01-13 10:12:24","U","2026-01-15 02:40:00","","204604.250933031","410610.851006547","15","12","2","2","0","4","5","5","5","1",
"260","소독업","09_30_11_P","5530000","PHMB520195530021042500015","2019-11-11","","01","영업/정상","13","영업중","","","","","031-8058-6311","","","","경기도 화성시 동탄첨단산업1로 58, 4층 427호 (영천동)","18469","키즈아머수원화성지점","2026-01-13 10:13:11","U","2026-01-15 02:40:00","","208101.884654488","412392.8855444","19.8","3.3","1","2","0","3","5","5","5","1",
"261","소독업","09_30_11_P","5530000","PHMB520185530021042500007","2018-04-27","","02","휴업","02","휴업","","2025-04-14","2026-12-31","","031-214-4839","","","","경기도 화성시 봉담읍 최루백로 459, 201호","18327","(주)혜성종합관리","2026-01-13 13:20:28","U","2026-01-15 02:40:00","","198511.717068896","410903.602200646","90","33","1","2","0","3","5","5","5","1",
"262","소독업","09_30_11_P","5530000","PHMB520195530021042500005","2019-04-08","","01","영업/정상","13","영업중","","","","","031-377-4571","","","경기도 화성시 영천동 362-5","경기도 화성시 동탄기흥로 560, 동익미라벨타워 14층 1414호 (영천동)","18469","주식회사 화인디자인텍","2026-01-13 10:13:42","U","2026-01-15 02:40:00","","208286.550084744","412148.077005856","36.2","7.5","1","2","0","3","5","5","5","1",
"263","소독업","09_30_11_P","5530000","PHMB520205530021042500011","2009-01-05","","01","영업/정상","13","영업중","","","","","02-953-1174","","","경기도 화성시 영천동 265-2","경기도 화성시 동탄첨단산업1로 63-12, 동탄비즈타워 7층 706호 (영천동)","18469","(주)베스트환경산업","2026-01-13 10:17:17","U","2026-01-15 02:40:00","","208176.492852752","412642.308137592","50","42","1","2","1","5","5","5","5","1",
"264","소독업","09_30_11_P","4191000","PHMB520254191050042500022","2025-11-14","","01","영업/정상","13","영업중","","","","","07041320461","","","강원특별자치도 원주시 단계동 111-4 동보렉스3차아파트","강원특별자치도 원주시 원문로 156-2, 동보렉스3차아파트 상가동 2층 201-D08호 (단계동)","26408","주식회사삼공공","2026-01-13 09:49:25","U","2026-01-15 02:40:00","","282590.931915291","428679.055020517","18","17","1","2","0","3","2","2","2","1",
"265","소독업","09_30_11_P","5530000","PHMB520255530505042500008","2025-10-27","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 봉담읍 수기리 1-168 105호","경기도 화성시 봉담읍 고시길 23, 105호","18327","주식회사 바른청소환경","2026-01-13 12:55:43","U","2026-01-15 02:40:00","","198240.073410241","411479.781854577","13","12","1","2","0","3","6","5","5","1",
"266","소독업","09_30_11_P","5530000","PHMB520235530506042500003","2023-02-17","","01","영업/정상","13","영업중","","","","","031387771","","","경기도 화성시 방교동 752-6","경기도 화성시 동탄기흥로257번나길 8, 1층 (방교동)","18487","(주)에스제이종합관리","2026-01-13 10:01:43","U","2026-01-15 02:40:00","","207889.135699431","409005.496134952","0","0","1","2","0","3","5","5","5","1",
"267","소독업","09_30_11_P","5530000","PHMB520215530439042500021","2021-07-30","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 영천동 281 금강펜테리움 IX타워 B동 823호","경기도 화성시 동탄첨단산업1로 27, 금강펜테리움 IX타워 B동 823호 (영천동)","18469","한일플러스 주식회사","2026-01-13 10:10:15","U","2026-01-15 02:40:00","","207902.474796614","412102.059482355","35.1","6.6","2","2","0","3","5","5","5","1",
"268","소독업","09_30_11_P","4090000","PHMB520214090023042500022","2021-08-12","","01","영업/정상","13","영업중","","","","","","","","","경기도 김포시 대곶면 대곶로 277-5","10027","케어하다","2026-01-13 17:14:02","U","2026-01-15 02:40:00","","160414.546243465","462748.195872569","0","0","1","2","0","3","5","5","5","1",
"269","소독업","09_30_11_P","5530000","PHMB520255530505042500007","2025-08-25","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 남양읍 남양리 468","경기도 화성시 남양읍 남양성지로 38, 202호","18260","화성(HS)드론아카데미","2026-01-13 10:09:27","U","2026-01-15 02:40:00","","182902.393141449","411525.884965246","73.2","18","1","2","0","3","8","7","8","1",
"270","소독업","09_30_11_P","5530000","PHMB520255530506042500005","2025-07-25","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 반송동 150-19","경기도 화성시 10용사1길 37-1, 102호 (반송동)","18439","주식회사 그린코리아티엠","2026-01-13 09:39:58","U","2026-01-15 02:40:00","","205793.29122793","410043.185128053","56.85","3.96","1","2","0","3","5","5","5","1",
"271","소독업","09_30_11_P","5530000","PHMB520255530506042500006","2025-09-02","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 영천동 827-1","경기도 화성시 동탄첨단산업1로 58, 퍼스트코리아 9층 913호 (영천동)","18469","컴앤케어솔루션","2026-01-13 09:38:59","U","2026-01-15 02:40:00","","208101.884654488","412392.8855444","16","5.9","1","2","0","3","2","2","4","1",
"272","소독업","09_30_11_P","5530000","PHMB520205530021042500052","2020-10-24","","01","영업/정상","13","영업중","","","","","031-8003-6090","","","경기도 화성시 반송동 93-10 동탄 지웰 에스테이트","경기도 화성시 동탄반석로 160, 동탄 지웰 에스테이트 A동 205호 (반송동)","18454","주식회사 에스에이치피","2026-01-13 10:11:19","U","2026-01-15 02:40:00","","206285.144405025","411226.353221417","88","21","3","2","0","3","5","5","5","1",
"273","소독업","09_30_11_P","5530000","PHMB520205530021042500056","2018-12-19","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 영천동 135-8","경기도 화성시 동탄기흥로 614, 808,811호 (영천동)","18469","한국안전기술협회 사회적협동조합","2026-01-13 10:14:30","U","2026-01-15 02:40:00","","208359.87520027","412588.414565902","5445","485","1","2","0","3","5","5","5","1",
"274","소독업","09_30_11_P","5350000","PHMB520255350356042500003","2025-05-20","","01","영업/정상","13","영업중","","","","","","","","","경상남도 김해시 율하2로 9, 1층 (관동동)","51014","그린 방역","2026-01-13 15:56:00","U","2026-01-15 02:40:00","","364493.698541306","187836.93204411","35","7","1","2","0","3","5","5","5","1",
"275","소독업","09_30_11_P","5530000","PHMB520255530506042500004","2025-06-30","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 오산동 1040-2","경기도 화성시 동탄신리천로 270, 4층 402-d113호 (오산동)","18486","화성종합관리","2026-01-13 09:41:12","U","2026-01-15 02:40:00","","209525.068363402","409082.698261073","2","8.64","2","2","0","3","5","2","5","2",
"276","소독업","09_30_11_P","5530000","PHMB520255530505042500006","2025-02-26","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 봉담읍 당하리 42-1","경기도 화성시 봉담읍 태봉길 41-1","18335","개미환경㈜","2026-01-13 10:08:48","U","2026-01-15 02:40:00","","194798.276606947","409309.701018618","25.7","18","1","2","0","3","5","5","5","1",
"277","소독업","09_30_11_P","5530000","PHMB520255530505042500005","2025-02-20","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 남양읍 무송리 473","경기도 화성시 남양읍 무하로36번길 18-6","18279","오성산업","2026-01-13 12:53:54","U","2026-01-15 02:40:00","","186436.669798953","408625.221795307","16.5","9.9","1","2","0","3","5","5","5","1",
"278","소독업","09_30_11_P","5530000","PHMB520255530506042500003","2025-03-25","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 반송동 91-2 로하스애비뉴","경기도 화성시 동탄중심상가2길 8, 로하스애비뉴 4층 401-사 81호 (반송동)","18453","주식회사 위생멘토","2026-01-13 09:42:05","U","2026-01-15 02:40:00","","206378.247090083","411519.526668326","1.5","1.8","1","2","0","3","5","2","5","1",
