"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","지정일자","민원종류명",
"329","담배소매업","11_43_02_P","3380000","2017338007105600019","2017-04-11","","03","폐업","2","폐업처리","2026-04-03","","","","","","","부산광역시 수영구 민락동 110번지 84호","부산광역시 수영구 광안해변로370번길 15 (민락동)","48280","탑 PLUS 마트","2026-04-03 10:21:33","U","2026-04-05 02:40:00","","394358.581560614","186100.80558441","20170411","제7조의3제2항에따른경우",
"330","담배소매업","11_43_02_P","3560000","2020356018705600083","2020-05-15","","03","폐업","2","폐업처리","2026-04-03","","","","","","","인천광역시 서구 청라동 154번지 1호 청라더샵레이크파크 상가동 101호","인천광역시 서구 크리스탈로74번길 26, 상가동 101호 (청라동, 청라더샵레이크파크)","22760","세븐일레븐 청라포스코점","2026-04-03 15:55:23","U","2026-04-05 02:40:00","","167977.888092295","447693.67070277","20200515","제7조의3제2항에따른경우",
"331","담배소매업","11_43_02_P","4440000","2025444115905600006","2025-11-18","","03","폐업","2","폐업처리","2026-04-03","","","","043-000-0000","","","충청북도 영동군 영동읍 매천리 406-12 1층","충청북도 영동군 영동읍 영동황간로 24, 1층","29150","씨유영동영신중점","2026-04-03 17:46:56","U","2026-04-05 02:40:00","","269718.84664942","296848.224507668","20251118","제7조의3제2항에따른경우",
"332","담배소매업","11_43_02_P","3820000","2025382031405600032","2025-12-19","","01","영업/정상","0","정상영업","","","","","","","","경기도 의정부시 용현동 389-1","경기도 의정부시 산단로 22, 가동 105호 (용현동)","11783","씨유 힐스테이트탑석점","2026-04-03 10:05:26","U","2026-04-05 02:40:00","","206682.132565301","470644.17745971","20251219","제7조의3제2항에따른경우",
"333","담배소매업","11_43_02_P","5670000","2025567057205600033","2025-12-23","","03","폐업","2","폐업처리","2026-04-03","","","","","","","경상남도 창원시 마산회원구 내서읍 호계리 284-2","경상남도 창원시 마산회원구 내서읍 호원로 230, 1층","51245","지에스25 호계사거리점","2026-04-03 16:34:58","U","2026-04-05 02:40:00","","338403.993191088","196009.508910655","20251223","제7조의3제2항에따른경우",
"334","담배소매업","11_43_02_P","3560000","2024356022205600014","2024-02-22","","03","폐업","2","폐업처리","2026-04-03","","","","","","","인천광역시 서구 당하동 1286-1 검단센트럴시티","인천광역시 서구 이음대로 463, 검단센트럴시티 1층 108호 (당하동)","22882","센트럴 팍","2026-04-03 15:56:25","U","2026-04-05 02:40:00","","","","20240222","제7조의3제2항에따른경우",
"335","담배소매업","11_43_02_P","3650000","2015365011505600078","2015-10-20","","03","폐업","2","폐업처리","2026-04-03","","","","583-3260","","","대전광역시 중구 유천동 305번지 45호","대전광역시 중구 계백로1566번길 7 (유천동)","34974","대창무선사","2026-04-03 13:35:47","U","2026-04-05 02:40:00","","235342.714393875","313007.402363003","20151020","제7조의3제2항에따른경우",
"336","담배소매업","11_43_02_P","3270000","2002327001405600290","1983-09-19","","03","폐업","2","폐업처리","2026-04-02","","","","6425241","","","부산광역시 동구 범일동 1447번지 3호","부산광역시 동구 망양로902번길 2 (범일동)","48761","범일슈퍼","2026-04-03 09:11:00","U","2026-04-05 02:40:00","","386728.478103499","184208.913929576","19830919","2009년11월법개정전자료",
"337","담배소매업","11_43_02_P","3820000","2020382031405600028","2020-07-17","","04","취소/말소/만료/정지/중지","5","지정취소","","","","","","","","경기도 의정부시 고산동 949-3 힐링프라자","경기도 의정부시 서광로 201, 힐링프라자 102호 (고산동)","11801","세븐일레븐 고산힐링점","2026-04-03 10:21:57","U","2026-04-05 02:40:00","","209809.63700494","470256.036558698","20200717","제7조의3제2항에따른경우",
"338","담배소매업","11_43_02_P","3820000","2021382031405600016","2021-07-08","","04","취소/말소/만료/정지/중지","5","지정취소","","","","","","","","경기도 의정부시 민락동 756-7 한라비발디아파트","경기도 의정부시 오목로 77, 한라비발디아파트 상가동 107,108호 (민락동)","11810","씨유 민락한라점","2026-04-03 10:20:58","U","2026-04-05 02:40:00","","207816.233474838","470366.642744502","20210708","제7조의3제2항에따른경우",
"339","담배소매업","11_43_02_P","4771000","2000477000005600052","1980-12-15","","03","폐업","2","폐업처리","2026-04-03","","","","6532288","","","전북특별자치도 순창군 순창읍 남계리 434번지 1호","전북특별자치도 순창군 순창읍 순창6길 19-1","595-803","음성사","2026-04-03 09:59:16","U","2026-04-05 02:40:00","","213038.974134527","208152.291047536","19801215","2009년11월법개정전자료",
"340","담배소매업","11_43_02_P","5670000","2002532001405600026","2021-01-14","","01","영업/정상","0","정상영업","","","","","055-545-3120","","","경상남도 창원시 진해구 덕산동 90번지 4호","경상남도 창원시 진해구 충장로 532 (덕산동)","51656","항공기 정비단 마트","2026-04-02 16:32:04","U","2026-04-05 02:40:00","","354610.222150621","183762.023885019","20210114","제7조의3제3항에따른경우",
"341","담배소매업","11_43_02_P","5670000","2002528011705637450","2002-11-29","","03","폐업","2","폐업처리","2026-04-03","","","","051 5134850","","631-150","경상남도 창원시 마산합포구 완월동 217번지 3호","경상남도 창원시 마산합포구 고운로 175 (완월동)","","(주)코리아세븐마산성지점","2026-04-03 11:34:50","U","2026-04-05 02:40:00","","342168.02627592","189799.348678247","20021129","2009년11월법개정전자료",
"342","담배소매업","11_43_02_P","3220000","2021322024905600043","2021-05-27","","01","영업/정상","0","정상영업","","","","","","","","서울특별시 강남구 역삼동 837-13 강남역 와이즈 플레이스","서울특별시 강남구 강남대로66길 14, 강남역 와이즈 플레이스 108호 (역삼동)","06253","강남 큐브 전자담배","2026-04-03 16:53:19","U","2026-04-05 02:40:00","","202746.040061587","443281.216979897","20210527","제7조의3제2항에따른경우",
"343","담배소매업","11_43_02_P","3300000","2021330011005600031","2021-05-11","","01","영업/정상","0","정상영업","","","","","","","","부산광역시 동래구 온천동 180-14 온천장역삼정그린코아더시티","부산광역시 동래구 중앙대로1473번길 24, 온천장역삼정그린코아더시티 1층 107호 (온천동)","47711","버블맨24 온천그린점","2026-04-03 15:25:19","U","2026-04-05 02:40:00","","389550.005069422","192966.793339715","20210511","제7조의3제2항에따른경우",
"344","담배소매업","11_43_02_P","4820000","2021482028105600021","2021-04-26","","03","폐업","2","폐업처리","2026-04-03","","","","","","","전라남도 순천시 용당동 442-9","전라남도 순천시 삼산로 92-46 (용당동)","57935","엘(L)마트","2026-04-03 10:52:58","U","2026-04-05 02:40:00","","245049.864657327","163655.326709418","20210426","제7조의3제3항에따른경우",
"345","담배소매업","11_43_02_P","3680000","2011368009205600056","2011-09-29","","03","폐업","2","폐업처리","2026-04-03","","","","042-935-5447","","306-815","대전광역시 대덕구 신탄진동 120번지 8호 2통 3반","대전광역시 대덕구 대청로 15 (신탄진동)","","중국식품","2026-04-03 10:51:10","U","2026-04-05 02:40:00","","238501.175049077","327950.672499132","20110929","제7조의3제2항에따른경우",
"346","담배소매업","11_43_02_P","3820000","2008382013105600116","2008-08-18","","01","영업/정상","0","정상영업","","","","","","","480-070","경기도 의정부시 신곡동 687번지 1호 추동@상가동 108호","","","추동슈퍼","2026-04-03 11:01:21","U","2026-04-05 02:40:00","","205050.029520431","470817.638282231","20080818","2009년11월법개정전자료",
"347","담배소매업","11_43_02_P","3820000","2001382007905611712","2001-12-19","","01","영업/정상","0","정상영업","","","","","031 843 3584","","","경기도 의정부시 신곡동 560","경기도 의정부시 동일로 583 (신곡동)","11744","씨에스유통(주) 롯데슈퍼신곡점","2026-04-03 10:58:08","U","2026-04-05 02:40:00","","204869.561341151","470861.966898254","20011219","제7조의3제3항에따른경우",
"348","담배소매업","11_43_02_P","3550000","2017355005905600087","2017-12-20","","01","영업/정상","0","정상영업","","","","","","","","인천광역시 계양구 작전동 871-36 이티에스빌딩","인천광역시 계양구 주부토로381번길 2, 이티에스빌딩 1층 (작전동)","21116","지에스25 작전하나","2026-04-03 15:06:15","U","2026-04-05 02:40:00","","175999.827641246","447403.309981439","20171220","제7조의3제2항에따른경우",
"349","담배소매업","11_43_02_P","3230000","2025323029105600028","2025-06-20","","01","영업/정상","0","정상영업","","","","","","","","서울특별시 송파구 오금동 165 상아아파트","서울특별시 송파구 오금로 407, 122,123호 (오금동, 상아아파트)","05741","씨유 상아점","2026-04-03 17:13:52","U","2026-04-05 02:40:00","","212020.879871583","443978.656400094","20250620","제7조의3제2항에따른경우",
"350","담배소매업","11_43_02_P","3140000","2021314016705600016","2021-04-13","","03","폐업","2","폐업처리","2026-04-03","","","","","","","서울특별시 양천구 신정동 1175-28 래미안 목동아델리체","서울특별시 양천구 중앙로43길 14, 상가111동 1호 (신정동, 래미안 목동아델리체)","08072","씨유 아델리체점","2026-04-03 12:39:19","U","2026-04-05 02:40:00","","186813.012918407","446320.017928897","20210413","제7조의3제2항에따른경우",
"351","담배소매업","11_43_02_P","3340000","2021334013105600012","2021-03-24","","03","폐업","2","폐업처리","2026-04-03","2024-05-07","2024-05-09","","","","","부산광역시 사하구 괴정동 749-6","부산광역시 사하구 낙동대로 267, 102,103,105호 (괴정동)","49379","지에스25 사하신동양점","2026-04-03 11:46:38","U","2026-04-05 02:40:00","","381185.566862354","179566.62335024","20210324","제7조의3제2항에따른경우",
"352","담배소매업","11_43_02_P","5710000","2003437000405600086","2003-06-11","","03","폐업","2","폐업처리","2026-04-03","","","","","","","충청북도 청주시 상당구 탑동 60번지 11호","충청북도 청주시 상당구 중고개로 344 (탑동)","28523","로또복권","2026-04-03 15:08:29","U","2026-04-05 02:40:00","","244894.713907018","347849.734736534","20030611","2009년11월법개정전자료",
"353","담배소매업","11_43_02_P","5710000","2022573002305600062","2022-08-09","","01","영업/정상","0","정상영업","","","","","","","","충청북도 청주시 흥덕구 비하동 673-1","충청북도 청주시 흥덕구 청향로5번길 6, 1층 101호 (비하동)","28362","지에스25 비하청향점","2026-04-03 09:30:21","U","2026-04-05 02:40:00","","237670.756204555","348577.608819188","20220809","제7조의3제2항에따른경우",
"354","담배소매업","11_43_02_P","4540000","2007454012505600027","2007-05-16","","03","폐업","2","폐업처리","2026-04-03","","","","041 7420525","","320-838","충청남도 논산시 연무읍 안심리 14-21번지","충청남도 논산시 연무읍 연무로178번길 8","320-838","한빛마트","2026-04-03 11:46:40","U","2026-04-05 02:40:00","","","","20070516","2009년11월법개정전자료",
"355","담배소매업","11_43_02_P","5530000","2021553004705600010","2021-10-06","","03","폐업","2","폐업처리","2026-04-03","","","","","","","경기도 화성시 만세구 팔탄면 노하리 217-1","경기도 화성시 만세구 팔탄면 노하길 282, 1층","18576","슈퍼","2026-04-03 16:50:57","U","2026-04-05 02:40:00","","187671.457499082","406204.125607196","20211006","제7조의3제2항에따른경우",
"356","담배소매업","11_43_02_P","5530000","2019553041505600034","2019-05-09","","01","영업/정상","0","정상영업","","","","","","","","경기도 화성시 동탄구 송동 435번지 8호","경기도 화성시 동탄구 동탄순환대로3길 27-39, 102호 (송동)","18497","지에스25 동탄호수중앙점","2026-04-03 13:05:59","U","2026-04-05 02:40:00","","208425.723205179","407195.146618614","20190509","제7조의3제2항에따른경우",
"357","담배소매업","11_43_02_P","3820000","2018382025805600009","2018-05-25","","01","영업/정상","0","정상영업","","","","","","","","경기도 의정부시 장암동 31번지 3호","경기도 의정부시 회룡로192번길 42, 1층 (장암동)","11722","GS25 장암 대우점","2026-04-03 11:13:16","U","2026-04-05 02:40:00","","204859.026717838","469143.69146286","20180525","제7조의3제2항에따른경우",
"358","담배소매업","11_43_02_P","3150000","1988315012305614154","1988-11-22","2026-03-27","04","취소/말소/만료/정지/중지","3","직권취소","","","","","2661-5557","","157-240","서울특별시 강서구 공항동 11번지 21호","서울특별시 강서구 공항대로 63 (공항동)","","에어포트호텔","2026-04-03 17:29:41","U","2026-04-05 02:40:00","","183529.005183547","451027.590421816","19881122","2009년11월법개정전자료",
"359","담배소매업","11_43_02_P","3050000","2003305008205600199","2003-12-19","","03","폐업","2","폐업처리","2026-04-03","","","","22484501","","","서울특별시 동대문구 장안동 142번지 11 호","서울특별시 동대문구 답십리로64길 5 (장안동)","","대한천막사","2026-04-03 14:08:27","U","2026-04-05 02:40:00","","205903.666249362","452225.103502254","20031219","2009년11월법개정전자료",
"360","담배소매업","11_43_02_P","3510500","2023351057905600117","2023-11-07","","03","폐업","2","폐업처리","2026-04-03","","","","","","","인천광역시 미추홀구 주안동 222-16","인천광역시 미추홀구 미추홀대로719번길 24 (주안동)","22136","씨유 주안서로점","2026-04-03 14:18:23","U","2026-04-05 02:40:00","","171513.776260192","440015.764907756","20231107","제7조의3제2항에따른경우",
"361","담배소매업","11_43_02_P","3540000","2023354016105600090","2023-09-14","","03","폐업","2","폐업처리","2026-04-03","","","","","","","인천광역시 부평구 청천동 108-8","인천광역시 부평구 마장로 427, 1층 105호 (청천동)","21305","전자담배","2026-04-03 15:12:35","U","2026-04-05 02:40:00","","173757.737046412","446051.330750387","20230914","제7조의3제2항에따른경우",
"362","담배소매업","11_43_02_P","3420000","2023342020705600071","2023-09-21","","01","영업/정상","0","정상영업","","","","","","","","대구광역시 동구 각산동 1067-2 꿈의정원","대구광역시 동구 과학로6길 18, 꿈의정원 1층 (각산동)","41066","동대구컨설팅","2026-04-03 15:45:47","U","2026-04-05 02:40:00","","355104.976238364","265893.020913111","20230921","제7조의3제2항에따른경우",
"363","담배소매업","11_43_02_P","3550000","2023355012705600039","2023-10-05","","03","폐업","2","폐업처리","2026-04-03","","","","","","","인천광역시 계양구 계산동 4-3","인천광역시 계양구 경명대로 1138, 지하1층 (계산동)","21056","농민마트","2026-04-03 14:49:35","U","2026-04-05 02:40:00","","176358.391769444","448983.655887908","20231005","제7조의3제3항에따른경우",
"364","담배소매업","11_43_02_P","4201000","2023420101905600026","2023-10-13","","03","폐업","2","폐업처리","2026-04-03","","","","","","","강원특별자치도 강릉시 청량동 561-1","강원특별자치도 강릉시 율곡로 2636 (청량동)","25617","현대지티에스 주식회사 강릉현대주유소","2026-04-03 17:06:28","U","2026-04-05 02:40:00","","368647.507234886","473141.047778155","20231013","제7조의3제2항에따른경우",
"365","담배소매업","11_43_02_P","3420000","2023342020705600076","2023-10-10","","03","폐업","2","폐업처리","2026-04-03","","","","","","","대구광역시 동구 각산동 370-12","대구광역시 동구 반야월북로 170, 1층 (각산동)","41073","세븐일레븐 대구각산타운점","2026-04-03 11:14:20","U","2026-04-05 02:40:00","","354916.644848227","265011.448862449","20231010","제7조의3제2항에따른경우",
"366","담배소매업","11_43_02_P","5540000","2010554012305600116","2010-10-27","","01","영업/정상","0","정상영업","","","","","","","","경기도 광주시 송정동 121-1","경기도 광주시 중앙로 200 (송정동)","12739","데캉경기광주점","2026-04-04 14:30:15","U","2026-04-06 02:40:00","","222686.134895629","435059.326492042","20101027","제7조의3제2항에따른경우",
"367","담배소매업","11_43_02_P","4691000","2016469027205600017","2016-05-13","","01","영업/정상","0","정상영업","","","","","536-3877","","","전북특별자치도 정읍시 수성동 306-4","전북특별자치도 정읍시 수성1로 36 (수성동)","56181","홈웨이마트","2026-04-04 19:40:49","U","2026-04-06 02:40:00","","186492.506208819","231009.911954032","20160513","제7조의3제2항에따른경우",
"368","담배소매업","11_43_02_P","4691000","2016469027205600018","2016-05-26","","01","영업/정상","0","정상영업","","","","","","","","전북특별자치도 정읍시 농소동 225-4 현대건설중기","전북특별자치도 정읍시 충정로 443, 현대건설중기 (농소동)","56155","정읍밧데리 로케트델코 자동차 배터리할인매장","2026-04-04 19:40:21","U","2026-04-06 02:40:00","","185288.605740682","231175.493191715","20160526","제7조의3제2항에따른경우",
"369","담배소매업","11_43_02_P","4691000","2016469027205600021","2016-06-03","","01","영업/정상","0","정상영업","","","","","","","","전북특별자치도 정읍시 수성동 716-3 도스헤어","전북특별자치도 정읍시 정인1길 57, 도스헤어 (수성동)","56163","미니슈퍼","2026-04-04 19:39:58","U","2026-04-06 02:40:00","","186682.977518372","229722.667878724","20160603","제7조의3제2항에따른경우",
"370","담배소매업","11_43_02_P","4691000","2016469027205600022","2016-06-03","","01","영업/정상","0","정상영업","","","","","","","","전북특별자치도 정읍시 산외면 동곡리 27-1 제일철물건재","전북특별자치도 정읍시 산외면 산외로 447, 제일철물건재","56124","점방상회","2026-04-04 19:39:30","U","2026-04-06 02:40:00","","203587.215335216","235803.487349594","20160603","제7조의3제2항에따른경우",
"371","담배소매업","11_43_02_P","4691000","2016469027205600024","2016-07-13","","01","영업/정상","0","정상영업","","","","","063-533-5871","","","전북특별자치도 정읍시 수성동 944-9","전북특별자치도 정읍시 수성로 19 (수성동)","56176","CU 정읍서영점","2026-04-04 19:37:24","U","2026-04-06 02:40:00","","186631.61974511","231161.137622118","20160713","제7조의3제2항에따른경우",
"372","담배소매업","11_43_02_P","4691000","2016469027205600026","2016-08-18","","01","영업/정상","0","정상영업","","","","","","","","전북특별자치도 정읍시 신태인읍 백산리 802-5 한일주유소","전북특별자치도 정읍시 신태인읍 감곡로 138, 한일주유소","56105","한일주유소","2026-04-04 19:36:54","U","2026-04-06 02:40:00","","191243.360087803","244409.246816301","20160818","제7조의3제2항에따른경우",
"373","담배소매업","11_43_02_P","4691000","2016469027205600027","2016-08-23","","01","영업/정상","0","정상영업","","","","","","","","전북특별자치도 정읍시 소성면 등계리 168-6","전북특별자치도 정읍시 소성면 소성로 386","56214","난장, 난장마트","2026-04-04 19:36:29","U","2026-04-06 02:40:00","","181727.310264975","229930.42735329","20160823","제7조의3제2항에따른경우",
"374","담배소매업","11_43_02_P","4691000","2016469027205600028","2016-08-25","","01","영업/정상","0","정상영업","","","","","","","","전북특별자치도 정읍시 농소동 45-15 정읍시농산물도매시장","전북특별자치도 정읍시 황토현로 1213-15, 정읍시농산물도매시장 (농소동)","56155","농산물구내매점","2026-04-04 19:36:01","U","2026-04-06 02:40:00","","185974.714583802","232146.209487094","20160825","제7조의3제2항에따른경우",
"375","담배소매업","11_43_02_P","4691000","2017469027205600022","2017-08-31","","01","영업/정상","0","정상영업","","","","","","","","전북특별자치도 정읍시 북면 한교리 49-55","전북특별자치도 정읍시 북면 정읍북로 684","56134","그린슈퍼","2026-04-04 19:31:57","U","2026-04-06 02:40:00","","190354.560721373","235437.371756404","20170831","제7조의3제2항에따른경우",
"376","담배소매업","11_43_02_P","4691000","2017469027205600023","2017-09-19","","01","영업/정상","0","정상영업","","","","","","","","전북특별자치도 정읍시 칠보면 반곡리 1084-3 벌수상회","전북특별자치도 정읍시 칠보면 칠보산로 961, 벌수상회","56129","벌수상회","2026-04-04 19:31:29","U","2026-04-06 02:40:00","","196046.456684146","229647.116001293","20170919","제7조의3제2항에따른경우",
"377","담배소매업","11_43_02_P","4691000","2016469027205600030","2016-09-08","","01","영업/정상","0","정상영업","","","","","","","","전북특별자치도 정읍시 수성동 942-6 돈통마늘보쌈","전북특별자치도 정읍시 수성택지5길 45, 돈통마늘보쌈 (수성동)","56176","위드미 정읍수성공원점","2026-04-04 19:35:33","U","2026-04-06 02:40:00","","186583.420051526","231319.014060668","20160908","제7조의3제2항에따른경우",
"378","담배소매업","11_43_02_P","4691000","2016469027205600035","2016-10-26","","01","영업/정상","0","정상영업","","","","","","","","전북특별자치도 정읍시 덕천면 우덕리 513-1","전북특별자치도 정읍시 덕천면 두지2길 8-1","56149","덕천면 복지회관","2026-04-04 19:34:32","U","2026-04-06 02:40:00","","185561.546812387","235391.89741635","20161026","제7조의3제2항에따른경우",
"379","담배소매업","11_43_02_P","4691000","2017469027205600025","2017-10-26","","01","영업/정상","0","정상영업","","","","","","","","전북특별자치도 정읍시 시기동 451-1","전북특별자치도 정읍시 정읍남로 1395 (시기동)","56203","빛션마트","2026-04-04 19:31:10","U","2026-04-06 02:40:00","","186773.404101941","228766.24188624","20171026","제7조의3제2항에따른경우",
"380","담배소매업","11_43_02_P","4691000","2016469027205600003","2016-01-11","","01","영업/정상","0","정상영업","","","","","","","","전북특별자치도 정읍시 연지동 87-2 IGA마트","전북특별자치도 정읍시 천변로 174, IGA마트 (연지동)","56207","1636마트","2026-04-04 19:47:23","U","2026-04-06 02:40:00","","186145.871251957","229464.978642077","20160111","제7조의3제2항에따른경우",
"381","담배소매업","11_43_02_P","4691000","2016469027205600007","2016-02-19","","01","영업/정상","0","정상영업","","","","","","","","전북특별자치도 정읍시 북면 한교리 34-25 공단관리사무소","전북특별자치도 정읍시 북면 북면공단2길 91, 공단관리사무소","56134","공단구내식당","2026-04-04 19:43:02","U","2026-04-06 02:40:00","","191022.830143838","234605.345310415","20160219","제7조의3제2항에따른경우",
"382","담배소매업","11_43_02_P","4691000","2016469027205600008","2016-03-10","","01","영업/정상","0","정상영업","","","","","","","","전북특별자치도 정읍시 신정동 813-2","전북특별자치도 정읍시 금구길 56 (신정동)","56212","마을회관상회","2026-04-04 19:42:33","U","2026-04-06 02:40:00","","185028.569462526","223186.604114742","20160310","제7조의3제2항에따른경우",
"383","담배소매업","11_43_02_P","4691000","2016469027205600009","2016-03-14","","01","영업/정상","0","정상영업","","","","","","","","전북특별자치도 정읍시 연지동 31-1","전북특별자치도 정읍시 서부로 69 (연지동)","56159","우리토스템","2026-04-04 19:42:09","U","2026-04-06 02:40:00","","186075.216645793","230446.65574922","20160314","제7조의3제2항에따른경우",
"384","담배소매업","11_43_02_P","4691000","2016469027205600010","2016-03-21","","01","영업/정상","0","정상영업","","","","","063-536-9988","","","전북특별자치도 정읍시 연지동 343-25 ONLY ONE","전북특별자치도 정읍시 서부산업도로 298, ONLY ONE (연지동)","56158","대박DC마트","2026-04-04 19:41:46","U","2026-04-06 02:40:00","","185733.196869348","230551.229077675","20160321","제7조의3제3항에따른경우",
"385","담배소매업","11_43_02_P","4691000","2016469027205600011","2016-03-30","","01","영업/정상","0","정상영업","","","","","063-537-9906","","","전북특별자치도 정읍시 정우면 초강리 59-7 농협하나로마트","전북특별자치도 정읍시 정우면 정신로 586, 농협하나로마트","56142","정우한솔마트","2026-04-04 19:41:18","U","2026-04-06 02:40:00","","188722.944100247","238068.969332704","20160330","제7조의3제3항에따른경우",
"386","담배소매업","11_43_02_P","4691000","2016469027205600037","2016-11-09","","01","영업/정상","0","정상영업","","","","","","","","전북특별자치도 정읍시 용계동 389 무진카센터","전북특별자치도 정읍시 충정로 610, 무진카센터 (용계동)","56153","정일슈퍼","2026-04-04 19:33:58","U","2026-04-06 02:40:00","","183778.656208589","231894.924827531","20161109","제7조의3제2항에따른경우",
"387","담배소매업","11_43_02_P","4691000","2014469025805600034","2014-12-15","","01","영업/정상","0","정상영업","","","","","","","","전북특별자치도 정읍시 상동 248","전북특별자치도 정읍시 학산로 117-11 (상동)","56194","LD유통(엘디)","2026-04-05 14:28:59","U","2026-04-07 02:40:00","","188464.105639532","228696.58297851","20141215","제7조의3제3항에따른경우",
"388","담배소매업","11_43_02_P","4691000","2012469023405600017","2012-05-24","","01","영업/정상","0","정상영업","","","","","533-0476","","","전북특별자치도 정읍시 수성동 1040-2","전북특별자치도 정읍시 수성로 50 (수성동)","56174","슈즈뱅크","2026-04-05 14:58:54","U","2026-04-07 02:40:00","","186850.322873984","231384.113622412","20120524","제7조의3제2항에따른경우",
"389","담배소매업","11_43_02_P","4691000","2012469023405600003","2012-01-13","","01","영업/정상","0","정상영업","","","","","531-7796","","","전북특별자치도 정읍시 장명동 158-3 만복슈퍼","전북특별자치도 정읍시 관통로 9-1, 만복슈퍼 (장명동)","56188","만복슈퍼","2026-04-05 15:01:59","U","2026-04-07 02:40:00","","187382.998718779","229529.078231536","20120113","제7조의3제2항에따른경우",
"390","담배소매업","11_43_02_P","4691000","2012469023405600009","2012-03-26","","01","영업/정상","0","정상영업","","","","","533-3630","","","전북특별자치도 정읍시 수성동 582-2 미원슈퍼","전북특별자치도 정읍시 중앙2길 14, 미원슈퍼 (수성동)","56163","미원슈퍼","2026-04-05 15:00:03","U","2026-04-07 02:40:00","","186527.030935749","229821.098576898","20120326","제7조의3제2항에따른경우",
"391","담배소매업","11_43_02_P","4691000","2012469023405600011","2012-04-18","","01","영업/정상","0","정상영업","","","","","531-9814","","","전북특별자치도 정읍시 수성동 1023-11","전북특별자치도 정읍시 수성4로 41-1 (수성동)","56172","씨유 정읍솔로몬점","2026-04-05 14:59:42","U","2026-04-07 02:40:00","","187130.270914036","231565.135104104","20120418","제7조의3제2항에따른경우",
"392","담배소매업","11_43_02_P","4691000","2012469023405600018","2012-05-31","","01","영업/정상","0","정상영업","","","","","","","","전북특별자치도 정읍시 수성동 603-7","전북특별자치도 정읍시 중앙1길 55 (수성동)","56163","I(아이)24 편의점","2026-04-05 14:58:20","U","2026-04-07 02:40:00","","186512.799355449","229922.355663863","20120531","제7조의3제2항에따른경우",
"393","담배소매업","11_43_02_P","4691000","2012469023405600025","2012-07-10","","01","영업/정상","0","정상영업","","","","","533-8114","","","전북특별자치도 정읍시 용계동 37-2","전북특별자치도 정읍시 충정로 562 (용계동)","56153","만남슈퍼휴게실","2026-04-05 14:57:51","U","2026-04-07 02:40:00","","184226.007055083","231704.761579513","20120710","제7조의3제2항에따른경우",
"394","담배소매업","11_43_02_P","4691000","2010469021105600041","2010-10-22","","01","영업/정상","0","정상영업","","","","","537-0289","","","전북특별자치도 정읍시 연지동 49-33","전북특별자치도 정읍시 중앙로 68 (연지동)","56160","전자담배코리아데캉","2026-04-05 15:03:21","U","2026-04-07 02:40:00","","186145.621687102","230094.325998098","20101022","제7조의3제2항에따른경우",
"395","담배소매업","11_43_02_P","4691000","2012469023405600028","2012-09-10","","01","영업/정상","0","정상영업","","","","","","","","전북특별자치도 정읍시 수성동 994-8","전북특별자치도 정읍시 수성6로 49 (수성동)","56173","다정슈퍼","2026-04-05 14:56:30","U","2026-04-07 02:40:00","","187425.386352655","231652.196136345","20120910","제7조의3제2항에따른경우",
"396","담배소매업","11_43_02_P","4691000","2012469023405600030","2012-09-14","","01","영업/정상","0","정상영업","","","","","531-9222","","","전북특별자치도 정읍시 북면 남산리 290-1 이문휴게소슈퍼","전북특별자치도 정읍시 북면 이문길 41, 이문휴게소슈퍼","56143","이문슈퍼","2026-04-05 14:56:09","U","2026-04-07 02:40:00","","187591.503859089","234725.638642637","20120914","제7조의3제2항에따른경우",
"397","담배소매업","11_43_02_P","4691000","2012469023405600037","2012-12-28","","01","영업/정상","0","정상영업","","","","","","","","전북특별자치도 정읍시 상동 136-3 태견","전북특별자치도 정읍시 상동중앙로 69, 태견 (상동)","56189","씨유정읍상동중앙점","2026-04-05 14:55:38","U","2026-04-07 02:40:00","","188089.579307274","229233.504044412","20121228","제7조의3제2항에따른경우",
"398","담배소매업","11_43_02_P","4691000","2013469023405600005","2013-02-27","","01","영업/정상","0","정상영업","","","","","","","","전북특별자치도 정읍시 수성동 903-11","전북특별자치도 정읍시 서부산업도로 464 (수성동)","56171","GS25 정읍산단","2026-04-05 14:41:59","U","2026-04-07 02:40:00","","186837.454288006","231793.635166331","20130227","제7조의3제2항에따른경우",
"399","담배소매업","11_43_02_P","4691000","2013469023405600008","2013-04-25","","01","영업/정상","0","정상영업","","","","","063-532-7722","","","전북특별자치도 정읍시 쌍암동 672-1","전북특별자치도 정읍시 첨단과학로 797-23 (쌍암동)","56199","농업법인회사(주)솔티","2026-04-05 14:41:33","U","2026-04-07 02:40:00","","190167.82845666","223566.751683725","20130425","제7조의3제2항에따른경우",
