번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),위생업태명,건물지상층수,건물지하층수,사용시작지상층,사용끝지상층,사용시작지하층,사용끝지하층,한실수,양실수,조건부허가신고사유,조건부허가시작일자,조건부허가종료일자,건물소유구분명,여성종사자수,남성종사자수,다중이용업소여부,Unnamed: 44,record_key
474,숙박업,03_11_03_P,5690000,5690000-201-1995-00002,2003-06-07,,1,영업/정상,1,영업,,,,,044 862 5100,446.23,339-853,세종특별자치시 전의면 동교리 123-9,세종특별자치시 전의면 상교동1길 13,30004.0,동광파크여관,2026-02-04 10:57:19,U,2026-02-06 02:40:00,여관업,218579.191132692,353236.322958709,여관업,4,0,2,4,0,0,11,12,,,,,0.0,0.0,N,,동광파크여관_세종특별자치시전의면동교리123-9
252,숙박업,03_11_03_P,5530000,5740000-201-2003-00012,2003-05-27,,1,영업/정상,1,영업,,,,,031 3535422,1381.0,,경기도 화성시 만세구 양감면 요당리 428,경기도 화성시 만세구 양감면 서해로 50,,호텔에이엠,2025-04-08 14:06:38,I,2026-02-04 01:35:23,일반호텔,192398.336832754,396556.158956432,일반호텔,0,0,0,0,0,0,24,18,,,,,0.0,0.0,N,,호텔에이엠_경기도화성시만세구양감면요당리428
661,숙박업,03_11_03_P,4641000,4661000-201-2003-00023,2003-05-20,,1,영업/정상,1,영업,,,,,063 2454848,1085.68,,전북특별자치도 전주시 덕진구 산정동 860-4,전북특별자치도 전주시 덕진구 산정2길 23 (산정동),55015.0,호텔어드밴스,2026-02-11 11:45:35,U,2026-02-13 02:40:00,일반호텔,215130.363652677,259801.533380048,일반호텔,6,1,3,6,0,0,0,30,,,,자가,0.0,0.0,N,,호텔어드밴스_전북특별자치도전주시덕진구산정동860-4
776,숙박업,03_11_03_P,3240000,3240000-201-2003-00022,2003-05-07,,1,영업/정상,1,영업,,,,,02 4825716,421.2,134-818,서울특별시 강동구 둔촌동 144-4,서울특별시 강동구 진황도로 200 (둔촌동),5370.0,에스,2026-02-19 11:24:27,U,2026-02-21 02:40:00,여관업,212610.638199054,447367.687644043,여관업,3,1,1,3,0,0,0,20,,,,자가,,,N,,에스_서울특별시강동구둔촌동144-4
50,숙박업,03_11_03_P,5530000,5740000-201-2003-00011,2003-05-06,,1,영업/정상,1,영업,,,,,031 3551181,818.0,,경기도 화성시 만세구 남양읍 남양리 1265-36,경기도 화성시 만세구 남양읍 남양시장로55번길 38 (남양동),,오늘모텔,2017-11-27 15:44:20,I,2026-02-04 01:35:23,여관업,183821.367217195,412046.614469607,여관업,4,0,0,0,0,0,4,24,,,,,0.0,0.0,N,,오늘모텔_경기도화성시만세구남양읍남양리1265-36
330,숙박업,03_11_03_P,4000000,4000000-201-2003-00014,2003-04-22,,1,영업/정상,1,영업,,,,,031 373 5200,1348.52,447-804,경기도 오산시 원동 779-1,경기도 오산시 오산로190번길 6 (원동),18142.0,호텔누리,2026-02-02 15:04:40,U,2026-02-04 02:40:00,여관업,206067.803061936,404656.990501001,여관업,6,1,1,6,0,0,0,42,,,,임대,0.0,0.0,N,,호텔누리_경기도오산시원동779-1
248,숙박업,03_11_03_P,5530000,5750000-201-2003-00009,2003-04-15,,1,영업/정상,1,영업,,,,,031 3541818,999.78,,경기도 화성시 효행구 정남면 보통리 89-1 외1필지,경기도 화성시 효행구 정남면 세자로303번길 15-46 (외1필지),,글로아호텔,2019-08-01 13:22:42,I,2026-02-04 01:35:23,일반호텔,198000.048185309,410096.485389749,일반호텔,0,0,0,0,0,0,0,25,,,,,0.0,0.0,N,,글로아호텔_경기도화성시효행구정남면보통리89-1외1필지
757,숙박업,03_11_03_P,6510000,6510000-201-2003-10005,2003-03-31,,1,영업/정상,1,영업,,,,,064 7963421,338.02,695-932,제주특별자치도 제주시 한림읍 한림리 1314-20,제주특별자치도 제주시 한림읍 한림로19길 5,63031.0,한림명동,2026-02-19 16:57:09,U,2026-02-21 02:40:00,여관업,131482.577616014,-8554.74249845955,여관업,0,0,0,0,0,0,5,5,,,,임대,0.0,0.0,N,,한림명동_제주특별자치도제주시한림읍한림리1314-20
869,숙박업,03_11_03_P,3620000,3620000-201-2003-00024,2003-03-28,,1,영업/정상,1,영업,,,,,062 5113191,915.0,500-876,광주광역시 북구 중흥동 696-19,"광주광역시 북구 중흥로 153, 1~5층 (중흥동)",61234.0,위드유호텔(광주역점),2026-02-23 14:02:27,U,2026-02-25 02:40:00,여관업,191811.281431952,184764.990234948,여관업,5,0,1,5,0,0,2,30,,,,,0.0,0.0,N,,위드유호텔(광주역점)_광주광역시북구중흥동696-19
571,숙박업,03_11_03_P,4181000,4181000-201-2003-00008,2003-03-24,,1,영업/정상,1,영업,,,,,033 244 4701,960.0,,강원특별자치도 춘천시 옥천동 42-4,강원특별자치도 춘천시 중앙로27번길 9-5 (옥천동),24346.0,호텔봄의강 (구)호텔야자춘천시청점,2026-02-09 15:10:31,U,2026-02-11 02:40:00,여관업,264110.284703456,486914.603841645,여관업,5,1,0,0,0,0,19,0,,,,자가,0.0,0.0,N,,호텔봄의강(구)호텔야자춘천시청점_강원특별자치도춘천시옥천동42-4
709,숙박업,03_11_03_P,4030000,4030000-201-2003-00005,2003-03-24,,1,영업/정상,1,영업,,,,,031 462 9223,622.45,437-814,경기도 의왕시 삼동 192-432,경기도 의왕시 부곡중앙남2길 10 (삼동),16088.0,호텔 나인(9),2026-02-13 16:04:32,U,2026-02-15 02:40:00,일반호텔,195538.275326152,424241.683951884,일반호텔,0,0,0,0,0,0,0,28,,,,,0.0,0.0,N,,호텔나인(9)_경기도의왕시삼동192-432
51,숙박업,03_11_03_P,5530000,5750000-201-2003-00006,2003-03-18,,1,영업/정상,1,영업,,,,,031 366 0741,1004.5,,경기도 화성시 효행구 정남면 보통리 26-1,경기도 화성시 효행구 정남면 세자로303번길 32,,lacde botton(라끄드보통),2025-11-05 16:43:10,I,2026-02-04 01:35:23,여관업,197883.533957462,410352.786265894,여관업,0,0,1,6,0,0,0,30,,,,,0.0,0.0,N,,lacdebotton(라끄드보통)_경기도화성시효행구정남면보통리26-1
413,숙박업,03_11_03_P,3410000,3410000-201-2003-00005,2003-03-17,,1,영업/정상,1,영업,,,,,053 5541228,1459.0,700-841,대구광역시 중구 달성동 0227-0005,대구광역시 중구 달성로21길 21 (달성동),41923.0,허니문 모텔,2026-02-04 10:11:33,U,2026-02-06 02:40:00,여관업,342729.596750527,265007.341990916,여관업,5,1,5,5,0,0,2,30,,,,자가,0.0,0.0,N,,허니문모텔_대구광역시중구달성동0227-0005
377,숙박업,03_11_03_P,3860000,3871000-201-2003-00484,2003-03-17,,1,영업/정상,1,영업,,,,,032 665 3883,1298.29,,경기도 부천시 원미구 심곡동 171-2,경기도 부천시 원미구 부천로6번길 29 (심곡동),14644.0,호텔체리쉬,2026-01-30 14:28:13,U,2026-02-04 11:04:37,여관업,180877.374523071,442511.769324806,여관업,5,0,2,5,0,0,0,32,,,,,0.0,0.0,N,,호텔체리쉬_경기도부천시원미구심곡동171-2
147,숙박업,03_11_03_P,5530000,5750000-201-2003-00007,2003-03-12,,3,폐업,2,폐업,2011-09-02,,,,031 3540143,975.92,,경기도 화성시 효행구 정남면 보통리 79-5,,,조아텔화성점,2007-11-05 13:32:23,I,2026-02-04 01:35:23,일반호텔,198057.05384672,410266.17126406,일반호텔,0,0,0,0,0,0,0,20,,,,,0.0,0.0,N,,조아텔화성점_경기도화성시효행구정남면보통리79-5
116,숙박업,03_11_03_P,5530000,5740000-201-2003-00005,2003-03-12,,3,폐업,2,폐업,2023-08-07,,,,031354 2262,1304.0,,경기도 화성시 만세구 팔탄면 월문리 235-11,경기도 화성시 만세구 팔탄면 버들로1597번길 11,,힐링온천텔,2023-08-07 09:02:50,I,2026-02-04 01:35:23,일반호텔,188930.8729046,401469.685374856,일반호텔,3,1,0,0,0,0,2,28,,,,,0.0,0.0,N,,힐링온천텔_경기도화성시만세구팔탄면월문리235-11
947,숙박업,03_11_03_P,4341000,4341000-201-2003-00001,2003-03-11,,1,영업/정상,1,영업,,,,,033 6322482,659.71,,강원특별자치도 고성군 죽왕면 삼포리 239,강원특별자치도 고성군 죽왕면 삼포민박촌2길 29,24750.0,파인빌모텔,2026-02-25 11:11:26,U,2026-02-27 02:40:00,여관업,333571.476897126,535982.826851905,여관업,5,1,1,5,0,0,0,20,,,,자가,0.0,0.0,N,,파인빌모텔_강원특별자치도고성군죽왕면삼포리239
251,숙박업,03_11_03_P,5530000,5740000-201-2003-00004,2003-03-10,,1,영업/정상,1,영업,,,,,031 354 5340,1639.94,,경기도 화성시 만세구 팔탄면 월문리 235-17,경기도 화성시 만세구 팔탄면 버들로1597번길 4-6,,호텔아테나,2021-06-16 11:00:37,I,2026-02-04 01:35:23,일반호텔,189061.099314369,401443.108053234,일반호텔,3,1,0,1,0,0,1,38,,,,,0.0,0.0,N,,호텔아테나_경기도화성시만세구팔탄면월문리235-17
145,숙박업,03_11_03_P,5530000,5740000-201-2003-00003,2003-03-04,,3,폐업,2,폐업,2020-12-01,,,,031 355 6463,993.0,,경기도 화성시 만세구 서신면 송교리 413-2,경기도 화성시 만세구 서신면 제부로 285-8,,퀸모텔,2020-12-01 11:46:22,I,2026-02-04 01:35:23,일반호텔,169720.712380617,407553.721574408,일반호텔,4,1,4,4,1,1,4,25,,,,,0.0,0.0,N,,퀸모텔_경기도화성시만세구서신면송교리413-2
1047,숙박업,03_11_03_P,3230000,3230000-201-1985-00067,2003-02-27,,1,영업/정상,1,영업,,,,,0204133644,454.14,138-842,서울특별시 송파구 석촌동 2-3,서울특별시 송파구 삼학사로 94 (석촌동),5612.0,남경모텔,2026-02-26 15:34:36,U,2026-02-28 02:40:00,여관업,208546.050443955,444818.133818034,여관업,0,0,0,0,0,0,10,13,,,,,0.0,0.0,N,,남경모텔_서울특별시송파구석촌동2-3
399,숙박업,03_11_03_P,3180000,3180000-201-2003-00060,2003-02-26,,1,영업/정상,1,영업,,,,,8324096,187.0,150-851,서울특별시 영등포구 신길동 448-20,서울특별시 영등포구 신길로15길 4 (신길동),7424.0,슬로우서울(영등포),2026-01-30 17:03:50,U,2026-02-04 11:04:37,여인숙업,191762.571861455,443950.170606878,여인숙업,0,0,0,0,0,0,9,0,,,,,0.0,0.0,N,,슬로우서울(영등포)_서울특별시영등포구신길동448-20
476,숙박업,03_11_03_P,3010000,3010000-201-2003-00011,2003-02-26,,1,영업/정상,1,영업,,,,,22674118,248.5,100-300,서울특별시 중구 초동 53-19,서울특별시 중구 충무로 21-19 (초동),4555.0,하루재,2026-02-03 16:51:47,U,2026-02-06 02:40:00,일반호텔,199216.039356335,451215.114567899,일반호텔,3,0,0,0,0,0,0,13,,,,,0.0,0.0,N,,하루재_서울특별시중구초동53-19
752,숙박업,03_11_03_P,3330000,3330000-201-2003-00023,2003-02-25,,1,영업/정상,1,영업,,,,,,1280.11,612-040,부산광역시 해운대구 송정동 206-4 보라카이 모텔,부산광역시 해운대구 송정중앙로39번길 12 (송정동),48070.0,호텔 고준관,2026-02-19 15:37:47,U,2026-02-21 02:40:00,숙박업 기타,400798.411929556,189255.675239375,숙박업 기타,0,0,0,0,0,0,0,29,,,,,0.0,0.0,N,,호텔고준관_부산광역시해운대구송정동206-4보라카이모텔
1039,숙박업,03_11_03_P,4641000,4661000-201-2003-00017,2003-02-19,,3,폐업,2,폐업,2026-02-27,,,,063 2459943,1650.0,,전북특별자치도 전주시 덕진구 우아동2가 919-7,전북특별자치도 전주시 덕진구 아중4길 24 (우아동2가),55023.0,사월호텔,2026-02-26 17:42:13,U,2026-02-28 02:40:00,여관업,215518.284709052,258917.446629172,여관업,0,0,0,0,0,0,1,36,,,,자가,0.0,0.0,N,,사월호텔_전북특별자치도전주시덕진구우아동2가919-7
824,숙박업,03_11_03_P,4641000,4661000-201-2003-00006,2003-01-29,,1,영업/정상,1,영업,,,,,063 2457900,332.5,,전북특별자치도 전주시 덕진구 산정동 872-2,전북특별자치도 전주시 덕진구 산정3길 11 (산정동),55015.0,제이즈호텔,2026-02-20 15:49:04,U,2026-02-22 02:40:00,여관업,215308.979916577,259721.05270229,여관업,6,1,1,6,0,0,1,29,,,,자가,0.0,0.0,N,,제이즈호텔_전북특별자치도전주시덕진구산정동872-2
24,숙박업,03_11_03_P,5530000,5750000-201-2003-00002,2003-01-10,,1,영업/정상,1,영업,,,,,031 227 8810,862.38,,경기도 화성시 효행구 봉담읍 왕림리 497,경기도 화성시 효행구 봉담읍 왕림1길 19,,제우스,2017-11-27 15:55:54,I,2026-02-04 01:35:23,여관업,194311.80848566,409808.502688552,여관업,0,0,0,0,0,0,0,27,,,,,0.0,0.0,N,,제우스_경기도화성시효행구봉담읍왕림리497
392,숙박업,03_11_03_P,3740000,3770000-201-2003-00003,2003-01-07,,1,영업/정상,1,영업,,,,,031 2670470,1038.16,442-834,경기도 수원시 팔달구 인계동 1030-8,경기도 수원시 팔달구 권광로175번길 66 (인계동),16490.0,닉스모텔,2026-01-30 13:22:35,U,2026-02-04 11:04:37,여관업,202481.190373475,418047.0683258,여관업,6,1,2,6,0,0,0,32,,,,,0.0,0.0,N,,닉스모텔_경기도수원시팔달구인계동1030-8
547,숙박업,03_11_03_P,3860000,3881000-201-2003-00453,2003-01-03,,1,영업/정상,1,영업,,,,,032 3461556,565.0,,경기도 부천시 소사구 소사본동 81-17,경기도 부천시 소사구 소사로 239 (소사본동),14705.0,인다하우스 소사역점,2026-02-06 16:07:55,U,2026-02-08 02:40:00,여관업,181818.177038454,441964.432093468,여관업,3,1,2,3,0,0,9,13,,,,,0.0,0.0,N,,인다하우스소사역점_경기도부천시소사구소사본동81-17
431,숙박업,03_11_03_P,3640000,3640000-201-2002-00020,2002-12-30,,1,영업/정상,1,영업,,,,,042 6345554,1428.71,300-824,대전광역시 동구 용전동 72-11,대전광역시 동구 한밭대로 1316-16 (용전동),34550.0,룩호텔,2026-02-04 09:42:01,U,2026-02-06 02:40:00,여관업,239437.53391725,316907.699524417,여관업,0,0,0,0,0,0,0,36,,,,,0.0,0.0,N,,룩호텔_대전광역시동구용전동72-11
889,숙박업,03_11_03_P,4510000,4510000-201-2002-00010,2002-12-20,,1,영업/정상,1,영업,,,,,041 9323114,1504.0,355-821,충청남도 보령시 청소면 성연리 17-12,충청남도 보령시 청소면 넙티로 591-22,33420.0,오서산꿈의궁전,2026-02-24 13:07:39,U,2026-02-26 02:40:00,여관업,168153.581008768,326630.816464712,여관업,0,0,0,0,0,0,0,40,,,,자가,,,N,,오서산꿈의궁전_충청남도보령시청소면성연리17-12
489,숙박업,03_11_03_P,5590000,5590000-201-2002-00009,2002-12-06,,1,영업/정상,1,영업,,,,,031 8788024,893.16,482-838,경기도 양주시 백석읍 홍죽리 753-9,경기도 양주시 백석읍 권율로 1052-39,11517.0,요산요수,2026-02-05 09:23:10,U,2026-02-07 02:40:00,여관업,195860.887848754,476037.425468822,여관업,4,1,1,1,1,1,0,31,,,,자가,0.0,0.0,N,,요산요수_경기도양주시백석읍홍죽리753-9
537,숙박업,03_11_03_P,3610000,3610000-201-2002-00019,2002-12-02,,1,영업/정상,1,영업,,,,,062 6743066,924.23,503-808,광주광역시 남구 백운동 636-26 번지외1필지,광주광역시 남구 독립로15번길 3 (백운동),61656.0,르네상스,2026-02-06 11:07:31,U,2026-02-08 02:40:00,여관업,190897.547036874,181755.777629748,여관업,0,0,0,0,0,0,2,24,,,,,0.0,0.0,N,,르네상스_광주광역시남구백운동636-26번지외1필지
376,숙박업,03_11_03_P,3860000,3871000-201-2002-00446,2002-09-26,,1,영업/정상,1,영업,,,,,032 611 3905,249.8,,경기도 부천시 원미구 심곡동 399-2,경기도 부천시 원미구 신흥로40번길 56 (심곡동),14635.0,디토스테이,2026-01-30 14:31:35,U,2026-02-04 11:04:37,여인숙업,180467.139393287,442758.966899052,여인숙업,0,0,2,3,0,0,0,16,,,,,0.0,0.0,N,,디토스테이_경기도부천시원미구심곡동399-2
1024,숙박업,03_11_03_P,3660000,3660000-201-2002-00010,2002-09-25,,1,영업/정상,1,영업,,,,,042 4829625,1584.95,302-852,대전광역시 서구 월평동 515-1,"대전광역시 서구 월평로 53-8, 3~7층 (월평동)",35222.0,대전브라운도트 월평둔산점,2026-02-26 16:32:08,U,2026-02-28 02:40:00,여관업,232531.34871876,317368.474810347,여관업,7,1,3,7,0,0,3,42,,,,,0.0,0.0,N,,대전브라운도트월평둔산점_대전광역시서구월평동515-1
357,숙박업,03_11_03_P,4010000,4010000-201-2002-00006,2002-09-17,,1,영업/정상,1,영업,,,,,0314997601,1530.42,429-864,경기도 시흥시 정왕동 1856-6,경기도 시흥시 옥구상가4길 8-4 (정왕동),15040.0,호텔세븐스텝시흥정왕점,2026-02-02 10:33:48,U,2026-02-04 02:40:00,여관업,175371.35246976,427757.910310025,여관업,0,0,0,0,0,0,0,36,,,,,0.0,0.0,N,,호텔세븐스텝시흥정왕점_경기도시흥시정왕동1856-6
832,숙박업,03_11_03_P,3620000,3620000-201-2002-00006,2002-09-04,,1,영업/정상,1,영업,,,,,062 5157781,1011.27,500-862,광주광역시 북구 유동 103-10,광주광역시 북구 경열로233번길 28 (유동),61245.0,그랑메종바오밥호텔1호점,2026-02-23 13:53:11,U,2026-02-25 02:40:00,일반호텔,191306.311241411,184620.33133053,일반호텔,6,0,1,6,0,0,1,27,,,,자가,0.0,0.0,N,,그랑메종바오밥호텔1호점_광주광역시북구유동103-10
23,숙박업,03_11_03_P,5530000,5750000-201-2002-00006,2002-08-16,,1,영업/정상,1,영업,,,,,031 2276992,1232.0,,경기도 화성시 효행구 봉담읍 왕림리 15-3,경기도 화성시 효행구 봉담읍 삼천병마로 1063-4,,칼튼모텔,2019-11-19 16:31:05,I,2026-02-04 01:35:23,여관업,194727.673016567,411176.406573681,여관업,0,0,1,5,0,0,0,28,,,,,0.0,0.0,N,,칼튼모텔_경기도화성시효행구봉담읍왕림리15-3
643,숙박업,03_11_03_P,4191000,4191000-201-2002-00007,2002-08-03,,1,영업/정상,1,영업,,,,,033 7350040,920.24,,강원특별자치도 원주시 문막읍 문막리 303-4 외2필지,강원특별자치도 원주시 문막읍 원문로 1865 (외2필지),26373.0,문막모텔,2026-02-11 14:17:32,U,2026-02-13 02:40:00,여관업,272330.509658745,423164.116348884,여관업,3,1,1,3,0,0,8,12,,,,,0.0,0.0,N,,문막모텔_강원특별자치도원주시문막읍문막리303-4외2필지
409,숙박업,03_11_03_P,4620000,4620000-201-2002-00005,2002-07-19,,1,영업/정상,1,영업,,,,,041 6727331,1033.68,357-931,충청남도 태안군 소원면 모항리 0 10블럭1롯트,충청남도 태안군 소원면 만리포1길 107,32123.0,썬셋오션,2026-02-04 11:08:06,U,2026-02-06 02:40:00,여관업,123537.562214437,365260.092355202,여관업,3,0,1,3,0,0,5,25,,,,자가,0.0,0.0,N,,썬셋오션_충청남도태안군소원면모항리010블럭1롯트
572,숙박업,03_11_03_P,4201000,4201000-201-2002-00036,2002-07-11,,1,영업/정상,1,영업,,,,,033 642 1518,165.0,,강원특별자치도 강릉시 강동면 정동진리 299-6,강원특별자치도 강릉시 강동면 헌화로 1096-1,25631.0,솔게스트하우스 정동진점,2026-02-09 14:21:54,U,2026-02-11 02:40:00,숙박업 기타,379158.192870525,467316.115200952,숙박업 기타,0,0,0,0,0,0,2,12,,,,,0.0,0.0,N,,솔게스트하우스정동진점_강원특별자치도강릉시강동면정동진리299-6
22,숙박업,03_11_03_P,5530000,5740000-201-2002-00005,2002-07-10,,1,영업/정상,1,영업,,,,,031 3577986,1078.0,,경기도 화성시 만세구 서신면 제부리 190-79,경기도 화성시 만세구 서신면 해안길 288-6,,힐모텔,2017-11-27 16:03:13,I,2026-02-04 01:35:23,여관업,166083.189275222,407315.512652772,여관업,0,0,0,0,0,0,5,27,,,,,0.0,0.0,N,,힐모텔_경기도화성시만세구서신면제부리190-79
530,숙박업,03_11_03_P,3610000,3610000-201-2002-00014,2002-06-04,,1,영업/정상,1,영업,,,,,6548900,250.0,503-808,광주광역시 남구 백운동 635-12,광주광역시 남구 독립로 9-15 (백운동),61656.0,발렌타인모텔,2026-02-06 11:07:07,U,2026-02-08 02:40:00,여관업,190860.435834406,181712.677445756,여관업,0,0,0,0,0,0,3,21,,,,,0.0,0.0,N,,발렌타인모텔_광주광역시남구백운동635-12
41,숙박업,03_11_03_P,5530000,5740000-201-2002-00004,2002-05-21,,1,영업/정상,1,영업,,,,,031 355 1497,1981.0,,경기도 화성시 만세구 서신면 제부리 190-192,경기도 화성시 만세구 서신면 해안길 296-8,,제부스카이모텔,2017-11-27 16:02:56,I,2026-02-04 01:35:23,여관업,166092.590453015,407402.710804,여관업,0,0,0,0,0,0,5,44,,,,,0.0,0.0,N,,제부스카이모텔_경기도화성시만세구서신면제부리190-192
870,숙박업,03_11_03_P,3620000,3620000-201-2002-00020,2002-05-14,,1,영업/정상,1,영업,,,,,062 5152241,1011.27,500-862,광주광역시 북구 유동 103-54,광주광역시 북구 경열로233번길 24 (유동),61245.0,그랑메종바오밥호텔2호점,2026-02-23 13:54:38,U,2026-02-25 02:40:00,일반호텔,191323.400998924,184614.577731408,일반호텔,6,0,1,6,0,0,3,25,,,,자가,0.0,0.0,N,,그랑메종바오밥호텔2호점_광주광역시북구유동103-54
576,숙박업,03_11_03_P,6510000,6510000-201-2002-00006,2002-05-01,,1,영업/정상,1,영업,,,,,,888.18,690-812,제주특별자치도 제주시 삼도일동 531-10,제주특별자치도 제주시 서사로 102 (삼도일동),63176.0,뉴스타호텔,2026-02-09 10:38:51,U,2026-02-11 02:40:00,여관업,155283.755548706,866.542191751101,여관업,5,1,3,5,0,0,6,20,,,,,0.0,0.0,N,,뉴스타호텔_제주특별자치도제주시삼도일동531-10
849,숙박업,03_11_03_P,3390000,3390000-201-2002-00043,2002-04-25,,1,영업/정상,1,영업,,,,,051 3140111,1205.4,617-808,부산광역시 사상구 괘법동 526-17,부산광역시 사상구 사상로211번길 30 (괘법동),46963.0,에이든(aiden)호텔 B관,2026-02-23 14:18:21,U,2026-02-25 02:40:00,숙박업 기타,380515.537971133,186776.957550479,숙박업 기타,7,0,1,6,0,0,3,32,,,,,0.0,0.0,N,,에이든(aiden)호텔B관_부산광역시사상구괘법동526-17
768,숙박업,03_11_03_P,5670000,5670140-201-2002-00017,2002-04-19,,1,영업/정상,1,영업,,,,,055 275 5858,655.75,642-831,경상남도 창원시 성산구 상남동 73-4,"경상남도 창원시 성산구 상남로 71, 701~704호 (상남동, 창원코아)",51504.0,라파엘호텔,2026-02-19 11:28:54,U,2026-02-21 02:40:00,여관업,352838.701430316,192537.638974684,여관업,7,2,0,7,0,0,0,28,,,,,0.0,0.0,N,,라파엘호텔_경상남도창원시성산구상남동73-4
148,숙박업,03_11_03_P,5530000,5740000-201-2002-00003,2002-03-27,,3,폐업,2,폐업,2023-07-10,,,,031358 5276,1356.0,,경기도 화성시 만세구 우정읍 94-7,경기도 화성시 만세구 우정읍 한뿌리1길 157-25,,뉴스타파크,2023-07-10 13:29:01,I,2026-02-04 01:35:23,여관업,182342.334492846,399445.217128777,여관업,0,0,0,0,0,0,0,39,,,,,0.0,0.0,N,,뉴스타파크_경기도화성시만세구우정읍94-7
898,숙박업,03_11_03_P,3660000,3660000-201-2002-00002,2002-03-19,,1,영업/정상,1,영업,,,,,042 4834301,1294.35,302-859,대전광역시 서구 탄방동 718,대전광역시 서구 둔산남로 98-11 (탄방동),35260.0,호텔데이즈(Hotel DAYS),2026-02-24 16:48:51,U,2026-02-26 02:40:00,여관업,234814.484898173,316472.582998051,여관업,6,1,1,6,0,0,6,32,,,,,0.0,0.0,N,,호텔데이즈(HotelDAYS)_대전광역시서구탄방동718
794,숙박업,03_11_03_P,3910000,3910038-201-2002-00002,2002-03-14,,1,영업/정상,1,영업,,,,,031 6812355,195.58,451-884,경기도 평택시 안중읍 안중리 282-6,경기도 평택시 안중읍 안현로서2길 31-2,17936.0,이화장모텔,2026-02-20 09:21:22,U,2026-02-22 02:40:00,여관업,193528.784585839,387364.732594515,여관업,2,0,1,2,0,0,4,5,,,,,0.0,0.0,N,,이화장모텔_경기도평택시안중읍안중리282-6
370,숙박업,03_11_03_P,4231000,4231000-201-2003-00098,2002-02-19,,1,영업/정상,1,영업,,,,,033 6361148,922.32,,강원특별자치도 속초시 동명동 1-106,강원특별자치도 속초시 영금정로6길 3 (동명동),24811.0,등대비치,2026-01-30 13:22:39,U,2026-02-04 11:04:37,여관업,340073.686142142,524522.76806413,여관업,0,0,0,0,0,0,7,28,,,,,0.0,0.0,N,,등대비치_강원특별자치도속초시동명동1-106
899,숙박업,03_11_03_P,3320000,3320000-201-2002-00039,2002-02-19,,1,영업/정상,1,영업,,,,,051  3432777,1430.75,616-832,부산광역시 북구 만덕동 74-5,부산광역시 북구 만덕고개길 72-1 (만덕동),46608.0,덴바스타 료칸 만덕점,2026-02-24 13:52:32,U,2026-02-26 02:40:00,일반호텔,386319.815461335,192124.612257758,일반호텔,0,0,0,0,0,0,0,36,,,,,0.0,0.0,N,,덴바스타료칸만덕점_부산광역시북구만덕동74-5
26,숙박업,03_11_03_P,5530000,5750000-201-2002-00008,2002-02-04,,1,영업/정상,1,영업,,,,,031 298 6335,1387.73,,경기도 화성시 효행구 봉담읍 상기리 387-15,경기도 화성시 효행구 봉담읍 주석로 1113-6,,아모르모텔,2020-02-21 15:20:45,I,2026-02-04 01:35:23,여관업,194156.637879178,411184.2610133,여관업,0,0,0,0,0,0,9,21,,,,,0.0,0.0,N,,아모르모텔_경기도화성시효행구봉담읍상기리387-15
681,숙박업,03_11_03_P,3650000,3650000-201-2001-00020,2001-12-26,,1,영업/정상,1,영업,,,,,042 226 2128,1054.0,301-802,대전광역시 중구 대흥동 92-5,대전광역시 중구 대흥로169번길 11 (대흥동),34927.0,오붓스테이,2026-02-12 13:35:29,U,2026-02-14 02:40:00,여관업,238569.33166766,313951.613940865,여관업,6,0,6,0,0,0,1,29,,,,,0.0,0.0,N,,오붓스테이_대전광역시중구대흥동92-5
883,숙박업,03_11_03_P,4490000,5660000-201-2001-00024,2001-12-20,,1,영업/정상,1,영업,,,,,041 558 0088,1276.55,331-978,충청남도 천안시 서북구 성정동 1449,충청남도 천안시 서북구 성정공원3길 9 (성정동),31110.0,프롬에이치동백호텔바이권천안성정,2026-02-24 13:39:09,U,2026-02-26 02:40:00,일반호텔,212609.519825845,369464.094450737,일반호텔,7,1,3,7,0,0,0,40,,,,자가,0.0,0.0,N,,프롬에이치동백호텔바이권천안성정_충청남도천안시서북구성정동1449
7,숙박업,03_11_03_P,5530000,5740000-201-2001-00003,2001-12-17,,3,폐업,2,폐업,2023-07-14,,,,031 3572677,545.12,,"경기도 화성시 만세구 서신면 제부리 190-39 1층 일부, 3층,4층전부호","경기도 화성시 만세구 서신면 해안길 300-10, 1층 일부, 3층,4층전부호",,포시즌모텔,2023-07-14 10:54:35,I,2026-02-04 01:35:23,여관업,166102.627522105,407431.941710819,여관업,0,0,0,0,0,0,26,16,,,,,0.0,0.0,N,,"포시즌모텔_경기도화성시만세구서신면제부리190-391층일부,3층,4층전부호"
