번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),문화체육업종명,공사립구분명,보험가입여부코드,지도자수,건축물동수,건축물연면적,휴게실면적,사무실면적,탈의실면적,회원모집총인원,세부업종명,법인명,Unnamed: 40,record_key
29,체력단련장업,10_42_01_P,4490000,CDFH3301062015000021,2015-12-31,,3,폐업,3,폐업,2026-01-30,,,,,445.0,,충청남도 천안시 서북구 백석동 150-2 정석프라자 603-605호,"충청남도 천안시 서북구 한들2로 8, 6층 603-605호 (백석동, 정석프라자)",31097.0,수퍼바디 짐,2026-01-30 13:41:03,U,2026-02-04 11:04:37,,210536.795965313,369135.568951334,체력단련장업,사립,,2,0,0.0,0,0.0,0.0,0,,,,수퍼바디짐_충청남도천안시서북구백석동150-2정석프라자603-605호
59,체력단련장업,10_42_01_P,3210000,CDFH3301062015000017,2015-12-28,,1,영업/정상,13,영업중,,,,,,178.5,,서울특별시 서초구 방배동 917-1 부림빌딩,"서울특별시 서초구 방배중앙로 6, 부림빌딩 2층 (방배동)",6687.0,대한퍼스널트레이너협회,2026-02-04 09:14:33,U,2026-02-06 02:40:00,,199354.34750604,442060.454357668,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,대한퍼스널트레이너협회_서울특별시서초구방배동917-1부림빌딩
136,체력단련장업,10_42_01_P,3930000,CDFH3301062015000014,2015-11-23,,1,영업/정상,13,영업중,,,,,439-3697,356.18,,경기도 안산시 단원구 고잔동 535-2 404호,"경기도 안산시 단원구 고잔2길 45, 404호 (고잔동, 코스모프라자)",15360.0,보라카이짐(3호점),2026-02-09 10:18:29,U,2026-02-11 02:40:00,,185403.460476815,424004.760892409,체력단련장업,사립,,2,0,0.0,0,0.0,0.0,0,,,,보라카이짐(3호점)_경기도안산시단원구고잔동535-2404호
576,체력단련장업,10_42_01_P,3980000,CDFH3301062015000003,2015-11-16,,3,폐업,3,폐업,2026-02-19,,,,031-516-2323,,,경기도 구리시 인창동 672-3,"경기도 구리시 건원대로34번길 25, 7층 702호 (인창동, 신아월드코아)",11921.0,바디슬림,2026-02-19 17:42:53,U,2026-02-21 02:40:00,,212445.456146159,455816.074199329,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,바디슬림_경기도구리시인창동672-3
490,체력단련장업,10_42_01_P,3830000,CDFH3301062015000015,2015-10-23,,1,영업/정상,13,영업중,,,,,031-450-3820,264.46,,경기도 안양시 동안구 관양동 1802 평촌오비즈타워 3층,"경기도 안양시 동안구 벌말로 126, 3층 (관양동, 평촌 오비즈타워)",14057.0,웰스포져,2026-02-12 09:12:46,U,2026-02-14 02:40:00,,197294.653649091,433065.342670877,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,웰스포져_경기도안양시동안구관양동1802평촌오비즈타워3층
14,체력단련장업,10_42_01_P,3780000,CDFH3301062015000008,2015-09-02,,1,영업/정상,13,영업중,,,,,031-757-2772,471.53,,경기도 성남시 수정구 태평동 7288-13,경기도 성남시 수정구 수정로 179 (태평동),13290.0,코코휘트니스,2026-02-02 10:11:48,U,2026-02-04 02:40:00,,212287.099518343,437939.489370754,체력단련장업,사립,,2,0,0.0,0,0.0,0.0,0,,,,코코휘트니스_경기도성남시수정구태평동7288-13
38,체력단련장업,10_42_01_P,4050000,CDFH3301062015000013,2015-09-01,,1,영업/정상,13,영업중,,,,,,1373.77,,경기도 용인시 수지구 상현동 254-14 원희캐슬프라자,"경기도 용인시 수지구 만현로 110, 원희캐슬프라자 제지층 B101, B102호 (상현동)",16930.0,노아 휘트니스,2026-01-30 09:27:44,U,2026-02-04 11:04:37,,207423.63432336,422761.143603176,체력단련장업,사립,,2,0,0.0,0,0.0,0.0,0,,,,노아휘트니스_경기도용인시수지구상현동254-14원희캐슬프라자
566,체력단련장업,10_42_01_P,3860000,CDFH3301062015000010,2015-08-28,,1,영업/정상,13,영업중,,,,,032-343-3777,421.51,,경기도 부천시 소사구 범박동 211-1,경기도 부천시 소사구 양지로92번길 9-3 (범박동),14783.0,세븐짐,2026-02-19 17:21:06,U,2026-02-21 02:40:00,,183411.44806111,441186.431975823,체력단련장업,사립,,2,0,0.0,0,0.0,0.0,0,,,,세븐짐_경기도부천시소사구범박동211-1
95,체력단련장업,10_42_01_P,4490000,CDFH3301062015000014,2015-08-05,,1,영업/정상,13,영업중,,,,,,432.98,,충청남도 천안시 서북구 차암동 435 천안비즈타워,"충청남도 천안시 서북구 3공단6로 58-8, 천안비즈타워 307~313호 (차암동)",31085.0,미녀와 야수짐 차암점,2026-02-05 18:44:16,U,2026-02-07 02:40:00,,209203.101206083,371068.815937352,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,미녀와야수짐차암점_충청남도천안시서북구차암동435천안비즈타워
463,체력단련장업,10_42_01_P,3940000,CDFH3301062015000009,2015-04-14,,1,영업/정상,13,영업중,,,,,0319220694,303.09,411-806,경기도 고양시 일산서구 대화동 2283 3층호,"경기도 고양시 일산서구 킨텍스로 289, 3층 (대화동)",10383.0,Body Master Gym,2026-02-12 10:42:22,U,2026-02-14 02:40:00,,178051.261375211,463214.134790445,체력단련장업,사립,,2,0,0.0,0,0.0,0.0,0,,,,BodyMasterGym_경기도고양시일산서구대화동22833층호
160,체력단련장업,10_42_01_P,3740000,CDFH3301062015000004,2015-03-03,,1,영업/정상,13,영업중,,,,,273-2930,152.0,,경기도 수원시 영통구 망포동 381-2 6층,"경기도 수원시 영통구 태장로 77, 6층 (망포동)",16688.0,커브스신영통클럽,2026-02-09 15:30:20,U,2026-02-11 02:40:00,,204792.085705164,415275.382111315,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,커브스신영통클럽_경기도수원시영통구망포동381-26층
646,체력단련장업,10_42_01_P,3830000,CDFH3301062015000003,2015-01-19,,1,영업/정상,13,영업중,,,,,,554.37,431-811,경기도 안양시 동안구 비산동 1107-1 안양벤처텔 1003~1009호,"경기도 안양시 동안구 시민대로 167, 1003~1009호 (비산동, 안양벤처텔)",14048.0,범계역점 스포애니 (주)케이디헬스케어,2026-02-20 10:25:02,U,2026-02-22 02:40:00,,195463.14791536,432081.400083725,체력단련장업,사립,,2,0,18815.92,0,0.0,0.0,0,,,,범계역점스포애니(주)케이디헬스케어_경기도안양시동안구비산동1107-1안양벤처텔1003~1009호
199,체력단련장업,10_42_01_P,3220000,CDFH3301062015000001,2015-01-07,,1,영업/정상,13,영업중,,,,,,771.4,,서울특별시 강남구 삼성동 157-27 브이플렉스,"서울특별시 강남구 테헤란로 501, 브이플렉스 지하층 (삼성동)",6168.0,바벨피트니스 PT & 바렐필라테스 삼성점,2026-02-09 15:13:54,U,2026-02-11 02:40:00,,204947.909039501,445035.104597245,체력단련장업,사립,,2,0,0.0,0,0.0,0.0,0,,,,바벨피트니스PT&바렐필라테스삼성점_서울특별시강남구삼성동157-27브이플렉스
788,체력단련장업,10_42_01_P,3190000,CDFH3301062014000007,2014-12-31,,1,영업/정상,13,영업중,,,,,,471.5,,서울특별시 동작구 흑석동 332 지1층,"서울특별시 동작구 서달로 150, 지1층 (흑석동, 이랜드해가든)",6980.0,해가든짐,2026-02-24 10:31:52,U,2026-02-26 02:40:00,,196587.030630143,444939.455414947,체력단련장업,사립,,2,0,41030.94,0,0.0,0.0,0,,,,해가든짐_서울특별시동작구흑석동332지1층
536,체력단련장업,10_42_01_P,3080000,CDFH3301062014000006,2014-11-05,,1,영업/정상,13,영업중,,,,,989-2438,369.32,142-815,서울특별시 강북구 미아동 322-1,"서울특별시 강북구 도봉로 143, 지하층 (미아동)",1176.0,피트니스팩토리 24,2026-02-13 10:03:58,U,2026-02-15 02:40:00,,202375.390768737,457684.868086159,체력단련장업,사립,,2,0,0.0,0,0.0,0.0,0,,,,피트니스팩토리24_서울특별시강북구미아동322-1
767,체력단련장업,10_42_01_P,3860000,CDFH3301062014000010,2014-10-02,,1,영업/정상,13,영업중,,,,,032-668-7100,361.73,,경기도 부천시 소사구 송내동 373 대우프라자 902호,"경기도 부천시 소사구 중동로 48, 대우프라자 902호 (송내동)",14722.0,울트라 짐,2026-02-24 13:29:43,U,2026-02-26 02:40:00,,179078.757447788,442487.291750303,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,울트라짐_경기도부천시소사구송내동373대우프라자902호
691,체력단련장업,10_42_01_P,3620000,CDFH3301062014000006,2014-09-19,,3,폐업,3,폐업,2026-02-23,,,,571-9957,418.3,500-832,광주광역시 북구 신용동 730,"광주광역시 북구 첨단연신로91번길 14, 6층 (신용동)",61087.0,바이브피트니스,2026-02-23 17:39:24,U,2026-02-25 02:40:00,,187440.95,189712.4,체력단련장업,사립,,2,0,0.0,0,0.0,0.0,0,,,,바이브피트니스_광주광역시북구신용동730
836,체력단련장업,10_42_01_P,4671000,CDFH3301062014000003,2014-08-23,,1,영업/정상,13,영업중,,,,,0507-1377-6788,195.0,573-420,전북특별자치도 군산시 경장동 506-22,전북특별자치도 군산시 번영로 89-1 (경장동),54077.0,제이핏 트레이닝,2026-02-26 14:32:09,U,2026-02-28 02:40:00,,175682.544077235,274432.453354226,체력단련장업,사립,,1,0,390.0,0,0.0,0.0,0,,,,제이핏트레이닝_전북특별자치도군산시경장동506-22
835,체력단련장업,10_42_01_P,4671000,CDFH3301062014000002,2014-08-12,,1,영업/정상,13,영업중,,,,,063-442-4421,681.66,573-380,전북특별자치도 군산시 미장동 52-105,"전북특별자치도 군산시 미장안길 50-3, 2층 (미장동)",54085.0,센트럴 휘트니스,2026-02-26 13:49:21,U,2026-02-28 02:40:00,,175325.262132314,274301.187993893,체력단련장업,사립,,2,1,1363.32,0,0.0,0.0,0,,,,센트럴휘트니스_전북특별자치도군산시미장동52-105
535,체력단련장업,10_42_01_P,3080000,CDFH3301062014000001,2014-07-24,,1,영업/정상,13,영업중,,,,,,132.08,,서울특별시 강북구 미아동 484-4,"서울특별시 강북구 숭인로 63-1, 3층 (미아동)",1211.0,이성현 퍼스널 트레이닝,2026-02-13 11:07:38,U,2026-02-15 02:40:00,,202477.627412151,456690.622279341,체력단련장업,사립,,1,0,444.34,0,0.0,0.0,0,,,,이성현퍼스널트레이닝_서울특별시강북구미아동484-4
806,체력단련장업,10_42_01_P,3560000,CDFH3301062014000003,2014-06-11,,1,영업/정상,13,영업중,,,,,,439.26,,인천광역시 서구 심곡동 295,"인천광역시 서구 탁옥로98번길 1, 4층 (심곡동)",22711.0,피타짐 서구청역점 헬스PT,2026-02-25 10:49:41,U,2026-02-27 02:40:00,,171713.123385901,449067.083287499,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,피타짐서구청역점헬스PT_인천광역시서구심곡동295
237,체력단련장업,10_42_01_P,3740000,CDFH3301062014000002,2014-02-18,,1,영업/정상,13,영업중,,,,,,472.86,,"경기도 수원시 영통구 망포동 386 센트럴타워 406,7호","경기도 수원시 영통구 영통로 136, 센트럴타워 4층 406,407호 (망포동)",16691.0,카인드짐 24시 헬스&PT 망포점,2026-02-10 09:22:00,U,2026-02-12 02:40:00,,204933.457234398,415306.479781397,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,"카인드짐24시헬스&PT망포점_경기도수원시영통구망포동386센트럴타워406,7호"
529,체력단련장업,10_42_01_P,5380000,CDFH3301062013000002,2013-12-06,,1,영업/정상,13,영업중,,,,,055-364-0080,547.89,,경상남도 양산시 물금읍 범어리 2711-10 세정에스타 804~7호,"경상남도 양산시 물금읍 청운로 349, 세정에스타 804~807호",50611.0,수오피트니스 헬스&PT 양산점,2026-02-13 11:37:04,U,2026-02-15 02:40:00,,383218.885154603,204983.029180956,체력단련장업,사립,,2,1,13608.46,0,0.0,0.0,0,,,,수오피트니스헬스&PT양산점_경상남도양산시물금읍범어리2711-10세정에스타804~7호
645,체력단련장업,10_42_01_P,3830000,CDFH3301062013000009,2013-11-21,,1,영업/정상,13,영업중,,,,,031-476-9945,195.59,431-801,경기도 안양시 동안구 평촌동 900-4 외 2필지 신세기타운 B108.호,"경기도 안양시 동안구 평촌대로 136, 지층 B108,109호 (평촌동, 신세기타운)",14103.0,피트인 휘트니스,2026-02-20 13:23:33,U,2026-02-22 02:40:00,,196404.331722574,431375.412425095,체력단련장업,사립,,2,0,0.0,0,0.0,0.0,0,,,,피트인휘트니스_경기도안양시동안구평촌동900-4외2필지신세기타운B108.호
837,체력단련장업,10_42_01_P,3460000,CDFH3301062013000007,2013-11-11,,1,영업/정상,13,영업중,,,,,,237.15,,대구광역시 수성구 수성동1가 72-4,"대구광역시 수성구 달구벌대로 2284, 2층 (수성동1가)",42121.0,Y bro GYM,2026-02-26 14:11:34,U,2026-02-28 02:40:00,,345568.455689685,263360.01071056,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,YbroGYM_대구광역시수성구수성동1가72-4
565,체력단련장업,10_42_01_P,3860000,CDFH3301062013000007,2013-10-04,,3,폐업,3,폐업,2018-12-27,,,,032-347-7787,398.4,422-804,경기도 부천시 소사구 범박동 14-16,경기도 부천시 소사구 범안로129번길 83 (범박동),14783.0,(주) 타이거알유,2026-02-19 17:21:58,U,2026-02-21 02:40:00,,183343.851276384,441141.311338512,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,(주)타이거알유_경기도부천시소사구범박동14-16
32,체력단련장업,10_42_01_P,3940000,CDFH3301062013000019,2013-09-12,,1,영업/정상,13,영업중,,,,,914-3999,1269.2,411-841,경기도 고양시 일산서구 탄현동 142-66,"경기도 고양시 일산서구 일현로 107, 4층 (탄현동)",10241.0,버클다운짐 탄현점,2026-01-30 10:23:04,U,2026-02-04 11:04:37,,179194.119673271,466027.840481833,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,버클다운짐탄현점_경기도고양시일산서구탄현동142-66
161,체력단련장업,10_42_01_P,3740000,CDFH3301062013000006,2013-08-30,,1,영업/정상,13,영업중,,,,,031-214-8870,312.74,,경기도 수원시 영통구 이의동 1341-4 그린프라자,"경기도 수원시 영통구 에듀타운로 24, 그린프라자 B1층 B01, B02호 (이의동)",16509.0,밀라노짐,2026-02-09 15:27:41,U,2026-02-11 02:40:00,,204568.59954439,420364.773329837,체력단련장업,사립,Y,2,0,0.0,0,0.0,0.0,0,,,,밀라노짐_경기도수원시영통구이의동1341-4그린프라자
534,체력단련장업,10_42_01_P,3080000,CDFH3301062013000003,2013-05-31,,1,영업/정상,13,영업중,,,,,02-999-9905,353.5,,서울특별시 강북구 수유동 279-37,"서울특별시 강북구 삼양로 516, 3,4층 (수유동)",1044.0,제이짐,2026-02-13 11:06:42,U,2026-02-15 02:40:00,,201178.340673777,460743.362707152,체력단련장업,사립,,1,0,645.64,0,0.0,0.0,0,,,,제이짐_서울특별시강북구수유동279-37
20,체력단련장업,10_42_01_P,3140000,CDFH3301062013000004,2013-05-30,,1,영업/정상,13,영업중,,,,,02-2652-3006,171.93,158-050,서울특별시 양천구 목동 808-7 4층,"서울특별시 양천구 목동로 218, 4층 (목동)",7993.0,히트앤록스,2026-02-02 15:21:49,U,2026-02-04 02:40:00,,187948.538264517,447308.27945586,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,히트앤록스_서울특별시양천구목동808-74층
782,체력단련장업,10_42_01_P,3670000,CDFH3301062013000002,2013-05-28,,3,폐업,3,폐업,2026-02-24,,,,070-4209-3535,297.0,305-313,대전광역시 유성구 상대동 439-2 2층,"대전광역시 유성구 월드컵대로308번길 5 (상대동,2층)",,휘트니스4U,2026-02-24 16:10:13,U,2026-02-26 02:40:00,,229976.687496926,316426.745696416,체력단련장업,사립,Y,1,1,1246.08,0,0.0,0.0,0,,,,휘트니스4U_대전광역시유성구상대동439-22층
761,체력단련장업,10_42_01_P,4490000,CDFH3301062013000002,2013-05-13,,1,영업/정상,13,영업중,,,,,,1327.12,,충청남도 천안시 서북구 성거읍 신월리 2-1,"충청남도 천안시 서북구 성거읍 봉주로 135, 1층 107호, 2층 2~4호",31049.0,스테디 휘트니스 직산점,2026-02-24 09:18:18,U,2026-02-26 02:40:00,,214317.476808871,375244.154666648,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,스테디휘트니스직산점_충청남도천안시서북구성거읍신월리2-1
462,체력단련장업,10_42_01_P,3940000,CDFH3301062013000004,2013-02-25,,1,영업/정상,13,영업중,,,,,031-911-7879,398.88,,경기도 고양시 일산서구 대화동 867-2 대성프라자 B101호,"경기도 고양시 일산서구 대화로 136, B101,B102호 (대화동, 대화동 대성프라자)",10222.0,위너짐,2026-02-12 10:37:26,U,2026-02-14 02:40:00,,176560.850350317,463140.11637192,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,위너짐_경기도고양시일산서구대화동867-2대성프라자B101호
120,체력단련장업,10_42_01_P,3080000,CDFH3301062013000001,2013-01-03,,3,폐업,3,폐업,2026-02-06,,,,923-8934,211.65,142-768,서울특별시 강북구 번동 191 기산그린아파트 상가 3층,"서울특별시 강북구 월계로37길 129, 3층 (번동, 기산그린아파트 상가)",1226.0,번 휘트니스,2026-02-06 15:22:37,U,2026-02-08 02:40:00,,203784.358132827,458347.853266178,체력단련장업,사립,,0,0,1340.87,0,0.0,0.0,0,,,,번휘트니스_서울특별시강북구번동191기산그린아파트상가3층
61,체력단련장업,10_42_01_P,5020000,CDFH3301062012000006,2012-11-20,,1,영업/정상,13,영업중,,,,,054-278-0888,584.79,790-330,경상북도 포항시 남구 효자동 573-1,경상북도 포항시 남구 효성로15번길 19 (효자동),37836.0,효자웰빙 스포렉스,2026-02-03 09:50:30,U,2026-02-06 02:40:00,,410668.499395564,281034.547188906,체력단련장업,사립,,2,0,0.0,0,0.0,0.0,0,,,,효자웰빙스포렉스_경상북도포항시남구효자동573-1
747,체력단련장업,10_42_01_P,3130000,CDFH3301062012000008,2012-06-08,,1,영업/정상,13,영업중,,,,,02-309-9777,529.53,121-850,서울특별시 마포구 성산동 591-4,"서울특별시 마포구 월드컵로 196, 지하2층 (성산동, 대명비첸시티)",3938.0,더짐(THE GYM) & 기구 필라테스,2026-02-23 11:01:25,U,2026-02-25 02:40:00,,191337.868996616,451395.153092798,체력단련장업,사립,,2,0,8507.72,0,0.0,0.0,0,,,,더짐(THEGYM)&기구필라테스_서울특별시마포구성산동591-4
667,체력단련장업,10_42_01_P,3830000,CDFH3301062012000007,2012-05-17,,1,영업/정상,13,영업중,,,,,031-466-9679,243.86,,"경기도 안양시 동안구 호계동 804-9 유환프라자 304,3호","경기도 안양시 동안구 경수대로 454, 3층 304,305호 (호계동, 유환프라자)",14125.0,앰비션PT센터,2026-02-21 13:54:32,U,2026-02-23 02:40:00,,196417.116666667,429053.706666666,체력단련장업,사립,,1,1,0.0,0,0.0,0.0,0,,,,"앰비션PT센터_경기도안양시동안구호계동804-9유환프라자304,3호"
593,체력단련장업,10_42_01_P,3330000,CDFH3301062012000005,2012-04-19,,1,영업/정상,13,영업중,,,,,051-744-8900,470.7,612-824,부산광역시 해운대구 우동 1407 104동 B1071호,"부산광역시 해운대구 마린시티2로 33, 104동 B107-1호 (우동)",48119.0,우노짐 헬스&PT 마린시티점,2026-02-19 14:47:37,U,2026-02-21 02:40:00,,395388.715069604,186268.853282623,체력단련장업,사립,,0,0,35212.21,0,0.0,0.0,0,,,,우노짐헬스&PT마린시티점_부산광역시해운대구우동1407104동B1071호
620,체력단련장업,10_42_01_P,4201000,CDFH3301062012000001,2012-04-16,,1,영업/정상,13,영업중,,,,,033-645-8242,337.74,210-933,강원특별자치도 강릉시 옥천동 216-1 3층,"강원특별자치도 강릉시 옥가로 43, 3층 (옥천동)",25551.0,DM헬스클럽,2026-02-20 17:02:06,U,2026-02-22 02:40:00,,367327.871829068,474786.631358781,체력단련장업,사립,,1,1,1795.35,0,0.0,0.0,0,,,,DM헬스클럽_강원특별자치도강릉시옥천동216-13층
676,체력단련장업,10_42_01_P,3830000,CDFH3301062012000002,2012-03-05,,1,영업/정상,13,영업중,,,,,031-384-6160,193.17,431-820,경기도 안양시 동안구 비산동 405-19 희성빌딩 401호,경기도 안양시 동안구 관악대로 169 (비산동),13926.0,Fitness 169Rd,2026-02-21 13:47:39,U,2026-02-23 02:40:00,,,,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,Fitness169Rd_경기도안양시동안구비산동405-19희성빌딩401호
18,체력단련장업,10_42_01_P,3110000,CDFH3301062012000001,2012-01-12,,1,영업/정상,13,영업중,,,,,02-358-9999,725.0,,서울특별시 은평구 불광동 311-13 메트로타워,"서울특별시 은평구 통일로 856, 메트로타워 5층 (불광동)",3345.0,주식회사 바운드짐 연신내역점,2026-02-02 17:52:35,U,2026-02-04 02:40:00,,192998.202204135,457479.99522553,체력단련장업,사립,,2,0,39286.64,0,0.0,0.0,0,,,,주식회사바운드짐연신내역점_서울특별시은평구불광동311-13메트로타워
53,체력단련장업,10_42_01_P,6510000,CDFH3301062011000005,2011-12-19,,1,영업/정상,13,영업중,,,,,064-795-3235,180.52,695-934,제주특별자치도 제주시 한림읍 협재리 2842,제주특별자치도 제주시 한림읍 금능남로 127,63015.0,라온 휘트니스,2026-02-04 11:44:52,U,2026-02-06 02:40:00,,129292.556928497,-12932.3664050412,체력단련장업,사립,,0,1,180.52,0,0.0,0.0,0,,,,라온휘트니스_제주특별자치도제주시한림읍협재리2842
669,체력단련장업,10_42_01_P,3830000,CDFH3301062011000007,2011-11-04,,1,영업/정상,13,영업중,,,,,031-440-9778,138.06,431-811,경기도 안양시 동안구 비산동 1112-1 안양건설타워 412호,"경기도 안양시 동안구 시민대로 187 (비산동, 안양건설타워 412호)",14047.0,스트롱라인,2026-02-21 11:02:53,U,2026-02-23 02:40:00,,195651.673909625,432187.915104016,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,스트롱라인_경기도안양시동안구비산동1112-1안양건설타워412호
492,체력단련장업,10_42_01_P,3440000,CDFH3301062011000003,2011-08-18,,1,영업/정상,13,영업중,,,,,,716.0,,대구광역시 남구 봉덕동 617-12,"대구광역시 남구 중앙대로22길 143, 5층 (봉덕동)",42441.0,오아시스 휘트니스,2026-02-12 16:03:53,U,2026-02-14 02:40:00,,344363.399291721,261455.068649371,체력단련장업,사립,,2,1,0.0,0,0.0,0.0,0,,,,오아시스휘트니스_대구광역시남구봉덕동617-12
367,체력단련장업,10_42_01_P,3120000,CDFH3301062011000001,2011-02-24,,1,영업/정상,13,영업중,,,,,,,,서울특별시 서대문구 충정로2가 99-3 동신빌딩,"서울특별시 서대문구 경기대로 68, 동신빌딩 2,3층 (충정로2가)",3736.0,엑슬짐,2026-02-11 16:22:04,U,2026-02-13 02:40:00,,196784.098790905,451393.46490053,체력단련장업,사립,,1,0,498.72,0,0.0,0.0,0,,,,엑슬짐_서울특별시서대문구충정로2가99-3동신빌딩
668,체력단련장업,10_42_01_P,3830000,CDFH3301062011000002,2011-01-14,,1,영업/정상,13,영업중,,,,,031-381-3013,163.8,431-070,경기도 안양시 동안구 평촌동 341-3 3통대광빌딩 4층,"경기도 안양시 동안구 귀인로 214, 4층 (평촌동, 대광빌딩)",14103.0,커브스 평촌클럽,2026-02-21 11:05:02,U,2026-02-23 02:40:00,,196633.553133021,431532.232894815,체력단련장업,사립,,2,1,0.0,0,0.0,0.0,0,,,,커브스평촌클럽_경기도안양시동안구평촌동341-33통대광빌딩4층
640,체력단련장업,10_42_01_P,3830000,CDFH3301062010000007,2010-12-13,,1,영업/정상,13,영업중,,,,,,70.28,,경기도 안양시 동안구 관양동 1019-5 W에이스타워,"경기도 안양시 동안구 시민대로327번길 6, W에이스타워 5층 513호 (관양동)",14055.0,석순원바디클리닉,2026-02-20 11:15:32,U,2026-02-22 02:40:00,,197007.982361199,432727.945796386,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,석순원바디클리닉_경기도안양시동안구관양동1019-5W에이스타워
597,체력단련장업,10_42_01_P,3830000,CDFH3301062010000005,2010-07-26,,1,영업/정상,13,영업중,,,,,031-427-6712,481.7,431-849,경기도 안양시 동안구 호계동 975-3 대우디오슈페리움 201호,"경기도 안양시 동안구 경수대로 483, 201호 (호계동, 대우디오슈페리움)",14120.0,바로피트니스,2026-02-19 20:41:31,U,2026-02-21 02:40:00,,196189.06353529,429320.618193636,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,바로피트니스_경기도안양시동안구호계동975-3대우디오슈페리움201호
180,체력단련장업,10_42_01_P,4050000,CDFH3301062010000010,2010-05-28,,1,영업/정상,13,영업중,,,,,031-332-0222,479.0,449-833,경기도 용인시 처인구 이동읍 천리 231-1 2층,경기도 용인시 처인구 이동읍 백옥대로 603 (2층),17128.0,보보스 휘트니스,2026-02-09 09:09:42,U,2026-02-11 02:40:00,,218250.316221038,409885.186138196,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,보보스휘트니스_경기도용인시처인구이동읍천리231-12층
176,체력단련장업,10_42_01_P,3830000,CDFH3301062010000002,2010-02-04,,1,영업/정상,13,영업중,,,,,031-378-0097,998.1,431-060,경기도 안양시 동안구 관양동 1604-1 신세대상가 B01호,"경기도 안양시 동안구 관평로182번길 48, B01호 (관양동, 신세대상가)",14066.0,피아트짐 헬스&PT 평촌점,2026-02-09 20:25:24,U,2026-02-11 02:40:00,,196636.62,432400.6,체력단련장업,사립,,2,0,8118.52,0,0.0,0.0,0,,,,피아트짐헬스&PT평촌점_경기도안양시동안구관양동1604-1신세대상가B01호
99,체력단련장업,10_42_01_P,4671000,CDFH3301062010000001,2010-01-28,,1,영업/정상,13,영업중,,,,,063-445-5152,1585.0,573-873,전북특별자치도 군산시 문화동 534-1 현대코아5층 501호,"전북특별자치도 군산시 나운로 4, 501호 (문화동,현대코아5층)",,시드니 토탈휘트니스,2026-02-05 16:16:49,U,2026-02-07 02:40:00,,173354.915049446,274433.171094839,체력단련장업,사립,,0,0,18587.61,0,0.0,0.0,0,,,,시드니토탈휘트니스_전북특별자치도군산시문화동534-1현대코아5층501호
639,체력단련장업,10_42_01_P,3830000,CDFH3301062010000001,2010-01-06,,1,영업/정상,13,영업중,,,,,031-421-1242,645.77,,경기도 안양시 동안구 관양동 1502 스타타워빌딩,"경기도 안양시 동안구 흥안대로 527, 스타타워빌딩 8층 (관양동)",13951.0,아이콘짐,2026-02-20 10:26:13,U,2026-02-22 02:40:00,,197814.858608781,433232.516618571,체력단련장업,사립,,2,1,11319.65,0,0.0,0.0,0,,,,아이콘짐_경기도안양시동안구관양동1502스타타워빌딩
810,체력단련장업,10_42_01_P,3300000,CDFH3301062009000003,2009-11-19,,1,영업/정상,13,영업중,,,,,051-555-7621,468.36,607-804,부산광역시 동래구 명륜동 553-5 우성빌딩 3층,"부산광역시 동래구 명륜로129번길 20 (명륜동,우성빌딩 3층)",,비케이 킹스코트짐,2026-02-25 10:13:07,U,2026-02-27 02:40:00,,389460.804046159,191567.517047412,체력단련장업,사립,,2,1,4560.44,0,9.6,33.3,0,,,,비케이킹스코트짐_부산광역시동래구명륜동553-5우성빌딩3층
