번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),사무실면적,소독차량차고면적,초미립자살포기수,휴대용소독기수,동력분무기수,수동식분무기수,방독면수,보호안경수,보호용의복수,진공청소기수,Unnamed: 38,record_key
219,소독업,09_30_11_P,5350000,PHMB520205350029042500011,2020-04-06,,4,취소/말소/만료/정지/중지,24,직권폐업,2026-02-10,,,,055-321-7077,,,경상남도 김해시 삼계동 1506번지 10호 태평포시즌빌딩,"경상남도 김해시 가야로 202, 태평포시즌빌딩 802호 (삼계동)",50902.0,주식회사 클린홈,2026-02-10 09:15:19,U,2026-02-12 02:40:00,,370273.00663717,197192.446660849,71.6,49.68,1,2,0,3,5,5,5,1,,주식회사클린홈_경상남도김해시삼계동1506번지10호태평포시즌빌딩
92,소독업,09_30_11_P,4070000,PHMB520204070023042500002,2020-03-12,,3,폐업,3,폐업,2026-02-03,,,,031-632-9399,,,경기도 이천시 백사면 도립리 523번지 102호,"경기도 이천시 백사면 원적로775번길 8, 102호",17309.0,와우클린,2026-02-03 15:00:08,U,2026-02-06 02:40:00,,241008.732819302,426578.304541631,29.09,27.36,1,2,0,3,5,5,5,1,,와우클린_경기도이천시백사면도립리523번지102호
17,소독업,09_30_11_P,3910000,PHMB520203910168042500004,2020-03-11,,2,휴업,2,휴업,,2026-02-02,2028-03-01,,031-618-5040,,,경기도 평택시 지제동 424-4,"경기도 평택시 지제2길 33-15, 301호 (지제동)",17823.0,(주)서부환경,2026-02-02 17:44:33,U,2026-02-04 02:40:00,,205545.431376778,390958.263105094,20.58,39.06,1,2,0,3,5,5,5,3,,(주)서부환경_경기도평택시지제동424-4
131,소독업,09_30_11_P,5330000,PHMB520205330023042500003,2020-03-06,,1,영업/정상,13,영업중,,,,,0556491649,,,경상남도 통영시 미수동 543-1,"경상남도 통영시 선금산1길 34, 2층 (미수동)",53071.0,더 깔끔한청소,2026-02-05 13:52:37,U,2026-02-07 02:40:00,,328167.640379281,148273.666942204,57.78,8.0,1,2,0,3,5,5,5,1,,더깔끔한청소_경상남도통영시미수동543-1
218,소독업,09_30_11_P,5350000,PHMB520205350029042500006,2020-03-03,,4,취소/말소/만료/정지/중지,24,직권폐업,2026-02-10,,,,055-322-8774,,,경상남도 김해시 화목동 668번지 9호,"경상남도 김해시 칠산로 413, 204호 (화목동)",51006.0,(주)비케이청정,2026-02-10 09:07:35,U,2026-02-12 02:40:00,,368666.763557357,191499.44970189,32.76,107.84,1,2,0,3,5,5,5,1,,(주)비케이청정_경상남도김해시화목동668번지9호
217,소독업,09_30_11_P,5350000,PHMB520205350029042500001,2020-02-10,,4,취소/말소/만료/정지/중지,24,직권폐업,2026-02-10,,,,,,,경상남도 김해시 삼정동 66번지 2호 하나쉐르빌,"경상남도 김해시 분성로494번길 3, 101호 (삼정동, 하나쉐르빌)",50928.0,에코서비스,2026-02-10 09:20:35,U,2026-02-12 02:40:00,,372878.005483279,194494.555233442,10.33,3.36,1,2,0,3,5,5,5,1,,에코서비스_경상남도김해시삼정동66번지2호하나쉐르빌
151,소독업,09_30_11_P,4010000,PHMB520204010281042500001,2020-01-15,,1,영업/정상,13,영업중,,,,,031-520-4137,,,경기도 시흥시 능곡동 733 능곡프라자,"경기도 시흥시 장현능곡로 184, 능곡프라자 502호 (능곡동)",14995.0,내음공간,2026-02-06 13:25:58,U,2026-02-08 02:40:00,,183158.887773636,429720.68833487,37.6,9.0,2,2,0,3,5,5,5,2,,내음공간_경기도시흥시능곡동733능곡프라자
107,소독업,09_30_11_P,3740000,PHMB520193740106042500007,2019-12-10,,1,영업/정상,13,영업중,,,,,,,,경기도 수원시 영통구 매탄동 197 동남빌라,"경기도 수원시 영통구 매영로 9, 15동 112호 (매탄동, 동남빌라)",16524.0,크린누리,2026-02-03 16:34:59,U,2026-02-06 02:40:00,,202761.570922476,415313.453475984,47.84,4.0,1,2,0,4,5,5,10,10,,크린누리_경기도수원시영통구매탄동197동남빌라
254,소독업,09_30_11_P,4711000,PHMB520194710028042500001,2019-12-02,,1,영업/정상,13,영업중,,,,,063-543-2236,,,전북특별자치도 김제시 명덕동 734,전북특별자치도 김제시 월촌공단길 33 (명덕동),54370.0,(유)에코그린,2026-02-11 08:51:40,U,2026-02-13 02:40:00,,186562.73631188,255140.246358153,204.4,10.8,5,2,0,3,5,5,5,1,,(유)에코그린_전북특별자치도김제시명덕동734
251,소독업,09_30_11_P,4351000,PHMB520194350012042500001,2019-11-21,,3,폐업,3,폐업,2026-02-11,,,,033-673-0407,,,강원특별자치도 양양군 서면 북평리 15번지,강원특별자치도 양양군 서면 북평길 31,25036.0,주식회사 용환경산업,2026-02-11 11:47:25,U,2026-02-13 02:40:00,,341032.792183667,508349.309126657,19.83,14.87,1,2,0,3,5,5,5,2,,주식회사용환경산업_강원특별자치도양양군서면북평리15번지
129,소독업,09_30_11_P,3340000,PHMB520193340025042500002,2019-11-06,,1,영업/정상,13,영업중,,,,,051-202-2993,,,부산광역시 사하구 하단동 492번지 2호 대우에덴프라자,"부산광역시 사하구 낙동대로 542, 2층 209-A호 (하단동, 대우에덴프라자)",49324.0,주식회사 승학환경,2026-02-05 19:16:03,U,2026-02-07 02:40:00,,379052.480675244,181034.181864204,100.0,9.0,1,2,0,3,5,5,5,1,,주식회사승학환경_부산광역시사하구하단동492번지2호대우에덴프라자
212,소독업,09_30_11_P,3220000,PHMB520193220033042500006,2019-10-16,,3,폐업,3,폐업,2026-02-10,,,,1877-8790,,,서울특별시 강남구 역삼동 749-22,"서울특별시 강남구 역삼로17길 19, 1,2층 (역삼동)",6245.0,라이프테크,2026-02-10 16:25:53,U,2026-02-12 02:40:00,,203113.004912046,443772.381444725,0.0,0.0,1,2,0,3,5,5,5,1,,라이프테크_서울특별시강남구역삼동749-22
211,소독업,09_30_11_P,5380000,PHMB520195380021042500005,2019-10-15,,1,영업/정상,13,영업중,,,,,,,,경상남도 양산시 물금읍 범어리 590번지 1호 제로마트,"경상남도 양산시 물금읍 목화로 84, 제로마트 2층층 137호호",50597.0,한길종합방역,2026-02-10 16:48:30,U,2026-02-12 02:40:00,,382142.327382616,205638.629660794,7.98,12.16,1,2,0,3,5,5,5,1,,한길종합방역_경상남도양산시물금읍범어리590번지1호제로마트
262,소독업,09_30_11_P,5350000,PHMB520265350351042500002,2019-09-02,,1,영업/정상,13,영업중,,,,,627-4842,,,경상남도 김해시 주촌면 천곡리 1028,경상남도 김해시 주촌면 서부로1638번길 92-37,50968.0,태극방역,2026-02-12 13:27:17,I,2026-02-14 00:20:02,,366719.032113664,193802.347567598,48.7,13.0,4,3,0,6,5,5,5,1,,태극방역_경상남도김해시주촌면천곡리1028
267,소독업,09_30_11_P,6520000,PHMB520196520074042500002,2019-07-19,,1,영업/정상,13,영업중,,,,,064-763-5152,,,제주특별자치도 서귀포시 동홍동 812,제주특별자치도 서귀포시 중산간동로7894번길 22(동홍동),63579.0,주식회사 제주어우렁,2026-02-12 10:53:33,U,2026-02-14 02:40:00,,160082.17119497,-25356.3391957217,26.0,12.0,1,2,0,3,5,5,5,1,,주식회사제주어우렁_제주특별자치도서귀포시동홍동812
234,소독업,09_30_11_P,3290000,PHMB520233290024042500007,2019-07-04,,3,폐업,3,폐업,2026-02-10,,,,051-315-4863,,,부산광역시 부산진구 범천동 1643 범일역풍림아이원,"부산광역시 부산진구 범일로154번길 33, 2130,2131,2132,2133호 (범천동, 범일역풍림아이원)",47361.0,사단법인 한국선원장애인복지협회,2026-02-10 13:30:29,U,2026-02-12 02:40:00,,387758.905527561,184731.35167587,27.0,54.0,1,2,0,3,5,5,5,1,,사단법인한국선원장애인복지협회_부산광역시부산진구범천동1643범일역풍림아이원
82,소독업,09_30_11_P,4070000,PHMB520194070023042500003,2019-07-01,,1,영업/정상,13,영업중,,,,,031-634-1688,,,,경기도 이천시 부악로90번길 75 (증일동),17391.0,(주)에스티이엔씨,2026-02-04 10:51:07,U,2026-02-06 02:40:00,,238484.070887936,418244.710448182,99.76,4.84,1,2,0,3,5,5,5,1,,(주)에스티이엔씨_
173,소독업,09_30_11_P,3090000,PHMB520193090033042500002,2019-06-14,,1,영업/정상,13,영업중,,,,,02-955-1317,,,서울특별시 도봉구 도봉동 587-22,"서울특별시 도봉구 도봉로171길 18, 지하층 (도봉동)",1305.0,도봉행복클린협동조합,2026-02-09 15:39:08,U,2026-02-11 02:40:00,,203696.651927068,464143.165333907,39.5,16.9,1,2,0,3,5,5,9,2,,도봉행복클린협동조합_서울특별시도봉구도봉동587-22
122,소독업,09_30_11_P,5330000,PHMB520195330023042500001,2019-05-15,,1,영업/정상,13,영업중,,,,,055-647-0123,,,경상남도 통영시 도천동 437 만유빌라트 씨이동 101호,"경상남도 통영시 여황로 192, 씨이동 1층 101호 (도천동, 만유빌라트)",53062.0,주식회사 디에이치알,2026-02-05 13:45:57,U,2026-02-07 02:40:00,,329393.010286749,150143.967509056,56.0,12.0,1,2,0,3,5,5,5,2,,주식회사디에이치알_경상남도통영시도천동437만유빌라트씨이동101호
209,소독업,09_30_11_P,5530000,PHMB520195530021042500002,2019-03-18,,1,영업/정상,13,영업중,,,,,,,,경기도 화성시 병점구 진안동 713-3 101호,"경기도 화성시 병점구 태안로 226, 1층 101호 (진안동)",18367.0,베스트방역,2026-02-10 11:06:10,U,2026-02-12 02:40:00,,202569.898721583,412058.716530762,12.0,12.0,1,2,0,3,5,5,5,1,,베스트방역_경기도화성시병점구진안동713-3101호
283,소독업,09_30_11_P,3050000,PHMB520263050034042500001,2019-03-05,,1,영업/정상,13,영업중,,,,,472-7955~7,,,서울특별시 동대문구 용두동 252-159,"서울특별시 동대문구 천호대로 52, 3층 303호 (용두동)",2587.0,범호개발(주),2026-02-13 14:48:26,I,2026-02-15 00:20:02,,202491.159882878,452378.673834246,25.2,8.8,1,2,0,4,5,5,5,1,,범호개발(주)_서울특별시동대문구용두동252-159
11,소독업,09_30_11_P,5380000,PHMB520195380021042500001,2019-01-09,,1,영업/정상,13,영업중,,,,,,,,경상남도 양산시 상북면 상삼리 627,경상남도 양산시 상북면 공원로 401,50579.0,양산종합산업,2026-02-02 17:38:06,U,2026-02-04 02:40:00,,386218.501296716,216134.878868587,52.14,47.4,1,2,0,3,5,5,5,1,,양산종합산업_경상남도양산시상북면상삼리627
132,소독업,09_30_11_P,4570000,PHMB520184570019042500002,2018-08-20,,1,영업/정상,13,영업중,,,,,,,,충청남도 부여군 부여읍 동남리 333-9,"충청남도 부여군 부여읍 금성로 10, 1층",33166.0,아름미디어그룹,2026-02-05 16:47:29,U,2026-02-07 02:40:00,,192428.164578455,308349.504614713,19.2,10.9,1,2,0,3,5,5,5,1,,아름미디어그룹_충청남도부여군부여읍동남리333-9
169,소독업,09_30_11_P,4490000,PHMB520184490261042500008,2018-06-11,,1,영업/정상,13,영업중,,,,,041-523-1092,,,충청남도 천안시 동남구 신방동 1107번지 2층,"충청남도 천안시 동남구 통정1로 37-3, 2층 (신방동)",31204.0,주식회사삼정산업개발,2026-02-09 16:01:46,U,2026-02-11 02:40:00,,211446.768442759,363993.33338644,22.44,15.19,1,2,0,3,5,5,5,1,,주식회사삼정산업개발_충청남도천안시동남구신방동1107번지2층
208,소독업,09_30_11_P,5530000,PHMB520185530021042500007,2018-04-27,,2,휴업,2,휴업,,2025-04-14,2026-12-31,,031-214-4839,,,,"경기도 화성시 효행구 봉담읍 최루백로 459, 201호",18327.0,(주)혜성종합관리,2026-02-10 13:36:46,U,2026-02-12 02:40:00,,198511.717068896,410903.602200646,90.0,33.0,1,2,0,3,5,5,5,1,,(주)혜성종합관리_
149,소독업,09_30_11_P,5310000,PHMB520185310029042500002,2018-03-28,,1,영업/정상,13,영업중,,,,,748-2588,,,경상남도 진주시 옥봉동 370-10,"경상남도 진주시 향교로 113, 1층 (옥봉동)",52743.0,TM개발,2026-02-06 10:19:19,U,2026-02-08 02:40:00,,299422.185447722,189061.818459988,0.0,0.0,1,2,0,3,5,5,5,1,,TM개발_경상남도진주시옥봉동370-10
257,소독업,09_30_11_P,3700000,PHMB520183700018042500003,2018-03-20,,1,영업/정상,13,영업중,,,,,052-227-7479,,,울산광역시 남구 신정동 650-17 이안신정,"울산광역시 남구 삼산로45번길 30, 114호 (신정동, 이안신정)",44676.0,주식회사 고래의 꿈,2026-02-11 09:36:36,U,2026-02-13 02:40:00,,409639.556717152,228750.788741199,18.48,13.94,1,2,0,3,5,5,5,2,,주식회사고래의꿈_울산광역시남구신정동650-17이안신정
190,소독업,09_30_11_P,3900000,PHMB520253900028042500002,2018-03-08,,1,영업/정상,13,영업중,,,,,,,,경기도 광명시 하안동 707-9 광명하안현대아파트,"경기도 광명시 가림일로 55, 상가동 b103호 (하안동, 광명하안현대아파트)",14257.0,일원 이씨오,2026-02-09 10:46:25,U,2026-02-11 02:40:00,,187857.696175948,440595.751810798,5.89,19.68,1,2,0,3,5,5,5,2,,일원이씨오_경기도광명시하안동707-9광명하안현대아파트
41,소독업,09_30_11_P,3940000,PHMB520183940139042500001,2018-01-31,,1,영업/정상,13,영업중,,,,,031-908-9773,,,경기도 고양시 일산동구 백석동 1455번지 3호,"경기도 고양시 일산동구 강촌로12번길 15-4, 1층 (백석동)",10424.0,라키움,2026-01-30 15:45:32,U,2026-02-04 11:04:37,,180404.034404224,460326.275742392,46.0,26.0,1,2,0,3,5,5,5,1,,라키움_경기도고양시일산동구백석동1455번지3호
110,소독업,09_30_11_P,3310000,PHMB520173310024042500004,2017-11-29,,1,영업/정상,13,영업중,,,,,,,,부산광역시 남구 용호동 373-1 솔내음파크,"부산광역시 남구 동명로157번길 38, 지하1층 (용호동, 솔내음파크)",48581.0,주식회사 블루샘,2026-02-04 11:12:54,U,2026-02-06 02:40:00,,392711.348426734,182237.103587889,57.81,8.0,1,2,0,3,5,5,5,1,,주식회사블루샘_부산광역시남구용호동373-1솔내음파크
147,소독업,09_30_11_P,3600000,PHMB520173600020042500006,2017-09-11,,1,영업/정상,13,영업중,,,,,062-363-0425,,,광주광역시 서구 덕흥동 22-9,"광주광역시 서구 유덕로141번길 30, 1층 (덕흥동)",61900.0,(주)또하나의가족광주센터,2026-02-06 15:28:44,U,2026-02-08 02:40:00,,185216.02470944,185054.216342905,61.2,159.9,1,2,5,8,5,5,5,1,,(주)또하나의가족광주센터_광주광역시서구덕흥동22-9
14,소독업,09_30_11_P,3520000,PHMB520173520019042500002,2017-08-09,,1,영업/정상,13,영업중,,,,,032-200-2704,,,인천광역시 연수구 송도동 180-1 포스코 글로벌 R&D CENTER 지하1층 컨벤션홀호,"인천광역시 연수구 송도과학로 100, 포스코 글로벌 R&D CENTER 지하1층 컨벤션홀호 (송도동)",21985.0,주식회사 송도에스이,2026-02-02 11:04:31,U,2026-02-04 02:40:00,,170582.616770178,430720.364146421,0.0,0.0,1,2,0,3,5,5,5,1,,주식회사송도에스이_인천광역시연수구송도동180-1포스코글로벌R&DCENTER지하1층컨벤션홀호
80,소독업,09_30_11_P,3940000,PHMB520173940140042500001,2017-05-02,,1,영업/정상,13,영업중,,,,,031-913-3229,,,경기도 고양시 일산서구 일산동 583번지 61호 에이스9차아파트 상가동 207호,"경기도 고양시 일산서구 고봉로329번길 6 (일산동, 에이스9차아파트)",10339.0,(주)쾌청,2026-02-04 15:19:17,U,2026-02-06 02:40:00,,180208.177392069,465172.929751626,20.8,8.0,1,2,0,3,5,5,5,1,,(주)쾌청_경기도고양시일산서구일산동583번지61호에이스9차아파트상가동207호
87,소독업,09_30_11_P,4271000,PHMB520174270014042500001,2017-02-03,,1,영업/정상,13,영업중,,,,,033-375-9330,,26233,강원특별자치도 영월군 영월읍 하송리 2번지 2호,강원특별자치도 영월군 영월읍 중앙로 21-1,26233.0,(주)다산,2026-02-04 11:21:18,U,2026-02-06 02:40:00,,330131.630449235,410095.728109122,27.9,27.9,1,2,0,3,5,5,5,1,,(주)다산_강원특별자치도영월군영월읍하송리2번지2호
170,소독업,09_30_11_P,3090000,PHMB520193090033042500001,2016-08-16,,1,영업/정상,13,영업중,,,,,02-3494-2740,,,서울특별시 도봉구 도봉동 595번지 럭키아파트,"서울특별시 도봉구 도봉로 851, 럭키아파트 106동 204호 (도봉동)",1306.0,(주)태은환경,2026-02-09 15:41:58,U,2026-02-11 02:40:00,,203848.772422951,464092.187505065,39.61,25.08,1,2,0,3,5,5,5,1,,(주)태은환경_서울특별시도봉구도봉동595번지럭키아파트
236,소독업,09_30_11_P,5690000,PHMB520165690045042500010,2016-08-03,,1,영업/정상,13,영업중,,,,,044-868-0944,,,세종특별자치시 대평동 676 쁘띠테라스,"세종특별자치시 대평3길 10, 쁘띠테라스 703호 (대평동)",30152.0,행복종합자산관리(주),2026-02-10 19:18:08,U,2026-02-12 02:40:00,,224639.428614204,330349.030473047,89.3,17.2,1,2,0,3,5,5,5,1,,행복종합자산관리(주)_세종특별자치시대평동676쁘띠테라스
9,소독업,09_30_11_P,3830000,PHMB520163830197042500002,2016-07-04,,1,영업/정상,13,영업중,,,,,031-383-1010,,,경기도 안양시 동안구 관양동 922번지 평촌역 하이필드,"경기도 안양시 동안구 벌말로 66, 평촌역 하이필드 B동 1210호 (관양동)",14058.0,(주)두오개발,2026-02-02 10:14:13,U,2026-02-04 02:40:00,,197281.306783112,432471.390077496,34.24,36.84,1,2,0,3,5,5,6,1,,(주)두오개발_경기도안양시동안구관양동922번지평촌역하이필드
210,소독업,09_30_11_P,3620000,PHMB520163620020042500006,2016-04-27,,1,영업/정상,13,영업중,,,,,,,,광주광역시 북구 신안동 135번지 7호,"광주광역시 북구 자동차로 62-1, 4층 (신안동)",61250.0,희망을꿈꾸는일터사회적협동조합,2026-02-10 15:22:13,U,2026-02-12 02:40:00,,191012.196408479,185076.025805022,42.8,24.0,1,2,1,5,5,5,5,1,,희망을꿈꾸는일터사회적협동조합_광주광역시북구신안동135번지7호
248,소독업,09_30_11_P,3260000,PHMB520163260022042500002,2016-04-12,,1,영업/정상,13,영업중,,,,,,,,,"부산광역시 서구 구덕로280번길 17 (동대신동1가, 세용빌라)",49218.0,가람솔 부산,2026-02-11 14:02:13,U,2026-02-13 02:40:00,,384046.153294706,180798.882499279,0.0,0.0,1,2,0,3,5,5,5,1,,가람솔부산_
202,소독업,09_30_11_P,5350000,PHMB520165350029042500002,2016-04-08,,3,폐업,3,폐업,2024-12-23,,,,,,,경상남도 김해시 내동 1074번지 4호,"경상남도 김해시 금관대로 1350, 2층 (내동)",50944.0,휴엔케어 남부 특판지사,2026-02-10 09:29:36,U,2026-02-12 02:40:00,,369752.35998132,195349.232037341,46.26,10.74,1,2,0,3,5,5,5,1,,휴엔케어남부특판지사_경상남도김해시내동1074번지4호
295,소독업,09_30_11_P,3200000,PHMB520153200033042500005,2015-12-02,,3,폐업,3,폐업,2026-02-13,,,,02-3432-8580,,,서울특별시 관악구 신림동 1650번지 18호,"서울특별시 관악구 조원중앙로 41, 2층 (신림동)",8769.0,(주)가원환경,2026-02-13 13:03:47,U,2026-02-15 02:40:00,,191676.782613161,442313.410946481,28.64,9.6,1,2,0,3,5,5,5,1,,(주)가원환경_서울특별시관악구신림동1650번지18호
77,소독업,09_30_11_P,5370000,PHMB520155370025042500004,2015-11-17,,1,영업/정상,13,영업중,,,,,055-688-5252,,,,경상남도 거제시 옥포로26길 3 (옥포동),53219.0,벌레 잡는 사람들,2026-02-03 14:55:30,U,2026-02-06 02:40:00,,354356.369881759,156698.711059522,0.0,0.0,1,2,0,3,5,5,5,1,,벌레잡는사람들_
126,소독업,09_30_11_P,3940000,PHMB520153940140042500002,2015-10-19,,1,영업/정상,13,영업중,,,,,031-977-0542,,,경기도 고양시 일산서구 덕이동 474번지 5호 양우씨네플렉스 3D동 106호,"경기도 고양시 일산서구 덕이로 30-34, 양우씨네플렉스 3D-106호 (덕이동)",10237.0,프레벤,2026-02-05 11:20:54,U,2026-02-07 02:40:00,,178499.967105329,465391.962486082,30.5,9.5,1,2,0,3,5,5,5,1,,프레벤_경기도고양시일산서구덕이동474번지5호양우씨네플렉스3D동106호
128,소독업,09_30_11_P,3940000,PHMB520153940140042500001,2015-08-24,,1,영업/정상,13,영업중,,,,,031 911 4436,,,경기도 고양시 일산서구 덕이동 219번지 42호 양우씨네플렉스 2B동 104호,"경기도 고양시 일산서구 덕이로 14, 2B동 104호 (덕이동, 양우씨네플렉스)",10237.0,에버린,2026-02-05 09:35:38,U,2026-02-07 02:40:00,,178565.269435523,465251.291212789,12.0,16.1,1,2,0,5,5,5,5,1,,에버린_경기도고양시일산서구덕이동219번지42호양우씨네플렉스2B동104호
127,소독업,09_30_11_P,3940000,PHMB520153940139042500004,2015-06-09,,1,영업/정상,13,영업중,,,,,031-967-8796,,,경기도 고양시 일산서구 대화동 2603번지 킨텍스 꿈에그린,"경기도 고양시 일산서구 킨텍스로 240, 201동 1602호 (대화동, 킨텍스 꿈에그린)",10391.0,(주) 진성이앤지,2026-02-05 10:41:06,U,2026-02-07 02:40:00,,177925.172169511,462673.381313058,84.14,6.7,1,2,1,3,5,5,5,1,,(주)진성이앤지_경기도고양시일산서구대화동2603번지킨텍스꿈에그린
81,소독업,09_30_11_P,3830000,PHMB520193830263042500004,2015-06-09,,1,영업/정상,13,영업중,,,,,02-558-5161,,,경기도 안양시 동안구 평촌동 126번지 1호 두산벤처다임,"경기도 안양시 동안구 흥안대로 415, 두산벤처다임 7층 730호 (평촌동)",14059.0,(주)밝은티에스,2026-02-03 08:51:03,U,2026-02-06 02:40:00,,197536.460660019,432133.905985364,17.0,7.2,1,2,0,3,5,5,5,2,,(주)밝은티에스_경기도안양시동안구평촌동126번지1호두산벤처다임
13,소독업,09_30_11_P,3520000,PHMB520153520019042500002,2015-03-17,,1,영업/정상,13,영업중,,,,,,,,인천광역시 연수구 연수동 538번지 성일아파트상가동 B05호,"인천광역시 연수구 새말로 20, 상가동 지층 B05호 (연수동, 성일아파트)",21918.0,버그제로,2026-02-02 10:55:05,U,2026-02-04 02:40:00,,171021.044816684,435662.327690112,0.0,0.0,1,2,1,5,5,5,5,1,,버그제로_인천광역시연수구연수동538번지성일아파트상가동B05호
273,소독업,09_30_11_P,5710000,PHMB520155710109042500001,2015-02-06,,1,영업/정상,13,영업중,,,,,1833-6753,,,충청북도 청주시 흥덕구 복대동 1208,"충청북도 청주시 흥덕구 풍산로128번길 11-2, 1층 (복대동)",28605.0,엔케어,2026-02-12 17:46:43,U,2026-02-14 02:40:00,,239655.632931172,347578.530774294,54.16,8.74,1,2,0,3,5,5,10,2,,엔케어_충청북도청주시흥덕구복대동1208
189,소독업,09_30_11_P,3090000,PHMB520153090033042500001,2015-02-02,,1,영업/정상,13,영업중,,,,,02-929-2580,,,서울특별시 도봉구 도봉동 618-9,"서울특별시 도봉구 시루봉로27길 16, 2층 201호 (도봉동)",1310.0,주식회사 코너스톤티엠에스,2026-02-09 15:43:29,U,2026-02-11 02:40:00,,203698.128814391,463292.455597492,20.0,3.0,1,2,1,5,5,5,5,1,,주식회사코너스톤티엠에스_서울특별시도봉구도봉동618-9
203,소독업,09_30_11_P,5350000,PHMB520145350029042500004,2014-12-05,,4,취소/말소/만료/정지/중지,24,직권폐업,2026-02-10,,,,055-324-0110,,,경상남도 김해시 외동 916번지,"경상남도 김해시 분성로48번길 8, 209호 (외동, 한덕한신타워아파트 상가동)",50948.0,주식회사 태승디엔티,2026-02-10 09:10:27,U,2026-02-12 02:40:00,,368604.474466965,193954.244404126,40.0,5.88,1,2,1,5,5,5,5,1,,주식회사태승디엔티_경상남도김해시외동916번지
148,소독업,09_30_11_P,5380000,PHMB520135380021042500002,2014-11-25,,1,영업/정상,13,영업중,,,,,1661-6264,,626-050,경상남도 양산시 중부동 304번지 6호,경상남도 양산시 삼일로 116 (중부동),50622.0,좋은환경제로스,2026-02-06 16:10:37,U,2026-02-08 02:40:00,,385388.567118067,206832.477633295,14.0,5.0,3,2,1,5,5,5,5,1,,좋은환경제로스_경상남도양산시중부동304번지6호
76,소독업,09_30_11_P,3130000,PHMB520143130033042500002,2014-09-24,,1,영업/정상,13,영업중,,,,,02-701-8005,,,서울특별시 마포구 마포동 136-1 한신오피스텔,"서울특별시 마포구 마포대로 12, 한신오피스텔 507호 (마포동)",4175.0,(주)동성티엠에스,2026-02-03 13:54:19,U,2026-02-06 02:40:00,,194865.284681593,448669.284545862,41.0,1.0,1,2,0,5,5,5,5,1,,(주)동성티엠에스_서울특별시마포구마포동136-1한신오피스텔
7,소독업,09_30_11_P,3830000,PHMB520143830197042500008,2014-07-30,,1,영업/정상,13,영업중,,,,,031-423-9403,,,경기도 안양시 동안구 관양동 1488-4,"경기도 안양시 동안구 관악대로 476, 5층 (관양동)",13951.0,선라이즈주식회사,2026-02-02 10:30:27,U,2026-02-04 02:40:00,,197719.935792829,433406.387534505,40.0,6.6,1,2,0,3,5,5,5,1,,선라이즈주식회사_경기도안양시동안구관양동1488-4
36,소독업,09_30_11_P,3220000,PHMB520143220033042500002,2014-07-09,,4,취소/말소/만료/정지/중지,24,직권폐업,2026-01-22,,,,02-552-8632,,135-859,서울특별시 강남구 도곡동 934번지 10호,"서울특별시 강남구 남부순환로363길 49, B12호 (도곡동, 우성아파트상가 )",6264.0,광성개발,2026-02-02 15:10:04,U,2026-02-04 02:40:00,,203212.718598764,442889.596570489,22.5,6.25,1,2,1,5,5,5,5,1,,광성개발_서울특별시강남구도곡동934번지10호
140,소독업,09_30_11_P,3310000,PHMB520143310024042500001,2014-07-01,,1,영업/정상,13,영업중,,,,,051-897-2784,,,부산광역시 남구 대연동 885-1,"부산광역시 남구 유엔평화로41번가길 42, 3층 (대연동)",48504.0,(주)혜강종합관리,2026-02-05 17:21:09,U,2026-02-07 02:40:00,,390679.163754107,183552.473094419,50.0,10.5,1,2,1,3,5,5,5,1,,(주)혜강종합관리_부산광역시남구대연동885-1
172,소독업,09_30_11_P,3420000,PHMB520143420023042500005,2014-06-18,,1,영업/정상,13,영업중,,,,,939-8943,,,대구광역시 동구 신암동 795번지 9호,"대구광역시 동구 아양로 23, 3층 (신암동)",41196.0,주식회사토홍,2026-02-09 09:41:02,U,2026-02-11 02:40:00,,345905.846341199,265826.500958899,123.0,10.6,1,2,1,6,10,10,10,2,,주식회사토홍_대구광역시동구신암동795번지9호
16,소독업,09_30_11_P,3140000,PHMB520143140033042500002,2014-04-25,,4,취소/말소/만료/정지/중지,24,직권폐업,2026-02-02,,,,,,,서울특별시 양천구 신월동 972번지 6호,서울특별시 양천구 지양로 52 (신월동),8040.0,엠에이치환경(주),2026-02-02 13:07:27,U,2026-02-04 02:40:00,,185337.191425189,446489.360689817,59.4,80.0,1,2,1,5,5,5,5,2,,엠에이치환경(주)_서울특별시양천구신월동972번지6호
15,소독업,09_30_11_P,3520000,PHMB520143520019042500001,2014-03-19,,1,영업/정상,13,영업중,,,,,8163382,,,인천광역시 연수구 연수동 579 대우1차아파트,"인천광역시 연수구 원인재로 237, 상가동 B10호 (연수동, 대우1차아파트)",21933.0,버그트랩,2026-02-02 11:06:25,U,2026-02-04 02:40:00,,172249.324655695,435072.49648442,0.0,0.0,1,2,1,5,5,5,5,1,,버그트랩_인천광역시연수구연수동579대우1차아파트
