"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","휴게실면적","사무실면적","탈의실면적","회원모집총인원","세부업종명","법인명",
"471","체력단련장업","10_42_01_P","3120000","CDFH3301062026000001","2026-02-12","","01","영업/정상","13","영업중","","","","","","194.62","","서울특별시 서대문구 남가좌동 332-29 우일빌딩","서울특별시 서대문구 모래내로 217, 우일빌딩 B1층 (남가좌동)","03693","무브온","2026-02-12 16:37:19","I","2026-02-14 00:20:02","","193162.25739781","452416.24503159","체력단련장업","사립","","1","1","953.5","0","0","0","0","","",
"472","체력단련장업","10_42_01_P","3020000","CDFH3301062026000003","2026-02-12","","01","영업/정상","13","영업중","","","","","","85.09","","서울특별시 용산구 용산동2가 5-79","서울특별시 용산구 신흥로 13-1, 지층 (용산동2가)","04338","더템플짐","2026-02-12 08:56:12","I","2026-02-14 00:20:02","","198724.871725235","448619.31039157","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"473","체력단련장업","10_42_01_P","3990000","CDFH3301062026000007","2026-02-12","","01","영업/정상","13","영업중","","","","","0315212323","","","경기도 남양주시 와부읍 덕소리 600-14 세양청마루","경기도 남양주시 와부읍 덕소로116번길 20, 101호 (세양청마루)","12215","위너스포랜드","2026-02-12 15:02:22","I","2026-02-14 00:20:02","","218476.946787981","453708.820754811","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"474","체력단련장업","10_42_01_P","4830000","CDFH3301062026000001","2026-02-12","","01","영업/정상","13","영업중","","","","","","","","전라남도 나주시 빛가람동 348-13","전라남도 나주시 문화로 238, 아주드림타워 2차 301호 (빛가람동)","58325","무브앤플레이","2026-02-12 17:47:25","I","2026-02-14 00:20:02","","180333.601162668","169018.242392809","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"475","체력단련장업","10_42_01_P","5530000","CDFH3301062022000049","2022-09-23","","01","영업/정상","13","영업중","","","","","","298","","경기도 화성시 만세구 향남읍 하길리 1472","경기도 화성시 만세구 향남읍 상신하길로298번길 7-1, 804,805,806호","18611","DY GYM","2026-02-12 09:08:26","U","2026-02-14 02:40:00","","191955.18475099","401476.220239653","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"476","체력단련장업","10_42_01_P","5530000","CDFH3301062022000029","2022-05-23","","01","영업/정상","13","영업중","","","","","","331.16","","경기도 화성시 동탄구 능동 1093-3","경기도 화성시 동탄구 여울로4길 30, 2층 (능동)","18422","에이지원짐 PT 동탄능동점","2026-02-12 17:34:28","U","2026-02-14 02:40:00","","204889.833534045","412873.04121937","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"477","체력단련장업","10_42_01_P","5530000","CDFH3301062022000037","2022-07-05","","01","영업/정상","13","영업중","","","","","","134.56","","경기도 화성시 동탄구 오산동  997-2","경기도 화성시 동탄구 동탄기흥로353번길 99-5, 304호 (오산동)","18480","레인핏","2026-02-12 17:44:25","U","2026-02-14 02:40:00","","207610.757444477","409551.47983334","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"478","체력단련장업","10_42_01_P","3780000","CDFH3301062023000031","2023-08-30","","01","영업/정상","13","영업중","","","","","","2173.69","","경기도 성남시 수정구 창곡동 513 에이플타워","경기도 성남시 수정구 위례동로 153, 에이플타워 10층 1001~1006호 (창곡동)","13642","제이치피트니스 헬스&PT 위례점","2026-02-12 12:29:13","U","2026-02-14 02:40:00","","213196.788038769","441267.846008774","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"479","체력단련장업","10_42_01_P","3140000","CDFH3301062023000014","2023-08-14","","01","영업/정상","13","영업중","","","","","","233.33","","서울특별시 양천구 신정동 1018-1","서울특별시 양천구 신월로 350, 4층 (신정동)","08087","714GYM신정","2026-02-12 13:22:38","U","2026-02-14 02:40:00","","187546.051563766","446614.863102314","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"480","체력단련장업","10_42_01_P","3830000","CDFH3301062019000009","2019-06-05","","01","영업/정상","13","영업중","","","","","031-388-6740","495","","경기도 안양시 동안구 관양동 1589 한가람세경아파트","경기도 안양시 동안구 달안로 112, 한가람세경아파트 상가 지층 (관양동)","14052","디앤비 휘트니스(평촌점)","2026-02-12 21:25:02","U","2026-02-14 02:40:00","","195925.11052559","432692.796930919","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"481","체력단련장업","10_42_01_P","3910000","CDFH3301062019000009","2019-10-01","","01","영업/정상","13","영업중","","","","","","355.64","","경기도 평택시 비전동 1100-3 에스엘프라자","경기도 평택시 비전5로 20-52, 에스엘프라자 4층 401호 (비전동)","17854","올웨이즈피트니스","2026-02-12 10:03:37","U","2026-02-14 02:40:00","","210109.818931395","388744.917999936","체력단련장업","사립","","0","0","6478.32","0","0","0","0","","",
"482","체력단련장업","10_42_01_P","3140000","CDFH3301062024000021","2024-10-24","","01","영업/정상","13","영업중","","","","","","823.94","","서울특별시 양천구 신정동 900-10","서울특별시 양천구 목동로 203, 3층 (신정동)","07938","하이랙스 목동역점","2026-02-12 13:39:50","U","2026-02-14 02:40:00","","187891.378890719","447174.379218185","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"483","체력단련장업","10_42_01_P","3050000","CDFH3301062024000002","2024-01-08","","01","영업/정상","13","영업중","","","","","","195","","서울특별시 동대문구 답십리동 68-1","서울특별시 동대문구 전농로 94, 한성빌딩 2층 (답십리동)","02538","헬스고 여성전용","2026-02-12 08:05:16","U","2026-02-14 02:40:00","","205033.874040234","452322.301296488","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"484","체력단련장업","10_42_01_P","3940000","CDFH3301062017000014","2017-12-21","","01","영업/정상","13","영업중","","","","","031-922-9688","530.5","","경기도 고양시 일산서구 일산동 1064-3 신일산연합상가 B103~호","경기도 고양시 일산서구 일산로 562, 신일산연합상가 지하1층 B103~B105호 (일산동)","10374","투게더 피트니스","2026-02-12 10:30:00","U","2026-02-14 02:40:00","","179267.11335259","464086.734405078","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"485","체력단련장업","10_42_01_P","3940000","CDFH3301062013000004","2013-02-25","","01","영업/정상","13","영업중","","","","","031-911-7879","398.88","","경기도 고양시 일산서구 대화동 867-2 대성프라자 B101호","경기도 고양시 일산서구 대화로 136, B101,B102호 (대화동, 대화동 대성프라자)","10222","위너짐","2026-02-12 10:37:26","U","2026-02-14 02:40:00","","176560.850350317","463140.11637192","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"486","체력단련장업","10_42_01_P","3940000","CDFH3301062015000009","2015-04-14","","01","영업/정상","13","영업중","","","","","0319220694","303.09","411-806","경기도 고양시 일산서구 대화동 2283 3층호","경기도 고양시 일산서구 킨텍스로 289, 3층 (대화동)","10383","Body Master Gym","2026-02-12 10:42:22","U","2026-02-14 02:40:00","","178051.261375211","463214.134790445","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"487","체력단련장업","10_42_01_P","3390000","CDFH3301062022000002","2022-03-30","","01","영업/정상","13","영업중","","","","","","110","","부산광역시 사상구 엄궁동 678-4 3층","부산광역시 사상구 엄궁로 91, 3층 (엄궁동)","47043","바론필라테스&PT","2026-02-12 14:56:13","U","2026-02-14 02:40:00","","379964.558892436","182376.591298074","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"488","체력단련장업","10_42_01_P","3470000","CDFH3301062022000004","2022-02-25","","03","폐업","03","폐업","2026-02-12","","","","","652.62","","대구광역시 달서구 진천동 635-1","대구광역시 달서구 월배로 58 (진천동)","42771","TxL피트니스 대구진천역점","2026-02-12 14:22:19","U","2026-02-14 02:40:00","","337402.627118507","258059.908198172","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"489","체력단련장업","10_42_01_P","3140000","CDFH3301062024000017","2024-08-16","","01","영업/정상","13","영업중","","","","","","158.4","","서울특별시 양천구 신월동 559-3 D&K빌딩","서울특별시 양천구 남부순환로 609, D&K빌딩 7층 (신월동)","08065","모션","2026-02-12 13:48:55","U","2026-02-14 02:40:00","","185863.368496541","445843.853600703","체력단련장업","사립","","0","1","397.7","0","0","0","0","","",
"490","체력단련장업","10_42_01_P","3140000","CDFH3301062024000012","2024-07-15","","01","영업/정상","13","영업중","","","","","","485.89","","서울특별시 양천구 목동 650-7","서울특별시 양천구 등촌로 186, 3,4층 (목동)","07951","리뉴짐","2026-02-12 13:41:44","U","2026-02-14 02:40:00","","187824.577078216","449342.399687907","체력단련장업","사립","","1","1","1871.76","0","0","0","0","","",
"491","체력단련장업","10_42_01_P","3140000","CDFH3301062024000011","2024-06-07","","01","영업/정상","13","영업중","","","","","","100.62","","서울특별시 양천구 목동 404-156 대경프라자","서울특별시 양천구 신목로 102, 대경프라자 지하1층 1호 (목동)","08007","주식회사 포그로스","2026-02-12 13:40:41","U","2026-02-14 02:40:00","","188954.524397407","446824.338404844","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"492","체력단련장업","10_42_01_P","3060000","CDFH3301062007000001","2007-03-09","","01","영업/정상","13","영업중","","","","","","337.05","","서울특별시 중랑구 묵동 250-2","서울특별시 중랑구 동일로 851, 3층 (묵동)","02013","바디캠프","2026-02-12 14:06:17","U","2026-02-14 02:40:00","","206838.555392184","456013.563725937","체력단련장업","사립","","0","1","1038","0","0","0","0","","",
"493","체력단련장업","10_42_01_P","3070000","CDFH3301062022000002","2022-01-14","","01","영업/정상","13","영업중","","","","","","410.92","","서울특별시 성북구 길음동 518-13 4층","서울특별시 성북구 동소문로 295, 4층 (길음동)","02732","탐휘트니스 헬스&PT 길음점","2026-02-12 13:22:26","U","2026-02-14 02:40:00","","202374.120256587","456048.324973915","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"494","체력단련장업","10_42_01_P","3940000","CDFH3301062023000015","2023-04-21","","01","영업/정상","13","영업중","","","","","031-923-6667","373.03","","경기도 고양시 일산서구 대화동 2220-1 킨텍스프라자 9층","경기도 고양시 일산서구 중앙로 1573, 킨텍스프라자 9층 (대화동)","10381","온플릭 휘트니스","2026-02-12 10:33:06","U","2026-02-14 02:40:00","","177611.725","463758.03","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"495","체력단련장업","10_42_01_P","3140000","CDFH3301062024000007","2024-04-23","","01","영업/정상","13","영업중","","","","","","479","","서울특별시 양천구 신월동 549-4","서울특별시 양천구 신월로 156, 4층 (신월동)","08065","프로원휘트니스 신월","2026-02-12 13:34:07","U","2026-02-14 02:40:00","","185887.947292775","446136.098248558","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"496","체력단련장업","10_42_01_P","3140000","CDFH3301062024000005","2024-03-27","","01","영업/정상","13","영업중","","","","","0507-1446-3694","218","","서울특별시 양천구 신월동 546-25","서울특별시 양천구 신월로 149, 2층 (신월동)","08032","워크온짐","2026-02-12 13:33:22","U","2026-02-14 02:40:00","","185810.065888388","446160.866332835","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"497","체력단련장업","10_42_01_P","3140000","CDFH3301062024000009","2024-05-20","","01","영업/정상","13","영업중","","","","","","52.52","","서울특별시 양천구 신정동 1029-14 에비앙빌딩","서울특별시 양천구 신월로 310, 502호 (신정동, 에비앙빌딩)","08082","mk#","2026-02-12 13:38:06","U","2026-02-14 02:40:00","","187147.122565712","446555.544194408","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"498","체력단련장업","10_42_01_P","3060000","CDFH3301062024000003","2024-04-04","","01","영업/정상","13","영업중","","","","","","32.7","","서울특별시 중랑구 망우동 584 신내역 프라디움 더 테라스","서울특별시 중랑구 용마산로 670, A동 114호 (망우동, 신내역 프라디움 더 테라스)","02057","움직임의정석 PT전문센터","2026-02-12 11:16:15","U","2026-02-14 02:40:00","","208947.072330515","456501.735079654","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"499","체력단련장업","10_42_01_P","3140000","CDFH3301062024000010","2024-05-24","","01","영업/정상","13","영업중","","","","","","162.64","","서울특별시 양천구 신정동 1028-5","서울특별시 양천구 신월로 322, 2층 (신정동)","08082","렛츠고짐","2026-02-12 13:38:46","U","2026-02-14 02:40:00","","187265.646036998","446578.869333061","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"500","체력단련장업","10_42_01_P","3140000","CDFH3301062024000008","2024-05-14","","01","영업/정상","13","영업중","","","","","","194.38","","서울특별시 양천구 목동 611-5","서울특별시 양천구 목동중앙북로 13, 3층 (목동)","07946","헬스고 여성전용 등촌점","2026-02-12 13:34:49","U","2026-02-14 02:40:00","","188000.151149559","449606.322472582","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"501","체력단련장업","10_42_01_P","3830000","CDFH3301062020000006","2020-08-03","","01","영업/정상","13","영업중","","","","","","302.22","","경기도 안양시 만안구 안양동 1389-1 메가빌딩","경기도 안양시 만안구 안양천서로 233, 메가빌딩 2층 (안양동)","14037","소마핏","2026-02-12 19:12:58","U","2026-02-14 02:40:00","","","","체력단련장업","사립","","1","0","1925.57","0","0","0","0","","",
"502","체력단련장업","10_42_01_P","3290000","CDFH3301062021000032","2021-10-26","","01","영업/정상","13","영업중","","","","","070-7378-0936","753.13","","부산광역시 부산진구 전포동 690-4 현대타워","부산광역시 부산진구 전포대로199번길 15, 현대타워 지하1층 (전포동)","47297","헬짐 HELL GYM","2026-02-12 11:45:16","U","2026-02-14 02:40:00","","388038.599996574","185847.48270792","체력단련장업","사립","","2","0","15076.08","0","0","0","0","","",
"503","체력단련장업","10_42_01_P","3140000","CDFH3301062023000006","2023-03-11","","01","영업/정상","13","영업중","","","","","","284","","서울특별시 양천구 신월동 536-3 도이치빌딩","서울특별시 양천구 신월로 177, 도이치빌딩 지하1층 (신월동)","08030","팬덤짐","2026-02-12 13:18:20","U","2026-02-14 02:40:00","","186032.300802064","446327.093480641","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"504","체력단련장업","10_42_01_P","3140000","CDFH3301062023000007","2023-03-29","","01","영업/정상","13","영업중","","","","","","872.57","","서울특별시 양천구 목동 907-14 벽산미라지타워","서울특별시 양천구 목동동로 385, 지하1층 (목동, 벽산미라지타워)","07983","주식회사 브이업짐 목동점","2026-02-12 13:18:56","U","2026-02-14 02:40:00","","189280.689807363","448186.345367659","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"505","체력단련장업","10_42_01_P","3090000","CDFH3301062023000002","2023-02-17","","01","영업/정상","13","영업중","","","","","","388.04","","서울특별시 도봉구 창동 347-6 주공3단지아파트","서울특별시 도봉구 해등로4길 9, 주공3단지아파트 2층 (창동)","01421","팔로우짐 창동점","2026-02-12 10:16:00","U","2026-02-14 02:40:00","","203822.180020672","460689.302955618","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"506","체력단련장업","10_42_01_P","3140000","CDFH3301062024000003","2024-03-14","","01","영업/정상","13","영업중","","","","","","79.68","","서울특별시 양천구 목동 797-9","서울특별시 양천구 목동중앙서로 32, 2층 (목동)","07967","오오핏","2026-02-12 13:31:40","U","2026-02-14 02:40:00","","188199.619595527","447838.737350494","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"507","체력단련장업","10_42_01_P","3140000","CDFH3301062023000019","2023-10-17","","01","영업/정상","13","영업중","","","","","","310","","서울특별시 양천구 목동 610-23 자성빌딩","서울특별시 양천구 목동중앙북로 19-1, 자성빌딩 3층 (목동)","07946","메이드 헬스장 & PT 등촌역점","2026-02-12 13:25:24","U","2026-02-14 02:40:00","","188080.178399949","449596.304559134","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"508","체력단련장업","10_42_01_P","3140000","CDFH3301062024000004","2024-03-18","","01","영업/정상","13","영업중","","","","","","79.9","","서울특별시 양천구 목동 405-153","서울특별시 양천구 목동동로14길 9, 2층 (목동)","08005","빌리먼트","2026-02-12 13:32:32","U","2026-02-14 02:40:00","","188662.650418339","446905.935827385","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"509","체력단련장업","10_42_01_P","3310000","CDFH3301062001000001","2001-02-01","","01","영업/정상","13","영업중","","","","","051-710-0097","339.78","608-821","부산광역시 남구 문현동 127-59 4층","부산광역시 남구 고동골로 66, 4층 (문현동)","48416","제이피트니스 문현점","2026-02-12 18:12:07","U","2026-02-14 02:40:00","","388708.504493627","184607.683566291","체력단련장업","사립","","2","1","4195.69","0","0","0","0","","",
"510","체력단련장업","10_42_01_P","3070000","CDFH3301062021000004","2021-07-15","","01","영업/정상","13","영업중","","","","","02-921-9989","346.22","","서울특별시 성북구 동소문동5가 67-1 강윤빌딩","서울특별시 성북구 동소문로 92, 강윤빌딩 2층 (동소문동5가)","02846","노바디짐 PT&헬스 성신여대점","2026-02-12 14:37:04","U","2026-02-14 02:40:00","","201297.061240598","454428.857552394","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"511","체력단련장업","10_42_01_P","3140000","CDFH3301062025000014","2025-08-14","","01","영업/정상","13","영업중","","","","","","415","","서울특별시 양천구 신월동 507-1 대림프라자및아파트","서울특별시 양천구 오목로 76, B01층 (신월동, 대림프라자및아파트)","08028","바디앤짐 신월3호점","2026-02-12 13:59:07","U","2026-02-14 02:40:00","","186334.263661231","446738.379574739","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"512","체력단련장업","10_42_01_P","3140000","CDFH3301062025000015","2025-08-14","","01","영업/정상","13","영업중","","","","","","297.52","","서울특별시 양천구 신월동 444-13","서울특별시 양천구 월정로 29, b101호 (신월동)","07930","나다짐","2026-02-12 14:08:04","U","2026-02-14 02:40:00","","186025.373690234","446707.683475487","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"513","체력단련장업","10_42_01_P","4641000","CDFH3301062003000022","2003-07-07","","03","폐업","03","폐업","2026-02-12","","","","242-8006","528","561-827","전북특별자치도 전주시 덕진구 인후동1가 817-2","전북특별자치도 전주시 덕진구 견훤로 209 (인후동1가)","","바벨과 사람 헬스클럽","2026-02-12 16:35:54","U","2026-02-14 02:40:00","","214257.014799464","258919.061636125","체력단련장업","사립","Y","2","0","0","0","0","0","0","","",
"514","체력단련장업","10_42_01_P","3150000","CDFH3301062021000012","2021-05-31","","01","영업/정상","13","영업중","","","","","02-2659-2535","275.3","","서울특별시 강서구 등촌동 636-43 대륙빌딩","서울특별시 강서구 공항대로55길 47, 대륙빌딩 5층 (등촌동)","07565","클라이짐","2026-02-12 15:28:58","U","2026-02-14 02:40:00","","187701.673692397","450327.279069351","체력단련장업","사립","","1","0","2545.48","0","0","0","0","","",
"515","체력단련장업","10_42_01_P","3830000","CDFH3301062015000015","2015-10-23","","01","영업/정상","13","영업중","","","","","031-450-3820","264.46","","경기도 안양시 동안구 관양동 1802 평촌오비즈타워 3층","경기도 안양시 동안구 벌말로 126, 3층 (관양동, 평촌 오비즈타워)","14057","웰스포져","2026-02-12 09:12:46","U","2026-02-14 02:40:00","","197294.653649091","433065.342670877","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"516","체력단련장업","10_42_01_P","3140000","CDFH3301062025000012","2025-07-08","","01","영업/정상","13","영업중","","","","","","208.25","","서울특별시 양천구 목동 749-5","서울특별시 양천구 목동중앙본로 42, 2층 201호 (목동)","07975","웨이트랩 목동점","2026-02-12 13:56:24","U","2026-02-14 02:40:00","","188340.491697208","448626.650818559","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"517","체력단련장업","10_42_01_P","3440000","CDFH3301062011000003","2011-08-18","","01","영업/정상","13","영업중","","","","","","716","","대구광역시 남구 봉덕동 617-12","대구광역시 남구 중앙대로22길 143, 5층 (봉덕동)","42441","오아시스 휘트니스","2026-02-12 16:03:53","U","2026-02-14 02:40:00","","344363.399291721","261455.068649371","체력단련장업","사립","","2","1","0","0","0","0","0","","",
"518","체력단련장업","10_42_01_P","4641000","CDFH3301062025000002","2025-03-21","","01","영업/정상","13","영업중","","","","","","757.23","","전북특별자치도 전주시 덕진구 덕진동1가 1279-15","전북특별자치도 전주시 덕진구 기린대로 510, 3층 (덕진동1가)","54897","버터플라이짐","2026-02-12 13:38:08","U","2026-02-14 02:40:00","","211066.623577014","260502.260707813","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"519","체력단련장업","10_42_01_P","3000000","CDFH3301062025000001","2025-02-20","","01","영업/정상","13","영업중","","","","","02-6370-1941","377.86","","서울특별시 종로구 청진동 70 그랑서울","서울특별시 종로구 종로 33, 그랑서울 7층 (청진동)","03159","자강","2026-02-12 17:44:41","U","2026-02-14 02:40:00","","198286.311784052","452091.444332546","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"520","체력단련장업","10_42_01_P","3140000","CDFH3301062025000002","2025-03-06","","01","영업/정상","13","영업중","","","","","","99","","서울특별시 양천구 목동 405-136","서울특별시 양천구 오목로 316, 4층 (목동)","08005","한스피티운동센터","2026-02-12 13:48:13","U","2026-02-14 02:40:00","","188654.121497864","446943.313957756","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"521","체력단련장업","10_42_01_P","3140000","CDFH3301062025000007","2025-04-01","","01","영업/정상","13","영업중","","","","","","200.35","","서울특별시 양천구 신월동 442-4 준우 2층","서울특별시 양천구 오목로 39, 준우 2층 (신월동)","07930","짐마니 양천신월점","2026-02-12 13:51:47","U","2026-02-14 02:40:00","","185937.770352149","446667.122935833","체력단련장업","사립","","1","1","1191.3","0","0","0","0","","",
"522","체력단련장업","10_42_01_P","3200000","CDFH3301062022000020","2022-08-16","","01","영업/정상","13","영업중","","","","","","131.18","","서울특별시 관악구 신림동 1425-21","서울특별시 관악구 신림로 368, 3층 (신림동)","08753","바디가드 짐","2026-02-12 10:27:57","U","2026-02-14 02:40:00","","193672.730766889","442770.43249038","체력단련장업","사립","","1","1","0","0","0","0","0","","",
"523","체력단련장업","10_42_01_P","3140000","CDFH3301062023000018","2023-12-12","","01","영업/정상","13","영업중","","","","","","162.57","","서울특별시 양천구 목동 406-183","서울특별시 양천구 오목로 287, 4층 (목동)","07993","루티니","2026-02-12 13:24:27","U","2026-02-14 02:40:00","","188389.33531486","447053.287593136","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"524","체력단련장업","10_42_01_P","3700000","CDFH3301062016000001","2016-03-31","","03","폐업","03","폐업","2026-02-12","","","","","232.7","","울산광역시 남구 신정동 1201-9","울산광역시 남구 봉월로 30-1, 3층 (신정동)","44677","다비드 짐","2026-02-12 16:11:16","U","2026-02-14 02:40:00","","409142.837271552","228630.792971734","체력단련장업","사립","","1","0","884.36","0","0","0","0","","",
"525","체력단련장업","10_42_01_P","3200000","CDFH3301062021000002","2021-01-20","","01","영업/정상","13","영업중","","","","","02-882-8296","269.82","","서울특별시 관악구 봉천동 1564-5 광장빌딩","서울특별시 관악구 쑥고개로 75, 광장빌딩 지1층 (봉천동)","08785","운동하는날 서울대봉천점","2026-02-12 10:30:30","U","2026-02-14 02:40:00","","195059.801090646","441941.803007103","체력단련장업","사립","","1","0","3016.44","0","0","0","0","","",
"526","체력단련장업","10_42_01_P","3140000","CDFH3301062023000016","2023-11-28","","01","영업/정상","13","영업중","","","","","","114.8","","서울특별시 양천구 신정동 144-49","서울특별시 양천구 신목로5길 6-4, 지하1층 (신정동)","08014","프리원핏 양천신정점","2026-02-12 13:23:35","U","2026-02-14 02:40:00","","188725.057431748","446231.895527952","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"527","체력단련장업","10_42_01_P","4060000","CDFH3301062023000009","2023-10-23","","03","폐업","03","폐업","2026-02-11","","","","","194.26","","경기도 파주시 목동동 945 장은프라자 304호","경기도 파주시 청암로17번길 63, 장은프라자 304호 (목동동)","10892","머슬 팩토리","2026-02-12 09:16:30","U","2026-02-14 02:40:00","","176491.82377093","469554.427451708","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"528","체력단련장업","10_42_01_P","3210000","CDFH3301062023000029","2023-12-04","","01","영업/정상","13","영업중","","","","","070-8883-3338","357.02","","서울특별시 서초구 잠원동 103 반포역","서울특별시 서초구 신반포로 지하 241, 반포역 (잠원동)","06521","FIT.Covery핏커버리","2026-02-12 10:31:39","U","2026-02-14 02:40:00","","200975.310832194","445119.999988057","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"529","체력단련장업","10_42_01_P","4010000","CDFH3301062026000002","2026-02-13","","01","영업/정상","13","영업중","","","","","","153.38","","경기도 시흥시 매화동 200-5","경기도 시흥시 매화1로 2, A동 3층 301호 (매화동)","14940","하움 피트니스 헬스 PT & 필라테스","2026-02-13 09:02:41","I","2026-02-15 00:20:02","","183488.17090566","434914.633016428","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"530","체력단련장업","10_42_01_P","4010000","CDFH3301062026000003","2026-02-13","","01","영업/정상","13","영업중","","","","","","87.41","","경기도 시흥시 조남동 654 더클래스투","경기도 시흥시 목감남서로 9-33, 더클래스투 105호 (조남동)","14988","목감재활운동전문센터","2026-02-13 15:09:19","I","2026-02-15 00:20:02","","186939.825181036","430705.355863492","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"531","체력단련장업","10_42_01_P","3910000","CDFH3301062026000010","2026-02-13","","01","영업/정상","13","영업중","","","","","","399.75","","경기도 평택시 칠원동 9-12","경기도 평택시 원칠원길 56-17 (칠원동)","17726","엘리펀트 평택","2026-02-13 13:25:40","I","2026-02-15 00:20:02","","208915.980200529","392344.019285639","체력단련장업","사립","","1","1","399.75","0","0","0","0","","",
"532","체력단련장업","10_42_01_P","5530000","CDFH3301062021000004","2021-02-23","","01","영업/정상","13","영업중","","","","","","305.97","","경기도 화성시 병점구 병점동  349-27","경기도 화성시 병점구 병점3로 20, 3층 (병점동)","18411","더 클래식 짐","2026-02-13 11:44:36","U","2026-02-15 02:40:00","","203093.501653109","411766.469785015","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"533","체력단련장업","10_42_01_P","5690000","CDFH3301062019000001","2019-02-20","","01","영업/정상","13","영업중","","","","","","397.55","","세종특별자치시 나성동 782 하해빌딩","세종특별자치시 나성로 41, 하해빌딩 401, 402호 (나성동)","30129","레드핏","2026-02-13 09:41:46","U","2026-02-15 02:40:00","","223485.989221815","331392.218025004","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"534","체력단련장업","10_42_01_P","4181000","CDFH3301062017000002","2017-02-21","","03","폐업","03","폐업","2026-02-13","","","","","114.4","","강원특별자치도 춘천시 퇴계동 975-5","강원특별자치도 춘천시 퇴계로146번길 4-1, 2층 (퇴계동)","24377","GoodBodyGym","2026-02-13 16:24:04","U","2026-02-15 02:40:00","","264627.792974906","484311.786827006","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"535","체력단련장업","10_42_01_P","4181000","CDFH3301062019000004","2019-06-19","","01","영업/정상","13","영업중","","","","","033-252-1777","323.12","","강원특별자치도 춘천시 온의동 65-32","강원특별자치도 춘천시 영서로 2347-1, 3층 (온의동)","24433","윌앤바디피트니스","2026-02-13 08:41:19","U","2026-02-15 02:40:00","","262884.078016557","485388.12810043","체력단련장업","사립","","0","0","1915","0","0","0","0","","",
"536","체력단련장업","10_42_01_P","3200000","CDFH3301062024000019","2023-04-10","","01","영업/정상","13","영업중","","","","","","198","","서울특별시 관악구 신림동 1745 최강타워","서울특별시 관악구 남부순환로180길 6, 2층 (신림동, 최강타워)","08777","그린짐","2026-02-13 15:55:39","U","2026-02-15 02:40:00","","","","체력단련장업","사립","","1","0","29869.94","0","0","0","0","","",
