번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),환경업무구분명,폐기물처리업구분명,폐기물처리업별처리구분명,폐기물구분명,허용보관량,허용보관량내용,Unnamed: 34,record_key
177,건설폐기물처리업,09_30_05_P,3350000,335000092201200002,2012-07-19,,1,영업/정상,BBBB,영업,,,,,051-532-2323,,,부산광역시 금정구 금사동 75-2,부산광역시 금정구 공단동로29번길 35 (금사동),46332,늘푸른환경,2026-02-10 15:15:09,U,2026-02-12 02:40:00,,392502.383983901,193233.012201457,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,늘푸른환경_부산광역시금정구금사동75-2
48,건설폐기물처리업,09_30_05_P,6520000,652000092201200002,2012-07-02,,1,영업/정상,BBBB,영업,,,,,0647380171,,,제주특별자치도 서귀포시 상예동 525,제주특별자치도 서귀포시 예래로 98 (상예동),63537,예래개발,2026-02-04 08:48:45,U,2026-02-06 02:40:00,,143736.236578637,-26798.5166898442,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,예래개발_제주특별자치도서귀포시상예동525
60,건설폐기물처리업,09_30_05_P,4080000,408000092201200003,2012-05-30,,1,영업/정상,BBBB,영업,,,,,0316770777,,456-842,"경기도 안성시 미양면 강덕리 4-1,4-2",경기도 안성시 미양면 양변길 93,456-842,광일환경(주),2026-02-04 09:44:28,U,2026-02-06 02:40:00,,221047.180202091,384218.640121384,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,"광일환경(주)_경기도안성시미양면강덕리4-1,4-2"
22,건설폐기물처리업,09_30_05_P,5680000,568000092200600005,2012-01-19,,1,영업/정상,BBBB,영업,,,,,,,343-806,충청남도 당진시 대덕동 1189-1,충청남도 당진시 아미로 830 (대덕동),31786,(주)친환경,2026-02-02 21:26:43,U,2026-02-04 02:40:00,,167153.283442718,375680.107502315,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)친환경_충청남도당진시대덕동1189-1
112,건설폐기물처리업,09_30_05_P,5450000,545000092201100001,2011-12-05,,1,영업/정상,BBBB,영업,,,,,055-972-5605,,,"경상남도 산청군 산청읍 옥산리 262-8 , 2층","경상남도 산청군 산청읍 꽃봉산로79번길 10, 2층",52223,(주)은창환경,2026-02-06 11:14:18,U,2026-02-08 02:40:00,,279325.973525302,213040.275542168,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,13131.06,,,"(주)은창환경_경상남도산청군산청읍옥산리262-8,2층"
248,건설폐기물처리업,09_30_05_P,4570000,457000092201100001,2011-10-12,,1,영업/정상,BBBB,영업,,,,,837-6114,,,충청남도 부여군 부여읍 염창리 511-2,"충청남도 부여군 부여읍 동문로142번길 2-18, 1호",33162,대한건설 주식회사,2026-02-13 09:54:19,U,2026-02-15 02:40:00,,194842.008915957,307134.763164968,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,대한건설주식회사_충청남도부여군부여읍염창리511-2
97,건설폐기물처리업,09_30_05_P,4620000,462000092201000001,2011-05-03,,1,영업/정상,BBBB,영업,,,,,0416661957,,357-901,충청남도 태안군 태안읍 장산리 17-6 1층,"충청남도 태안군 태안읍 귀실길 14, 1층",32145,어송환경산업(주),2026-02-05 09:45:59,U,2026-02-07 02:40:00,,136726.95150348,360844.565695953,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,어송환경산업(주)_충청남도태안군태안읍장산리17-61층
124,건설폐기물처리업,09_30_05_P,3860000,386000092201000001,2011-04-07,,1,영업/정상,BBBB,영업,,,,,032 678 0081,,,경기도 부천시 오정구 삼정동 34-8,경기도 부천시 오정구 오정로 12 (삼정동),14448,(주)드림아스콘,2026-02-06 16:18:42,U,2026-02-08 02:40:00,,178842.097233309,446998.955539701,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,4132.4,,,(주)드림아스콘_경기도부천시오정구삼정동34-8
56,건설폐기물처리업,09_30_05_P,5410000,541000092200900002,2011-03-31,,1,영업/정상,BBBB,영업,,,,,0555212251,,635-912,경상남도 창녕군 도천면 덕곡리 169-1,경상남도 창녕군 도천면 길곡로 722,635-912,(주)성전산업,2026-02-03 13:22:04,U,2026-02-06 02:40:00,,342347.643902536,216714.491005636,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)성전산업_경상남도창녕군도천면덕곡리169-1
156,건설폐기물처리업,09_30_05_P,3150000,315000092200700001,2011-02-11,,1,영업/정상,BBBB,영업,,,,,,,,서울특별시 강서구 개화동 323,서울특별시 강서구 금낭화로26가길 152-126 (개화동),07501,(주)인광CNT,2026-02-09 17:16:17,U,2026-02-11 02:40:00,,183479.955247008,453679.379510644,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)인광CNT_서울특별시강서구개화동323
208,건설폐기물처리업,09_30_05_P,3520000,352000092201000002,2010-02-02,,1,영업/정상,BBBB,영업,,,,,0328323417,,406-713,인천광역시 연수구 옥련동 204-1,"인천광역시 연수구 옥련로 45, 207호 (옥련동)",21955,미래건기(주),2026-02-12 14:15:38,U,2026-02-14 02:40:00,,168475.685440783,436182.1545766,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,미래건기(주)_인천광역시연수구옥련동204-1
64,건설폐기물처리업,09_30_05_P,4671000,467100092199700016,2009-12-29,,1,영업/정상,BBBB,영업,,,,,0634428200,,573-884,전북특별자치도 군산시 중동 265-5,"전북특별자치도 군산시 해망로 75-6, 1층 (중동)",54030,(유)대성특수화물운수,2026-02-03 17:57:12,U,2026-02-06 02:40:00,,175007.716714308,275837.887172242,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(유)대성특수화물운수_전북특별자치도군산시중동265-5
51,건설폐기물처리업,09_30_05_P,4990000,499000092200800002,2009-12-23,,1,영업/정상,BBBB,영업,,,,,0615553696,,537-800,전라남도 완도군 완도읍 가용리 924-1,전라남도 완도군 완도읍 청해진동로 326,59109,(유)원찬환경,2026-02-04 17:52:45,U,2026-02-06 02:40:00,,174765.27717482,92552.3840008132,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(유)원찬환경_전라남도완도군완도읍가용리924-1
207,건설폐기물처리업,09_30_05_P,5120000,512000092200900005,2009-12-02,,1,영업/정상,BBBB,영업,,,,,054-571-1491,,745-863,경상북도 문경시 마성면 하내리 95-1,경상북도 문경시 마성면 은성로 1412,,주흘산업개발,2026-02-12 15:55:47,U,2026-02-14 02:40:00,,298584.663525532,353285.850797303,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,16464.0,,,주흘산업개발_경상북도문경시마성면하내리95-1
238,건설폐기물처리업,09_30_05_P,3330000,333000092200900002,2009-10-09,,1,영업/정상,BBBB,영업,,,,,554-7766,,,부산광역시 해운대구 반여동 748-1,부산광역시 해운대구 선수촌로 218 (반여동),48033,동래덤프,2026-02-13 18:03:59,U,2026-02-15 02:40:00,,393577.215081398,192348.059016321,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,동래덤프_부산광역시해운대구반여동748-1
241,건설폐기물처리업,09_30_05_P,4641000,466100092199600013,2009-09-18,,1,영업/정상,BBBB,영업,,,,,0632128006,,,전북특별자치도 전주시 덕진구 팔복동3가 529-5,전북특별자치도 전주시 덕진구 팔복로 221 (팔복동3가),54854,(유)천변토건환경,2026-02-13 15:05:07,U,2026-02-15 02:40:00,,207498.846508302,261823.961034727,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,48047.0,,,(유)천변토건환경_전북특별자치도전주시덕진구팔복동3가529-5
16,건설폐기물처리업,09_30_05_P,3830000,383000092200900002,2009-07-29,,1,영업/정상,BBBB,영업,,,,,0314214034,,,경기도 안양시 동안구 관양동 922 평촌역 하이필드 B동 801호,"경기도 안양시 동안구 벌말로 66, 평촌역 하이필드 B동 801호 (관양동)",14058,동방산업(주),2026-02-02 17:36:39,U,2026-02-04 02:40:00,,197281.306783112,432471.390077496,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,16981.0,,,동방산업(주)_경기도안양시동안구관양동922평촌역하이필드B동801호
212,건설폐기물처리업,09_30_05_P,3650000,365000092200900001,2009-07-01,,1,영업/정상,BBBB,영업,,,,,0422850160,,,대전광역시 중구 어남동 145-1,대전광역시 중구 단재로 378-47 (어남동),,중앙아스콘(주),2026-02-12 11:07:43,U,2026-02-14 02:40:00,,237228.246577022,302134.345650423,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,중앙아스콘(주)_대전광역시중구어남동145-1
224,건설폐기물처리업,09_30_05_P,4140000,414000092200900001,2009-01-05,,1,영업/정상,BBBB,영업,,,,,0318328288,,,경기도 연천군 전곡읍 간파리 334,경기도 연천군 전곡읍 양연로402번길 135,486-901,(주)베르원,2026-02-12 15:54:02,U,2026-02-14 02:40:00,,200490.70880116,492877.454904023,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)베르원_경기도연천군전곡읍간파리334
195,건설폐기물처리업,09_30_05_P,3240000,324000092200800001,2008-09-18,,1,영업/정상,BBBB,영업,,,,,024868969,,,서울특별시 강동구 성내동 550-5 건양빌딩 4층 401호,"서울특별시 강동구 성내로 42, 건양빌딩 4층 401호 (성내동)",05399,(주)강동환경,2026-02-11 11:09:03,U,2026-02-13 02:40:00,,210957.149072412,447403.373365764,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)강동환경_서울특별시강동구성내동550-5건양빌딩4층401호
165,건설폐기물처리업,09_30_05_P,4201000,420100092200800010,2008-06-11,,1,영업/정상,BBBB,영업,,,,,0336530073,,210-110,강원특별자치도 강릉시 포남동 1103-4,강원특별자치도 강릉시 가작로274번길 9 (포남동),,삼미운송(주),2026-02-10 10:40:55,U,2026-02-12 02:40:00,,367760.800372636,475821.870145453,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,삼미운송(주)_강원특별자치도강릉시포남동1103-4
166,건설폐기물처리업,09_30_05_P,4251000,425100092200800004,2008-05-06,,1,영업/정상,BBBB,영업,,,,,0334359953,,,강원특별자치도 홍천군 홍천읍 삼마치리 80-1,강원특별자치도 홍천군 홍천읍 옥류동길 123-6,,상지환경산업(주),2026-02-10 16:11:22,U,2026-02-12 02:40:00,,278840.232859806,459670.811622533,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,9000.0,,,상지환경산업(주)_강원특별자치도홍천군홍천읍삼마치리80-1
117,건설폐기물처리업,09_30_05_P,5020000,502000092200700018,2007-10-15,,1,영업/정상,BBBB,영업,,,,,262-2360,,791-942,,경상북도 포항시 북구 흥해읍 동해대로1954번길 23-1,791-942,우정환경(주),2026-02-06 15:12:21,U,2026-02-08 02:40:00,,411338.807262787,296820.137383655,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,우정환경(주)_
245,건설폐기물처리업,09_30_05_P,3660000,366000092200700003,2007-09-28,,1,영업/정상,BBBB,영업,,,,,0422708832,,302-150,대전광역시 서구 둔산동 1420 대전광역시청,"대전광역시 서구 둔산로 100, 대전광역시청 (둔산동)",35242,대전광역시건설관리본부,2026-02-13 15:54:25,U,2026-02-15 02:40:00,,234473.013243674,316662.429832668,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,대전광역시건설관리본부_대전광역시서구둔산동1420대전광역시청
27,건설폐기물처리업,09_30_05_P,5080000,508000092200700011,2007-09-21,,1,영업/정상,BBBB,영업,,,,,054-481-9991,,730-806,경상북도 구미시 선산읍 죽장리 821,경상북도 구미시 선산읍 죽장5길 91,730-806,경북환경(주),2026-01-30 15:32:02,U,2026-02-04 11:04:37,,314269.006755549,304689.35261001,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,경북환경(주)_경상북도구미시선산읍죽장리821
139,건설폐기물처리업,09_30_05_P,4211000,421100092200700009,2007-05-16,,1,영업/정상,BBBB,영업,,,,,033-532-5353,,240-150,,강원특별자치도 동해시 동해대로 5219 (지흥동),240-150,주식회사 상보산업,2026-02-09 10:02:11,U,2026-02-11 02:40:00,,385852.225187155,447295.784648462,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,0.0,,,주식회사상보산업_
142,건설폐기물처리업,09_30_05_P,4940000,494000092200700001,2007-01-23,,1,영업/정상,BBBB,영업,,,,,061-464-3000,,,전라남도 영암군 삼호읍 동호리 1029,전라남도 영암군 삼호읍 백야길 29-215,526-893,(유)천하환경,2026-02-09 11:23:08,U,2026-02-11 02:40:00,,154294.402853843,140266.308109746,건설폐기물처리업사업계획(허가)신청,,,,0.0,,,(유)천하환경_전라남도영암군삼호읍동호리1029
55,건설폐기물처리업,09_30_05_P,5020000,502000092200800007,2006-10-31,,1,영업/정상,BBBB,영업,,,,,0542823678,,,경상북도 포항시 북구 흥해읍 이인리 243-3,"경상북도 포항시 북구 흥해읍 달전로 166, 2층",37567,엠에스디산업(주),2026-02-04 13:08:14,U,2026-02-06 02:40:00,,410261.326622833,286851.788623821,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,엠에스디산업(주)_경상북도포항시북구흥해읍이인리243-3
4,건설폐기물처리업,09_30_05_P,3740000,374000092200800014,2006-08-18,,1,영업/정상,BBBB,영업,,,,,0313571484,,,경기도 수원시 팔달구 화서동 644-4,"경기도 수원시 팔달구 덕영대로697번길 21-7, 702호 (화서동, 정자프라자)",16435,다우개발(주),2026-02-02 17:08:45,U,2026-02-04 02:40:00,,199127.438693968,420358.881263675,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,다우개발(주)_경기도수원시팔달구화서동644-4
246,건설폐기물처리업,09_30_05_P,4390000,439000092200600003,2006-08-01,,1,영업/정상,BBBB,영업,,,,,0438452482,,,충청북도 충주시 봉방동 31-1,충청북도 충주시 탄금대로 57 (봉방동),27426,강남환경개발,2026-02-13 09:22:18,U,2026-02-15 02:40:00,,282074.916452517,386405.456147582,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,강남환경개발_충청북도충주시봉방동31-1
82,건설폐기물처리업,09_30_05_P,4341000,434100026200500092,2005-08-24,,1,영업/정상,BBBB,영업,,,,,0336311371,,,589-1 ㈜우주환경,강원특별자치도 고성군 토성면 진등길 158 (㈜우주환경),24756,(주)우주환경산업,2026-02-05 17:57:15,U,2026-02-07 02:40:00,,334101.676814997,530671.409992972,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,6000.0,,,(주)우주환경산업_589-1㈜우주환경
122,건설폐기물처리업,09_30_05_P,5480000,548000092200500001,2004-12-20,,1,영업/정상,BBBB,영업,,,,,055-932-9200,,678-811,경상남도 합천군 율곡면 두사리 275,경상남도 합천군 율곡면 황강옥전로 292-3,50243,㈜상원엔텍,2026-02-06 13:47:31,U,2026-02-08 02:40:00,,310977.430040361,234548.244350955,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,20476.0,,,㈜상원엔텍_경상남도합천군율곡면두사리275
95,건설폐기물처리업,09_30_05_P,5480000,548000092200700001,2004-12-04,,1,영업/정상,BBBB,영업,,,,,055-932-9200,,,경상남도 합천군 율곡면 두사리 275,경상남도 합천군 율곡면 황강옥전로 292-3,50243,(주)상원엔텍,2026-02-05 11:19:44,U,2026-02-07 02:40:00,,310977.430040361,234548.244350955,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,20476.0,,,(주)상원엔텍_경상남도합천군율곡면두사리275
132,건설폐기물처리업,09_30_05_P,4070000,407000092200200005,2002-10-16,,1,영업/정상,BBBB,영업,,,,,0316348020,,467-873,경기도 이천시 모가면 소고리 108-7,경기도 이천시 모가면 공원로218번길 135-46,17407,금강환경산업(주),2026-02-09 15:22:02,U,2026-02-11 02:40:00,,241012.44609449,408230.039482566,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,금강환경산업(주)_경기도이천시모가면소고리108-7
20,건설폐기물처리업,09_30_05_P,3860000,386000092200100002,2001-09-03,,1,영업/정상,BBBB,영업,,,,,032-675-5300,,,경기도 부천시 오정구 오정동 805-3,경기도 부천시 오정구 신흥로511번길 165 (오정동),14446,우광개발(주),2026-02-02 09:35:15,U,2026-02-04 02:40:00,,179546.419982965,447598.485944214,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,우광개발(주)_경기도부천시오정구오정동805-3
52,건설폐기물처리업,09_30_05_P,3060000,306000092200100005,2001-05-24,,1,영업/정상,BBBB,영업,,,,,0222082244,,,서울특별시 중랑구 면목동 379-35,서울특별시 중랑구 면목로 241 (면목동),02245,(공동대표)하나로건기,2026-02-04 10:54:35,U,2026-02-06 02:40:00,,207423.955101627,452476.697093769,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(공동대표)하나로건기_서울특별시중랑구면목동379-35
75,건설폐기물처리업,09_30_05_P,4490000,449000092200100003,2001-05-08,,1,영업/정상,BBBB,영업,,,,,0415547811,,330-844,충청남도 천안시 동남구 목천읍 소사리 187-4 (외 1필지),충청남도 천안시 동남구 목천읍 학수소사길 142-42 (외 1필지),31227,(주)영흥산업환경,2026-02-05 13:17:15,U,2026-02-07 02:40:00,,215521.906610959,359962.702545351,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)영흥산업환경_충청남도천안시동남구목천읍소사리187-4(외1필지)
24,건설폐기물처리업,09_30_05_P,4060000,406000092200100032,2001-04-21,,1,영업/정상,BBBB,영업,,,,,0319533322,,,경기도 파주시 문산읍 사목리 121-2,,,만강이엔티(주),2026-02-02 17:30:58,U,2026-02-04 02:40:00,,178951.391423342,486166.055260305,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,만강이엔티(주)_경기도파주시문산읍사목리121-2
176,건설폐기물처리업,09_30_05_P,3050000,305000092200700002,2001-04-07,,1,영업/정상,BBBB,영업,,,,,02-2243-6590,,130-030,서울특별시 동대문구 장안동 457-1 태양빌딩 4층,"서울특별시 동대문구 천호대로91길 12, 4층 (장안동, 태양빌딩)",130-101,동광건설기계(주),2026-02-10 17:40:14,U,2026-02-12 02:40:00,,206025.47310789,451097.582712311,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,동광건설기계(주)_서울특별시동대문구장안동457-1태양빌딩4층
253,건설폐기물처리업,09_30_05_P,4140000,414000092200100004,2001-04-06,,1,영업/정상,BBBB,영업,,,,,0318320576,,486-852,경기도 연천군 청산면 대전리 626-4,경기도 연천군 청산면 초대로 136,486-852,(주)건용환경개발,2026-02-13 09:15:30,U,2026-02-15 02:40:00,,206757.486318433,499381.918120758,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)건용환경개발_경기도연천군청산면대전리626-4
233,건설폐기물처리업,09_30_05_P,3060000,306000092200700010,2001-01-17,,1,영업/정상,BBBB,영업,,,,,02-435-6080,,,서울특별시 중랑구 상봉동 128-10 SGTOWER 1004호,"서울특별시 중랑구 동일로 709, 1004호 (상봉동, SGTOWER)",02122,(공동대표)해광중기,2026-02-13 09:00:40,U,2026-02-15 02:40:00,,206974.095837709,454601.381554597,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(공동대표)해광중기_서울특별시중랑구상봉동128-10SGTOWER1004호
47,건설폐기물처리업,09_30_05_P,5080000,508000092200700003,2000-08-28,,1,영업/정상,BBBB,영업,,,,,054-471-4700,,730-852,경상북도 구미시 산동읍 동곡리 482-10,경상북도 구미시 산동읍 성림길 52,730-852,(주)토종환경,2026-02-04 13:15:27,U,2026-02-06 02:40:00,,327768.148318152,296440.686158143,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)토종환경_경상북도구미시산동읍동곡리482-10
179,건설폐기물처리업,09_30_05_P,4140000,414000092200000001,2000-01-17,,1,영업/정상,BBBB,영업,,,,,0318327100,,,경기도 연천군 청산면 초성리 310-16,경기도 연천군 청산면 청창로 100,11023,(주)씨.에스,2026-02-10 15:12:39,U,2026-02-12 02:40:00,,206527.78000803,500261.130042022,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)씨.에스_경기도연천군청산면초성리310-16
70,건설폐기물처리업,09_30_05_P,4060000,406000092199900020,1999-12-07,,1,영업/정상,BBBB,영업,,,,,0319419425,,413-821,경기도 파주시 조리읍 뇌조리 517,경기도 파주시 조리읍 정문로 70-33,,문화기업(주),2026-02-04 14:15:08,U,2026-02-06 02:40:00,,183790.496452958,474283.618832913,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,문화기업(주)_경기도파주시조리읍뇌조리517
141,건설폐기물처리업,09_30_05_P,4820000,482000092199800007,1998-07-08,,1,영업/정상,BBBB,영업,,,,,,,,전라남도 순천시 서면 압곡리 127-3 호남산업(주),"전라남도 순천시 서면 매천로 209, 호남산업(주)",57903,호남산업(주),2026-02-09 11:22:36,U,2026-02-11 02:40:00,,248206.153129849,165904.938865263,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,44000.0,,,호남산업(주)_전라남도순천시서면압곡리127-3호남산업(주)
80,건설폐기물처리업,09_30_05_P,3740000,374000092199800004,1998-06-26,,1,영업/정상,BBBB,영업,,,,,031-292-8644,,441-350,경기도 수원시 권선구 오목천동 415-3,경기도 수원시 권선구 효행로 61 (오목천동),16634,삼환환경(주),2026-02-05 09:27:14,U,2026-02-07 02:40:00,,196493.959683389,415171.923387785,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,삼환환경(주)_경기도수원시권선구오목천동415-3
154,건설폐기물처리업,09_30_05_P,4671000,467100092199700015,1997-10-24,,1,영업/정상,BBBB,영업,,,,,063-452-9202,,573-530,전북특별자치도 군산시 내초동 193-1,전북특별자치도 군산시 새만금북로 624-53 (내초동),573-530,(주)대산건설환경,2026-02-09 11:09:40,U,2026-02-11 02:40:00,,163828.725878765,271980.683098755,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,23800.0,,,(주)대산건설환경_전북특별자치도군산시내초동193-1
146,건설폐기물처리업,09_30_05_P,5250000,525000092199700001,1997-03-01,,1,영업/정상,BBBB,영업,,,,,0547830705,,767-801,경상북도 울진군 울진읍 고성리 864-5 외 3필지,경상북도 울진군 울진읍 설매길 112,767-801,(주)우진산업,2026-02-09 10:30:09,U,2026-02-11 02:40:00,,410400.108308328,391484.791258968,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,12000.0,,,(주)우진산업_경상북도울진군울진읍고성리864-5외3필지
194,건설폐기물처리업,09_30_05_P,3310000,331000092199600006,1996-09-19,,1,영업/정상,BBBB,영업,,,,,0516285040,,,부산광역시 남구 대연동 238-29,부산광역시 남구 황령대로 329-23 (대연동),48428,황령기업,2026-02-11 09:34:10,U,2026-02-13 02:40:00,,390858.668179764,185326.887017172,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,449.25,,,황령기업_부산광역시남구대연동238-29
140,건설폐기물처리업,09_30_05_P,4820000,482000092199600001,1996-06-28,,1,영업/정상,BBBB,영업,,,,,061-742-6701,,540-250,전라남도 순천시 대룡동 929-3,전라남도 순천시 대룡길 10 (대룡동),540-250,백진환경합자회사,2026-02-09 16:21:28,U,2026-02-11 02:40:00,,244384.270825527,156795.438732551,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,백진환경합자회사_전라남도순천시대룡동929-3
103,건설폐기물처리업,09_30_05_P,6510000,651000092199500002,1995-06-21,,1,영업/정상,BBBB,영업,,,,,0647218882,,,제주특별자치도 제주시 영평동 256 제4호 2층 210호,"제주특별자치도 제주시 번영로 316, 제4호 2층 210호 (영평동)",63308,제주산업 주식회사,2026-02-06 16:56:01,U,2026-02-08 02:40:00,,160669.222140175,208.012250387101,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,제주산업주식회사_제주특별자치도제주시영평동256제4호2층210호
