번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),비상시설위치,시설구분명,시설명건물명,해제일자,Unnamed: 32,record_key
330,민방위급수시설,11_46_01_P,3380000,3380000-E200200002,2002-03-02,,1,영업/정상,18,사용중,,,,,,30.0,,부산광역시 수영구 망미동 774번지 283호,"부산광역시 수영구 연수로260번길 53 (망미동, 흰돌실버타운)",48239,흰돌실버타운,2026-02-04 09:37:28,U,2026-02-06 02:40:00,,391162.165174196,187717.755439897,부산광역시 수영구 망미동 774번지 283호,공공용시설,흰돌실버타운,,,흰돌실버타운_부산광역시수영구망미동774번지283호
326,민방위급수시설,11_46_01_P,4211000,4211000-E200200003,2002-01-04,,1,영업/정상,18,사용중,,,,,,100.0,,강원특별자치도 동해시 천곡동 593번지,"강원특별자치도 동해시 덕골길 10 (천곡동, 동해웰빙레포츠타운)",25750,동해체육관 비상급수시설,2026-02-04 14:12:54,U,2026-02-06 02:40:00,,385720.60266411,448203.830323753,강원특별자치도 동해시 천곡동 593번지,정부지원시설,동해체육관 비상급수시설,,,동해체육관비상급수시설_강원특별자치도동해시천곡동593번지
115,민방위급수시설,11_46_01_P,5530000,5750000-E200200001,2002-01-01,,1,영업/정상,18,사용중,,,,,,350.0,,경기도 화성시 효행구 정남면 141번지 39호,경기도 화성시 효행구 정남면 세자로 286,445-963,(주)라비돌,2026-02-01 09:45:07,U,2026-02-04 01:35:23,,198449.906260848,409841.049535703,경기도 화성시 효행구 정남면 141번지 39호,공공용시설,(주)라비돌,,,(주)라비돌_경기도화성시효행구정남면141번지39호
292,민방위급수시설,11_46_01_P,4440000,4440000-E200100100,2001-12-04,,1,영업/정상,18,사용중,,,,,,310.0,,충청북도 영동군 영동읍 78번지,충청북도 영동군 영동읍 계산로 106,370-802,영동중학교,2026-01-30 18:14:01,U,2026-02-04 11:04:37,,270791.829045043,296927.582816536,충청북도 영동군 영동읍 78번지,정부지원시설,영동중학교,,,영동중학교_충청북도영동군영동읍78번지
313,민방위급수시설,11_46_01_P,3900000,3900000-E200800003,2001-11-15,,1,영업/정상,18,사용중,,,,,,550.0,,경기도 광명시 광명동 290번지 14호,"경기도 광명시 광명로 841 (광명동, 동진프라자)",14291,동진플라자(광명24시불가마사우나),2026-02-03 18:57:59,U,2026-02-06 02:40:00,,186812.00600677,441358.410644991,경기도 광명시 광명동 290번지 14호,공공용시설,동진플라자(광명24시불가마사우나),,,동진플라자(광명24시불가마사우나)_경기도광명시광명동290번지14호
114,민방위급수시설,11_46_01_P,5530000,5750000-E200100005,2001-10-16,,1,영업/정상,18,사용중,,,,,,100.0,,경기도 화성시 효행구 정남면 405번지 6호,경기도 화성시 효행구 정남면 만년로 527,445-967,정남도서관 민방위비상급수시설,2026-02-01 09:45:07,U,2026-02-04 01:35:23,,198422.260803281,407389.993723671,경기도 화성시 효행구 정남면 405번지 6호,정부지원시설,정남도서관 민방위비상급수시설,,,정남도서관민방위비상급수시설_경기도화성시효행구정남면405번지6호
113,민방위급수시설,11_46_01_P,5530000,5740000-E200100004,2001-10-16,,1,영업/정상,18,사용중,,,,,,100.0,,경기도 화성시 만세구 양감면 815번지 2호,경기도 화성시 만세구 양감면 창말안길 12,445-934,양감면 복지회관 민방위비상급수시설,2026-02-01 09:45:07,U,2026-02-04 01:35:23,,195075.796061522,397605.125650839,경기도 화성시 만세구 양감면 815번지 2호,정부지원시설,양감면 복지회관 민방위비상급수시설,,,양감면복지회관민방위비상급수시설_경기도화성시만세구양감면815번지2호
346,민방위급수시설,11_46_01_P,4691000,4691000-E200100004,2001-10-13,,1,영업/정상,18,사용중,,,,,,170.0,,전북특별자치도 정읍시 시기동 69번지,"전북특별자치도 정읍시 정읍사로 547 (시기동, 정읍시 청소년수련관)",56204,정읍사달님약수,2026-02-04 13:27:39,U,2026-02-06 02:40:00,,187503.275424152,228071.298716996,전북특별자치도 정읍시 시기동 69번지,지자체시설,정읍사달님약수,,,정읍사달님약수_전북특별자치도정읍시시기동69번지
449,민방위급수시설,11_46_01_P,3340000,3340000-E200100006,2001-05-07,,1,영업/정상,18,사용중,,,,,,30.0,,부산광역시 사하구 신평동 산 84번지,,,"새마을금고(신평1동,산 84번지)",2026-02-10 14:47:08,U,2026-02-12 02:40:00,,379397.419468418,179170.803230817,부산광역시 사하구 신평동 산 84번지,공공용시설,"새마을금고(신평1동,산 84번지)",,,"새마을금고(신평1동,산84번지)_부산광역시사하구신평동산84번지"
365,민방위급수시설,11_46_01_P,3780000,3800000-E200000013,2001-03-31,,1,영업/정상,18,사용중,,,,,,100.0,,경기도 성남시 중원구 상대원동 146번지 1호,"경기도 성남시 중원구 사기막골로 47 (상대원동, 삼영전자)",13209,삼영전자,2026-02-05 18:15:49,U,2026-02-07 02:40:00,,215115.743548006,437260.360588503,경기도 성남시 중원구 상대원동 146번지 1호,공공용시설,삼영전자,,,삼영전자_경기도성남시중원구상대원동146번지1호
69,민방위급수시설,11_46_01_P,5530000,5740000-E200100003,2001-01-05,2013-12-24,4,취소/말소/만료/정지/중지,19,사용중지,2013-12-24,,,,,500.0,,경기도 화성시 만세구 장안면 독정리 461  (주)이트로닉스,,,(주)이트로닉스:회사내 지하급수시설,2026-02-01 09:45:07,U,2026-02-03 02:40:00,,,,경기도 화성시 만세구 장안면 독정리 461  (주)이트로닉스,공공용시설,(주)이트로닉스:회사내 지하급수시설,20131224.0,,(주)이트로닉스:회사내지하급수시설_경기도화성시만세구장안면독정리461(주)이트로닉스
474,민방위급수시설,11_46_01_P,5340000,5340000-E200100004,2001-01-02,,1,영업/정상,18,사용중,,,,,,150.0,,경상남도 사천시 좌룡동 13번지 10호,경상남도 사천시 한내1길 101 (좌룡동),52553,좌삼 급수시설,2026-02-13 13:23:55,U,2026-02-15 02:40:00,,299266.330307351,162339.041102167,경상남도 사천시 좌룡동 13번지 10호,공공용시설,좌삼 급수시설,,,좌삼급수시설_경상남도사천시좌룡동13번지10호
342,민방위급수시설,11_46_01_P,3380000,3380000-E200100001,2001-01-01,,1,영업/정상,18,사용중,,,,,,80.0,,부산광역시 수영구 망미동 777번지,"부산광역시 수영구 망미로30번길 23 (망미동, 삼성아파트)",48238,삼성유치원,2026-02-04 09:37:16,U,2026-02-06 02:40:00,,391420.713034121,187567.309029087,부산광역시 수영구 망미동 777번지,공공용시설,삼성유치원,,,삼성유치원_부산광역시수영구망미동777번지
287,민방위급수시설,11_46_01_P,4711000,4711000-E200100002,2001-01-01,,1,영업/정상,18,사용중,,,,,,100.0,,전북특별자치도 김제시 신풍동 607번지,전북특별자치도 김제시 도작7길 59-12 (신풍동),54396,신풍공원,2026-01-30 15:49:07,U,2026-02-04 11:04:37,,190669.838362645,255641.440608183,전북특별자치도 김제시 신풍동 607번지,정부지원시설,신풍공원,,,신풍공원_전북특별자치도김제시신풍동607번지
112,민방위급수시설,11_46_01_P,5530000,5740000-E200000001,2000-12-05,2015-12-14,4,취소/말소/만료/정지/중지,19,사용중지,2015-12-14,,,,,270.0,,경기도 화성시 만세구 마도면 청원리 228번지 4호 청원초등학교,경기도 화성시 만세구 마도면 해운로 794 (청원초등학교),445-862,청원초등학교,2026-02-01 09:45:07,U,2026-02-04 01:35:23,,178767.010417017,409610.75337102,경기도 화성시 만세구 마도면 청원리 228번지 4호 청원초등학교,공공용시설,청원초등학교,20151214.0,,청원초등학교_경기도화성시만세구마도면청원리228번지4호청원초등학교
371,민방위급수시설,11_46_01_P,4251000,4251000-E200000001,2000-10-19,,1,영업/정상,18,사용중,,,,,,870.0,,강원특별자치도 홍천군 홍천읍 155번지,강원특별자치도 홍천군 홍천읍 구시울1길 25 (삼호2차아파트),25117,홍천읍 삼호아파트,2026-02-05 15:15:04,U,2026-02-07 02:40:00,,275369.271010644,463586.971033542,강원특별자치도 홍천군 홍천읍 155번지,공공용시설,홍천읍 삼호아파트,,,홍천읍삼호아파트_강원특별자치도홍천군홍천읍155번지
51,민방위급수시설,11_46_01_P,5710000,4370000-E200010004,2000-09-28,2003-10-06,4,취소/말소/만료/정지/중지,19,사용중지,2003-10-06,,,,,300.0,,지북동 153,,,서라벌식당,2004-07-07 00:00:00,D,2026-02-03 02:30:00,,,,지북동 153,공공용시설,서라벌식당,20031006.0,,서라벌식당_지북동153
493,민방위급수시설,11_46_01_P,3350000,3350000-E201000002,2000-07-30,,1,영업/정상,18,사용중,,,,,,90.0,,부산광역시 금정구 금사동 561번지 1호,부산광역시 금정구 중군진로 21 (금사동),609-810,삼한APT,2026-02-22 06:43:02,U,2026-02-24 02:40:00,,392024.613232533,192458.663518329,부산광역시 금정구 금사동 561번지 1호,공공용시설,삼한APT,,,삼한APT_부산광역시금정구금사동561번지1호
7,민방위급수시설,11_46_01_P,3900000,3900000-E200000003,2000-07-14,,1,영업/정상,18,사용중,,,,,,102.0,,경기도 광명시 광명동 10번지 9호,"경기도 광명시 광복로21번길 7-1 (광명동, 노인정)",14205,파란마음어린이공원,2018-01-02 11:53:13,D,2026-02-03 02:30:00,,187677.302802573,442858.284843583,경기도 광명시 광명동 10번지 9호,정부지원시설,파란마음어린이공원,,,파란마음어린이공원_경기도광명시광명동10번지9호
302,민방위급수시설,11_46_01_P,4711000,4711000-E200000001,2000-06-01,,1,영업/정상,18,사용중,,,,,,175.0,,전북특별자치도 김제시 백학동 84 한국폴리텍대학 전북캠퍼스 복지관,"전북특별자치도 김제시 백학제길 154, 한국폴리텍대학 전북캠퍼스 복지관 (백학동)",54352,폴리텍대학,2026-01-30 15:48:56,U,2026-02-04 11:04:37,,194527.562671007,256685.806337013,전북특별자치도 김제시 백학동 84 한국폴리텍대학 전북캠퍼스 복지관,공공용시설,폴리텍대학,,,폴리텍대학_전북특별자치도김제시백학동84한국폴리텍대학전북캠퍼스복지관
258,민방위급수시설,11_46_01_P,3780000,3800000-E200000027,2000-01-07,,1,영업/정상,18,사용중,,,,,,70.0,,경기도 성남시 중원구 갈현동 432번지 9호,,,갈현동(정부),2026-02-02 17:37:00,U,2026-02-04 02:40:00,,214310.899448463,435376.433974614,경기도 성남시 중원구 갈현동 432번지 9호,정부지원시설,갈현동(정부),,,갈현동(정부)_경기도성남시중원구갈현동432번지9호
263,민방위급수시설,11_46_01_P,3230000,3230000-E200000011,2000-01-03,,1,영업/정상,18,사용중,,,,,,60.0,,서울특별시 송파구 거여동 178번지 123호,"서울특별시 송파구 오금로57길 22-0 (거여동, 가원어린이집)",05744,가원어린이집(구-신광사우나),2026-02-02 14:03:49,U,2026-02-04 02:40:00,,212628.593180708,443707.944430212,서울특별시 송파구 거여동 178번지 123호,공공용시설,가원어린이집(구-신광사우나),,,가원어린이집(구-신광사우나)_서울특별시송파구거여동178번지123호
347,민방위급수시설,11_46_01_P,4691000,4691000-E200000005,2000-01-01,,1,영업/정상,18,사용중,,,,,,170.0,,전북특별자치도 정읍시 수성동 918번지 4호,"전북특별자치도 정읍시 수성3로 20 (수성동, 제일하이퍼마켓)",56175,제일아파트,2026-02-04 13:27:18,U,2026-02-06 02:40:00,,186840.662132091,231536.225517432,전북특별자치도 정읍시 수성동 918번지 4호,공공용시설,제일아파트,,,제일아파트_전북특별자치도정읍시수성동918번지4호
469,민방위급수시설,11_46_01_P,3460000,3460000-E200000005,2000-01-01,,1,영업/정상,18,사용중,,,,,,272.0,,대구광역시 수성구 욱수동 62번지 5호,대구광역시 수성구 욱수길 61 (욱수동),42288,욱수동,2026-02-12 13:49:28,U,2026-02-14 02:40:00,,354090.430581147,259625.849358156,대구광역시 수성구 욱수동 62번지 5호,정부지원시설,욱수동,,,욱수동_대구광역시수성구욱수동62번지5호
271,민방위급수시설,11_46_01_P,3900000,3900000-E199900001,1999-09-16,,1,영업/정상,18,사용중,,,,,,100.0,,경기도 광명시 하안동 200번지,"경기도 광명시 하안로 238 (하안동, 하안13단지고층주공아파트)",14307,하안주공13단지,2026-01-30 16:42:06,U,2026-02-04 11:04:37,,189729.752712235,439673.226335459,경기도 광명시 하안동 200번지,정부지원시설,하안주공13단지,,,하안주공13단지_경기도광명시하안동200번지
471,민방위급수시설,11_46_01_P,3460000,3460000-E199900001,1999-09-01,,1,영업/정상,18,사용중,,,,,,200.0,,대구광역시 수성구 범물동 1288번지 2호,대구광역시 수성구 범안로 103 (범물동),42200,마산어린이공원,2026-02-12 13:50:00,U,2026-02-14 02:40:00,,348947.893333453,258921.312519557,대구광역시 수성구 범물동 1288번지 2호,정부지원시설,마산어린이공원,,,마산어린이공원_대구광역시수성구범물동1288번지2호
472,민방위급수시설,11_46_01_P,3740000,5610000-E199900006,1999-08-16,,1,영업/정상,18,사용중,,,,,,120.0,,경기도 수원시 영통구 영통동 981번지 4호,경기도 수원시 영통구 덕영대로 1570 (영통동),16693,수원어린이교통공원(영통동),2026-02-12 17:12:33,U,2026-02-14 02:40:00,,205599.114104724,415955.288749352,경기도 수원시 영통구 영통동 981번지 4호,정부지원시설,수원어린이교통공원(영통동),,,수원어린이교통공원(영통동)_경기도수원시영통구영통동981번지4호
541,민방위급수시설,11_46_01_P,3560000,3560000-E199900001,1999-03-29,,1,영업/정상,18,사용중,,,,,,100.0,,인천광역시 서구 연희동 산 129 녹지관리사업소,"인천광역시 서구 봉수대로 755, 녹지관리사업소 (연희동)",22733,녹지관리사업소,2026-02-26 15:47:15,U,2026-02-28 02:40:00,,169946.921924531,449021.129711759,인천광역시 서구 연희동 산 129 녹지관리사업소,공공용시설,녹지관리사업소,,,녹지관리사업소_인천광역시서구연희동산129녹지관리사업소
329,민방위급수시설,11_46_01_P,3380000,3380000-E199900001,1999-03-02,,1,영업/정상,18,사용중,,,,,,95.0,,부산광역시 수영구 수영동 313번지,부산광역시 수영구 연수로415번길 30-5 (수영동),613-120,청아탕,2026-02-04 09:25:39,U,2026-02-06 02:40:00,,392680.446316694,187581.505438814,부산광역시 수영구 수영동 313번지,공공용시설,청아탕,,,청아탕_부산광역시수영구수영동313번지
461,민방위급수시설,11_46_01_P,3740000,5610000-E199900005,1999-01-12,,1,영업/정상,18,사용중,,,,,,120.0,,경기도 수원시 영통구 영통동 972번지 4호,,,한울어린이공원,2026-02-12 17:11:01,U,2026-02-14 02:40:00,,205329.058310845,416369.648612759,경기도 수원시 영통구 영통동 972번지 4호,정부지원시설,한울어린이공원,,,한울어린이공원_경기도수원시영통구영통동972번지4호
41,민방위급수시설,11_46_01_P,3780000,3810000-E199900015,1999-01-01,,1,영업/정상,18,사용중,,,,,,44.0,,경기도 성남시 분당구 율동 342,경기도 성남시 분당구 문정로 130 (율동),13576,율동 344-1 (스파밸리골프),2024-01-30 17:08:05,D,2026-02-03 02:30:00,,213421.047200856,431096.401035842,경기도 성남시 분당구 율동 342,공공용시설,율동 344-1 (스파밸리골프),,,율동344-1(스파밸리골프)_경기도성남시분당구율동342
80,민방위급수시설,11_46_01_P,5530000,5750000-E199900002,1999-01-01,2012-12-31,4,취소/말소/만료/정지/중지,19,사용중지,2012-12-31,,,,,781.0,,경기도 화성시 효행구 봉담읍 와우리 신명아파트,,,신명아파트,2026-02-01 09:45:07,U,2026-02-03 02:40:00,,,,경기도 화성시 효행구 봉담읍 와우리 신명아파트,공공용시설,신명아파트,20121231.0,,신명아파트_경기도화성시효행구봉담읍와우리신명아파트
9,민방위급수시설,11_46_01_P,4301000,4301000-E199800002,1998-12-10,,1,영업/정상,18,사용중,,,,,,124.0,,강원특별자치도 철원군 갈말읍 399번지 2호,강원특별자치도 철원군 갈말읍 지포2길 146 (철원군위생처리사업소축산폐수처리장),24046,상하수도사업소,2023-06-10 15:00:15,D,2026-02-03 02:30:00,,225349.744186749,514255.480689553,강원특별자치도 철원군 갈말읍 399번지 2호,지자체시설,상하수도사업소,,,상하수도사업소_강원특별자치도철원군갈말읍399번지2호
274,민방위급수시설,11_46_01_P,3330000,3330000-E199800004,1998-12-04,,1,영업/정상,18,사용중,,,,,,45.0,,부산광역시 해운대구 좌동 1414 엘아이지건영아파트,"부산광역시 해운대구 좌동순환로217번길 19 (좌동, 엘아이지건영아파트)",48076,LIG건영1차아파트(좌4동) -308동 옆-,2026-01-30 17:30:01,U,2026-02-04 11:04:37,,398571.069434432,188718.326303818,부산광역시 해운대구 좌동 1414 엘아이지건영아파트,공공용시설,LIG건영1차아파트(좌4동) -308동 옆-,,,LIG건영1차아파트(좌4동)-308동옆-_부산광역시해운대구좌동1414엘아이지건영아파트
448,민방위급수시설,11_46_01_P,3340000,3340000-E199800001,1998-10-21,,1,영업/정상,18,사용중,,,,,,120.0,,부산광역시 사하구 감천동 682번지 1호,"부산광역시 사하구 감천로 38 (감천동, 감천현대아파트)",49446,"현대아파트(관리사무소 옆, 감천1동)",2026-02-10 16:55:12,U,2026-02-12 02:40:00,,381998.735749086,178655.837356249,부산광역시 사하구 감천동 682번지 1호,지자체시설,"현대아파트(관리사무소 옆, 감천1동)",,,"현대아파트(관리사무소옆,감천1동)_부산광역시사하구감천동682번지1호"
282,민방위급수시설,11_46_01_P,4711000,4711000-E199800001,1998-07-11,,1,영업/정상,18,사용중,,,,,,200.0,,전북특별자치도 김제시 만경읍 105번지 1호,전북특별자치도 김제시 만경읍 능제로 224,54313,만경읍 비상급수시설,2026-01-30 15:48:45,U,2026-02-04 11:04:37,,185274.725713865,261499.020794976,전북특별자치도 김제시 만경읍 105번지 1호,정부지원시설,만경읍 비상급수시설,,,만경읍비상급수시설_전북특별자치도김제시만경읍105번지1호
369,민방위급수시설,11_46_01_P,4251000,4251000-E199800001,1998-05-02,,1,영업/정상,18,사용중,,,,,,100.0,,강원특별자치도 홍천군 홍천읍 337번지,강원특별자치도 홍천군 홍천읍 꽃뫼로 71 (홍천여자고등학교),25120,홍천여자고등학교,2026-02-05 15:04:00,U,2026-02-07 02:40:00,,277676.409133889,465823.659103714,강원특별자치도 홍천군 홍천읍 337번지,정부지원시설,홍천여자고등학교,,,홍천여자고등학교_강원특별자치도홍천군홍천읍337번지
496,민방위급수시설,11_46_01_P,3620000,3620000-E199800006,1998-03-18,,1,영업/정상,18,사용중,,,,,,550.0,,광주광역시 북구 양산동 283번지 1호,"광주광역시 북구 연양로 33 (양산동, 양산초등학교)",61074,양산초등학교급수시설(양산1),2026-02-23 13:30:10,U,2026-02-25 02:40:00,,188216.949947576,189775.93413003,광주광역시 북구 양산동 283번지 1호,공공용시설,양산초등학교급수시설(양산1),,,양산초등학교급수시설(양산1)_광주광역시북구양산동283번지1호
49,민방위급수시설,11_46_01_P,4070000,4070000-E199800010,1998-03-05,,1,영업/정상,18,사용중,,,,,,280.0,,경기도 이천시 마장면 122번지,경기도 이천시 마장면 덕평로 840 (성진아파트),17389,민간지정 비상급수 덕평성진아파트(모든동의지하),2018-12-20 15:32:36,D,2026-02-03 02:30:00,,232537.098855452,414745.653366228,경기도 이천시 마장면 122번지,공공용시설,민간지정 비상급수 덕평성진아파트(모든동의지하),,,민간지정비상급수덕평성진아파트(모든동의지하)_경기도이천시마장면122번지
66,민방위급수시설,11_46_01_P,4890000,4890000-E199800001,1998-02-13,,1,영업/정상,18,사용중,,,,,,200.0,,전라남도 보성군 보성읍 338번지,전라남도 보성군 보성읍 용문길 18,59451,보성체육공원,2026-02-01 20:06:23,U,2026-02-03 02:40:00,,208562.397717393,141611.110507559,전라남도 보성군 보성읍 338번지,지자체시설,보성체육공원,,,보성체육공원_전라남도보성군보성읍338번지
261,민방위급수시설,11_46_01_P,3380000,3380000-E199800003,1998-02-01,,1,영업/정상,18,사용중,,,,,,55.0,,부산광역시 수영구 망미동 979번지 72호,부산광역시 수영구 금련로43번길 26 (망미동),613-768,현대한누리타운,2026-02-02 08:46:03,U,2026-02-04 02:40:00,,391072.828089698,187645.214259842,부산광역시 수영구 망미동 979번지 72호,공공용시설,현대한누리타운,,,현대한누리타운_부산광역시수영구망미동979번지72호
260,민방위급수시설,11_46_01_P,3380000,3380000-E199800001,1998-02-01,,1,영업/정상,18,사용중,,,,,,70.0,,부산광역시 수영구 망미동 777번지,"부산광역시 수영구 망미로30번길 23, 4동 (망미동, 삼성아파트)",48238,삼성아파트,2026-02-02 08:45:25,U,2026-02-04 02:40:00,,391420.713034121,187567.309029087,부산광역시 수영구 망미동 777번지,공공용시설,삼성아파트,,,삼성아파트_부산광역시수영구망미동777번지
323,민방위급수시설,11_46_01_P,4211000,4211000-E199800001,1998-01-22,,1,영업/정상,18,사용중,,,,,,100.0,,강원특별자치도 동해시 묵호진동 85번지 7호,강원특별자치도 동해시 해맞이길 183 (묵호진동),,창호초등학교 비상급수시설,2026-02-04 14:15:02,U,2026-02-06 02:40:00,,386221.526318686,452760.115501858,강원특별자치도 동해시 묵호진동 85번지 7호,지자체시설,창호초등학교 비상급수시설,,,창호초등학교비상급수시설_강원특별자치도동해시묵호진동85번지7호
458,민방위급수시설,11_46_01_P,5460000,5460000-E199800001,1998-01-20,,1,영업/정상,18,사용중,,,,,,220.0,,경상남도 함양군 함양읍 백연리 584번지,경상남도 함양군 함양읍 대실곰실로 13,50043,백연비상급수시설,2026-02-11 20:41:22,U,2026-02-13 02:40:00,,264868.431366115,224764.531263144,경상남도 함양군 함양읍 백연리 584번지,정부지원시설,백연비상급수시설,,,백연비상급수시설_경상남도함양군함양읍백연리584번지
497,민방위급수시설,11_46_01_P,3090000,3090000-E199800003,1998-01-03,,1,영업/정상,18,사용중,,,,,,50.0,,서울특별시 도봉구 도봉동 286번지 1호,"서울특별시 도봉구 도봉산4길 28-3 (도봉동, 새동네 어울누리)",01301,도봉1동 도봉노인정,2026-02-23 13:41:18,U,2026-02-25 02:40:00,,203704.038439957,465165.043328496,서울특별시 도봉구 도봉동 286번지 1호,정부지원시설,도봉1동 도봉노인정,,,도봉1동도봉노인정_서울특별시도봉구도봉동286번지1호
523,민방위급수시설,11_46_01_P,3090000,3090000-E199800011,1998-01-01,,1,영업/정상,18,사용중,,,,,,50.0,,서울특별시 도봉구 방학동 708 도봉소방서,"서울특별시 도봉구 도봉로 666, 도봉소방서 (방학동)",01334,도봉소방서(관측정),2026-02-23 14:16:43,U,2026-02-25 02:40:00,,203773.453364183,462399.623010612,서울특별시 도봉구 방학동 708 도봉소방서,공공용시설,도봉소방서(관측정),,,도봉소방서(관측정)_서울특별시도봉구방학동708도봉소방서
372,민방위급수시설,11_46_01_P,3560000,3560000-E199700008,1997-12-31,,1,영업/정상,18,사용중,,,,,,86.0,,인천광역시 서구 공촌동 309-10,인천광역시 서구 심곡로 208(공촌동),22709,동호사우나,2026-02-05 09:21:32,U,2026-02-07 02:40:00,,171868.805754725,449965.958441146,인천광역시 서구 공촌동 309-10,공공용시설,동호사우나,,,동호사우나_인천광역시서구공촌동309-10
453,민방위급수시설,11_46_01_P,3560000,3560000-E199700001,1997-12-30,,1,영업/정상,18,사용중,,,,,,100.0,,인천광역시 서구 석남동 521-1 신촌공원,"인천광역시 서구 길주로75번길 17, 신촌공원 (석남동)",22789,신촌공원,2026-02-11 13:32:05,U,2026-02-13 02:40:00,,170728.974567977,445135.327306599,인천광역시 서구 석남동 521-1 신촌공원,정부지원시설,신촌공원,,,신촌공원_인천광역시서구석남동521-1신촌공원
535,민방위급수시설,11_46_01_P,5370000,5370000-E199400001,1997-12-17,,1,영업/정상,18,사용중,,,,,,300.0,,경상남도 거제시 아주동 352-4 아주초등학교,"경상남도 거제시 탑곡로4길 24, 아주초등학교 (아주동)",53304,아주동 비상급수시설(3.1기념공원),2026-02-25 17:45:22,U,2026-02-27 02:40:00,,354742.682077907,153050.632614203,경상남도 거제시 아주동 352-4 아주초등학교,정부지원시설,아주동 비상급수시설(3.1기념공원),,,아주동비상급수시설(3.1기념공원)_경상남도거제시아주동352-4아주초등학교
325,민방위급수시설,11_46_01_P,4211000,4211000-E199700001,1997-11-25,,1,영업/정상,18,사용중,,,,,,100.0,,강원특별자치도 동해시 용정동 475번지 3호,강원특별자치도 동해시 봉오주택길 22 (용정동),,동해초등학교 비상급수시설,2026-02-04 14:08:38,U,2026-02-06 02:40:00,,387426.385595348,447598.972312149,강원특별자치도 동해시 용정동 475번지 3호,지자체시설,동해초등학교 비상급수시설,,,동해초등학교비상급수시설_강원특별자치도동해시용정동475번지3호
52,민방위급수시설,11_46_01_P,5050000,5050000-E199700001,1997-11-24,,1,영업/정상,18,사용중,,,,,,144.0,,경상북도 경주시 건천읍 천포리 459번지 2호,경상북도 경주시 건천읍 내서로 1072-4 (건천읍보건지소),38178,(구)건천읍민회관,2022-09-30 14:20:41,D,2026-02-03 02:30:00,,389633.906840859,263384.529271977,경상북도 경주시 건천읍 천포리 459번지 2호,정부지원시설,(구)건천읍민회관,,,(구)건천읍민회관_경상북도경주시건천읍천포리459번지2호
270,민방위급수시설,11_46_01_P,3900000,3900000-E199700002,1997-11-13,,1,영업/정상,18,사용중,,,,,,150.0,,경기도 광명시 하안동 296번지,"경기도 광명시 금당로 11 (하안동, 하안6단지고층주공아파트)",14305,하안주공6단지,2026-01-30 16:41:10,U,2026-02-04 11:04:37,,189144.837497198,439759.329344278,경기도 광명시 하안동 296번지,정부지원시설,하안주공6단지,,,하안주공6단지_경기도광명시하안동296번지
495,민방위급수시설,11_46_01_P,3350000,3350000-E199700004,1997-11-03,,1,영업/정상,18,사용중,,,,,,110.0,,부산광역시 금정구 회동동 311번지 1호,부산광역시 금정구 회천로 53-10 (회동동),609-845,김씨재실앞,2026-02-22 06:42:14,U,2026-02-24 02:40:00,,392587.647035748,194368.793356201,부산광역시 금정구 회동동 311번지 1호,지자체시설,김씨재실앞,,,김씨재실앞_부산광역시금정구회동동311번지1호
174,민방위급수시설,11_46_01_P,5530000,5740000-E199700003,1997-09-30,,1,영업/정상,18,사용중,,,,,,120.0,,경기도 화성시 만세구 우정읍 조암리 산 55번지 2호,,,쌍봉산 민방위비상급수시설,2026-02-01 09:45:07,U,2026-02-04 01:35:23,,183769.534711916,398852.877490363,경기도 화성시 만세구 우정읍 조암리 산 55번지 2호,정부지원시설,쌍봉산 민방위비상급수시설,,,쌍봉산민방위비상급수시설_경기도화성시만세구우정읍조암리산55번지2호
65,민방위급수시설,11_46_01_P,4890000,4890000-E199700001,1997-05-08,,1,영업/정상,18,사용중,,,,,,80.0,,전라남도 보성군 벌교읍 653번지 7호,전라남도 보성군 벌교읍 조정래길 56 (엘림아파트),59423,벌교엘림타운,2026-02-01 20:05:42,U,2026-02-03 02:40:00,,231425.300724891,150033.111441033,전라남도 보성군 벌교읍 653번지 7호,정부지원시설,벌교엘림타운,,,벌교엘림타운_전라남도보성군벌교읍653번지7호
276,민방위급수시설,11_46_01_P,3300000,3300000-E199700001,1997-05-06,,1,영업/정상,18,사용중,,,,,,150.0,,부산광역시 동래구 명륜동 137번지,"부산광역시 동래구 문화로 80 (명륜동, 동래문화회관)",47746,동래문화회관 비상급수시설,2026-01-30 17:19:49,U,2026-02-04 11:04:37,,390249.59997112,192305.314316545,부산광역시 동래구 명륜동 137번지,지자체시설,동래문화회관 비상급수시설,,,동래문화회관비상급수시설_부산광역시동래구명륜동137번지
293,민방위급수시설,11_46_01_P,4440000,4440000-E199700200,1997-04-01,,1,영업/정상,18,사용중,,,,,,120.0,,충청북도 영동군 영동읍 42번지 1호,충청북도 영동군 영동읍 학산영동로 1213,370-807,영동산업과학고등학교,2026-01-30 18:12:16,U,2026-02-04 11:04:37,,269286.302467256,297109.745577466,충청북도 영동군 영동읍 42번지 1호,공공용시설,영동산업과학고등학교,,,영동산업과학고등학교_충청북도영동군영동읍42번지1호
