"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","다중이용업소여부",
"788","건물위생관리업","09_30_04_P","3660000","3660000-206-2024-00013","2024-08-22","","03","폐업","02","폐업","2026-02-09","","","","","0.00","302-809","대전광역시 서구 갈마동 394-12","대전광역시 서구 갈마로85번길 9, 1층 일부호 (갈마동)","35272","25시 청소","2026-02-09 14:41:29","U","2026-02-11 02:40:00","건물위생관리업","233139.478852451","316063.952603433","건물위생관리업","0","0","1","0","0","0","","","","","0","0","N",
"789","건물위생관리업","09_30_04_P","3620000","3620000-206-2018-00001","2018-01-02","","03","폐업","02","폐업","2026-02-09","","","","062 511 3386","47.67","500-851","광주광역시 북구 우산동 603-2 1층","광주광역시 북구 중문로88번길 24, 1층 (우산동)","61172","크린월드","2026-02-09 17:09:15","U","2026-02-11 02:40:00","건물위생관리업","192839.731395525","186761.429927619","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"790","건물위생관리업","09_30_04_P","3060000","3060000-206-2005-00006","2005-04-14","","03","폐업","02","폐업","2026-02-09","","","","0222086399","16.31","131-870","서울특별시 중랑구 신내동 783 성원상가지하1층","서울특별시 중랑구 신내로 51 (신내동,성원상가지하1층)","02076","정아환경개발","2026-02-09 11:31:05","U","2026-02-11 02:40:00","건물위생관리업","208294.31154469","455843.287574845","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"791","건물위생관리업","09_30_04_P","3000000","3000000-206-2024-00002","2024-06-21","","03","폐업","02","폐업","2026-02-05","","","","","6.45","110-071","서울특별시 종로구 당주동 145","서울특별시 종로구 세종대로23길 47, 601-45호 (당주동)","03182","클린스쿨 서울","2026-02-09 11:12:37","U","2026-02-11 02:40:00","건물위생관리업","197607.398336321","452120.026024435","건물위생관리업","0","0","0","0","0","0","","","","","0","1","N",
"792","건물위생관리업","09_30_04_P","3680000","3680000-206-2024-00009","2024-07-24","","01","영업/정상","01","영업","","","","","042 9314600","8.19","306-815","대전광역시 대덕구 신탄진동 117-39 드림빌딩","대전광역시 대덕구 신탄진로 836, 드림빌딩 704호 (신탄진동)","34306","지역주민과함께 사회적협동조합","2026-02-09 10:42:54","U","2026-02-11 02:40:00","건물위생관리업","238396.487121869","327983.738631049","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"793","건물위생관리업","09_30_04_P","3560000","3560000-206-2020-00002","2020-02-27","","03","폐업","02","폐업","2026-02-09","","","","032 5648543","99.17","404-833","인천광역시 서구 심곡동 256 삼원빌딩 401호","인천광역시 서구 심곡로56번길 2, 삼원빌딩 401호 (심곡동)","22730","(주)광성토건","2026-02-09 09:58:08","U","2026-02-11 02:40:00","건물위생관리업","171267.189182161","448896.964549844","건물위생관리업","0","0","4","4","0","0","","","","임대","0","0","N",
"794","건물위생관리업","09_30_04_P","3740000","5610000-206-2026-00004","2026-01-22","","01","영업/정상","01","영업","","","","","","7.80","443-390","경기도 수원시 영통구 신동 341","경기도 수원시 영통구 영통로241번길 12-39, 6층 602호의 A01호 (신동)","16679","마스터클린","2026-02-09 10:54:04","U","2026-02-11 02:40:00","건물위생관리업","205051.325764342","416374.783323956","건물위생관리업","0","0","6","6","0","0","","","","","0","0","N",
"795","건물위생관리업","09_30_04_P","4181000","4181000-206-2026-00002","2026-01-14","","01","영업/정상","01","영업","","","","","","78.00","","강원특별자치도 춘천시 동면 장학리 850-3","강원특별자치도 춘천시 동면 공단로70번길 20-10","24233","올리브프렌즈","2026-02-09 17:32:38","U","2026-02-11 02:40:00","건물위생관리업","266098.833035419","488069.122383598","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"796","건물위생관리업","09_30_04_P","4181000","4181000-206-2026-00003","2026-01-15","","01","영업/정상","01","영업","","","","","033262 6378","66.00","","강원특별자치도 춘천시 석사동 103-34","강원특별자치도 춘천시 우석로38번길 80-14, 1층 (석사동)","24327","클린트","2026-02-09 17:32:54","U","2026-02-11 02:40:00","건물위생관리업","266222.107097086","484423.521594198","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"797","건물위생관리업","09_30_04_P","3740000","3770000-206-2026-00002","2026-01-28","","01","영업/정상","01","영업","","","","","","0.00","442-853","경기도 수원시 팔달구 매산로2가 80-4","경기도 수원시 팔달구 갓매산로25번길 60-8, 1층 (매산로2가)","16461","사회적협동조합플러스경기수원","2026-02-09 11:56:45","U","2026-02-11 02:40:00","건물위생관리업","200290.53493007","418342.019757467","건물위생관리업","0","0","4","4","0","0","","","","","0","0","N",
"798","건물위생관리업","09_30_04_P","3910000","3910000-206-2023-00001","2023-02-09","","03","폐업","02","폐업","2026-02-09","","","","","18.00","450-725","경기도 평택시 비전동 236-22 동아목련아파트","경기도 평택시 평택4로 56, 상가동 1층 106호 (비전동, 동아목련아파트)","17899","청년청소","2026-02-09 17:08:12","U","2026-02-11 02:40:00","건물위생관리업","209030.626624921","387884.336093621","건물위생관리업","0","0","1","1","0","0","","","","임대","0","0","N",
"799","건물위생관리업","09_30_04_P","3700000","3700000-206-2024-00007","2024-02-07","","01","영업/정상","01","영업","","","","","052 7078259","112.41","680-825","울산광역시 남구 신정동 521-10","울산광역시 남구 봉월로 162, 2층 212호 (신정동)","44669","뉴이모션 주식회사","2026-02-09 17:20:30","U","2026-02-11 02:40:00","건물위생관리업","409201.913000766","229885.776211667","건물위생관리업","0","0","6","6","0","0","","","","","0","0","N",
"800","건물위생관리업","09_30_04_P","3100000","3100000-206-2024-00004","2024-02-13","","01","영업/정상","01","영업","","","","","","24.00","139-813","서울특별시 노원구 상계동 136-64","서울특별시 노원구 한글비석로24라길 77, 1층 101호 (상계동)","01657","그린종합청소","2026-02-09 17:58:01","U","2026-02-11 02:40:00","건물위생관리업","206103.069186663","462555.364624538","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"801","건물위생관리업","09_30_04_P","3990000","3990000-206-2024-00012","2024-02-26","","03","폐업","02","폐업","2026-02-09","","","","","13.67","","경기도 남양주시 다산동 6052-2 으뜸웰 타워 211호 일부","경기도 남양주시 다산순환로 355, 으뜸웰 타워 211호 일부호 (다산동)","12285","기흥산업","2026-02-09 11:34:25","U","2026-02-11 02:40:00","건물위생관리업","213710.78996807","458106.196763357","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"802","건물위생관리업","09_30_04_P","4050000","5640000-206-2022-00005","2022-11-15","","03","폐업","02","폐업","2026-02-09","","","","","66.00","448-810","경기도 용인시 수지구 죽전동 1254-3 선진포리스트","경기도 용인시 수지구 대지로 58, 선진포리스트 가동 2층 201호 일부호 (죽전동)","16873","컴퍼니 발렌","2026-02-09 10:22:52","U","2026-02-11 02:40:00","건물위생관리업","210159.350235868","425189.454948553","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"803","건물위생관리업","09_30_04_P","3630000","3630000-206-2022-00010","2022-11-21","","01","영업/정상","01","영업","","","","","","48.58","506-020","광주광역시 광산구 도산동 1306-1 1층","광주광역시 광산구 남동길 11, 1층 (도산동)","62450","올크린","2026-02-09 11:14:44","U","2026-02-11 02:40:00","건물위생관리업","180692.864334566","181037.190187673","건물위생관리업","2","0","0","0","0","0","","","","임대","0","0","N",
"804","건물위생관리업","09_30_04_P","3290000","3290000-206-2016-00012","2016-07-22","","03","폐업","02","폐업","2026-02-09","","","","051 505 3533","227.48","614-850","부산광역시 부산진구 부전동 535-1","부산광역시 부산진구 중앙대로 665, 2층 (부전동)","47289","킹스마겐리얼에스테이트(주)","2026-02-09 13:36:30","U","2026-02-11 02:40:00","건물위생관리업","387541.913577215","185596.792613735","건물위생관리업","0","0","2","2","0","0","","","","","0","0","N",
"805","건물위생관리업","09_30_04_P","3560000","3560000-206-2025-00013","2025-07-02","","03","폐업","02","폐업","2026-02-09","","","","","83.25","404-310","인천광역시 서구 당하동 1082-4 2층일부호","인천광역시 서구 서곶로 833, 2층 일부호 (당하동)","22675","(주)비엠에스코리아 경인지사","2026-02-09 15:35:10","U","2026-02-11 02:40:00","건물위생관리업","171045.601896015","454437.526380836","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"806","건물위생관리업","09_30_04_P","3320000","3320000-206-2025-00006","2025-07-02","","03","폐업","02","폐업","2026-02-09","","","","","10.60","616-805","부산광역시 북구 구포동 1213-25","부산광역시 북구 시랑로21번가길 50, 1층 (구포동)","46618","클린앤 킬","2026-02-09 16:04:51","U","2026-02-11 02:40:00","건물위생관리업","382548.541554361","190987.917619945","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"807","건물위생관리업","09_30_04_P","4711000","4711000-206-2020-00001","2020-01-28","","01","영업/정상","01","영업","","","","","","408.80","","전북특별자치도 김제시 명덕동 734","전북특별자치도 김제시 월촌공단길 33, 1,2층 (명덕동)","54370","(유)에코그린","2026-02-09 14:58:10","U","2026-02-11 02:40:00","건물위생관리업","186562.73631188","255140.246358153","건물위생관리업","0","0","2","0","0","0","","","","","0","0","N",
"808","건물위생관리업","09_30_04_P","5690000","5690000-206-2016-00019","2016-07-26","","01","영업/정상","01","영업","","","","","044 868 0944","90.40","339-005","세종특별자치시 대평동 676 쁘띠테라스","세종특별자치시 대평3길 10, 쁘띠테라스 7층 703호 (대평동)","30152","행복종합자산관리 주식회사","2026-02-09 11:15:48","U","2026-02-11 02:40:00","건물위생관리업","224639.428614204","330349.030473047","건물위생관리업","0","0","3","3","0","0","","","","임대","0","0","N",
"809","건물위생관리업","09_30_04_P","4000000","4000000-206-2017-00007","2017-02-15","","03","폐업","02","폐업","2026-02-09","","","","031 332 1114","16.86","447-320","경기도 오산시 고현동 50-4 2층 일부호","경기도 오산시 남부대로 446, 2층 일부호 (고현동)","18151","워크시스템(주)","2026-02-09 15:43:11","U","2026-02-11 02:40:00","건물위생관리업","207362.863878493","403527.320680872","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"810","건물위생관리업","09_30_04_P","3180000","3180000-206-2014-00024","2014-08-18","","01","영업/정상","01","영업","","","","","02 3099417","100.00","150-812","서울특별시 영등포구 대림동 651 성원빌딩","서울특별시 영등포구 대림로 252, 성원빌딩 201호 (대림동)","07379","(주)기연사","2026-02-10 13:38:32","I","2026-02-12 00:20:02","건물위생관리업","190798.346319133","444539.196830216","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"811","건물위생관리업","09_30_04_P","4170000","4170000-206-2026-00002","2026-02-10","","01","영업/정상","01","영업","","","","","","69.75","476-801","경기도 양평군 양평읍 봉성리 419-4","경기도 양평군 양평읍 봉성길 52, 2층 201호","12565","클린복","2026-02-10 13:21:34","I","2026-02-12 00:20:02","건물위생관리업","247848.386192971","441886.066925929","건물위생관리업","0","0","2","2","0","0","","","","임대","0","0","N",
"812","건물위생관리업","09_30_04_P","4600000","4600000-206-2026-00001","2026-02-10","","01","영업/정상","01","영업","","","","","","20.00","350-851","충청남도 홍성군 갈산면 동산리 39","충청남도 홍성군 갈산면 내포로686번길 258","32201","신용조경","2026-02-10 16:54:33","I","2026-02-12 00:20:02","건물위생관리업","163346.385325094","345030.268088615","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"813","건물위생관리업","09_30_04_P","4600000","4600000-206-2026-00002","2026-02-10","","01","영업/정상","01","영업","","","","","","39.50","350-851","충청남도 홍성군 갈산면 동산리 39","충청남도 홍성군 갈산면 내포로686번길 258, 1층","32201","주식회사 에스와이조경","2026-02-10 16:55:32","I","2026-02-12 00:20:02","건물위생관리업","163346.385325094","345030.268088615","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"814","건물위생관리업","09_30_04_P","4490000","5660000-206-2026-00004","2026-02-10","","01","영업/정상","01","영업","","","","","","45.70","331-803","충청남도 천안시 서북구 성환읍 매주리 145-9","충청남도 천안시 서북구 성환읍 성환1로 115, 1층","31019","클린스카이드론","2026-02-10 10:31:39","I","2026-02-12 00:20:02","건물위생관리업","211343.870179068","378188.93668997","건물위생관리업","1","0","1","1","0","0","","","","","0","0","N",
"815","건물위생관리업","09_30_04_P","4840000","4840000-206-2026-00001","2026-02-10","","01","영업/정상","01","영업","","","","","","30.00","545-886","전라남도 광양시 중동 1713-3 1층중 1층일부","전라남도 광양시 세동길 51, 1층중 1층일부 (중동)","57777","대한민국 특수임무유공자회 광양시지회","2026-02-10 09:52:18","I","2026-02-12 00:20:02","건물위생관리업","263638.575529734","161172.329902409","건물위생관리업","1","0","1","1","0","0","","","","","0","0","N",
"816","건물위생관리업","09_30_04_P","5020000","5040000-206-2026-00001","2026-02-10","","01","영업/정상","01","영업","","","","","","161.40","791-851","경상북도 포항시 북구 장성동 1432-6 1층","경상북도 포항시 북구 장량로140번길 27, 1층 (장성동)","37588","미소종합상사","2026-02-10 11:25:09","I","2026-02-12 00:20:02","건물위생관리업","415788.863608706","289186.195881758","건물위생관리업","1","0","1","1","0","0","","","","임대","0","0","N",
"817","건물위생관리업","09_30_04_P","5090000","5090000-206-2026-00001","2026-02-10","","01","영업/정상","01","영업","","","","","","50.76","750-912","경상북도 영주시 하망동 294-39","경상북도 영주시 원당로163번길 10, 1층 112호 (하망동)","36081","미래관리 시스템","2026-02-10 09:57:21","I","2026-02-12 00:20:02","건물위생관리업","345325.697265147","370601.741697164","건물위생관리업","3","0","1","0","0","0","","","","임대","0","0","N",
"818","건물위생관리업","09_30_04_P","3430000","3430000-206-2026-00001","2026-02-10","","01","영업/정상","01","영업","","","","","","0.00","703-806","대구광역시 서구 내당동 1105-5","대구광역시 서구 달구벌대로 1917, 2층 203호 (내당동)","41812","에코블루","2026-02-10 09:14:23","I","2026-02-12 00:20:02","건물위생관리업","342093.132014084","263670.662055522","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"819","건물위생관리업","09_30_04_P","4641000","4661000-206-2026-00001","2026-02-10","","01","영업/정상","01","영업","","","","","","0.00","","전북특별자치도 전주시 덕진구 우아동2가 913-2","전북특별자치도 전주시 덕진구 아중3길 24-4, 1층 101호 (우아동2가)","55023","수호클린","2026-02-10 15:23:16","I","2026-02-12 00:20:02","건물위생관리업 기타","215449.774713942","258834.032428374","건물위생관리업 기타","0","0","0","0","0","0","","","","","0","0","N",
"820","건물위생관리업","09_30_04_P","3160000","3160000-206-2026-00003","2026-02-10","","01","영업/정상","01","영업","","","","","","4.50","152-050","서울특별시 구로구 구로동 1267 신도림태영타운","서울특별시 구로구 새말로 93, 상가2동 지층 111-동11호 (구로동, 신도림태영타운)","08288","세영산업 주식회사","2026-02-10 15:48:16","I","2026-02-12 00:20:02","건물위생관리업","190082.929062305","444879.272777977","건물위생관리업","0","0","0","0","1","1","","","","","1","0","N",
"821","건물위생관리업","09_30_04_P","3190000","3190000-206-2019-00004","2019-03-15","","01","영업/정상","01","영업","","","","","","41.96","156-841","서울특별시 동작구 상도동 208-17","서울특별시 동작구 장승배기로 3, 지층 (상도동)","07047","협동조합 뉴그린","2026-02-10 16:54:34","U","2026-02-12 02:40:00","건물위생관리업","194951.285324859","444100.916041176","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"822","건물위생관리업","09_30_04_P","4201000","4201000-206-2018-00001","2018-02-14","","03","폐업","02","폐업","2026-02-10","","","","","18.00","","강원특별자치도 강릉시 구정면 구정리 320","강원특별자치도 강릉시 구정면 청파로 9, 1층","25622","강일용역","2026-02-10 10:51:57","U","2026-02-12 02:40:00","건물위생관리업","365181.395040135","469336.19472334","건물위생관리업","0","0","1","0","0","0","","","","","0","0","N",
"823","건물위생관리업","09_30_04_P","3930000","3930000-206-2016-02011","2016-03-24","","01","영업/정상","01","영업","","","","","031 483 2201","43.56","425-828","경기도 안산시 단원구 선부동 1028 안산제1종합시장 안산제1종합시장 220호,221호,228호,229호,235호,236호","경기도 안산시 단원구 선이로 14, 안산제1종합시장 220호,221호,228호,229호,235호,236호 (선부동)","15220","깔끄미","2026-02-10 18:03:55","U","2026-02-12 02:40:00","건물위생관리업","182528.570604292","426722.925669933","건물위생관리업","0","0","0","0","0","0","","","","임대","1","0","N",
"824","건물위생관리업","09_30_04_P","4840000","4840000-206-2020-00002","2020-02-20","","03","폐업","02","폐업","2026-02-10","","","","061 793 6996","66.71","545-030","전라남도 광양시 황길동 27","전라남도 광양시 제철로 1134, 1층중일부 (황길동)","57769","광양만협동조합","2026-02-10 18:02:49","U","2026-02-12 02:40:00","건물위생관리업","260483.393898749","158177.37664612","건물위생관리업","1","0","1","1","0","0","","","","","0","0","N",
"825","건물위생관리업","09_30_04_P","4191000","4191000-206-2026-00003","2026-01-14","","01","영업/정상","01","영업","","","","","","48.00","","강원특별자치도 원주시 단계동 1207-24","강원특별자치도 원주시 전망길 12-1, 1층 (단계동)","26379","주식회사네옴","2026-02-10 11:41:46","U","2026-02-12 02:40:00","건물위생관리업","281226.502285072","428316.194653565","건물위생관리업","3","1","1","1","0","0","","","","임대","0","0","N",
"826","건물위생관리업","09_30_04_P","3620000","3620000-206-2023-00006","2023-05-08","","01","영업/정상","01","영업","","","","","062 227 4471","62.00","500-888","광주광역시 북구 양산동 355 양산동 한국아파트 상가동 202호","광주광역시 북구 하서로 277, 양산동 한국아파트 상가동 202호 (양산동)","61083","사회적기업웨슬리워커스(주)","2026-02-10 17:10:30","U","2026-02-12 02:40:00","건물위생관리업","188520.030940071","188944.920881615","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"827","건물위생관리업","09_30_04_P","5070000","5070000-206-2023-00007","2023-05-12","","03","폐업","02","폐업","2026-02-10","","","","","98.21","760-802","경상북도 안동시 풍산읍 안교리 493-3","경상북도 안동시 풍산읍 풍산중앙길 86, 1층","36621","경북클린용역","2026-02-10 15:25:24","U","2026-02-12 02:40:00","건물위생관리업","340455.10678135","343263.526121413","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"828","건물위생관리업","09_30_04_P","3290000","3290000-206-2021-00011","2021-10-06","","01","영업/정상","01","영업","","","","","","100.21","614-828","부산광역시 부산진구 범천동 859-7 대동레미안","부산광역시 부산진구 중앙대로644번길 62, 2층 201호 (범천동, 대동레미안)","47353","주식회사 비앤디코리아","2026-02-10 14:24:38","U","2026-02-12 02:40:00","건물위생관리업","387840.280191989","185303.62418065","건물위생관리업","20","0","2","0","0","0","","","","","0","0","N",
"829","건물위생관리업","09_30_04_P","3010000","3010000-206-2025-00006","2025-11-13","","01","영업/정상","01","영업","","","","","","8.30","100-861","서울특별시 중구 충무로2가 48-2 명동 엠퍼스트플레이스","서울특별시 중구 삼일대로8길 15-1, 명동 엠퍼스트플레이스 224호 (충무로2가)","04552","명동클린&부동산중개","2026-02-10 15:37:06","U","2026-02-12 02:40:00","건물위생관리업","199041.239996481","451171.481478254","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"830","건물위생관리업","09_30_04_P","4681000","4681000-206-2024-00005","2024-03-07","","01","영업/정상","01","영업","","","","","","12.21","","전북특별자치도 익산시 황등면 황등리 911-7","전북특별자치도 익산시 황등면 황등로 135, 1층 1호","54533","유한회사 일진환경","2026-02-10 11:12:13","U","2026-02-12 02:40:00","건물위생관리업","194884.967133886","278182.95664461","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"831","건물위생관리업","09_30_04_P","3970000","3970000-206-2022-00001","2022-12-21","","01","영업/정상","01","영업","","","","","02 539 8344","1383.87","427-100","경기도 과천시 갈현동 0 과천플랫폼","경기도 과천시 과천대로7길 85, 과천플랫폼 6층 601호 (갈현동)","13840","(주)다원","2026-02-10 11:13:39","U","2026-02-12 02:40:00","건물위생관리업","","","건물위생관리업","0","0","7","0","0","0","","","","임대","0","0","N",
"832","건물위생관리업","09_30_04_P","4050000","5630000-206-2025-00010","2025-06-13","","01","영업/정상","01","영업","","","","","","36.90","446-529","경기도 용인시 기흥구 중동 849-5 702-2호","경기도 용인시 기흥구 동백4로 12, 7층 702-2호 (중동)","17006","상생이앤씨","2026-02-10 16:18:18","U","2026-02-12 02:40:00","건물위생관리업","213437.719160381","418788.270577364","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"833","건물위생관리업","09_30_04_P","3130000","3130000-206-2014-00005","2014-08-18","","03","폐업","02","폐업","2026-02-10","","","","02 3099417","133.53","121-846","서울특별시 마포구 성산동 228-6 3층","서울특별시 마포구 동교로23길 107 (성산동, 3층)","03986","(주)기연사","2026-02-10 13:32:30","U","2026-02-12 02:40:00","건물위생관리업","192621.661077724","450854.99155081","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"834","건물위생관리업","09_30_04_P","5710000","5730000-206-2008-04003","2008-03-24","","01","영업/정상","01","영업","","","","","043 233 0488","26.50","361-818","충청북도 청주시 흥덕구 봉명동 1181","충청북도 청주시 흥덕구 천석로 50, 1층 일부호 (봉명동)","28564","세진산업","2026-02-10 18:03:09","U","2026-02-12 02:40:00","건물위생관리업","241563.692051977","348820.886913756","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"835","건물위생관리업","09_30_04_P","3220000","3220000-206-2005-00003","2005-01-06","","01","영업/정상","01","영업","","","","","02  517 1112","44.00","135-814","서울특별시 강남구 논현동 22 논현아파트","서울특별시 강남구 강남대로146길 28, 신동아상가201동 지상1층 107호,110호 (논현동, 논현아파트)","06043","코비컴퍼니(주)","2026-02-10 10:25:42","U","2026-02-12 02:40:00","건물위생관리업","201934.407645119","445832.337182704","건물위생관리업","0","0","0","0","0","0","","","","임대","0","0","N",
"836","건물위생관리업","09_30_04_P","3290000","3290000-206-2018-00009","2018-11-12","","01","영업/정상","01","영업","","","","","","15.00","614-849","부산광역시 부산진구 부전동 397-3 1203호","부산광역시 부산진구 새싹로 19, 12층 1203호 (부전동)","47256","빌딩종합관리솔루션","2026-02-10 14:05:30","U","2026-02-12 02:40:00","건물위생관리업","387383.642720226","186418.320386064","건물위생관리업","14","2","12","12","0","0","","","","","0","0","N",
"837","건물위생관리업","09_30_04_P","5670000","5670123-206-2026-00001","2026-02-11","","01","영업/정상","01","영업","","","","","055 252 2712","37.62","641-849","경상남도 창원시 의창구 팔용동 156-4 금복빌딩","경상남도 창원시 의창구 의창대로54번길 1, 금복빌딩 202호 일부호 (팔용동)","51376","코스텍","2026-02-11 13:55:39","I","2026-02-13 00:20:38","건물위생관리업","346175.294115428","196389.493483883","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"838","건물위생관리업","09_30_04_P","3130000","3130000-206-2026-00002","2026-02-11","","01","영업/정상","01","영업","","","","","","79.79","121-876","서울특별시 마포구 용강동 122-12","서울특별시 마포구 토정로 288-1, 4층 1호 (용강동)","04163","한결환경","2026-02-11 11:49:46","I","2026-02-13 00:20:38","건물위생관리업","194741.489199569","448780.927866155","건물위생관리업","4","0","0","0","0","0","","","","","0","1","N",
"839","건물위생관리업","09_30_04_P","3170000","3170000-206-2012-00020","2012-03-06","","01","영업/정상","01","영업","","","","","02  883 3687","95.75","153-802","서울특별시 금천구 가산동 345-29 대륭테크노타운19차 18층 1801호","서울특별시 금천구 가산디지털2로 70, 대륭테크노타운19차 18층 1801호 (가산동)","08589","(주)한샘개발","2026-02-11 14:25:28","I","2026-02-13 00:20:38","건물위생관리업","189504.258704224","441390.738560411","건물위생관리업","0","0","7","7","0","0","","","","임대","0","0","N",
"840","건물위생관리업","09_30_04_P","3460000","3460000-206-1998-00007","1998-05-14","","01","영업/정상","01","영업","","","","","053 743 4888","0.00","706-801","대구광역시 수성구 두산동 280-3 2층","대구광역시 수성구 지범로 29, 2층 (두산동)","42187","(주)세루","2026-02-11 11:39:22","I","2026-02-13 00:20:38","건물위생관리업","346822.833540106","259912.919245076","건물위생관리업","15","1","11","11","0","0","","","","임대","0","0","N",
"841","건물위생관리업","09_30_04_P","3620000","3620000-206-2010-00030","2010-05-14","","01","영업/정상","01","영업","","","","","070 87468878","80.00","500-862","광주광역시 북구 유동 107-5 지하1층","광주광역시 북구 중가로 43, 지하1층 (유동)","61245","조운사람들","2026-02-11 16:33:06","I","2026-02-13 00:20:38","건물위생관리업","191278.090540599","184520.606844501","건물위생관리업","0","0","1","0","0","0","","","","임대","0","0","N",
"842","건물위생관리업","09_30_04_P","4681000","4681000-206-2026-00003","2026-02-11","","01","영업/정상","01","영업","","","","","","18.00","","전북특별자치도 익산시 남중동 344-4","전북특별자치도 익산시 익산대로 283, 1층 6호 (남중동)","54617","상쾌에어","2026-02-11 14:26:12","I","2026-02-13 00:20:38","건물위생관리업","195543.986889633","272317.692737333","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"843","건물위생관리업","09_30_04_P","5050000","5050000-206-2026-00002","2026-02-11","","01","영업/정상","01","영업","","","","","","0.00","780-931","경상북도 경주시 노서동 31-6","경상북도 경주시 화랑로70번길 8-1, 202호 (노서동)","38155","주식회사 금조산업개발","2026-02-11 14:58:32","I","2026-02-13 00:20:38","건물위생관리업","399442.949477736","262674.769656384","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"844","건물위생관리업","09_30_04_P","3350000","3350000-206-2026-00002","2026-02-11","","01","영업/정상","01","영업","","","","","","12.73","609-814","부산광역시 금정구 남산동 118-2 부광빌딩","부산광역시 금정구 중앙대로 2018-1, 부광빌딩 5층 (남산동)","46216","에스와이통운(주)","2026-02-11 15:51:36","I","2026-02-13 00:20:38","건물위생관리업","390362.019085097","198130.460636182","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"845","건물위생관리업","09_30_04_P","3740000","3760000-206-2026-00001","2026-02-11","","01","영업/정상","01","영업","","","","","","0.00","441-400","경기도 수원시 권선구 곡반정동 576-5","경기도 수원시 권선구 곡선로50번길 37-14, 2층 202호 (곡반정동)","16671","주식회사 엠프로서비스","2026-02-11 16:18:04","I","2026-02-13 00:20:38","건물위생관리업","202550.129101377","414989.146975645","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"846","건물위생관리업","09_30_04_P","3740000","3750000-206-2026-00002","2026-02-11","","01","영업/정상","01","영업","","","","","","0.00","440-822","경기도 수원시 장안구 영화동 429-15","경기도 수원시 장안구 팔달로213번길 48, 1층 일부호 (영화동)","16272","더크린하우스","2026-02-11 16:25:52","I","2026-02-13 00:20:38","건물위생관리업","200630.186803161","420704.573269768","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"847","건물위생관리업","09_30_04_P","3090000","3090000-206-2019-00001","2019-03-25","","01","영업/정상","01","영업","","","","","02  34931317","47.00","132-816","서울특별시 도봉구 도봉동 587-13","서울특별시 도봉구 도봉로171길 22, 1층 (도봉동)","01305","도봉행복클린협동조합","2026-02-11 13:26:18","U","2026-02-13 02:40:00","건물위생관리업","203673.590558322","464134.681988189","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"848","건물위생관리업","09_30_04_P","5340000","5340000-206-2023-00002","2023-06-21","","01","영업/정상","01","영업","","","","","","138.00","664-812","경상남도 사천시 축동면 배춘리 754-15 축동새마을금고","경상남도 사천시 축동면 길평길 55, 1층","52510","브로클린","2026-02-11 10:19:43","U","2026-02-13 02:40:00","건물위생관리업","299253.179810371","179378.100560097","건물위생관리업","0","0","0","0","0","0","","","","","0","3","N",
