번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),업종구분명,관리업구분명,자본금,자산,보수범위,유지관리책임인력수,실무기술인력수,설계책임기술인력수,제조책임기술인력수,임원수,총직원수,기술직직원수,기능직직원수,사무직직원수,기타직원수,회사구분명,사업자등록번호,Unnamed: 45,record_key
100,승강기유지관리업체,11_48_01_P,6110000,611000000398,2007-01-08,,1,영업/정상,1,인허가,,,,,0226933675,,158-827,서울특별시 양천구 신월1동   128번지 태헌빌딩 309,"서울특별시 양천구 곰달래로5길 17 (신월동,태헌빌딩 309)",,대한이엘(주),2026-02-10 18:55:08,U,2026-02-12 02:40:00,,185222.73244302,447665.545654592,유지관리,중저속승강기,100000000.0,,700,1.0,0.0,,,,,,,,,본점,1178160232.0,,대한이엘(주)_서울특별시양천구신월1동128번지태헌빌딩309
260,승강기유지관리업체,11_48_01_P,6470000,647000000032,2007-01-02,,1,영업/정상,1,인허가,,,,,0538157350,,,경상북도 경산시 하양읍 부호리 186-4 201호,"경상북도 경산시 하양읍 대경로105길 10, 201호",38428,(주)월드엘리베이터,2026-02-26 15:19:21,U,2026-02-28 02:40:00,,362624.689928946,268273.036037346,유지관리,중저속승강기,215000000.0,,"2,000",2.0,,,,,20.0,11.0,,1.0,,본점,5158131493.0,,(주)월드엘리베이터_경상북도경산시하양읍부호리186-4201호
224,승강기유지관리업체,11_48_01_P,6280000,628000000100,2006-12-19,,1,영업/정상,1,인허가,,,,,0323300830,,158-803,서울특별시 양천구 목2동  244번지,서울특별시 양천구 목동서로 201 (목동),158-803,티케이엘리베이터코리아(주)인천지사,2026-02-24 09:25:39,U,2026-02-26 02:40:00,,188538.244361038,447476.275717561,유지관리,중저속승강기,873220000.0,,"7,830",10.0,,,,,87.0,,,,,지점,1308542064.0,,티케이엘리베이터코리아(주)인천지사_서울특별시양천구목2동244번지
77,승강기유지관리업체,11_48_01_P,6260000,626000000129,2006-11-27,,1,영업/정상,1,인허가,,,,,0518977003,,614-801,부산광역시 부산진구 가야동 143번지 48호 윤정빌딩 3층,"부산광역시 부산진구 가야대로 517, 3층 (가야동,윤정빌딩)",614-801,(주)아남테크서비스,2026-02-06 14:35:26,U,2026-02-08 02:40:00,,384774.798846787,185717.12959147,유지관리,중저속승강기,350000000.0,,"1,900",1.0,0.0,,,,15.0,1.0,6.0,1.0,,본점,6058179811.0,,(주)아남테크서비스_부산광역시부산진구가야동143번지48호윤정빌딩3층
67,승강기유지관리업체,11_48_01_P,6110000,611000000395,2006-09-15,,1,영업/정상,1,인허가,,,,,0226986007,,158-856,서울특별시 양천구 신정동 891번지 3호  신정동,"서울특별시 양천구 신정중앙로17길 10, 신정동 2층 (신정동)",158-856,(주)승조엔지니어링,2026-02-05 16:03:21,U,2026-02-07 02:40:00,,187578.05377518,447290.506183593,유지관리,중저속승강기,100000000.0,,"1,000",1.0,0.0,,,,,,,,,본점,1318190237.0,,(주)승조엔지니어링_서울특별시양천구신정동891번지3호신정동
168,승강기유지관리업체,11_48_01_P,6410000,406029200001,2006-05-30,,1,영업/정상,1,인허가,,,,,031 942 3616,,10910,경기도 파주시 야당동 24-7,"경기도 파주시 운정로 39, 2층 (야당동)",10910,동방엘리베이터(주),2026-02-13 00:00:00,U,2026-02-16 02:40:00,,,,유지관리,고속승강기,100.0,100.0,2600,3.0,,,,,,,,,,본점,1288612787.0,,동방엘리베이터(주)_경기도파주시야당동24-7
105,승강기유지관리업체,11_48_01_P,6410000,382000000007,2006-05-03,,1,영업/정상,1,인허가,,,,,031 877 7673,,11652,경기도 의정부시 의정부동 573 도림빌딩,"경기도 의정부시 신흥로 196, 도림빌딩 2층 (의정부동)",11652,태원엘리베이터(주),2026-02-10 00:00:00,U,2026-02-12 02:40:00,,,,유지관리,중저속승강기,200.0,300.0,1800,3.0,,,,,,,,,,본점,1278198846.0,,태원엘리베이터(주)_경기도의정부시의정부동573도림빌딩
122,승강기유지관리업체,11_48_01_P,6260000,626000000125,2006-03-29,,1,영업/정상,1,인허가,,,,,0518960094,,,부산광역시 수영구 광안동 526-1 광원아파트 상가동,"부산광역시 수영구 광일로 63, 상가동 2층 (광안동, 광원아파트)",48250,(주)대한엘리베이터,2026-02-11 14:21:30,U,2026-02-13 02:40:00,,391933.542223677,186764.383360083,유지관리,중저속승강기,100000000.0,,"1,100",2.0,0.0,,,,12.0,1.0,4.0,1.0,,본점,6058176677.0,,(주)대한엘리베이터_부산광역시수영구광안동526-1광원아파트상가동
103,승강기유지관리업체,11_48_01_P,6460000,481000000002,2006-03-16,,1,영업/정상,1,인허가,,,,,,,59661,전라남도 여수시 안산동 480-13,전라남도 여수시 안산1길 167(안산동),59661,대신엘리베이터(주),2026-02-10 00:00:00,U,2026-02-12 02:40:00,,,,유지관리,중저속승강기,100.0,100.0,1300,3.0,,,,,,,,,,본점,4178132558.0,,대신엘리베이터(주)_전라남도여수시안산동480-13
126,승강기유지관리업체,11_48_01_P,6410000,374000000007,2006-02-23,,1,영업/정상,1,인허가,,,,,031 239 9492,,16690,경기도 수원시 영통구 영통동 1117번지,"경기도 수원시 영통구 영통로200번길 75, 3층 (영통동, 성현빌딩)",16690,미래산업승강기(주),2026-02-11 00:00:00,U,2026-02-13 02:40:00,,,,유지관리,중저속승강기,659.0,767.0,1100,3.0,,,,,,,,,,본점,1248641994.0,,미래산업승강기(주)_경기도수원시영통구영통동1117번지
95,승강기유지관리업체,11_48_01_P,6410000,405000000005,2006-02-22,,1,영업/정상,1,인허가,,,,,031 265 0524,,16914,"경기도 용인시 기흥구 청덕동 556번지 용인테크노밸리 A811호, 812호, 813호","경기도 용인시 기흥구 구성로 357, 용인테크노밸리 (청덕동)",16914,대성엘리베이터(주),2026-02-09 00:00:00,U,2026-02-11 02:40:00,,,,유지관리,중저속승강기,500.0,1000.0,1800,2.0,,,,,,,,,,본점,1358183761.0,,"대성엘리베이터(주)_경기도용인시기흥구청덕동556번지용인테크노밸리A811호,812호,813호"
209,승강기유지관리업체,11_48_01_P,6290000,629000000056,2006-02-14,,1,영업/정상,1,인허가,,,,,0626550545,,502-832,광주광역시 서구 풍암동  893번지,광주광역시 서구 풍암신흥로11번길 38-1 (풍암동),502-832,(주)광성엘리베이터,2026-02-23 15:27:47,U,2026-02-25 02:40:00,,187313.216060877,180326.651852805,유지관리,중저속승강기,200000000.0,,"1,350",3.0,,,,,15.0,,,,,본점,4108194489.0,,(주)광성엘리베이터_광주광역시서구풍암동893번지
235,승강기유지관리업체,11_48_01_P,6300000,630000000064,2006-01-25,,1,영업/정상,1,인허가,,,,,0425260375,,34218,대전광역시 유성구 용계동 669-4,"대전광역시 유성구 동서대로656번길 34-21, 3층 (용계동)",34218,대한엘리베이터(주),2026-02-25 11:07:33,U,2026-02-27 02:40:00,,230036.896996287,314442.824073004,유지관리,중저속승강기,100000000.0,,"1,170",1.0,0.0,,,,13.0,,,,,본점,3148610342.0,,대한엘리베이터(주)_대전광역시유성구용계동669-4
232,승강기유지관리업체,11_48_01_P,6260000,626000000122,2005-12-22,,1,영업/정상,4,사업재개,,,,2018-12-19,0517826923,,,부산광역시 기장군 장안읍 반룡리 900-1,부산광역시 기장군 장안읍 반룡산단1로 55,46034,(주)한림기업,2026-02-24 15:56:17,U,2026-02-26 02:40:00,,405133.009577048,206186.221600483,유지관리,중저속승강기,200000000.0,200000000.0,"1,000",1.0,0.0,,,2.0,10.0,,8.0,1.0,,본점,5148133445.0,,(주)한림기업_부산광역시기장군장안읍반룡리900-1
214,승강기유지관리업체,11_48_01_P,6110000,611000000388,2005-12-05,,1,영업/정상,1,인허가,,,,,023336842,,121-210,서울특별시 마포구 서교동   449번지 5호,서울특별시 마포구 월드컵북로 45 (서교동),,(주)에스디엠엔씨,2026-02-23 13:42:39,U,2026-02-25 02:40:00,,192657.279091314,450655.913637203,유지관리,중저속승강기,500000000.0,,700,1.0,0.0,,,,,,,,,본점,1058151176.0,,(주)에스디엠엔씨_서울특별시마포구서교동449번지5호
206,승강기유지관리업체,11_48_01_P,6440000,644000000018,2005-09-06,,1,영업/정상,1,인허가,,,,,0415417521,,336-863,충청남도 아산시 음봉면 444번지 1호,"충청남도 아산시 산동안길 10, 204호",336-863,(주)천산엘리베이터,2026-02-23 09:37:56,U,2026-02-25 02:40:00,,208475.407375464,369828.935316633,유지관리,중저속승강기,200000000.0,,"1,530",3.0,0.0,,,,17.0,5.0,,,,본점,3128623195.0,,(주)천산엘리베이터_충청남도아산시음봉면444번지1호
227,승강기유지관리업체,11_48_01_P,6290000,629000000054,2005-05-12,,1,영업/정상,1,인허가,,,,,0625158776,,502-852,광주광역시 서구 상무2동  1030번지,광주광역시 서구 천변좌하로 492 (쌍촌동),502-852,(주)세진엘리베이터,2026-02-24 17:31:22,U,2026-02-26 02:40:00,,187647.267840922,185358.418825534,유지관리,중저속승강기,200000000.0,,720,1.0,,,,,8.0,,,,,본점,4098186015.0,,(주)세진엘리베이터_광주광역시서구상무2동1030번지
34,승강기유지관리업체,11_48_01_P,6440000,644000000016,2004-07-05,,1,영업/정상,1,인허가,,,,,0415310112,,,충청남도 아산시 배방읍 북수리 1545번지,충청남도 아산시 배방읍 월천2길 8-16,31494,(주)대명이엔지,2026-02-02 15:05:45,U,2026-02-04 02:40:00,,206677.226230166,363474.494361197,유지관리,중저속승강기,230000000.0,,"1,100",5.0,0.0,,,,11.0,2.0,6.0,,,본점,3128161011.0,,(주)대명이엔지_충청남도아산시배방읍북수리1545번지
101,승강기유지관리업체,11_48_01_P,6110000,611000000352,2003-11-11,,1,영업/정상,1,인허가,,,,,0232963918,,139-807,서울특별시 노원구 공릉1동  573번지 22호 재진빌딩 3층,"서울특별시 노원구 동일로173가길 65, 3층 (공릉동,재진빌딩)",139-807,우신프라임(주),2026-02-10 18:53:26,U,2026-02-12 02:40:00,,206341.384030182,457650.394800878,유지관리,"고속승강기,중저속승강기",5000000000.0,,"2,000",2.0,0.0,,,,,,,,,본점,2108126173.0,,우신프라임(주)_서울특별시노원구공릉1동573번지22호재진빌딩3층
234,승강기유지관리업체,11_48_01_P,6300000,630000000056,2003-10-24,,1,영업/정상,1,인허가,,,,,0422735933,,,대전광역시 동구 대성동 28-10 광영빌딩,"대전광역시 동구 대전로340번길 46, 광영빌딩 2층 (대성동)",34698,(주)동부엘리베이터,2026-02-25 11:07:50,U,2026-02-27 02:40:00,,241372.778249904,311002.146221404,유지관리,중저속승강기,100000000.0,,"1,170",2.0,0.0,,,,13.0,,,,,본점,3058165663.0,,(주)동부엘리베이터_대전광역시동구대성동28-10광영빌딩
254,승강기유지관리업체,11_48_01_P,6260000,626000000112,2003-10-16,,1,영업/정상,1,인허가,,,,,0517428317,,612-714,부산광역시 해운대구 중1동 1763번지 동일아파트상가 201호,"부산광역시 해운대구 해운대해변로 394, 201호 (중동,동일아파트상가)",612-714,(주)두원산전,2026-02-26 16:15:49,U,2026-02-28 02:40:00,,397783.466885678,187288.050667724,유지관리,중저속승강기,105000000.0,,"1,000",1.0,0.0,,,3.0,10.0,,6.0,1.0,,본점,6178147869.0,,(주)두원산전_부산광역시해운대구중1동1763번지동일아파트상가201호
102,승강기유지관리업체,11_48_01_P,6110000,611000000350,2003-09-05,,1,영업/정상,1,인허가,,,,,0226115304,,,서울특별시 영등포구 여의도동 61번지 3호 라이프오피스텔 718호,"서울특별시 영등포구 63로 40, 718호 (여의도동,라이프오피스텔)",07345,신동양엘리베이터(주),2026-02-10 18:59:06,U,2026-02-12 02:40:00,,194561.746032498,446364.318286465,유지관리,"고속승강기,중저속승강기",200000000.0,,"2,000",2.0,0.0,,,,0.0,,,,,본점,1338135185.0,,신동양엘리베이터(주)_서울특별시영등포구여의도동61번지3호라이프오피스텔718호
8,승강기유지관리업체,11_48_01_P,5530000,2013553023233500005,2003-06-12,,3,폐업,2,폐지,2016-04-11,,,,031-358-4871,,,경기도 화성시 만세구 장안면 석포리 761번지 35호,경기도 화성시 만세구 장안면 석포로 300-4,445-941,(주)서울승강기,2026-02-01 11:00:57,I,2026-02-04 01:35:23,,184928.89046009,404647.166602492,,,,,,,,,,,,,,,,,,,(주)서울승강기_경기도화성시만세구장안면석포리761번지35호
212,승강기유지관리업체,11_48_01_P,6110000,611000000340,2003-03-04,,1,영업/정상,1,인허가,,,,,023263495,,153-704,서울특별시 금천구 가산동 481번지 4호 벽산디지털밸리6차,"서울특별시 금천구 가산디지털1로 219, 912호 (가산동,벽산디지털밸리6차)",153-704,현준테크(주),2026-02-23 10:09:00,U,2026-02-25 02:40:00,,189232.30642848,442478.356256941,유지관리,중저속승강기,120000000.0,,900,1.0,0.0,,,,0.0,,,,,본점,1058199734.0,,현준테크(주)_서울특별시금천구가산동481번지4호벽산디지털밸리6차
75,승강기유지관리업체,11_48_01_P,6430000,643000000022,2002-11-13,,1,영업/정상,1,인허가,,,,,0432857350,,,충청북도 청주시 상당구 용암동 2626번지,"충청북도 청주시 상당구 중고개로 185, 302호 (용암동)",28763,(주)한빛엘리베이터,2026-02-06 17:54:14,U,2026-02-08 02:40:00,,245956.202199978,346733.89008377,유지관리,중저속승강기,300000000.0,,900,1.0,0.0,,,,9.0,,,,,본점,3018165244.0,,(주)한빛엘리베이터_충청북도청주시상당구용암동2626번지
144,승강기유지관리업체,11_48_01_P,6110000,611000000536,2002-09-14,,1,영업/정상,1,인허가,,,,,0221354177,,,서울특별시 양천구 신월동 28-7 0호,"서울특별시 양천구 남부순환로 303, 2층 (신월동)",07900,(주)영덕이엔지,2026-02-13 15:21:30,U,2026-02-15 02:40:00,,184571.315447564,448606.448680726,유지관리,"고속승강기,중저속승강기",100000000.0,,"10,000",15.0,,,,,,,,,,본점,1098177218.0,,(주)영덕이엔지_서울특별시양천구신월동28-70호
177,승강기유지관리업체,11_48_01_P,6110000,611000000329,2002-05-23,,1,영업/정상,1,인허가,,,,,029562034,,132-821,서울특별시 도봉구 도봉2동  624번지 한일빌딩  201호,"서울특별시 도봉구 도봉로152가길 102, 201호 (도봉동,한일빌딩)",132-821,현승엘리베이터(주),2026-02-19 12:13:33,U,2026-02-21 02:40:00,,203897.345550149,463517.966210349,유지관리,중저속승강기,200000000.0,,"1,800",2.0,0.0,,,,,,,,,본점,2108140156.0,,현승엘리베이터(주)_서울특별시도봉구도봉2동624번지한일빌딩201호
217,승강기유지관리업체,11_48_01_P,6410000,391000000009,2002-02-27,,1,영업/정상,1,인허가,,,,,031611 9411,,17854,경기도 평택시 비전동 1109 좋은프라자 2,"경기도 평택시 비전5로 20-45, 좋은프라자 2 403호 (비전동)",17854,(주)한국엘레파킹시스템,2026-02-23 00:00:00,U,2026-02-25 02:40:00,,,,유지관리,"고속승강기,중저속승강기",500.0,,1400,3.0,,,,,,,,,,본점,1258140974.0,,(주)한국엘레파킹시스템_경기도평택시비전동1109좋은프라자2
252,승강기유지관리업체,11_48_01_P,6110000,611000000325,2002-01-30,,1,영업/정상,1,인허가,,,,,025717822,,,서울특별시 강남구 자곡동 649번지 강남에이스타워 816호,"서울특별시 강남구 자곡로 174-10, 강남에이스타워 816호 (자곡동)",06373,굿모닝엘리베이터(주),2026-02-26 09:01:10,U,2026-02-28 02:40:00,,209038.198426983,441163.795720684,유지관리,중저속승강기,100000000.0,,"1,000",1.0,0.0,,,,,,,,,본점,2148703005.0,,굿모닝엘리베이터(주)_서울특별시강남구자곡동649번지강남에이스타워816호
57,승강기유지관리업체,11_48_01_P,6280000,628000000071,2002-01-25,,1,영업/정상,1,인허가,,,,,0325045172,,403-030,인천광역시 부평구 청천동   425번지 우림라이온스밸리 C동 606,"인천광역시 부평구 부평대로 283 (청천동,우림라이온스밸리 C동 606)",,(주)주원엘리베이터,2026-02-03 09:02:28,U,2026-02-06 02:40:00,,175126.717022995,446169.201205367,유지관리,"고속승강기,중저속승강기",200000000.0,,"2,970",3.0,0.0,,,,33.0,,,,,본점,1228169706.0,,(주)주원엘리베이터_인천광역시부평구청천동425번지우림라이온스밸리C동606
69,승강기유지관리업체,11_48_01_P,6110000,611000000324,2002-01-11,,1,영업/정상,1,인허가,,,,,0266702155,,150-870,서울특별시 영등포구 여의도동   13번지 6호 기계회관 신관 9층,"서울특별시 영등포구 국회대로76길 22 (여의도동,기계회관 신관 9층)",,한국미쓰비시엘리베이터(주),2026-02-05 15:27:49,U,2026-02-07 02:40:00,,193065.323272281,447494.221918799,유지관리,"고속승강기,중저속승강기",8000000000.0,,"2,200",19.0,0.0,,,,0.0,,,,,본점,1078609043.0,,한국미쓰비시엘리베이터(주)_서울특별시영등포구여의도동13번지6호기계회관신관9층
60,승강기유지관리업체,11_48_01_P,6460000,482000000004,2002-01-05,,4,취소/말소/만료/정지/중지,5,등록취소,,,,,061 7217971,,,,전라남도 순천시 서면 백강로 801,,(주)삼성엘리베이터,2026-02-04 00:00:00,U,2026-02-06 02:40:00,,,,유지관리,"고속승강기,중저속승강기",310.0,,1500,2.0,0.0,,,,,,,,,본점,4168134835.0,,(주)삼성엘리베이터_
136,승강기유지관리업체,11_48_01_P,6110000,611000000322,2001-11-27,,1,영업/정상,1,인허가,,,,,023069483,,122-906,서울특별시 은평구 응암1동  97번지 2호,"서울특별시 은평구 백련산로 175, 401호 (응암동,다올빌딩)",122-906,정우엘리베이터(주),2026-02-12 19:34:48,U,2026-02-14 02:40:00,,193447.455726681,455347.320172136,유지관리,중저속승강기,100000000.0,,"2,600",4.0,0.0,,,,,,,,,본점,1108154030.0,,정우엘리베이터(주)_서울특별시은평구응암1동97번지2호
56,승강기유지관리업체,11_48_01_P,6280000,628000000070,2001-11-02,,1,영업/정상,1,인허가,,,,,0325220178,,,"인천광역시 서구 가정동 618-1 새롬프라자801호,802호","인천광역시 서구 봉오재3로 96, 새롬프라자 801호 (가정동)",22731,신성엘리베이터(주),2026-02-03 09:01:55,U,2026-02-06 02:40:00,,170791.714578843,447267.171722161,유지관리,"고속승강기,중저속승강기",200000000.0,,"2,000",2.0,0.0,,,,23.0,,,,,본점,1228159644.0,,"신성엘리베이터(주)_인천광역시서구가정동618-1새롬프라자801호,802호"
175,승강기유지관리업체,11_48_01_P,6310000,631000000016,2001-09-10,,1,영업/정상,1,인허가,,,,,0522763593,,680-806,울산광역시 남구 무거동  299번지 10호 남운프라자 402호,"울산광역시 남구 북부순환도로 17, 402호 (무거동,남운프라자)",680-806,그린승강기(주),2026-02-19 11:11:00,U,2026-02-21 02:40:00,,405350.026689644,230358.13650598,유지관리,중저속승강기,100000000.0,,"2,070",3.0,,,,,23.0,12.0,,1.0,,본점,6108152639.0,,그린승강기(주)_울산광역시남구무거동299번지10호남운프라자402호
41,승강기유지관리업체,11_48_01_P,6290000,629000000045,2001-07-04,,1,영업/정상,1,인허가,,,,,0626518555,,61658,광주광역시 남구 백운동 601-18,광주광역시 남구 백운로25번길 11 (백운동),61658,현승엘리베이터(주),2026-02-02 16:47:07,U,2026-02-04 02:40:00,,,,유지관리,중저속승강기,200000000.0,,"1,620",2.0,,,,,18.0,,,,,본점,4088147004.0,,현승엘리베이터(주)_광주광역시남구백운동601-18
98,승강기유지관리업체,11_48_01_P,6310000,631000000012,2001-05-16,,1,영업/정상,1,인허가,,,,,0316445114,,27329,충청북도 충주시 용탄동 1157번지 현대엘리베이터,"충청북도 충주시 충주산단1로 128, 현대엘리베이터(용탄동)",27329,현대엘리베이터(주) 울산지사,2026-02-10 09:42:11,U,2026-02-12 02:40:00,,284118.410926242,389922.931197633,유지관리,중저속승강기,5550000000.0,,"5,310",6.0,,,,,59.0,23.0,,1.0,,지점,6108509014.0,,현대엘리베이터(주)울산지사_충청북도충주시용탄동1157번지현대엘리베이터
207,승강기유지관리업체,11_48_01_P,6410000,405000000010,2001-04-14,,1,영업/정상,1,인허가,,,,,0317473006,,16910,경기도 용인시 기흥구 마북동 173번지,"경기도 용인시 기흥구 마북로 141, JK프라자 2층 207,208호 (마북동)",16910,(주)현대개발공사,2026-02-23 00:00:00,U,2026-02-25 02:40:00,,,,유지관리,"고속승강기,중저속승강기",502.0,502.0,3400,4.0,20.0,,,,,,,,,본점,1298113498.0,,(주)현대개발공사_경기도용인시기흥구마북동173번지
22,승강기유지관리업체,11_48_01_P,5530000,2018553037933500001,2001-04-10,,3,폐업,2,폐지,2024-03-22,,,,031-431-7417,,,경기도 화성시 만세구 남양읍 장덕리 245번지 3호,경기도 화성시 만세구 남양읍 남양로 248-7,18281,신원기전㈜,2026-02-01 11:00:57,I,2026-02-04 01:35:23,,182995.579427956,406957.126294907,,,,,,,,,,,,,,,,,,,신원기전㈜_경기도화성시만세구남양읍장덕리245번지3호
201,승강기유지관리업체,11_48_01_P,6410000,374000000009,2001-03-12,,1,영업/정상,1,인허가,,,,,031 222 1582,,16570,경기도 수원시 권선구 권선동 941-3,"경기도 수원시 권선구 효원로 208, 3층 301호 (권선동)",16570,(주)대원엘리베이터,2026-02-20 00:00:00,U,2026-02-22 02:40:00,,,,유지관리,중저속승강기,300.0,522.0,720,2.0,0.0,,,,,,,,,본점,1248181986.0,,(주)대원엘리베이터_경기도수원시권선구권선동941-3
241,승강기유지관리업체,11_48_01_P,6110000,611000000304,2001-02-27,,1,영업/정상,1,인허가,,,,,0222420330,,,서울특별시 동대문구 장안동 166번지 6호,"서울특별시 동대문구 답십리로64길 75, 3층 (장안동)",02626,(주)성우엘리베이터,2026-02-25 10:56:14,U,2026-02-27 02:40:00,,205775.765296843,451904.441881338,유지관리,중저속승강기,100000000.0,,"2,000",2.0,0.0,,,,0.0,,,,,본점,2048156255.0,,(주)성우엘리베이터_서울특별시동대문구장안동166번지6호
171,승강기유지관리업체,11_48_01_P,6410000,391000000007,2000-10-28,,1,영업/정상,1,인허가,,,,,00316572924,,17724,경기도 평택시 도일동 100,"경기도 평택시 도일로 246, 송화빌딩 301호 (도일동)",17724,(주)대성기전,2026-02-13 00:00:00,U,2026-02-16 02:40:00,,,,유지관리,중저속승강기,100.0,,1000,1.0,,,,,,,,,,본점,1258195275.0,,(주)대성기전_경기도평택시도일동100
242,승강기유지관리업체,11_48_01_P,6260000,626000000099,2000-10-24,,1,영업/정상,1,인허가,,,,,0515572676,,,부산광역시 부산진구 범천동 869-15 대휘빌딩,"부산광역시 부산진구 중앙대로 629-10, 대휘빌딩 6층 (범천동)",47351,오티스이앤엠코리아 주식회사 (부산지점),2026-02-25 09:17:57,U,2026-02-27 02:40:00,,387525.764548199,185255.305459549,유지관리,중저속승강기,2202000000.0,,"2,600",4.0,0.0,,,1.0,25.0,,15.0,1.0,,본점,6078519326.0,,오티스이앤엠코리아주식회사(부산지점)_부산광역시부산진구범천동869-15대휘빌딩
143,승강기유지관리업체,11_48_01_P,6300000,630000000042,2000-08-01,,1,영업/정상,1,인허가,,,,,0428227260,,305-301,대전광역시 유성구 봉명동  535번지 6호,"대전광역시 유성구 대학로 27, 901호 (봉명동,현대리조텔)",305-301,신일엘리베이터(주),2026-02-13 16:16:43,U,2026-02-15 02:40:00,,230605.560571952,317329.211504124,유지관리,중저속승강기,540000000.0,,"3,870",5.0,0.0,,,,43.0,,,,,본점,3148134863.0,,신일엘리베이터(주)_대전광역시유성구봉명동535번지6호
161,승강기유지관리업체,11_48_01_P,6410000,374000000024,2000-06-22,,1,영업/정상,1,인허가,,,,,031 395 0308,,16208,경기도 수원시 장안구 이목동 243번지 10호,경기도 수원시 장안구 서부로 2385 (이목동),16208,신화엘리베이터(주),2026-02-13 00:00:00,U,2026-02-16 02:40:00,,,,유지관리,중저속승강기,1000.0,1000.0,3150,7.0,,,,,,,,,,본점,1238198543.0,,신화엘리베이터(주)_경기도수원시장안구이목동243번지10호
115,승강기유지관리업체,11_48_01_P,6110000,611000000290,2000-04-21,,1,영업/정상,1,인허가,,,,,025768701,,137-160,서울특별시 서초구 신원동 271번지 23호 내곡드림시티2차 501호,"서울특별시 서초구 청계산로 189, 501호 (신원동,내곡드림시티2차)",137-160,원엘리베이터(주),2026-02-11 16:44:41,U,2026-02-13 02:40:00,,204833.349826117,438463.510444768,유지관리,중저속승강기,100000000.0,,"1,000",1.0,0.0,,,,,,,,,본점,2148652775.0,,원엘리베이터(주)_서울특별시서초구신원동271번지23호내곡드림시티2차501호
14,승강기유지관리업체,11_48_01_P,5530000,2014553023233500005,2000-03-17,,1,영업/정상,1,영업중,,,,,031-351-6411,,,경기도 화성시 만세구 장안면 독정리 230번지 3호,경기도 화성시 만세구 장안면 장안로 480-2,18583,(주)디엠씨코리아,2026-02-01 11:00:57,I,2026-02-04 01:35:23,,188010.193689459,397135.794267452,,,,,,,,,,,,,,,,,,,(주)디엠씨코리아_경기도화성시만세구장안면독정리230번지3호
156,승강기유지관리업체,11_48_01_P,6260000,626000000092,2000-03-11,,1,영업/정상,1,인허가,,,,,0515258754,,,부산광역시 금정구 부곡동 788번지 대동다숲아파트 상가동,"부산광역시 금정구 부곡로 32-12, 상가동 2층(부곡동, 대동다숲아파트)",46310,동양기전엘리베이터(주),2026-02-13 11:38:19,U,2026-02-15 02:40:00,,390214.814637223,192972.908899409,유지관리,"고속승강기,중저속승강기",100000000.0,100000000.0,"1,400",2.0,0.0,,,,15.0,10.0,3.0,3.0,,본점,6078148065.0,,동양기전엘리베이터(주)_부산광역시금정구부곡동788번지대동다숲아파트상가동
149,승강기유지관리업체,11_48_01_P,6480000,535000000004,1999-07-06,,1,영업/정상,1,인허가,,,,1999-07-06,055 323 3631,,50965,경상남도 김해시 풍유동 71번지 7호,경상남도 김해시 흥동로 30-1 (풍유동),50965,(주)금성산전,2026-02-13 00:00:00,U,2026-02-15 02:40:00,,,,유지관리,중저속승강기,200.0,200.0,1620,2.0,3.0,,,,,,,,,본점,6228124868.0,,(주)금성산전_경상남도김해시풍유동71번지7호
145,승강기유지관리업체,11_48_01_P,6480000,535000000003,1999-06-01,,1,영업/정상,1,인허가,,,,,055 326 3266,,621-130,경상남도 김해시 풍유동 48번지,경상남도 김해시 금관대로1073번길 31-18 (풍유동),621-130,제일승강기주식회사,2026-02-13 00:00:00,U,2026-02-15 02:40:00,,,,유지관리,중저속승강기,200.0,,1900,2.0,,,,,,,,,,본점,6228124548.0,,제일승강기주식회사_경상남도김해시풍유동48번지
148,승강기유지관리업체,11_48_01_P,6480000,535000000001,1999-04-22,,1,영업/정상,1,인허가,,,,,055 332 6796,,,경상남도 김해시 삼정동 656번지 1호,경상남도 김해시 인제로25번길 37 (삼정동),,(주)동양산전엘리베이터,2026-02-13 00:00:00,U,2026-02-15 02:40:00,,,,유지관리,중저속승강기,100.0,,1500,2.0,3.0,,,,,,,,,본점,6228124039.0,,(주)동양산전엘리베이터_경상남도김해시삼정동656번지1호
54,승강기유지관리업체,11_48_01_P,6280000,628000000058,1999-04-15,,1,영업/정상,1,인허가,,,,,0324722828,,,인천광역시 남동구 만수동 5번지 426호 신동아아파트 관리동 2층,"인천광역시 남동구 만수로111번길 38, 201호 (만수동,신동아아파트관리동)",21521,세계이엠티(주),2026-02-03 09:03:11,U,2026-02-06 02:40:00,,176669.87296832,440531.187084353,유지관리,"고속승강기,중저속승강기",150000000.0,,"2,430",3.0,0.0,,,,27.0,,,,,본점,1318637561.0,,세계이엠티(주)_인천광역시남동구만수동5번지426호신동아아파트관리동2층
