번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),약국영업면적,지정일자,Unnamed: 30,record_key
198,약국,01_01_06_P,3170000,PHMD120163170035084000009,2016-05-11,,1,영업/정상,13,영업중,,,,,02-838-1158,,,,서울특별시 금천구 가산로 116 (가산동),8529,가산약국,2026-02-10 09:21:12,U,2026-02-12 02:40:00,,190481.242450103,441556.382011728,71.4,20160511,,가산약국_
108,약국,01_01_06_P,4050000,PHMD120164050148084000006,2016-04-15,,1,영업/정상,13,영업중,,,,,031-286-1090,,,경기도 용인시 기흥구 공세동 734-3,"경기도 용인시 기흥구 탑실로 32, 105호 (공세동)",17084,늘참조은약국,2026-02-05 08:45:50,U,2026-02-07 02:40:00,,209706.964320296,415231.301939371,35.2,20160415,,늘참조은약국_경기도용인시기흥구공세동734-3
37,약국,01_01_06_P,3780000,PHMD120163780064084000009,2016-04-01,,1,영업/정상,13,영업중,,,,,031-701-1071,,,경기도 성남시 분당구 야탑동 354번지 6호 강남프라자 106호,"경기도 성남시 분당구 야탑로69번길 3, 106호 (야탑동, 강남프라자)",13497,야탑원약국,2026-02-02 14:32:35,U,2026-02-04 02:40:00,,211116.062572985,434227.37296752,31.4,20160401,,야탑원약국_경기도성남시분당구야탑동354번지6호강남프라자106호
165,약국,01_01_06_P,3670000,PHMD120163670022084000007,2016-03-25,,3,폐업,3,폐업,2026-02-01,,,,042-546-8855,,,대전광역시 유성구 원내동 93번지 12호 202호,"대전광역시 유성구 원내로39번길 17, 2층 202호 (원내동)",34227,믿음약국,2026-02-09 08:48:03,U,2026-02-11 02:40:00,,228662.835703949,311146.805460504,85.93,20160325,,믿음약국_대전광역시유성구원내동93번지12호202호
228,약국,01_01_06_P,3530000,PHMD120163530019084000003,2016-01-12,,3,폐업,3,폐업,2026-02-09,,,,0324629934,,,인천광역시 남동구 구월동 23번지,"인천광역시 남동구 구월로 212, 216호 (구월동, 힐캐슬프라자)",21561,벧엘약국,2026-02-11 18:28:12,U,2026-02-14 02:40:00,,174431.49712362,439194.306759719,31.98,20160112,,벧엘약국_인천광역시남동구구월동23번지
48,약국,01_01_06_P,3990000,PHMD120153990029084000015,2015-07-06,,1,영업/정상,13,영업중,,,,,559-6955,,,경기도 남양주시 호평동 640 메인시네마타워,"경기도 남양주시 늘을2로 26, 메인시네마타워 5층 508-1호 (호평동)",12150,호평우리약국,2026-02-02 14:31:15,U,2026-02-04 02:40:00,,221468.586010805,461438.064834388,67.76,20150706,,호평우리약국_경기도남양주시호평동640메인시네마타워
90,약국,01_01_06_P,3780000,PHMD120153780062084000003,2015-03-23,,3,폐업,3,폐업,2026-02-04,,,,031-744-8279,,461-815,경기도 성남시 수정구 양지동 534번지,경기도 성남시 수정구 산성대로 517 (양지동),13136,푸른약국,2026-02-03 13:36:51,U,2026-02-06 02:40:00,,214379.022687383,439496.690274556,32.04,20150323,,푸른약국_경기도성남시수정구양지동534번지
232,약국,01_01_06_P,3740000,PHMD120153740033084000003,2015-03-10,,1,영업/정상,13,영업중,,,,,0312467575,,,경기도 수원시 팔달구 매산로1가 11-12 아이메카 상가 B10호,"경기도 수원시 팔달구 덕영대로 905, 아이메카 상가 지하1층 B10호 (매산로1가)",16455,레몬약국,2026-02-11 13:35:14,U,2026-02-14 02:40:00,,199976.742297918,418437.306042467,17.99,20150310,,레몬약국_경기도수원시팔달구매산로1가11-12아이메카상가B10호
23,약국,01_01_06_P,4050000,PHMD120154050149084000002,2015-02-02,,1,영업/정상,13,영업중,,,,,070-4142-2576,,448-712,경기도 용인시 수지구 죽전동 832번지 1호,"경기도 용인시 수지구 용구대로2771번길 66, 106-3호 (죽전동)",16865,파랑온누리약국,2026-02-02 15:29:57,U,2026-02-04 02:40:00,,209304.080145467,425953.536084472,42.9,20150202,,파랑온누리약국_경기도용인시수지구죽전동832번지1호
22,약국,01_01_06_P,3560000,PHMD120143560021084000035,2014-11-24,,1,영업/정상,13,영업중,,,,,032-579-7571,,404-803,인천광역시 서구 가정동 516번지,인천광역시 서구 가정로 364-1 (가정동),22783,굿모닝온누리약국,2026-02-02 17:24:40,U,2026-02-04 02:40:00,,171039.272046351,446179.269645796,101.0,20141124,,굿모닝온누리약국_인천광역시서구가정동516번지
207,약국,01_01_06_P,3990000,PHMD120143990029084000034,2014-09-22,,3,폐업,3,폐업,2026-02-11,,,,031-529-3930,,472-835,경기도 남양주시 진건읍 용정리 770번지 4호 경진빌딩  105호,"경기도 남양주시 진건읍 사릉로442번길 19, 105호 (경진빌딩)",12133,늘건강약국,2026-02-11 18:37:59,U,2026-02-13 02:40:00,,215597.728493516,461838.602388821,85.0,20140922,,늘건강약국_경기도남양주시진건읍용정리770번지4호경진빌딩105호
49,약국,01_01_06_P,3210000,PHMD120143210034084000024,2014-09-01,,3,폐업,3,폐업,2026-02-01,,,,02-587-2529,,137-843,서울특별시 서초구 방배동 925번지 10호 방배메디칼빌딩 1층,"서울특별시 서초구 방배로 115, 1층 (방배동, 방배메디칼빌딩)",6682,메디칼약국,2026-02-02 13:13:44,U,2026-02-04 02:40:00,,199524.663124973,442467.198073938,16.4,20140901,,메디칼약국_서울특별시서초구방배동925번지10호방배메디칼빌딩1층
83,약국,01_01_06_P,3650000,PHMD120143650023084000010,2014-05-21,,1,영업/정상,13,영업중,,,,,042-226-6425,,301-839,대전광역시 중구 은행동 65번지 2호,대전광역시 중구 대전천서로 449 (은행동),34922,한빛 약국,2026-02-03 09:54:05,U,2026-02-06 02:40:00,,238468.2092003,314322.743016244,80.04,20140521,,한빛약국_대전광역시중구은행동65번지2호
59,약국,01_01_06_P,3330000,PHMD120143330024084000002,2014-01-23,,1,영업/정상,13,영업중,,,,,051-544-2111,,612-800,부산광역시 해운대구 반송동 76번지 1호,부산광역시 해운대구 윗반송로 94 (반송동),48010,우정약국,2026-01-30 15:31:47,U,2026-02-04 11:04:37,,396397.280516163,194694.10633752,33.0,20140123,,우정약국_부산광역시해운대구반송동76번지1호
66,약국,01_01_06_P,5310000,PHMD120145310029084000002,2014-01-20,,3,폐업,3,폐업,2026-02-01,,,,055-756-7575,,660-806,경상남도 진주시 상대동 297번지 29호,경상남도 진주시 도동천로 43 (상대동),52794,드림약국,2026-01-30 14:10:27,U,2026-02-04 11:04:37,,300640.472436413,187165.369397167,66.0,20140120,,드림약국_경상남도진주시상대동297번지29호
92,약국,01_01_06_P,3160000,PHMD120133160034084000021,2013-11-21,,1,영업/정상,13,영업중,,,,,02-866-1030,,,서울특별시 구로구 구로동 413-44 코지하우스,"서울특별시 구로구 구로동로 151, 코지하우스 1층 (구로동)",8309,정문약국,2026-02-03 13:22:22,U,2026-02-06 02:40:00,,189632.386849945,443305.342653355,118.5,20131121,,정문약국_서울특별시구로구구로동413-44코지하우스
13,약국,01_01_06_P,3000000,PHMD120133000034084000014,2013-10-29,,1,영업/정상,13,영업중,,,,,02-730-0737,,,서울특별시 종로구 평동 233 경희궁자이 3단지,"서울특별시 종로구 경교장길 35, 3137호 (평동, 경희궁자이 3단지)",3180,신서대문대학약국,2026-02-02 16:30:55,U,2026-02-04 02:40:00,,196931.854196185,451813.489945391,47.3,20131029,,신서대문대학약국_서울특별시종로구평동233경희궁자이3단지
63,약국,01_01_06_P,3300000,PHMD120133300024084000013,2013-08-01,,1,영업/정상,13,영업중,,,,,051-552-6100,,607-823,부산광역시 동래구 수안동 182번지 성완세띠앙 118호,"부산광역시 동래구 충렬대로238번길 7, 118호 (수안동, 성완세띠앙)",47877,신성약국,2026-01-30 15:54:08,U,2026-02-04 11:04:37,,389852.38719487,191077.466795013,81.95,20130801,,신성약국_부산광역시동래구수안동182번지성완세띠앙118호
206,약국,01_01_06_P,3160000,PHMD120133160034084000011,2013-06-05,,1,영업/정상,13,영업중,,,,,02-2681-0292,,,서울특별시 구로구 개봉동 92-10,"서울특별시 구로구 고척로 121, 1층 101호 (개봉동)",8247,개봉지예당약국,2026-02-11 11:42:33,U,2026-02-13 02:40:00,,186429.960964656,444437.025712742,39.7,20130605,,개봉지예당약국_서울특별시구로구개봉동92-10
154,약국,01_01_06_P,4060000,PHMD120124060023084000019,2012-11-09,,1,영업/정상,13,영업중,,,,,031-942-9199,,413-826,경기도 파주시 금촌2동 791번지 16호,"경기도 파주시 황골로 95, 1층 (금촌동)",10923,다온약국,2026-02-09 14:18:08,U,2026-02-11 02:40:00,,180493.805543707,472573.046999467,102.63,20121109,,다온약국_경기도파주시금촌2동791번지16호
41,약국,01_01_06_P,3240000,PHMD120123240033084000034,2012-11-05,,1,영업/정상,13,영업중,,,,,02-427-0108,,,서울특별시 강동구 명일동 46-2 고덕역 효성해링턴 타워 더퍼스트,"서울특별시 강동구 고덕로 262, 고덕역 효성해링턴 타워 더퍼스트 1층 106호 (명일동)",5269,고덕하나약국,2026-02-02 11:45:38,U,2026-02-04 02:40:00,,213593.137875629,450274.382514974,22.36,20121105,,고덕하나약국_서울특별시강동구명일동46-2고덕역효성해링턴타워더퍼스트
109,약국,01_01_06_P,6510000,PHMD120126510096084000016,2012-10-02,,1,영업/정상,13,영업중,,,,,7223755,,690-833,제주특별자치도 제주시  360번지 3호,제주특별자치도 제주시 동광로 107 (일도이동),63273,해오름약국,2026-02-04 16:52:23,U,2026-02-07 02:40:00,,157065.499996045,1203.55816563155,63.72,20121002,,해오름약국_제주특별자치도제주시360번지3호
160,약국,01_01_06_P,3650000,PHMD120123650023084000008,2012-07-03,,3,폐업,3,폐업,2026-01-31,,,,222-3435,,301-811,대전광역시 중구 문화동 1번지 17호,"대전광역시 중구 계백로 1690 (문화동, 홈플러스)",34956,해오름 약국,2026-02-09 17:58:21,U,2026-02-11 02:40:00,,236541.282086201,313349.96682002,18.83,20120703,,해오름약국_대전광역시중구문화동1번지17호
185,약국,01_01_06_P,3310000,PHMD120113310024084000010,2011-07-25,,1,영업/정상,13,영업중,,,,,626-6700,,,부산광역시 남구 대연동 1752번지 22호 정학기정형외과,"부산광역시 남구 수영로 206, 정학기정형외과 1층 (대연동)",48492,제일약국,2026-02-10 14:24:08,U,2026-02-12 02:40:00,,390341.639546372,183729.140909712,29.41,20110725,,제일약국_부산광역시남구대연동1752번지22호정학기정형외과
19,약국,01_01_06_P,4490000,PHMD120114490042084000018,2011-06-23,,3,폐업,3,폐업,2026-01-29,,,,569-3993,,330-010,충청남도 천안시 동남구 대흥동 70번지 4호,충청남도 천안시 동남구 공설시장2길 3 (대흥동),31128,고운약국,2026-02-02 09:32:10,U,2026-02-04 02:40:00,,213254.382140481,367524.167554842,50.4,20110623,,고운약국_충청남도천안시동남구대흥동70번지4호
68,약국,01_01_06_P,3900000,PHMD120113900028084000007,2011-05-04,,1,영업/정상,13,영업중,,,,,02-2612-2342,,423-839,"경기도 광명시 철산동 484번지 5호 , 1층 (철산동, 일청빌딩)","경기도 광명시 오리로 857, 1층 (철산동, 일청빌딩)",14250,철산약국,2026-01-30 14:15:43,U,2026-02-04 11:04:37,,188097.706266613,441420.597996993,103.08,20110504,,"철산약국_경기도광명시철산동484번지5호,1층(철산동,일청빌딩)"
254,약국,01_01_06_P,3080000,PHMD120113080033084000002,2011-02-01,,3,폐업,3,폐업,2026-02-13,,,,02-980-1854,,142-730,서울특별시 강북구 미아동 813번지 삼성래미안트리베라1차아파트 107동 2호,"서울특별시 강북구 삼양로19길 25, 107동 2호 (미아동, 삼성래미안트리베라1차아파트)",1200,수온누리약국,2026-02-13 14:44:39,U,2026-02-15 02:40:00,,201760.433753367,456845.373829971,20.4,20110201,,수온누리약국_서울특별시강북구미아동813번지삼성래미안트리베라1차아파트107동2호
120,약국,01_01_06_P,3900000,PHMD120103900028084000016,2010-12-08,,1,영업/정상,13,영업중,,,,,02-898-0607,,423-848,"경기도 광명시 하안3동 36번지 5호 , 1층","경기도 광명시 하안로 295, 1층 (하안동)",14305,노벨약국,2026-02-05 16:00:31,U,2026-02-07 02:40:00,,189308.021496198,439986.307867235,63.2,20101208,,"노벨약국_경기도광명시하안3동36번지5호,1층"
64,약국,01_01_06_P,3330000,PHMD120103330024084000010,2010-03-02,,3,폐업,3,폐업,2026-02-01,,,,701-1261,,612-862,부산광역시 해운대구 좌4동 1431번지 103호,"부산광역시 해운대구 좌동순환로249번길 21, 103호 (좌동, IS프라자)",48108,인제온누리약국,2026-01-30 11:05:54,U,2026-02-04 11:04:37,,398694.155871524,188302.926584749,64.77,20100302,,인제온누리약국_부산광역시해운대구좌4동1431번지103호
121,약국,01_01_06_P,3210000,PHMD120103210034084000006,2010-02-08,,1,영업/정상,13,영업중,,,,,025778275,,,서울특별시 서초구 양재동 377번지 3호 화성빌딩,"서울특별시 서초구 동산로 64, 화성빌딩 (양재동)",6784,양재메디칼약국,2026-02-03 17:39:34,U,2026-02-07 02:40:00,,203981.093872445,441070.67123356,127.36,20100208,,양재메디칼약국_서울특별시서초구양재동377번지3호화성빌딩
167,약국,01_01_06_P,3780000,PHMD120083780062084000004,2008-06-20,,1,영업/정상,13,영업중,,,,,031-755-6156,,,경기도 성남시수정구 수진2동 2967 1층,"경기도 성남시 수정구 수정로 78, 1층 (수진동)",13316,정다운약국,2026-02-09 13:49:04,U,2026-02-11 02:40:00,,211368.133410431,437539.665564647,19.57,20080620,,정다운약국_경기도성남시수정구수진2동29671층
141,약국,01_01_06_P,3190000,PHMD120083190033084000005,2008-04-24,,1,영업/정상,13,영업중,,,,,02-6401-0033,,156-840,서울특별시 동작구 상도동 197번지 12호,서울특별시 동작구 성대로29길 68 (상도동),6961,정성을다하는약국,2026-02-06 15:35:37,U,2026-02-08 02:40:00,,194399.992928043,444331.329168209,18.36,20080424,,정성을다하는약국_서울특별시동작구상도동197번지12호
89,약국,01_01_06_P,3930000,PHMD120073930154084000017,2007-10-31,,1,영업/정상,13,영업중,,,,,031-480-1276,,,경기도 안산시 단원구 원곡동 846번지 보성프라자 3층(302호),"경기도 안산시 단원구 원초로 30, 3층 302호 (원곡동, 보성프라자)",15382,모아약국,2026-02-04 09:08:44,U,2026-02-06 02:40:00,,182360.561668051,425167.879472381,74.4,20071031,,모아약국_경기도안산시단원구원곡동846번지보성프라자3층(302호)
192,약국,01_01_06_P,5340000,PHMD120075340030084000003,2007-05-02,,1,영업/정상,13,영업중,,,,,055-853-7575,,,경상남도 사천시 서포면 구평리 640-3,"경상남도 사천시 서포면 서포로 277, 1층",52543,서포바다약국,2026-02-10 17:57:18,U,2026-02-12 02:40:00,,289062.699183605,168042.730286543,69.98,20070502,,서포바다약국_경상남도사천시서포면구평리640-3
136,약국,01_01_06_P,5130000,PHMD120005130030084000007,2006-05-29,,3,폐업,3,폐업,2026-02-07,,,,053-856-7163,,712-835,경상북도 경산시 진량읍 봉회1리 71번지 1호  삼주봉황타운 106동 105호,경상북도 경산시 진량읍 봉황길 29,38450,삼주약국,2026-02-06 13:46:20,U,2026-02-08 02:40:00,,364490.88406221,266546.481950727,41.81,20060529,,삼주약국_경상북도경산시진량읍봉회1리71번지1호삼주봉황타운106동105호
255,약국,01_01_06_P,5710000,PHMD120054360079084000018,2005-09-07,,1,영업/정상,13,영업중,,,,,043-237-3883,,361-803,충청북도 청주시 흥덕구 가경동 1672번지 1층,"충청북도 청주시 흥덕구 가경로 9-2, 1층 (가경동)",28413,성가약국,2026-02-13 16:52:21,U,2026-02-15 02:40:00,,239602.046531393,346293.074428312,87.25,20050907,,성가약국_충청북도청주시흥덕구가경동1672번지1층
250,약국,01_01_06_P,4810000,PHMD120054810029084000002,2005-04-07,,3,폐업,3,폐업,2026-02-11,,,,682-5557,,555-803,전라남도 여수시 신기동 66번지 9호,전라남도 여수시 신기남3길 22-2 (신기동),59686,지성당한약국,2026-02-13 09:09:08,U,2026-02-15 02:40:00,,261320.569599122,140450.774087335,11.87,20050407,,지성당한약국_전라남도여수시신기동66번지9호
11,약국,01_01_06_P,5530000,PHMD120055530021084000009,2005-03-24,,3,폐업,3,폐업,2012-01-16,,,,356-6797,,445-010,경기도 화성시 만세구 남양읍 남양리 1197번지 국제포인트 프라자 107호,"경기도 화성시 만세구 남양읍 남양성지로 139-1, 국제포인트 프라자 107호",18261,유명온누리약국,2012-12-21 11:37:31,I,2026-02-04 01:35:23,,183811.840744585,411930.498396471,41.62,20050324,,유명온누리약국_경기도화성시만세구남양읍남양리1197번지국제포인트프라자107호
67,약국,01_01_06_P,4160000,PHMD120054160015084000002,2005-02-23,,1,영업/정상,13,영업중,,,,,031-582-4994,,477-805,경기도 가평군 가평읍 읍내리 473번지 1호,경기도 가평군 가평읍 가화로 118,12419,한천당약국,2026-01-30 17:55:10,U,2026-02-04 11:04:37,,245162.824619195,480972.395729628,58.2,20050223,,한천당약국_경기도가평군가평읍읍내리473번지1호
123,약국,01_01_06_P,3190000,PHMD120043190033084000039,2004-12-13,,1,영업/정상,13,영업중,,,,,02-822-0667,,156-881,서울특별시 동작구 상도동 475번지 6호 교동빌딩 1층,"서울특별시 동작구 상도로 356, 1층 (상도동, 교동빌딩)",7040,상도프라자약국,2026-02-05 09:47:58,U,2026-02-07 02:40:00,,195758.995658655,443840.36192287,67.1,20041213,,상도프라자약국_서울특별시동작구상도동475번지6호교동빌딩1층
42,약국,01_01_06_P,3240000,PHMD120043240033084000041,2004-12-01,,1,영업/정상,13,영업중,,,,,02-473-6262,,134-818,서울특별시 강동구 둔촌2동 94번지 8호,서울특별시 강동구 진황도로61길 25 (둔촌동),5367,한우리유공약국,2026-02-02 14:58:49,U,2026-02-04 02:40:00,,212717.553020811,447431.427744938,25.32,20041201,,한우리유공약국_서울특별시강동구둔촌2동94번지8호
38,약국,01_01_06_P,3780000,PHMD120043780062084000002,2004-02-02,,1,영업/정상,13,영업중,,,,,031-733-7567,,461-803,경기도 성남시 수정구 산성동 1455번지 1층,"경기도 성남시 수정구 수정로 346, 107호 (산성동)",13127,약진약국,2026-02-02 10:14:41,U,2026-02-04 02:40:00,,213205.654437444,439163.395164723,28.0,20040202,,약진약국_경기도성남시수정구산성동1455번지1층
142,약국,01_01_06_P,3200000,PHMD120033200033084000020,2003-06-24,,1,영업/정상,13,영업중,,,,,02-888-2272,,,서울특별시 관악구 신림동 1432-70,"서울특별시 관악구 신림로 357, 1층 (신림동)",8760,21세기약국,2026-02-06 15:49:18,U,2026-02-08 02:40:00,,193662.645671314,442668.044949837,24.75,20030624,,21세기약국_서울특별시관악구신림동1432-70
134,약국,01_01_06_P,3620000,PHMD120033620020084000002,2003-03-25,,3,폐업,3,폐업,2026-02-06,,,,062-262-7735,,500-814,광주광역시 북구 두암동 969번지 5호 모아미래도아파트상가 103호,"광주광역시 북구 삼정로 20, 103호 (두암동, 모아미래도아파트상가)",61159,라포약국,2026-02-06 11:26:55,U,2026-02-08 02:40:00,,194270.107173452,184985.278273535,0.0,20030325,,라포약국_광주광역시북구두암동969번지5호모아미래도아파트상가103호
251,약국,01_01_06_P,3640000,PHMD120023640023084000002,2002-04-01,,3,폐업,3,폐업,2026-02-10,,,,042-271-7427,,300-220,대전광역시 동구 낭월동 208번지 8호,대전광역시 동구 산내로 1360 (낭월동),34702,동인약국,2026-02-13 10:57:41,U,2026-02-15 02:40:00,,241805.287588894,309405.486521609,57.99,20020401,,동인약국_대전광역시동구낭월동208번지8호
257,약국,01_01_06_P,3120000,PHMD120013120033084000007,2001-08-17,,1,영업/정상,13,영업중,,,,,02-332-5935,,,서울특별시 서대문구 창천동 30-9,서울특별시 서대문구 신촌로 91 (창천동),3789,위드팜필약국,2026-02-13 16:26:42,U,2026-02-15 02:40:00,,194315.886084572,450384.575342365,109.2,20010817,,위드팜필약국_서울특별시서대문구창천동30-9
39,약국,01_01_06_P,3220000,PHMD120013220033084000029,2001-03-30,,1,영업/정상,13,영업중,,,,,025430701,,,서울특별시 강남구 신사동 664번지 6호 1층 4호,"서울특별시 강남구 선릉로 845, 1층 4호 (신사동)",6018,압구정약국,2026-02-02 16:46:51,U,2026-02-04 02:40:00,,203493.498593544,447259.651524872,0.0,20010330,,압구정약국_서울특별시강남구신사동664번지6호1층4호
103,약국,01_01_06_P,3110000,PHMD119993110032084000019,1999-06-25,,3,폐업,3,폐업,2026-02-04,,,,023030544,,,서울특별시 은평구 응암3동 577번지 40호,서울특별시 은평구 응암로 213 (응암동),3457,믿음메디칼약국,2026-02-04 17:56:57,U,2026-02-07 02:40:00,,192610.988662068,454303.346183836,43.36,19990625,,믿음메디칼약국_서울특별시은평구응암3동577번지40호
172,약국,01_01_06_P,3460000,PHMD119983460023084000002,1998-11-05,,1,영업/정상,13,영업중,,,,,053-782-6431,,706-844,대구광역시 수성구 지산동 1194번지 3호,대구광역시 수성구 용학로 208 (지산동),42219,지산경북약국,2026-02-10 11:27:25,I,2026-02-12 00:20:02,,347342.857869664,259161.458618243,137.2,19981105,,지산경북약국_대구광역시수성구지산동1194번지3호
246,약국,01_01_06_P,4550000,PHMD119954550041084000001,1995-08-26,,2,휴업,2,휴업,,2026-03-01,2026-08-31,,041-752-3263,,312-802,충청남도 금산군 금산읍 상리 124번지 2호,충청남도 금산군 금산읍 금산로 1442-1,32740,형수당약국,2026-02-13 11:06:30,U,2026-02-15 02:40:00,,243916.469827433,289215.421667487,26.7,19950826,,형수당약국_충청남도금산군금산읍상리124번지2호
229,약국,01_01_06_P,4970000,PHMD119954970018084000001,1995-07-06,,1,영업/정상,13,영업중,,,,,061-351-3019,,,전라남도 영광군 영광읍 남천리 236,전라남도 영광군 영광읍 중앙로 165,57045,명신약국,2026-02-11 13:53:03,U,2026-02-14 02:40:00,,155416.661818781,197473.508055972,100.0,19950706,,명신약국_전라남도영광군영광읍남천리236
139,약국,01_01_06_P,3510500,PHMD119873510021084000001,1987-05-28,,1,영업/정상,13,영업중,,,,,032-866-2165,,,인천광역시 미추홀구 주안동 15-1,"인천광역시 미추홀구 길파로 26, 1층 (주안동)",22125,공단시장온누리약국,2026-02-06 13:26:32,U,2026-02-08 02:40:00,,171606.546426649,440702.343771585,59.94,19870528,,공단시장온누리약국_인천광역시미추홀구주안동15-1
184,약국,01_01_06_P,3350000,PHMD119853350024084000002,1985-12-30,,1,영업/정상,13,영업중,,,,,051-513-0574,,609-805,"부산광역시 금정구 구서2동 655-17,18","부산광역시 금정구 금강로 565, 1층 (구서동)",46231,일선약국,2026-02-10 11:29:33,U,2026-02-12 02:40:00,,389911.468434088,197390.841592023,36.22,19851230,,"일선약국_부산광역시금정구구서2동655-17,18"
40,약국,01_01_06_P,3240000,PHMD119823240033084000007,1982-06-07,,1,영업/정상,13,영업중,,,,,02-6953-0558,,,서울특별시 강동구 길동 250번지,서울특별시 강동구 진황도로 127 (길동),5356,길성약국,2026-02-02 16:18:26,U,2026-02-04 02:40:00,,212336.802138446,448016.933164404,27.5,19820607,,길성약국_서울특별시강동구길동250번지
91,약국,01_01_06_P,3150000,PHMD119803150037084000002,1980-01-24,,1,영업/정상,13,영업중,,,,,02-3661-2954,,157-863,서울특별시 강서구 염창동 265번지,서울특별시 강서구 양천로 658 (염창동),7554,영일약국,2026-02-04 17:11:54,U,2026-02-06 02:40:00,,188440.342379339,450017.32238226,22.77,19800124,,영일약국_서울특별시강서구염창동265번지
211,약국,01_01_06_P,3460000,PHMD119793460023084000001,1979-12-10,,3,폐업,3,폐업,2026-02-12,,,,053-743-8677,,706-822,대구광역시 수성구 범어동 217번지 21호,대구광역시 수성구 달구벌대로 2540 (범어동),42089,시약국,2026-02-12 16:45:42,I,2026-02-14 00:20:02,,348124.162504423,263304.264820345,0.0,19791210,,시약국_대구광역시수성구범어동217번지21호
78,약국,01_01_06_P,3490000,PHMD119793490019084000001,1979-02-12,,1,영업/정상,13,영업중,,,,,032-773-8558,,,인천광역시 중구 전동 9-50,"인천광역시 중구 참외전로72번길 9-2, 1층 (전동)",22309,중앙약국,2026-02-03 14:45:00,U,2026-02-06 02:40:00,,167063.488050096,441707.422877854,37.0,19790212,,중앙약국_인천광역시중구전동9-50
183,약국,01_01_06_P,3350000,PHMD119763350024084000003,1976-12-31,,1,영업/정상,13,영업중,,,,,051-582-1090,,609-801,부산광역시 금정구 구서2동 175-1,"부산광역시 금정구 중앙대로 1943, 1층 (구서동)",46230,두실약국,2026-02-10 11:24:56,U,2026-02-12 02:40:00,,390231.375382633,197400.348723177,38.0,19761231,,두실약국_부산광역시금정구구서2동175-1
249,약국,01_01_06_P,5110000,PHMD119675110034084000001,1967-03-20,,3,폐업,3,폐업,2026-02-06,,,,054-535-2111,,742-030,경상북도 상주시 성하동 5-5,경상북도 상주시 왕산로 192 (성하동),37194,성모약국,2026-02-13 16:02:29,U,2026-02-15 02:40:00,,304231.325228918,324314.691307458,39.5,19670320,,성모약국_경상북도상주시성하동5-5
20,약국,01_01_06_P,4641000,PHMD119604640131084000001,1960-10-18,,3,폐업,3,폐업,2026-01-27,,,,,,561-805,전북특별자치도 전주시 덕진구 금암동 1560번지 10호,전북특별자치도 전주시 덕진구 조경단로 48 (금암동),54922,서울약국,2026-02-02 09:38:49,U,2026-02-04 02:40:00,,212420.364030686,259834.726007916,38.1,19601018,,서울약국_전북특별자치도전주시덕진구금암동1560번지10호
