사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호,총규모
(주)오비아,,190838.324818618,439761.362000391,2026-05-06 22:37:40,I,15,전출,2021-05-28 10:11:45,,2019-02-13,,서울특별시 금천구 독산동 ****번지 금천롯데캐슬골드파크*차 ***동 ***호,PHMG120193170035047000028,3170000,"서울특별시 금천구 시흥대로 ***, ***동 ***호 (독산동, 금천롯데캐슬골드파크*차)",08608,05,제외/삭제/전출,,,,
비겐의료기,,212589.271821152,448309.859890034,2026-05-06 22:43:18,I,15,전출,2023-06-22 16:51:56,,2013-08-19,,서울특별시 강동구 길동 ***-*,PHMG120193240033047000035,3240000,"서울특별시 강동구 천호대로***길 **, *층 *호 (길동)",05350,05,제외/삭제/전출,,,02-442-0475,
엑티메드,2016-04-12,212949.84309757,448741.304120861,2026-05-06 22:43:00,I,03,폐업,2016-04-12 16:08:10,,2015-05-27,134-010,서울특별시 강동구 길동 **번지,PHMG120153240033047000064,3240000,서울특별시 강동구 명일로 *** (길동),05300,03,폐업,,,,
주식회사 알앤디코리아,2018-06-27,212498.569971851,448723.484549238,2026-05-06 22:43:02,I,03,폐업,2018-06-27 16:53:26,,2015-10-28,,서울특별시 강동구 길동 ***번지 *호 ***호,PHMG120153240033047000111,3240000,"서울특별시 강동구 천중로 ***, ***호 (길동, 길동오피스텔)",05343,03,폐업,,,070-4233-7036,29.82
금천해독센터,2018-05-09,191299.134480666,439520.877817034,2026-05-06 22:37:23,I,03,폐업,2018-05-11 14:59:39,,2014-07-24,,,PHMG120143170035047000044,3170000,서울특별시 금천구 시흥대로**길 **-* (시흥동),08622,03,폐업,,,,
주식회사 케이비에이치케어,,189202.181652324,442562.722742062,2026-05-06 22:38:34,I,13,영업중,2025-07-15 10:10:41,,2023-02-01,,서울특별시 금천구 가산동 ***-* 에이스 가산 포휴,PHMG120233170035047000030,3170000,"서울특별시 금천구 가산디지털*로 ***, 에이스 가산 포휴 ****호 (가산동)",08501,01,영업/정상,,,,
가산해피대리점,2016-07-08,190499.806424625,441677.587917445,2026-05-06 22:37:26,I,03,폐업,2016-07-15 10:26:49,,2015-01-29,,,PHMG120153170035047000016,3170000,서울특별시 금천구 남부순환로***길 ** (가산동),08529,03,폐업,,,,
씨유 성내샛별공원점,2022-07-21,211102.767553638,447173.564110178,2026-05-06 22:43:58,I,03,폐업,2022-07-22 14:56:10,,2022-07-14,,서울특별시 강동구 성내동 ***-**,PHMG120223240033047000221,3240000,"서울특별시 강동구 성내로**길 **, *층 (성내동)",05400,03,폐업,,,,
온유메디케어,,189778.774504778,441302.111937219,2026-05-06 22:37:35,I,15,전출,2019-11-07 09:02:35,,2018-05-24,,서울특별시 금천구 가산동 ***번지 **호 IT프리미어타워,PHMG120183170035047000058,3170000,"서울특별시 금천구 가산디지털*로 **, IT프리미어타워 ****-*호 (가산동)",08590,05,제외/삭제/전출,,,02-323-6551,
물오름달,,189078.514338944,441778.636561742,2026-05-06 22:38:45,I,13,영업중,2025-11-26 15:19:22,,2023-03-02,,서울특별시 금천구 가산동 ***-** 몽삐에뜨,PHMG120253170035047000087,3170000,"서울특별시 금천구 서부샛길 ***-*, ***호 (가산동, 몽삐에뜨)",08505,01,영업/정상,,,,
㈜세인메덱스,,215079.278895111,450731.414304691,2026-05-06 22:43:31,I,13,영업중,2020-10-15 17:33:08,,2020-01-09,,서울특별시 강동구 강일동 ***번지 *호 해뜨는주유소,PHMG120203240033047000002,3240000,"서울특별시 강동구 상일로 ***, 해뜨는주유소 ***호 (강일동)",05218,01,영업/정상,,,02-3453-1700,
주식회사 로이스컴퍼니,,190718.377249788,439322.42742435,2026-05-06 22:38:44,I,13,영업중,2025-07-07 11:14:18,,2025-07-07,,,PHMG120253170035047000049,3170000,"서울특별시 금천구 시흥대로**길 **, 엠메디컬타워 **층 ****,****호 (시흥동)",08613,01,영업/정상,,,,
(주)유미주의,2022-10-24,190278.679728809,441481.431441947,2026-05-06 22:37:50,I,03,폐업,2022-10-24 15:06:02,,2020-11-23,,서울특별시 금천구 가산동 ***-*,PHMG120203170035047000192,3170000,"서울특별시 금천구 디지털로**길 **, B동 ***호 (가산동)",08516,03,폐업,,,,
GS25금천은행점,2025-09-09,191623.918087992,438766.981064195,2026-05-06 22:38:21,I,03,폐업,2025-09-09 16:03:17,,2022-02-10,,,PHMG120223170035047000047,3170000,"서울특별시 금천구 독산로 **, 대성빌딩 ***,***호 (시흥동)",08642,03,폐업,,,,
펄스캠생활과학금천지점,2020-03-09,191012.444698634,439155.134354676,2026-05-06 22:37:37,I,03,폐업,2020-03-09 17:39:39,,2018-08-17,,서울특별시 금천구 시흥동 ***번지 *호 금성빌딩,PHMG120183170035047000093,3170000,"서울특별시 금천구 금하로 ***, 금성빌딩 *층 ***호 (시흥동)",08615,03,폐업,,,,
(주)아랑네트웍스,,189202.600232089,441848.24299943,2026-05-06 22:37:36,I,13,영업중,2018-07-20 16:24:41,,2018-07-18,,,PHMG120183170035047000080,3170000,"서울특별시 금천구 가산디지털*로 ***, 월드메르디앙*차 ****-***호 (가산동)",08505,01,영업/정상,,,070-7703-0555,
(주)한미메드라인,2022-08-29,212965.180856621,447872.025836656,2026-05-06 22:43:07,I,03,폐업,2022-08-29 16:58:12,,2016-12-01,,,PHMG120163240033047000100,3240000,서울특별시 강동구 동남로**길 **-** (둔촌동),05366,03,폐업,,,34318040,
더제이에스메디칼,,211411.31987595,448830.948477309,2026-05-06 22:43:47,I,13,영업중,2021-08-06 17:27:44,,2019-05-09,,서울특별시 강동구 천호동 ***-* 한양메디스퀘어,PHMG120213240033047000138,3240000,"서울특별시 강동구 구천면로 ***, 한양메디스퀘어 지층 ***호 (천호동)",05326,01,영업/정상,,,,
㈜아인스메드,,189055.138252216,441958.334400683,2026-05-06 22:37:19,I,13,영업중,2024-07-11 14:51:10,,2012-12-05,153-719,서울특별시 금천구 가산동 ***번지 *호 대성디폴리스 B동 ****호,PHMG120123170035047000058,3170000,"서울특별시 금천구 서부샛길 ***, B동 ****호 (가산동, 대성디폴리스)",08504,01,영업/정상,,,,
지에스25 금천주원점,,190694.009294534,441028.822661274,2026-05-06 22:38:01,I,13,영업중,2022-08-26 09:22:15,,2021-05-12,,,PHMG120213170035047000088,3170000,"서울특별시 금천구 시흥대로***길 **, 주원블레어시티 ***동 ***~***호 (독산동)",08524,01,영업/정상,,,,
엠디케이,,189863.598209033,441870.90420315,2026-05-06 22:37:49,I,15,전출,2022-05-11 09:15:04,,2014-10-15,,서울특별시 금천구 가산동 **-** IT미래TOWER,PHMG120203170035047000180,3170000,"서울특별시 금천구 디지털로*길 **, IT미래TOWER ****호 (가산동)",08511,05,제외/삭제/전출,,,,
누가의료기(강동지사),2010-12-16,211691.508105039,447184.119284399,2026-05-06 22:41:34,I,03,폐업,2010-12-16 17:30:28,,2009-04-02,134-033,서울특별시 강동구 성내*동 ***번지 **호 (*층),PHMG120093240033047000021,3240000,,,03,폐업,,,,
마이다스웰,2011-04-14,211917.803086609,448478.164463201,2026-05-06 22:41:35,I,03,폐업,2011-04-14 17:16:50,,2009-05-25,134-023,서울특별시 강동구 천호*동 ***번지 *호 신구오피스텔 ***호,PHMG120093240033047000037,3240000,,,03,폐업,,,1544-1408,
(주)아성다이소 독산점,,190873.400602454,440849.69904447,2026-05-06 22:37:27,I,13,영업중,2023-05-15 15:06:44,,2015-05-21,,,PHMG120153170035047000050,3170000,"서울특별시 금천구 시흥대로 ***, B*,*,*층 (독산동)",08523,01,영업/정상,,,02-864-6016,
주식회사 사이버메드,,189788.849463856,441731.610478567,2026-05-06 22:38:30,I,13,영업중,2022-08-12 14:08:33,,2022-08-12,,서울특별시 금천구 가산동 **-** 월드메르디앙*차,PHMG120223170035047000204,3170000,"서울특별시 금천구 벚꽃로 ***, 월드메르디앙*차 ***호 (가산동)",08511,01,영업/정상,,,070-5142-1818,
소구메디컴 주식회사,,212286.504152445,448017.863968317,2026-05-06 22:42:46,I,13,영업중,2025-09-05 16:54:53,,2014-07-03,134-010,"서울특별시 강동구 길동 ***번지 소구빌딩 *층, *층",PHMG120143240033047000040,3240000,"서울특별시 강동구 진황도로 ***, *층, *층 (길동, 소구빌딩)",05356,01,영업/정상,,,,
하고맘,2024-01-02,189877.178943503,442093.648596802,2026-05-06 22:38:33,I,03,폐업,2024-01-02 09:55:24,,2022-01-27,,서울특별시 금천구 가산동 **-* 대륭포스트타워 *차,PHMG120233170035047000011,3170000,"서울특별시 금천구 디지털로*길 **, 대륭포스트타워 *차 ***-***호 (가산동)",08512,03,폐업,,,,
주식회사 한미,,212965.180856621,447872.025836656,2026-05-06 22:43:48,I,13,영업중,2021-11-18 13:29:16,,2021-11-18,,서울특별시 강동구 둔촌동 ***-*,PHMG120213240033047000173,3240000,서울특별시 강동구 동남로**길 **-**(둔촌동),05366,01,영업/정상,,,02-3431-8041,
씨유 시흥유통점,2016-12-29,191339.521436397,437653.308606196,2026-05-06 22:37:23,I,03,폐업,2016-12-29 14:46:58,,2014-11-10,,,PHMG120143170035047000072,3170000,서울특별시 금천구 시흥대로 ** (시흥동),08640,03,폐업,,,,
케이티링커스(주)강동지사,2017-12-26,213636.934120635,450276.848244913,2026-05-06 22:43:03,I,03,폐업,2017-12-26 13:08:00,,2016-01-25,,"서울특별시 강동구 명일동 **번지 *호 *,*층",PHMG120163240033047000003,3240000,"서울특별시 강동구 동남로**길 **, *,*층 (명일동, KT고덕지사)",05269,03,폐업,,,02-417-2366,
지에스(GS)25 메가스퀘어점,2022-09-27,214956.131343654,450617.923583608,2026-05-06 22:43:45,I,03,폐업,2022-09-27 15:10:43,,2021-05-07,,서울특별시 강동구 고덕동 ***-* 고덕센트럴푸르지오,PHMG120213240033047000094,3240000,"서울특별시 강동구 고덕로 ***, 제메가스퀘어동 *층 ***호 (고덕동, 고덕센트럴푸르지오)",05222,03,폐업,,,,41.16
주식회사 오션티에스,,211547.34319912,450069.359399706,2026-05-06 22:42:23,I,13,영업중,2015-05-15 09:26:01,,2013-02-07,134-843,서울특별시 강동구 암사동 ***번지 *호 성옥파크 ***호,PHMG120133240033047000007,3240000,"서울특별시 강동구 고덕로**길 **, *층 ***호 (암사동, 성옥파크)",05253,01,영업/정상,,,070-7840-5352,
스카이메디칼,,191226.287379467,437914.06299827,2026-05-06 22:37:26,I,15,전출,2023-07-10 13:03:13,,2015-02-04,,,PHMG120153170035047000017,3170000,"서울특별시 금천구 시흥대로 **, *동 *층 ***호 (시흥동, 시흥산업용재유통센터)",08639,05,제외/삭제/전출,,,,
숯이야기,2014-04-01,212627.317432617,449981.675707773,2026-05-06 22:42:36,I,03,폐업,2014-04-01 15:33:06,,2013-04-10,134-830,서울특별시 강동구 명일*동 ***번지 **호,PHMG120133240033047000033,3240000,,,03,폐업,,,,
스토리웨이 가산역상행점,,189514.72996753,442253.567254569,2026-05-06 22:38:38,I,13,영업중,2025-03-27 16:01:50,,2023-08-25,,,PHMG120233170035047000120,3170000,"서울특별시 금천구 벚꽃로 ***, 가산디지털단지역 (가산동)",08510,01,영업/정상,,,070-7092-7193,
한빛나노의료기 암사역점,,211348.476998922,449858.226064682,2026-05-06 22:42:38,I,13,영업중,2023-11-09 09:50:41,,2013-06-05,,서울특별시 강동구 암사동 ***,PHMG120133240033047000045,3240000,서울특별시 강동구 올림픽로**길 ** (암사동),05264,01,영업/정상,,,02-429-5333,
주식회사 소구,,212286.504152445,448017.863968317,2026-05-06 22:41:46,I,13,영업중,2018-11-30 09:32:47,,2010-05-10,,서울특별시 강동구 길동 ***번지,PHMG120103240033047000029,3240000,"서울특별시 강동구 진황도로 ***, *,*,*층 (길동)",05356,01,영업/정상,,,02-569-0740,649.67
선우인터내셔널,,211542.314116941,448273.114107211,2026-05-06 22:43:08,I,15,전출,2022-07-18 13:48:26,,2017-07-04,,,PHMG120173240033047000053,3240000,"서울특별시 강동구 천호대로 ****, *층 **호 (천호동, 힐탑프라자)",05340,05,제외/삭제/전출,,,,34.72
㈜디에스하이텍,,210636.447352415,447431.654214391,2026-05-06 22:39:17,I,15,전출,2021-06-02 18:10:43,,1998-07-27,,서울특별시 강동구 성내동 *** 진영빌딩,PHMG119983240033047000004,3240000,"서울특별시 강동구 올림픽로**길 **, 진영빌딩 *층 (성내동)",05398,05,제외/삭제/전출,,,02-474-5351,
한우리,2013-12-02,190440.678352821,441379.703746449,2026-05-06 22:37:21,I,03,폐업,2013-12-02 15:29:21,,2013-10-04,153-754,서울특별시 금천구 가산동 ***번지 두산위브아파트상가  지하**호,PHMG120133170035047000061,3170000,"서울특별시 금천구 가산로 **, 지하**호 (가산동,두산위브아파트상가)",,03,폐업,,,,
맥주랑먹태,2025-06-09,215422.746119624,450031.389222568,2026-05-06 22:44:08,I,03,폐업,2025-06-09 16:48:41,,2024-06-27,,서울특별시 강동구 상일동 *** 고덕리엔파크*단지아파트,PHMG120243240033047000064,3240000,"서울특별시 강동구 상일로 **, ***동 ****호 (상일동, 고덕리엔파크*단지아파트)",05287,03,폐업,,,,
에스케이(SK)인스트루먼트,,211458.648093395,450316.255472825,2026-05-06 22:44:09,I,13,영업중,2024-10-31 13:56:40,,2016-07-11,,서울특별시 강동구 암사동 ***-** 정산아파트,PHMG120243240033047000113,3240000,"서울특별시 강동구 고덕로 **, *층 ***-***호 (암사동, 정산아파트)",05238,01,영업/정상,,,,
에이치(H)보청기,,212383.514068572,448570.272031761,2026-05-06 22:43:08,I,13,영업중,2017-12-08 15:45:59,,2017-06-23,,서울특별시 강동구 길동 ***번지 *호 ***호,PHMG120173240033047000049,3240000,"서울특별시 강동구 양재대로 ****, *층 ***호 (길동, 호석빌딩)",05343,01,영업/정상,,,,8.39
제네시스,2020-08-03,213048.692179757,450124.105734971,2026-05-06 22:43:12,I,03,폐업,2020-08-04 10:23:12,,2018-08-24,,서울특별시 강동구 명일동 **번지 삼익그린맨션,PHMG120183240033047000073,3240000,"서울특별시 강동구 명일로 ***, 삼익그린*차상가 *층 **호 (명일동)",05267,03,폐업,,,02-362-9005,18.16
(A+)시니어 복지용구,,211219.520168848,447519.812113669,2026-05-06 22:43:03,I,13,영업중,2015-11-20 13:38:32,,2015-11-19,,서울특별시 강동구 성내동 ***번지 *호 ***호,PHMG120153240033047000118,3240000,서울특별시 강동구 풍성로**길 ** (성내동),05394,01,영업/정상,,,02-476-5075,29.52
케이원파마,2024-01-04,190099.41176063,440416.170972838,2026-05-06 22:38:39,I,03,폐업,2024-01-04 17:24:09,,2024-01-03,,,PHMG120243170035047000006,3170000,"서울특별시 금천구 범안로 ****, 하우스디 더 스카이밸리 가산*차 ***호 (가산동)",08595,03,폐업,,,,
아이스그림눈썹앤탈모커버아카데미 강동본점,,212027.481158905,446598.591776331,2026-05-06 22:44:06,I,13,영업중,2026-04-07 14:56:31,,2024-01-16,,서울특별시 강동구 둔촌동 ***-* 올림픽파크포레온,PHMG120243240033047000004,3240000,"서울특별시 강동구 양재대로 ****, 파크포레온스테이션* B***호 (둔촌동, 올림픽파크포레온)",05410,01,영업/정상,,,,
한빛나노메디칼(둔촌지점),2015-01-27,211804.185343348,447344.070468373,2026-05-06 22:41:41,I,03,폐업,2015-01-27 18:03:51,,2009-11-26,134-845,서울특별시 강동구 성내*동 ***번지 **호 지하*층,PHMG120093240033047000083,3240000,"서울특별시 강동구 양재대로**길 **, 지하층 (성내동)",,03,폐업,,,,
썬바이오,,211764.117707171,447356.473403852,2026-05-06 22:43:48,I,15,전출,2026-03-09 14:15:21,,2021-10-27,,서울특별시 강동구 성내동 ***-**,PHMG120213240033047000162,3240000,"서울특별시 강동구 양재대로**길 **, *층 (성내동)",05404,05,제외/삭제/전출,,,,
원탑바이오,,211458.648093395,450316.255472825,2026-05-06 22:44:09,I,15,전출,2025-11-17 13:11:16,,2024-09-11,,서울특별시 강동구 암사동 ***-** 정산아파트,PHMG120243240033047000097,3240000,"서울특별시 강동구 고덕로 **, *층 ***-***호 (암사동, 정산아파트)",05238,05,제외/삭제/전출,,,,
아성양행(주),2019-02-15,189841.076534283,441127.322443807,2026-05-06 22:37:31,I,03,폐업,2019-02-15 15:51:15,,2017-02-15,,,PHMG120173170035047000012,3170000,"서울특별시 금천구 가산디지털*로 **, ***호 (가산동, 호서대벤처타워)",08590,03,폐업,,,,
(주)코리아세븐 길동6호점,2019-10-15,211994.96973718,448095.346236752,2026-05-06 22:42:52,I,03,폐업,2019-10-15 18:06:28,,2014-11-21,134-814,서울특별시 강동구 길동 ***번지,PHMG120143240033047000123,3240000,서울특별시 강동구 천호대로 **** (길동),05355,03,폐업,,,,
지에스(GS)25 강동펠리스점,2025-05-28,212366.840633987,450251.758832252,2026-05-06 22:44:01,I,03,폐업,2025-05-29 15:03:45,,2022-11-23,,서울특별시 강동구 암사동 ***-* 프라이어팰리스,PHMG120223240033047000315,3240000,"서울특별시 강동구 고덕로 ***, 프라이어팰리스 상가동 *층 (암사동)",05256,03,폐업,,,,
꿈꾸는윌리,2023-12-06,212090.086391317,448980.570748692,2026-05-06 22:44:05,I,03,폐업,2023-12-07 10:50:39,,2023-01-31,,서울특별시 강동구 천호동 **-**,PHMG120233240033047000113,3240000,"서울특별시 강동구 구천면로**길 ***, ***호 (천호동)",05317,03,폐업,,,,
온누리헬스케어 암사센터,2025-10-27,211317.64053059,449871.521384996,2026-05-06 22:43:48,I,03,폐업,2025-10-27 16:59:47,,2021-11-02,,서울특별시 강동구 암사동 ***-**,PHMG120213240033047000165,3240000,"서울특별시 강동구 상암로**길 **, *층 ***호 (암사동)",05264,03,폐업,,,02-6338-3900,
미라클의료기 판매체험장,2016-04-28,212981.750589294,448888.357174164,2026-05-06 22:43:04,I,03,폐업,2016-04-28 17:46:06,,2016-04-11,,서울특별시 강동구 길동 **번지 *호 지하*층,PHMG120163240033047000027,3240000,"서울특별시 강동구 명일로 ***, 지하*층 (길동, 예신교회)",05300,03,폐업,,,,167.4
코젠대리점,2017-06-05,211507.962313996,447833.124796868,2026-05-06 22:42:45,I,03,폐업,2017-06-05 11:24:51,,2014-04-04,134-849,서울특별시 강동구 성내동 ***번지 *호,PHMG120143240033047000025,3240000,"서울특별시 강동구 풍성로**길 **, *층 (성내동)",05382,03,폐업,,,,
이마트24 금천느티나무점,2025-09-04,191646.990306914,439365.351328562,2026-05-06 22:38:34,I,03,폐업,2025-09-04 17:45:29,,2023-02-07,,서울특별시 금천구 시흥동 ***-**,PHMG120233170035047000038,3170000,"서울특별시 금천구 독산로**길 **, *층 (시흥동)",08570,03,폐업,,,,
마리엔스 건강증진관,2013-10-25,211148.199981362,449679.571982382,2026-05-06 22:42:38,I,03,폐업,2015-05-15 09:11:19,,2013-07-15,134-877,서울특별시 강동구 암사*동 ***번지 **호,PHMG120133240033047000056,3240000,"서울특별시 강동구 올림픽로 ***, *층 (암사동)",,03,폐업,,,02-429-7589,
와이티제이컴퍼니,,189208.487613747,442298.784420302,2026-05-06 22:38:38,I,13,영업중,2023-08-21 13:06:45,,2023-08-21,,,PHMG120233170035047000115,3170000,"서울특별시 금천구 가산디지털*로 ***-**, *층 O***호 (가산동)",08503,01,영업/정상,,,,
(주)코리아세븐 가톨릭병원점,2019-10-15,210986.405956836,448919.226364473,2026-05-06 22:42:55,I,03,폐업,2019-10-15 18:04:48,,2015-01-26,134-021,서울특별시 강동구 천호동 ***번지 **호,PHMG120153240033047000010,3240000,서울특별시 강동구 올림픽로 *** (천호동),05327,03,폐업,,,,
세원생활건강,,189055.138252216,441958.334400683,2026-05-06 22:37:28,I,15,전출,2016-10-14 09:27:43,,2016-01-04,,,PHMG120163170035047000001,3170000,"서울특별시 금천구 서부샛길 ***, A동 **층 C**호 (가산동, 대성디폴리스지식산업센터)",08504,05,제외/삭제/전출,,,070-7017-7797,
메디컬포엠,,211047.878697259,450021.504957301,2026-05-06 22:43:15,I,15,전출,2021-04-13 18:52:50,,2019-03-19,,서울특별시 강동구 암사동 ***번지 선사현대아파트,PHMG120193240033047000029,3240000,"서울특별시 강동구 상암로 **, ***동 비**호 (암사동, 선사현대아파트)",05240,05,제외/삭제/전출,,,,8.48
마이피부,,189030.107416961,442085.661457155,2026-05-06 22:37:22,I,13,영업중,2017-10-27 14:05:28,,2014-01-24,,,PHMG120143170035047000004,3170000,"서울특별시 금천구 서부샛길 ***, ****호 (가산동, 대륭테크노타운*차)",08504,01,영업/정상,,,26185393,
두원의료기,2010-04-27,210740.125210724,448044.126218256,2026-05-06 22:41:35,I,03,폐업,2010-04-28 10:51:49,,2009-05-11,134-841,서울특별시 강동구 성내*동 ***번지 **호 ***호,PHMG120093240033047000034,3240000,,,03,폐업,,,,
엠에스(MS)메디칼,2009-12-21,211613.51006798,448414.994690272,2026-05-06 22:41:41,I,03,폐업,2015-05-14 14:09:41,,2009-11-02,134-874,서울특별시 강동구 천호동 ***번지 **호,PHMG120093240033047000079,3240000,서울특별시 강동구 천호대로 ** (천호동),,03,폐업,,,,
라스텍,2016-12-30,212593.400854578,447771.535400882,2026-05-06 22:43:03,I,03,폐업,2016-12-30 15:32:03,,2016-01-19,,서울특별시 강동구 둔촌동 **번지 ***호,PHMG120163240033047000001,3240000,"서울특별시 강동구 명일로 ***-**, ***호 (둔촌동)",05365,03,폐업,,,,19.77
세븐일레븐 암사스타점,,211407.15868612,449840.35938692,2026-05-06 22:43:55,I,13,영업중,2022-04-06 16:07:19,,2022-04-06,,서울특별시 강동구 암사동 ***-**,PHMG120223240033047000149,3240000,"서울특별시 강동구 암사길 *, *층 ***-*호 (암사동)",05263,01,영업/정상,,,,
파비트컴퍼니,2023-05-31,212673.215267333,448333.192761478,2026-05-06 22:43:51,I,03,폐업,2023-06-01 17:10:13,,2022-02-09,,서울특별시 강동구 길동 *** 길동우성아파트,PHMG120223240033047000058,3240000,"서울특별시 강동구 천호대로***길 **, ***동 ***호 (길동, 길동우성아파트)",05350,03,폐업,,,,
비비히어링센타 강동점,,214299.644266879,450637.954760292,2026-05-06 22:43:35,I,13,영업중,2020-05-01 10:19:56,,2020-04-28,,서울특별시 강동구 고덕동 ***번지 고덕그라시움아파트(상가*동),PHMG120203240033047000040,3240000,"서울특별시 강동구 고덕로 ***, 고덕그라시움아파트(상가*동) ***호 (고덕동)",05224,01,영업/정상,,,,
A & E,2002-06-24,212624.891449347,448937.811380947,2026-05-06 22:39:35,I,03,폐업,2015-05-14 11:16:10,,2002-01-09,134-811,서울특별시 강동구 길동 ***번지 *호,PHMG120023240033047000001,3240000,서울특별시 강동구 양재대로***길 ** (길동),,03,폐업,,,02-471-6432,
동서교역,2019-07-01,211596.458297861,447876.079033254,2026-05-06 22:43:03,I,03,폐업,2019-07-01 16:47:22,,2015-11-24,,서울특별시 강동구 성내동 ***번지 *호 ***호,PHMG120153240033047000119,3240000,"서울특별시 강동구 천호대로***길 **-**, ***호 (성내동)",05382,03,폐업,,,02-487-1254,
스톤베드닷컴,2010-09-15,,,2026-05-06 22:40:31,I,03,폐업,2010-09-15 16:44:08,,2005-10-13,134-090,서울특별시 강동구 성내*동 ***-**(***호),PHMG120053240033047000062,3240000,,,03,폐업,,,02-484-3926,
힐스템 건강 강동역점,2021-04-06,211712.429305334,448270.957716209,2026-05-06 22:43:34,I,03,폐업,2021-04-08 11:35:07,,2020-03-31,,서울특별시 강동구 천호동 ***번지 **호 강동 헤르셔,PHMG120203240033047000027,3240000,"서울특별시 강동구 천호대로 ****, 지하*층 ***호 (천호동, 강동 헤르셔)",05339,03,폐업,,,,
에이스메디칼 주식회사,,214103.557154115,451614.026873853,2026-05-06 22:44:10,I,13,영업중,2024-01-15 11:01:18,,2021-08-04,,서울특별시 강동구 고덕동 **-* 에이스메디칼타워,PHMG120243240033187000001,3240000,"서울특별시 강동구 고덕비즈밸리로*길 **, 에이스메디칼타워 지하*층 (고덕동)",05203,01,영업/정상,,,02-920-0066,
메디컬랩,2017-07-18,190694.880295092,440764.426277932,2026-05-06 22:37:31,I,03,폐업,2017-07-18 14:41:20,,2016-11-18,,,PHMG120163170035047000116,3170000,"서울특별시 금천구 두산로 **-*, **층 비****호 (독산동, 현대지식산업센터)",08584,03,폐업,,,,
조이메디칼,2018-06-18,212603.194992637,450135.008703137,2026-05-06 22:42:53,I,24,직권폐업,2018-06-19 09:40:03,,2014-12-03,134-830,서울특별시 강동구 명일동 ***번지 *호,PHMG120143240033047000157,3240000,서울특별시 강동구 양재대로 ****-** (명일동),05257,04,취소/말소/만료/정지/중지,,,,
(주)코리아세븐 가산엠파이어점,,189978.050925581,440363.954453659,2026-05-06 22:38:38,I,13,영업중,2024-04-17 17:02:07,,2023-11-21,,서울특별시 금천구 가산동 *** 디지털엠파이어빌딩,PHMG120233170035047000150,3170000,"서울특별시 금천구 범안로 ****, 디지털엠파이어빌딩 ***호 (가산동)",08595,01,영업/정상,,,,
오륜비젼,,211980.248325806,448111.060277943,2026-05-06 22:43:58,I,13,영업중,2022-07-13 17:39:12,,2022-07-12,,서울특별시 강동구 길동 ***-* 일성하이츠오피스텔,PHMG120223240033047000215,3240000,"서울특별시 강동구 천호대로 ****, 일성하이츠오피스텔 ***호 (길동)",05355,01,영업/정상,,,,
㈜누리텍아이엔씨,2016-07-07,190916.469867215,439603.120857528,2026-05-06 22:37:06,I,03,폐업,2016-07-15 10:27:06,,2007-01-11,153-839,서울특별시 금천구 시흥동 ***번지 **호 새한빌딩 ***호,PHMG120073170035047000001,3170000,"서울특별시 금천구 시흥대로 ***, ***호 (시흥동, 새한빌딩)",08609,03,폐업,,,,
바른보청기 히어링케어,,211573.770265043,448168.954892944,2026-05-06 22:43:11,I,13,영업중,2021-02-23 17:15:05,,2014-07-17,,서울특별시 강동구 성내동 ***번지 **호 경남빌딩,PHMG120183240033047000027,3240000,"서울특별시 강동구 천호대로 ****, 경남빌딩 *층 ***호 (성내동)",05380,01,영업/정상,,,02-3395-9450,97.78
(주)이호테크,2025-06-26,191226.287379467,437914.06299827,2026-05-06 22:38:23,I,03,폐업,2025-06-26 16:05:15,,2022-02-16,,,PHMG120223170035047000070,3170000,"서울특별시 금천구 시흥대로 **, 시흥유통상가 **동 ***호 (시흥동)",08639,03,폐업,,,,
(주)뷰젬 생명공학,2017-04-28,189228.282678816,441767.908595592,2026-05-06 22:37:26,I,03,폐업,2017-04-28 10:08:57,,2015-03-09,,,PHMG120153170035047000023,3170000,"서울특별시 금천구 가산디지털*로 ***, *층 ***호 (가산동)",08505,03,폐업,,,,
(주)코리아세븐 S천호역점,2018-04-27,210987.808774188,448479.488202243,2026-05-06 22:42:53,I,03,폐업,2018-04-27 16:31:28,,2014-11-21,134-874,서울특별시 강동구 천호동 ***번지,PHMG120143240033047000141,3240000,서울특별시 강동구 천호대로 지하 *** (천호동),05248,03,폐업,,,,
주식회사 젬마물산,2019-04-03,211834.949590136,448868.099862647,2026-05-06 22:43:06,I,03,폐업,2019-04-03 17:40:05,,2016-08-08,,서울특별시 강동구 천호동 ***번지 **호 *층 ***호,PHMG120163240033047000070,3240000,"서울특별시 강동구 천중로**길 **, *층 ***호 (천호동)",05331,03,폐업,,,02-428-3682,13
오메가헬스케어,2014-01-09,211109.859251746,447009.221035868,2026-05-06 22:42:35,I,03,폐업,2014-01-10 11:23:55,,2013-04-09,134-848,서울특별시 강동구 성내*동 ***번지 *호,PHMG120133240033047000031,3240000,,,03,폐업,,,,
