사업장명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지면적,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
호남석유,일반판매소,,193683.3491809,457690.018361344,2026-05-06 22:50:15,I,03,폐지,2005-07-20 00:00:00,,1980-07-10,,서울특별시 은평구 불광동 208,1980311008801200010,3110000,서울특별시 은평구 연서로34길 28  (불광동),,,03,폐업,,,02-357-6685
형제석유,일반판매소,,192380.148047365,457127.815710633,2026-05-06 22:50:15,I,03,폐지,2002-09-03 00:00:00,,1982-07-20,,서울특별시 은평구 갈현동 494-15,1982311008801200017,3110000,서울특별시 은평구 갈현로 216  (갈현동),,,03,폐업,,,02-385-9988
한일석유,일반판매소,,,,2026-05-06 22:50:16,I,03,폐지,2002-09-03 00:00:00,,1983-07-25,,서울특별시 은평구 응암동 625-1,1983311008801200030,3110000,서울특별시 은평구 백련산로 63  (응암동),,,03,폐업,,,02-307-5511
부흥에너지,일반판매소,,,,2026-05-06 22:50:16,I,03,폐지,2007-04-30 00:00:00,,1983-01-06,,서울특별시 은평구 구파발동 89-5,1983311008801200049,3110000,,,,03,폐업,,,02-384-3013
이원유업,일반판매소,,192581.572431324,457633.479606825,2026-05-06 22:50:16,I,03,폐지,2006-08-11 00:00:00,,1986-12-09,,서울특별시 은평구 갈현동 428-4,1986311008801200015,3110000,서울특별시 은평구 갈현로 270  (갈현동),,,03,폐업,,,02-386-2944
경향에너지,일반판매소,,192488.877352373,455435.883562514,2026-05-06 22:50:16,I,03,폐지,2007-06-29 00:00:00,,1987-07-23,,서울특별시 은평구 역촌동 83-27,1987311008801200039,3110000,서울특별시 은평구 연서로 23  (역촌동),,,03,폐업,,,02-355-1511
대창석유,일반판매소,,192090.280667818,457806.746448487,2026-05-06 22:50:16,I,03,폐지,2002-09-03 00:00:00,,1990-02-22,,서울특별시 은평구 갈현동 267-56,1990311008801200018,3110000,서울특별시 은평구 갈현로29길 55  (갈현동),,,03,폐업,,,02-355-4800
일성석유,일반판매소,,192415.240514033,457253.433984129,2026-05-06 22:50:16,I,03,폐지,2007-07-13 00:00:00,,1990-03-02,,서울특별시 은평구 갈현동 504-62,1990311008801200019,3110000,서울특별시 은평구 갈현로 229  (갈현동),,,03,폐업,,,02-357-1002
동신석유,일반판매소,,192733.808860068,456651.074419849,2026-05-06 22:50:16,I,03,폐지,2002-09-03 00:00:00,,1990-09-13,,서울특별시 은평구 대조동 225-9,1990311008801200024,3110000,서울특별시 은평구 연서로18길 10  (대조동),,,03,폐업,,,02-385-3225
경인석유,일반판매소,,190047.240096367,458415.693340704,2026-05-06 22:50:16,I,03,폐지,2005-06-13 00:00:00,,1991-01-04,,경기도 고양시 덕양구 용두동 432-185,1991311008801200005,3110000,경기도 고양시 덕양구 서오릉로 474  (용두동),,,03,폐업,,,02-354-1919
서부이동에너지,일반판매소,,193584.244557623,457744.349223725,2026-05-06 22:50:16,I,03,폐지,2002-10-08 00:00:00,,1991-01-04,,서울특별시 은평구 불광동 116,1991311008801200012,3110000,서울특별시 은평구 연서로38길 11  (불광동),,,03,폐업,,,02-382-3184
동성에너지주유소,주유소,,175281.184900029,445471.103681137,2026-05-06 22:50:25,I,06,휴지사업재개,2024-09-13 09:43:00,,2001-07-09,1395.4,인천광역시 부평구 갈산동 185-8 18통6반,2001354004701500002,3540000,인천광역시 부평구 부평대로 222 (갈산동),,2024-09-11,01,영업/정상,,,032-508-3023
공단석유,일반판매소,,,,2026-05-06 22:50:25,I,01,신규등록,2002-09-05 00:00:00,,2002-09-05,,인천광역시 부평구 산곡동 257 14통6반 한양아파트 44동 202호,2002354004701200002,3540000,,,,01,영업/정상,,,032-439-1300
동일석유(주)보보프라자주유소,주유소,,177896.641345905,441825.566167832,2026-05-06 22:50:25,I,01,신규등록,2002-02-18 00:00:00,,2002-02-18,,인천광역시 부평구 구산동 93-1,2002354004701500001,3540000,인천광역시 부평구 무네미로 471  (구산동),,,01,영업/정상,,,032-502-8562
친절주유소,주유소,,173063.840466883,440949.669468183,2026-05-06 22:50:25,I,01,신규등록,2014-02-26 14:15:46,,2002-04-19,,인천광역시 부평구 십정동 316-49 4통3반,2002354004701500002,3540000,인천광역시 부평구 백범로 502 (십정동),,,01,영업/정상,,,032-431-2148
장수self주유소,주유소,,173063.840466883,440949.669468183,2026-05-06 22:50:25,I,06,휴지사업재개,2024-09-23 10:33:51,,1994-04-07,,인천광역시 부평구 십정동 316-49 4통3반,2002354004701500003,3540000,인천광역시 부평구 백범로 502 (십정동),,2024-09-23,01,영업/정상,,,032-431-2188
새현에너지(주),주유소,,178231.432753744,442312.459736479,2026-05-06 22:50:26,I,01,신규등록,2014-02-26 14:10:14,,2003-01-25,1462,인천광역시 부평구 구산동 7-3,2003354006101500001,3540000,인천광역시 부평구 경인로 1216 (구산동),,,01,영업/정상,,,032-515-0077
SK에너지(주) 보보프라자주유소,주유소,,177896.641345905,441825.566167832,2026-05-06 22:50:26,I,06,휴지사업재개,2024-11-25 11:23:47,,1995-08-09,,"인천광역시 부평구 구산동 93-1 ,95-9",2003354006101500002,3540000,인천광역시 부평구 무네미로 471 (구산동),21457,2013-05-30,01,영업/정상,2013-03-25,2013-05-31,032-502-8562
동진주유소,주유소,,174364.219441786,442084.329044256,2026-05-06 22:50:26,I,01,신규등록,2003-03-13 00:00:00,,2003-03-13,,인천광역시 부평구 십정동 571-3 17통4반,2003354006101500004,3540000,인천광역시 부평구 경인로 795  (십정동),,,01,영업/정상,,,032-513-6655
대양주유소,주유소,,210202.765952769,444769.72274723,2026-05-06 22:50:26,I,01,신규등록,2006-07-12 00:00:00,,2003-03-18,1920.4,서울특별시 송파구 송파동 151 한양APT 26-903,2003354006101500005,3540000,"서울특별시 송파구 가락로 192  (송파동,한양APT 26-903)",,,01,영업/정상,,,
우리주유소,주유소,,172381.855993188,446738.602089597,2026-05-06 22:50:26,I,01,신규등록,2023-10-30 13:55:09,,1994-10-10,1134,"인천광역시 부평구 청천동 58-69 22통6반 58-1(31),58-117(92),58-151(103)",2003354006101500006,3540000,"인천광역시 부평구 서달로 308 (청천동,58-1(31),58-117(92),58-151(103))",,,01,영업/정상,,,032-508-5188
새현에너지(주),주유소,,178231.432753744,442312.459736479,2026-05-06 22:50:26,I,07,영업개시,2023-11-24 10:39:58,,1993-12-04,886,인천광역시 부평구 구산동 7-3,2003354006101500007,3540000,인천광역시 부평구 경인로 1216 (구산동),21417,,01,영업/정상,,,032-515-0077
동암주유소,주유소,,174560.458080471,444998.436777672,2026-05-06 22:50:26,I,01,신규등록,2003-05-28 00:00:00,,2003-05-28,1335,인천광역시 부평구 청천동 200 16통2반 금호타운 101동 706호,2003354006101500008,3540000,"인천광역시 부평구 안남로 272, 101동 706호 (청천동,금호타운)",,,01,영업/정상,,,032-424-9717
경동석유산업(주)광장주유소,주유소,,176441.146964031,447674.402593998,2026-05-06 22:50:26,I,01,신규등록,2003-06-09 00:00:00,,2003-06-09,,인천광역시 계양구 작전동 901-4,2003354006101500009,3540000,인천광역시 계양구 장제로 708  (작전동),,,01,영업/정상,,,032-521-5189
에스케이글로벌주식회사 인보주유소,주유소,,210944.265804032,434819.140697972,2026-05-06 22:50:26,I,01,신규등록,2003-07-16 00:00:00,,2003-07-16,,경기도 성남시 분당구 야탑동 330 15통4반 장미마을 128동 501호,2003354006101500010,3540000,"경기도 성남시 분당구 장미로 55, 128동 501호 (야탑동,장미마을)",,,01,영업/정상,,,032-522-3000
에슼 이글로벌주식회사 인보주유소,주유소,,210944.265804032,434819.140697972,2026-05-06 22:50:26,I,01,신규등록,2003-07-16 00:00:00,,2003-07-16,,경기도 성남시 분당구 야탑동 330 15통4반 장미마을 128동 501호,2003354006101500011,3540000,"경기도 성남시 분당구 장미로 55, 128동 501호 (야탑동,장미마을)",,,01,영업/정상,,,032-502-1006
에스케이글로벌주식회사,주유소,,210944.265804032,434819.140697972,2026-05-06 22:50:26,I,01,신규등록,2003-07-16 00:00:00,,2003-07-16,,경기도 성남시 분당구 야탑동 330 15통4반 장미마을 128동 501호,2003354006101500012,3540000,"경기도 성남시 분당구 장미로 55, 128동 501호 (야탑동,장미마을)",,,01,영업/정상,,,032-514-8072
에스케이글로벌주식회사 태양주유소,주유소,,210944.265804032,434819.140697972,2026-05-06 22:50:26,I,01,신규등록,2003-07-16 00:00:00,,2003-07-16,,경기도 성남시 분당구 야탑동 330 15통4반 장미마을 128동 501호,2003354006101500013,3540000,"경기도 성남시 분당구 장미로 55, 128동 501호 (야탑동,장미마을)",,,01,영업/정상,,,032-502-4683
(주)서울에너지,주유소,,172721.599866452,441611.414953304,2026-05-06 22:50:26,I,06,휴지사업재개,2025-03-17 17:37:49,,1996-07-26,1096,인천광역시 부평구 십정동 246,2003354006101500014,3540000,인천광역시 부평구 경원대로 1049 (십정동),21448,2023-04-17,01,영업/정상,,,032-578-5882
에스케이글로벌주식회사 부평주유소,주유소,,210944.265804032,434819.140697972,2026-05-06 22:50:26,I,01,신규등록,2003-07-16 00:00:00,,2003-07-16,,경기도 성남시 분당구 야탑동 330 15통4반 장미마을 128동 501호,2003354006101500015,3540000,"경기도 성남시 분당구 장미로 55, 128동 501호 (야탑동,장미마을)",,,01,영업/정상,,,032-524-5151
그린주유소,주유소,,177874.521398145,442378.029156768,2026-05-06 22:50:26,I,01,신규등록,2014-02-26 14:07:13,,2003-09-22,1449,"인천광역시 부평구 일신동 3-4 73-3,75-1",2003354006101500016,3540000,인천광역시 부평구 경인로 1182 (일신동),,,01,영업/정상,,,032-527-7330
(주)플러스켐,용제판매소,,173442.703490933,445491.851635123,2026-05-06 22:50:26,I,01,신규등록,2014-02-26 14:05:34,,2003-10-30,,인천광역시 부평구 산곡동 28-45,2003354006101500017,3540000,인천광역시 부평구 산청로25번길 19 (산곡동),,,01,영업/정상,,,032-525-6412
(주)인에너지,주유소,,172993.855593569,441930.846409498,2026-05-06 22:50:26,I,01,신규등록,2023-11-24 10:42:28,,1994-03-02,,인천광역시 부평구 십정동 134-2,2004354006101500001,3540000,인천광역시 부평구 경원대로 1091 (십정동),,,01,영업/정상,,,
풍년석유,일반판매소,,,,2026-05-06 22:50:12,I,03,폐지,2006-11-21 00:00:00,,2005-11-28,,서울특별시 중랑구 면목동 546-65,2002306007501200004,3060000,,,,03,폐업,,,02-492-2501
엘지연합석유,일반판매소,,206784.408940498,453738.952571757,2026-05-06 22:50:13,I,03,폐지,2007-02-09 00:00:00,,2006-04-19,,서울특별시 중랑구 면목동 174-95,2002306007501200008,3060000,,,,03,폐업,,,02-491-2121
엘지중앙석유,일반판매소,,206953.271926874,454107.289919254,2026-05-06 22:50:13,I,03,폐지,2013-10-25 13:29:25,,2002-02-27,,서울특별시 중랑구 면목동 180-105,2002306007501200009,3060000,,,,03,폐업,,,02-435-2186
엘지석유,일반판매소,,207756.613713652,453950.154234339,2026-05-06 22:50:13,I,03,폐지,2013-10-23 20:07:16,,2002-04-09,,서울특별시 중랑구 면목동 1204-2,2002306007501200010,3060000,,,,03,폐업,,,02-432-3478
강원석유,일반판매소,,208051.864935298,454025.638670131,2026-05-06 22:50:13,I,03,폐지,2013-10-25 13:23:56,,2002-02-27,,서울특별시 중랑구 면목동 70-70,2002306007501200011,3060000,,,,03,폐업,,,02-434-8503
영일석유,일반판매소,,207745.472075047,453077.280518337,2026-05-06 22:50:13,I,03,폐지,2013-10-25 13:23:22,,2002-02-27,,서울특별시 중랑구 면목동 617-4,2002306007501200012,3060000,,,,03,폐업,,,02-432-0417
동아석유,일반판매소,,207261.117881274,452707.501850576,2026-05-06 22:50:13,I,03,폐지,2013-10-25 13:22:46,,2002-02-27,,서울특별시 중랑구 면목동 341-44,2002306007501200013,3060000,,,,03,폐업,,,02-432-5261
동부석유판매소,일반판매소,,206799.803684961,454577.218987322,2026-05-06 22:50:13,I,03,폐지,2013-10-25 13:21:56,,2002-02-27,,서울특별시 중랑구 상봉동 129-35,2002306007501200014,3060000,,,,03,폐업,,,02-433-6973
대륭석유,일반판매소,,209681.341682251,456376.312217128,2026-05-06 22:50:13,I,03,폐지,2007-05-14 00:00:00,,2002-02-27,,서울특별시 중랑구 망우동 23-5,2002306007501200015,3060000,,,,03,폐업,,,02-436-3061
쌍용석유,일반판매소,,,,2026-05-06 22:50:14,I,03,폐지,2013-10-25 13:20:14,,2002-02-27,,서울특별시 중랑구 상봉동 91-3,2002306007501200018,3060000,,,,03,폐업,,,02432999
등대에너지,일반판매소,,207703.766037705,454234.190055604,2026-05-06 22:50:14,I,03,폐지,2006-07-10 00:00:00,,2002-02-27,,서울특별시 중랑구 면목동 97-39,2002306007501200020,3060000,,,,03,폐업,,,02-432-8001
부흥에너지,일반판매소,,192136.749691783,456592.369175951,2026-05-06 22:50:16,I,03,폐지,2015-06-03 09:38:26,,1991-01-04,,서울특별시 은평구 구산동 12-4,1991311008801200021,3110000,서울특별시 은평구 갈현로 154-3 (구산동),,,03,폐업,2013-12-10,2014-05-10,02-383-4252
(주)온유유업,일반판매소,,208692.777244976,454559.965249431,2026-05-06 22:50:17,I,03,폐지,2004-12-13 00:00:00,,1993-12-23,,서울특별시 중랑구 망우동 411-8 본점,1993311008801200042,3110000,"서울특별시 중랑구 용마산로 474  (망우동,본점)",,,03,폐업,,,02-386-9444
형제석유,일반판매소,,,,2026-05-06 22:50:18,I,03,폐지,2002-09-03 00:00:00,,1995-10-13,,서울특별시 은평구 신사동 293-79,1995311008801200053,3110000,,,,03,폐업,,,02-354-7329
조광석유,일반판매소,,190932.82036614,453557.472194429,2026-05-06 22:50:18,I,03,폐지,2003-04-08 00:00:00,,1996-07-09,,서울특별시 은평구 수색동 179-17,1996311008801200055,3110000,서울특별시 은평구 은평터널로 34  (수색동),,,03,폐업,,,02-373-4255
제일석유,일반판매소,,,,2026-05-06 22:50:18,I,03,폐지,2005-07-20 00:00:00,,1997-01-27,,서울특별시 은평구 진관내동 390-1,1997311008801200057,3110000,,,,03,폐업,,,02-385-4957
은평이동판매,일반판매소,,191731.186634706,454373.691787904,2026-05-06 22:50:19,I,03,폐지,2002-09-03 00:00:00,,1999-09-18,,서울특별시 은평구 신사동 169-2,1999311008801200068,3110000,서울특별시 은평구 증산로17길 55  (신사동),,,03,폐업,,,02-359-4315
동일에너지,일반판매소,,,,2026-05-06 22:50:19,I,03,폐지,2007-06-29 00:00:00,,2003-07-15,,서울특별시 은평구 진관내동 319-2 21통1반,2003311009901200001,3110000,,,,03,폐업,,,02-383-7426
에이치디 현대오일뱅크(주) 직영 싸이클셀프주유소,주유소,,178037.148937995,442464.692824916,2026-05-06 22:50:26,I,01,신규등록,2025-04-22 14:24:15,,1995-05-29,3173,인천광역시 부평구 구산동 2-6,2004354006101500002,3540000,인천광역시 부평구 경인로 1195 (구산동),,,01,영업/정상,,,032-502-7771
씨앤에스유통(주) 청중로주유소,주유소,,174241.539153818,446172.178555833,2026-05-06 22:50:26,I,06,휴지사업재개,2023-11-24 10:39:14,,1993-11-18,737.8,인천광역시 부평구 청천동 3-1 3통7반,2004354006101500003,3540000,인천광역시 부평구 청중로 109 (청천동),,2018-06-28,01,영업/정상,2018-05-01,2019-04-30,032-522-5454
(주)한국주유소,주유소,,174364.219441786,442084.329044256,2026-05-06 22:50:27,I,07,영업개시,2023-10-30 13:29:20,,1993-12-15,1105.9,"인천광역시 부평구 십정동 571-3 -4,-29",2004354006101500005,3540000,"인천광역시 부평구 경인로 795 (십정동,-4,-29)",,,01,영업/정상,,,032-513-6655
반도상사,용제판매소,,172841.311765527,441242.271035925,2026-05-06 22:50:27,I,01,신규등록,2014-02-26 14:00:12,,2004-11-17,,인천광역시 부평구 십정동 352-14 3통2반,2004354006101500006,3540000,인천광역시 부평구 배곶남로9번길 40 (십정동),,,01,영업/정상,,,032-522-9112
청루제2주유소,주유소,,176247.53626325,446326.43941244,2026-05-06 22:50:27,I,01,신규등록,2014-02-26 13:57:28,,2004-11-22,699,인천광역시 부평구 갈산동 32-2,2004354006101500007,3540000,인천광역시 부평구 장제로373번길 1 (갈산동),,,01,영업/정상,,,032-511-8611
SK네트웍스(주)SK삼산주유소,주유소,,176225.101852085,446066.65754471,2026-05-06 22:50:27,I,01,신규등록,2005-12-23 00:00:00,,2005-12-23,1309,"인천광역시 부평구 삼산동 270-4 270-5,270-16,271-1,271-2",2004354006101500008,3540000,"인천광역시 부평구 장제로 347  (삼산동,270-5,270-16,271-1,271-2)",,,01,영업/정상,,,032-518-8333
그린주유소,주유소,,,,2026-05-06 22:50:27,I,01,신규등록,2005-09-27 00:00:00,,2005-09-27,1449,인천광역시 부평구 일신동 75-1 외 2필지,2005354006101500004,3540000,,,,01,영업/정상,,,
SK에너지(주) 삼산주유소,주유소,,176225.101852085,446066.65754471,2026-05-06 22:50:27,I,01,신규등록,2024-11-25 11:25:29,,2006-01-23,1309,"인천광역시 부평구 삼산동 270-4 270-5,270-16,271-1,271-2",2006354006101500001,3540000,"인천광역시 부평구 장제로 347 (삼산동,270-5,270-16,271-1,271-2)",,,01,영업/정상,,,032-518-8333
부평사랑주유소,주유소,,173717.141290012,443520.835996237,2026-05-06 22:50:27,I,01,신규등록,2006-12-26 00:00:00,,2006-03-02,800,인천광역시 부평구 산곡동 369-146 외 2필지,2006354006101500002,3540000,"인천광역시 부평구 마장로 173  (산곡동,외 2필지)",,,01,영업/정상,,,
(주)플러스켐,용제판매소,,179498.712836042,462926.776784912,2026-05-06 22:50:27,I,01,신규등록,2014-02-26 13:50:55,,2006-04-19,,경기도 고양시 일산서구 주엽동 60 23통6반 강선마을 103동 103호,2006354006101500003,3540000,경기도 고양시 일산서구 강성로 58 (주엽동),,,01,영업/정상,,,032-525-7004
삼성주유소,주유소,,177943.578788396,446010.231930614,2026-05-06 22:50:27,I,01,신규등록,2006-06-26 00:00:00,,2006-06-26,1409,"인천광역시 부평구 삼산동 106-38 ,106-213,106-215",2006354006101500007,3540000,"인천광역시 부평구 평천로 546  (삼산동,,106-213,106-215)",,,01,영업/정상,,,031-419-4540
대양self주유소,주유소,,177911.58367938,446077.437519423,2026-05-06 22:50:27,I,07,영업개시,2025-07-29 09:50:31,,2003-03-18,1920.4,인천광역시 부평구 삼산동 106-37,2006354006101500008,3540000,인천광역시 부평구 평천로 545 (삼산동),21322,,01,영업/정상,,,032-517-5151
백운하이웨이주유소,주유소,,173717.141290012,443520.835996237,2026-05-06 22:50:27,I,07,영업개시,2024-06-18 16:38:45,,2007-01-03,800,인천광역시 부평구 산곡동 369-146 외 2필지,2007354006101500001,3540000,"인천광역시 부평구 마장로 173 (산곡동,외 2필지)",,,01,영업/정상,,,032-502-5189
삼성self주유소,주유소,,177943.578788396,446010.231930614,2026-05-06 22:50:27,I,06,휴지사업재개,2025-07-29 09:50:48,,2007-03-02,2143,인천광역시 부평구 삼산동 106-38 106-206,2007354006101500003,3540000,"인천광역시 부평구 평천로 546 (삼산동,106-206)",,2023-04-28,01,영업/정상,,,032-330-5155
십정주유소,주유소,,172685.682176834,441496.748747646,2026-05-06 22:50:28,I,07,영업개시,2023-11-24 10:49:51,,2009-08-10,813.2,인천광역시 부평구 십정동 251,2008354006101500002,3540000,인천광역시 부평구 경원대로 1037 (십정동),,,01,영업/정상,,,032-575-7071
신흥에너지(주),일반판매소,,175315.179682262,444900.119459368,2026-05-06 22:50:28,I,01,신규등록,2017-09-06 15:40:40,,2009-03-19,,인천광역시 부평구 부평동 417-10,2009354006101200001,3540000,인천광역시 부평구 부평대로 164 (부평동),,,01,영업/정상,,,
(주)세인에너지,일반판매소,,173249.102290722,444570.485801317,2026-05-06 22:50:28,I,01,신규등록,2023-10-30 15:45:46,,2009-12-02,,인천광역시 부평구 산곡동 180-375,2009354006101200002,3540000,인천광역시 부평구 마장로269번길 83 (산곡동),,,01,영업/정상,,,
부평IC주유소,주유소,,175229.716133119,446797.676700586,2026-05-06 22:50:28,I,02,등록취소,2010-10-13 16:38:19,2010-10-01,2009-02-23,1312,인천광역시 부평구 청천동 437-2,2009354006101500001,3540000,,,,04,취소/말소/만료/정지/중지,,,
청정이앤지,일반판매소,,172661.199755439,441400.814525567,2026-05-06 22:50:28,I,02,등록취소,2018-10-10 11:25:24,2018-03-19,2012-11-21,,인천광역시 부평구 십정동 264-1,2012354012701200001,3540000,인천광역시 부평구 경원대로 1025 (십정동),,,04,취소/말소/만료/정지/중지,,,
송내IC주유소,주유소,,177898.733990605,442412.504809663,2026-05-06 22:50:28,I,07,영업개시,2023-10-30 15:13:22,,2012-09-06,1025,인천광역시 부평구 일신동 3-17,2012354012701500001,3540000,인천광역시 부평구 경인로 1182-1 (일신동),,,01,영업/정상,,,032-502-1171
주식회사파텍상사,용제판매소,,172570.890455225,446549.183457362,2026-05-06 22:50:28,I,07,영업개시,2015-10-15 15:45:52,,2015-07-06,1755,인천광역시 부평구 청천동 67-38,2015354012701500001,3540000,인천광역시 부평구 청농로 21 (청천동),,,01,영업/정상,,,02-3142-4121
유카스에너지 열우물주유소,주유소,,173357.980558783,442144.427521601,2026-05-06 22:50:28,I,07,영업개시,2024-06-18 16:44:09,,2018-04-23,1143,인천광역시 부평구 십정동 168-29,2018354012701500001,3540000,인천광역시 부평구 경원대로 1132 (십정동),21442,,01,영업/정상,,,032-466-7506
주식회사 태리힐링스 아크로셀프주유소,주유소,,178115.638527851,441460.495168273,2026-05-06 22:50:28,I,07,영업개시,2025-05-08 16:25:33,,2019-01-21,625,인천광역시 부평구 구산동 62-1,2018354012701500002,3540000,인천광역시 부평구 무네미로 431 (구산동),21457,,01,영업/정상,,,032-503-1113
동양바이오케미칼,용제판매소,,174320.541897781,446759.327664951,2026-05-06 22:50:28,I,07,영업개시,2020-01-28 16:54:02,,2020-01-17,,인천광역시 부평구 청천동 394-17,2020354016501500001,3540000,인천광역시 부평구 부평북로 155 (청천동),21310,,01,영업/정상,,,032-502-0079
경동석유산업(주)부평SELF주유소,주유소,,172505.161349763,441360.16133267,2026-05-06 22:50:28,I,07,영업개시,2025-10-31 16:12:47,,2025-05-29,1487.2,인천광역시 부평구 십정동 557-6,2025354016501500001,3540000,인천광역시 부평구 백범로 567 (십정동),21449,,01,영업/정상,,,032-566-9469
산호에너지,일반판매소,,177369.403382715,449417.152751259,2026-05-06 22:50:10,I,01,신규등록,2003-09-29 00:00:00,,2003-09-29,,인천광역시 계양구 병방동 162-1 27통2반,00074,3550000,인천광역시 계양구 장제로920번길 35  (병방동),,,01,영업/정상,,,
미담주유소,주유소,,175441.693327285,447959.190475362,2026-05-06 22:50:11,I,07,영업개시,2024-09-19 10:11:15,,1981-06-30,1198,인천광역시 계양구 작전동 854-3,1981355005901500001,3550000,인천광역시 계양구 계양대로 108 (작전동),,,01,영업/정상,2007-09-30,2007-11-30,032-556-5182
(주)자연에너지 계양주유소,주유소,,176123.980972404,447018.536240192,2026-05-06 22:50:11,I,06,휴지사업재개,2024-08-13 17:36:44,,1982-01-23,2865.4,인천광역시 계양구 작전동 739-3,1982355001201500001,3550000,인천광역시 계양구 아나지로 344 (작전동),21123,2023-02-01,01,영업/정상,,,032-542-1558
동일석유(주)임학주유소,주유소,,176612.744905557,449027.140438765,2026-05-06 22:50:11,I,01,신규등록,2024-04-24 10:07:47,,1982-11-13,1200,인천광역시 계양구 임학동 73-8,1982355001201500002,3550000,인천광역시 계양구 경명대로 1161 (임학동),,,01,영업/정상,,,032-548-5189
에이치디현대오일뱅크(주)직영유화셀프주유소,주유소,,175065.597806503,447028.825604504,2026-05-06 22:50:11,I,07,영업개시,2025-11-18 14:11:31,,1985-03-07,1745,인천광역시 계양구 효성동 206-9,1985355001201500001,3550000,인천광역시 계양구 아나지로 240 (효성동),,,01,영업/정상,,,032-553-5189
계양농업협동조합,일반판매소,,175967.919540739,453178.001860888,2026-05-06 22:50:11,I,01,신규등록,2021-11-30 12:51:16,,1990-04-11,,인천광역시 계양구 오류동 78-8,1990355001201200001,3550000,인천광역시 계양구 장제로 1352 (오류동),,,01,영업/정상,,,032-515-1611
박촌주유소,주유소,,,,2026-05-06 22:50:12,I,01,신규등록,2023-11-06 09:27:39,,1990-09-01,1296,인천광역시 계양구 박촌동 23-4,1990355001201500001,3550000,인천광역시 계양구 장제로 1021 (박촌동),,,01,영업/정상,,,032-519-9922
티와이에너지,일반판매소,,174223.068238968,447912.272392453,2026-05-06 22:50:13,I,06,휴지사업재개,2021-01-20 11:27:36,,1991-02-05,,인천광역시 계양구 효성동 48-2,1991355001201200001,3550000,인천광역시 계양구 안남로565번길 9 (효성동),,2021-01-20,01,영업/정상,,,032-548-2695
계양산업주유소,주유소,,176563.120884097,452791.48204992,2026-05-06 22:50:13,I,06,휴지사업재개,2025-03-04 13:52:11,,1991-12-27,365,"인천광역시 계양구 장기동 136-6 136-7, 136-9",1991355001201500002,3550000,인천광역시 계양구 장기로 7 (장기동),,2025-03-01,01,영업/정상,,,032-563-6161
케이에이치에너지(주) 직영 KH작전주유소,주유소,,176895.561163322,447047.628746069,2026-05-06 22:50:13,I,06,휴지사업재개,2025-10-31 10:21:22,,1992-01-18,1173,인천광역시 계양구 작전동 616-1,1992355001201500003,3550000,인천광역시 계양구 아나지로 426 (작전동),21129,,01,영업/정상,2015-10-01,2015-12-15,032-544-5151
㈜오일리오(인천지점),주유소,,177174.656837815,449736.482095074,2026-05-06 22:50:13,I,06,휴지사업재개,2024-05-28 15:25:51,,1992-01-09,2109,인천광역시 계양구 병방동 109-10,1992355001201500009,3550000,인천광역시 계양구 장제로 936 (병방동),21028,2024-05-27,01,영업/정상,,,032-542-3154
경인에너지,일반판매소,,175625.419682788,447883.718130324,2026-05-06 22:50:14,I,01,신규등록,2015-12-23 11:33:08,,1993-09-03,,인천광역시 계양구 작전동 856-122,1993355001201200001,3550000,인천광역시 계양구 작전시장로19번길 4 (작전동),,,01,영업/정상,,,032-542-4236
금강석유,일반판매소,,206242.545350094,454872.82886794,2026-05-06 22:50:14,I,03,폐지,2012-02-02 10:54:07,,2002-02-28,,서울특별시 중랑구 중화동 325-9,2002306007501200022,3060000,,,,03,폐업,,,02-496-4472
신우석유,일반판매소,,206541.228349765,455222.413000284,2026-05-06 22:50:14,I,03,폐지,2012-02-02 10:52:45,,2002-02-28,,서울특별시 중랑구 중화동 327-101,2002306007501200023,3060000,,,,03,폐업,,,02-491-9081
중화석유,일반판매소,,206377.995331013,454925.007646142,2026-05-06 22:50:14,I,03,폐지,2012-02-02 10:51:52,,2002-02-28,,서울특별시 중랑구 중화동 322-1,2002306007501200024,3060000,,,,03,폐업,,,02-433-7284
한국석유,일반판매소,,206883.481470279,457101.541834183,2026-05-06 22:50:14,I,03,폐지,2006-02-06 00:00:00,,2002-02-28,,서울특별시 중랑구 묵동 162-17,2002306007501200027,3060000,,,,03,폐업,,,02-973-3432
중랑석유,일반판매소,,206488.879061508,456551.808608125,2026-05-06 22:50:14,I,03,폐지,2007-03-07 00:00:00,,2002-02-28,,서울특별시 중랑구 묵동 240-158,2002306007501200028,3060000,,,,03,폐업,,,02-948-7755
쌍용석유,일반판매소,,,,2026-05-06 22:50:14,I,03,폐지,2012-02-02 10:47:01,,2002-02-28,,서울특별시 중랑구 묵동 240-219,2002306007501200030,3060000,,,,03,폐업,,,02-975-9667
엘지걸프석유,일반판매소,,209273.867955187,455174.161441817,2026-05-06 22:50:14,I,03,폐지,2012-02-02 10:45:49,,2002-02-28,,서울특별시 중랑구 망우동 149-46,2002306007501200031,3060000,,,,03,폐업,,,02-432-5353
