사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업내용,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
예빛디자인,,183495.217722425,451694.835829811,2026-05-06 22:35:59,I,20,정상,2020-04-24 11:25:36,2020-04-24,서울특별시 강서구 방화동 ***-***,2020315012708500006,3150000,"서울특별시 강서구 초원로 **, *층 (방화동)",07616,,"간판, 현수막 등 광고물 제작 및 설치",01,영업/정상,,,
주식회사 디자인그룹프레즌트,,184578.929001014,450713.855921875,2026-05-06 22:35:59,I,20,정상,2020-08-12 09:30:30,2020-06-09,서울특별시 강서구 마곡동 ***-** 문영 퀸즈파크** ***호,2020315012708500009,3150000,"서울특별시 강서구 마곡중앙로 **, 문영 퀸즈파크** ***호 (마곡동)",07807,,종합디자인,01,영업/정상,,,
(주)킴스프로젝트,,185371.298773738,450793.771245265,2026-05-06 22:35:59,I,20,정상,2020-06-15 16:34:21,2020-06-15,서울특별시 강서구 마곡동 ***-* 퀸즈파크나인 ***호,2020315012708500010,3150000,"서울특별시 강서구 공항대로 ***, 퀸즈파크나인 ***호 (마곡동)",07803,,옥외광고업,01,영업/정상,,,
인덕 디자인,,183101.981195615,451719.694372596,2026-05-06 22:35:59,I,20,정상,2020-07-02 18:26:49,2020-07-02,서울특별시 강서구 방화동 ***-**,2020315012708500011,3150000,서울특별시 강서구 초원로 **-* (방화동),07613,,"간판 설치, 시공",01,영업/정상,,,
코디,,194249.672377976,452916.011425313,2026-05-06 22:33:52,I,20,정상,2018-07-25 08:54:40,2018-07-24,서울특별시 서대문구 연희동 ***-**,2018312017508500002,3120000,"서울특별시 서대문구 연희로 ***, *층 ***호 (연희동)",,,광고물제작,01,영업/정상,,,02-333-5550
주식회사 농협네트웍스,,197170.642282034,451119.163599146,2026-05-06 22:33:52,I,20,정상,2021-02-08 10:11:17,2017-01-24,서울특별시 서대문구 미근동 *** NH농협생명빌딩,2018312017508500003,3120000,"서울특별시 서대문구 통일로 **, NH농협생명빌딩 **층 (미근동)",03739,,옥외광고물제작설치,01,영업/정상,,,02-2140-5055
예원디자인간판,,194193.288471124,453167.731370766,2026-05-06 22:33:52,I,20,정상,2025-11-19 14:55:14,2018-12-07,서울특별시 서대문구 홍은동 ***-** 한일빌딩,2018312017508500004,3120000,"서울특별시 서대문구 모래내로 ***, 한일빌딩 *층 (홍은동)",03658,,간판 제작 및 시공,01,영업/정상,,,
스페이스예공,,197948.618488961,450559.192034943,2026-05-06 22:33:52,I,20,정상,2021-10-15 17:11:45,2018-07-05,서울특별시 중구 남창동 ***-**,2018312017508500005,3120000,"서울특별시 서대문구 통일로 ***, 안산빌딩 *층 ***호 (홍제동)",03635,,옥외광고물 제작,01,영업/정상,,,02-3216-4016
한숲기획주식회사,,194255.743772986,452692.138190847,2026-05-06 22:33:52,I,20,정상,2023-02-02 09:30:32,2023-02-01,서울특별시 서대문구 연희동 ***-* 성안빌딩,2019312017508500005,3120000,"서울특별시 서대문구 연희로 ***, 성안빌딩 (연희동)",03718,,옥외광고업,01,영업/정상,,,02-783-1308
(주)바로바로디자인,,193303.759768083,451598.393018772,2026-05-06 22:33:52,I,20,정상,2025-05-12 16:46:52,2020-07-16,서울특별시 서대문구 연희동 ***-* 동경빌딩,2020312017508500001,3120000,"서울특별시 서대문구 성산로 ***, 동경빌딩 (연희동)",03706,,간판제작 및  설치,01,영업/정상,,,02-3144-3800
주식회사 88홀딩스,,195063.820722531,450597.874088644,2026-05-06 22:33:52,I,20,정상,2021-10-13 16:36:23,2020-03-30,서울특별시 서대문구 대현동 *** 예스에이피엠,2021312017508500001,3120000,"서울특별시 서대문구 이화여대*길 **, 예스에이피엠 (대현동)",03766,,옥외광고물 제작,01,영업/정상,,,02-6373-7000
거산기업,,195366.709399739,455254.603818869,2026-05-06 22:33:53,I,30,휴업,2023-01-16 17:41:49,2021-05-28,서울특별시 서대문구 홍은동 *-***,2021312017508500003,3120000,서울특별시 서대문구 홍은중앙로*길 * (홍은동),03602,,옥외광고사업,02,휴업,2022-05-25,2024-03-15,
행운광고,,193979.39590983,451609.360728696,2026-05-06 22:33:53,I,20,정상,2023-03-14 11:17:42,2021-12-01,서울특별시 서대문구 연희동 ***-**,2021312017508500007,3120000,서울특별시 서대문구 연희로**길 **-* (연희동),03724,,"실사, 광고, 광고물 인쇄, 간판제작 및 설치",01,영업/정상,,,
키사인,,195043.765988081,455021.060307025,2026-05-06 22:33:53,I,20,정상,2023-03-10 13:46:45,2023-03-09,서울특별시 서대문구 홍은동 ** 유원홍은아파트,2023312024308500001,3120000,"서울특별시 서대문구 홍은중앙로*길 **, 상가동 *층 ***호 (홍은동, 유원홍은아파트)",03613,,"옥외광고물 디자인, 납품 등",01,영업/정상,,,
(주)베컴미디어,,196801.661639204,451267.809661546,2026-05-06 22:33:53,I,20,정상,2025-02-19 13:25:57,2025-02-18,서울특별시 서대문구 충정로*가 *** 골든타워빌딩,2023312024308500004,3120000,"서울특별시 서대문구 충정로 **, 골든타워빌딩 ****호 (충정로*가)",03736,,"광고, 간판제작",01,영업/정상,,,02-549-0082
북청사,,193122.973418794,452369.841765632,2026-05-06 22:33:53,I,20,정상,2024-04-02 08:59:25,2024-03-27,서울특별시 서대문구 남가좌동 ***-** 대광빌딩,2024312024308500001,3120000,"서울특별시 서대문구 모래내로 ***, 대광빌딩 (남가좌동)",03693,,광고물 제조업(옵셋인쇄),01,영업/정상,,,
주식회사 나인앤나인,,195188.242199461,451572.563202422,2026-05-06 22:33:53,I,20,정상,2025-05-12 16:24:06,2025-03-21,서울특별시 서대문구 대신동 *** 연세대학교 대신빌딩,2025312024308500001,3120000,"서울특별시 서대문구 성산로 ***, 연세대학교 대신빌딩 *층 (대신동)",03721,,옥외광고물등 제작,01,영업/정상,,,02-6949-3299
아리랑,,193178.144148407,453414.494749422,2026-05-06 22:33:53,I,20,정상,2026-01-17 17:23:45,2026-01-16,서울특별시 서대문구 남가좌동 *-**,2026312024308500001,3120000,"서울특별시 서대문구 명지대길 **-*, *층 (남가좌동)",03675,,광고,01,영업/정상,,,02-324-2318
(주)마케팅디자인공장,,184825.676320005,450763.336622561,2026-05-06 22:36:00,I,20,정상,2026-04-01 10:51:35,2024-12-04,서울특별시 강서구 마곡동 ***-* 문영 퀸즈파크**차,2024315012708500011,3150000,"서울특별시 강서구 공항대로 ***, 문영 퀸즈파크**차 *층 ***호 (마곡동)",07631,,광고물 제작 및 광고 대행,01,영업/정상,,,02-6091-0677
주식회사 에브라임커뮤니케이션,,185971.199047374,447221.528520716,2026-05-06 22:36:00,I,20,정상,2026-04-01 10:19:01,2025-01-02,,2025315012708500001,3150000,"서울특별시 강서구 국회대로 **, 환영빌딩 ***-*호 (화곡동)",07780,,"간판디자인, 현수막디자인 및 출력",01,영업/정상,,,02-2692-2241
주식회사 인포센드,,185127.285385035,450939.221091497,2026-05-06 22:36:00,I,20,정상,2026-03-24 17:45:05,2025-01-21,서울특별시 강서구 마곡동 ***-* 리더스퀘어마곡,2025315012708500002,3150000,"서울특별시 강서구 마곡중앙*로 **, 리더스퀘어마곡 A동 *층 ***-B**호 (마곡동)",07802,,광고물제작,01,영업/정상,,,
(주)지앤비시스템,,184449.736274095,451015.135227088,2026-05-06 22:36:00,I,20,정상,2025-08-05 18:12:08,2023-05-03,서울특별시 강서구 마곡동 ***,2025315012708500003,3150000,"서울특별시 강서구 공항대로 ***, 원그로브 C동 *층 (마곡동)",07800,,옥외광고 대행,01,영업/정상,,,02-3770-4812
NL디자인,,184345.724012817,451171.287709396,2026-05-06 22:36:00,I,20,정상,2025-05-27 09:24:53,2025-04-07,서울특별시 강서구 마곡동 ***-* 동익드미라벨복합빌딩,2025315012708500004,3150000,"서울특별시 강서구 마곡서로 ***, 동익드미라벨복합빌딩 *층 ***호 (마곡동)",07798,,"제작, 디자인",01,영업/정상,,,
주식회사 한국에빅스,,187952.560027898,450562.020225978,2026-05-06 03:03:03,U,20,정상,2025-07-29 15:07:55,2025-07-29,,2025315012708500005,3150000,"서울특별시 강서구 양천로 ***, 우림블루나인비즈니스센터 B동 ****호 (염창동)",07547,,,01,영업/정상,,,
(주)굿앤컴퍼니,,194029.235749604,456185.615536089,2026-05-06 22:35:59,I,20,정상,2022-03-30 15:38:10,2021-07-23,서울특별시 은평구 녹번동 * 서울혁신파크,2022315012708500002,3150000,"서울특별시 강서구 마곡중앙로 ***, 프라이빗타워타워*차 ****호 (마곡동)",07788,,"실내건축공사업, 가구도소매업, 광고기획 및 광고대행서비스업",01,영업/정상,,,02-6354-0601
(주)스튜디오스프링,,187487.931455558,447721.895371793,2026-05-06 22:35:59,I,20,정상,2022-07-22 11:21:21,2021-12-10,서울특별시 강서구 화곡동 ***-*,2022315012708500003,3150000,"서울특별시 강서구 곰달래로 ***, *층 (화곡동)",07784,,옥외광고업 등,01,영업/정상,,,
인투비 주식회사,,186317.207037672,451462.350090067,2026-05-06 22:35:59,I,30,휴업,2023-06-12 09:54:46,2022-12-20,,2022315012708500006,3150000,"서울특별시 강서구 양천로 ***-**, 더리브골드타워 ***호 (가양동)",07573,,종합광고대행,02,휴업,2023-06-08,2023-11-15,
(주)가이드삼정,,187160.665637183,450873.017067141,2026-05-06 22:35:59,I,20,정상,2026-04-01 10:51:52,2023-02-16,서울특별시 강서구 등촌동 ***-* 가양역 더스카이밸리*차 지식산업센터,2023315012708500001,3150000,"서울특별시 강서구 화곡로 ***, 가양역 더스카이밸리*차 지식산업센터 B***호 (등촌동)",07548,,"간판 및 광고물 제조업, LED 안내전광판",01,영업/정상,,,02-780-2323
디앤큐플랜,,183139.813325751,451392.316888329,2026-05-06 22:35:59,I,20,정상,2023-04-06 17:16:45,2013-08-26,서울특별시 강서구 방화동 ***-***,2023315012708500003,3150000,"서울특별시 강서구 방화동로*길 **, *층 (방화동)",07620,,"광고대행, 광고물작성, 기타광고간판및광고물",01,영업/정상,,,02-711-9575
아이와이비,,186010.726577028,451656.527784701,2026-05-06 22:35:59,I,20,정상,2023-10-10 09:56:32,2023-08-30,,2023315012708500004,3150000,"서울특별시 강서구 강서로**길 **, C&K하우스 ***호 (가양동)",07573,,광고대행 및 제조,01,영업/정상,,,
하나기획,,187052.323132425,450291.97922408,2026-05-06 22:35:59,I,20,정상,2023-10-16 10:10:44,2012-05-24,서울특별시 강서구 화곡동 **** VIP빌딩,2023315012708500005,3150000,"서울특별시 강서구 공항대로 ***, VIP빌딩 지하*층 *-*호 (화곡동)",07654,,제작 설치,01,영업/정상,,,
(주)에이번,,187381.316533948,450751.226503557,2026-05-06 22:35:59,I,20,정상,2023-12-18 17:57:05,2022-05-06,서울특별시 강서구 등촌동 ***-*,2023315012708500007,3150000,"서울특별시 강서구 양천로 ***, **층 ****~ ****호 (등촌동)",07549,,"광고물 제작, 설치",01,영업/정상,,,02-585-5131
굿어반,,182853.820302804,451333.061727582,2026-05-06 22:36:00,I,20,정상,2026-03-24 17:39:58,2024-05-09,,2024315012708500003,3150000,"서울특별시 강서구 개화동로**길 *, *층 (방화동)",07620,,"환경디자인, 시각디자인, 공공디자인, 서비스디자인",01,영업/정상,,,02-6014-9353
주식회사 푸름엘엔티,,187952.560027898,450562.020225978,2026-05-06 22:36:00,I,20,정상,2026-03-24 17:51:14,2024-05-13,서울특별시 강서구 염창동 ***-** 우림블루나인비즈니스센터,2024315012708500004,3150000,"서울특별시 강서구 양천로 ***, 우림블루나인비즈니스센터 B동 ***호,***호 (염창동)",07547,,전시 및 광고용 조명장치 제조업,01,영업/정상,,,02-2647-9930
(주)애드메리트,,186250.926822359,450667.404843932,2026-05-06 22:36:00,I,20,정상,2024-07-05 09:55:35,2005-02-21,서울특별시 강서구 등촌동 ***-* 태현빌딩,2024315012708500005,3150000,"서울특별시 강서구 공항대로 ***, 태현빌딩 *층 ***호 (등촌동)",07590,,"광고물제작 대행 , 전광판운영(옥외광고) , 정보통신장비등",01,영업/정상,,,02-3445-0045
주식회사 아키떼르,,203583.588331524,441152.794990224,2026-05-06 22:36:00,I,20,정상,2024-07-18 10:40:55,2017-05-17,서울특별시 서초구 양재동 ***-* *층 ***호,2024315012708500006,3150000,"서울특별시 강서구 양천로**길 **, *층 ***호 (마곡동)",07522,,옥외광고사업,01,영업/정상,,,02-529-9937
(주)디스글로벌,,187381.316533948,450751.226503557,2026-05-06 22:36:00,I,20,정상,2026-04-01 12:00:14,2023-12-21,서울특별시 강서구 등촌동 ***-*,2024315012708500007,3150000,"서울특별시 강서구 양천로 ***, **층 ****호 (등촌동)",07549,,옥외광고물 제작,01,영업/정상,,,
주식회사 매스씨앤지,,202408.927424445,443494.434121253,2026-05-06 22:36:00,I,20,정상,2024-08-22 08:59:23,2018-09-04,서울특별시 서초구 서초동 ****-* ENDEAVOR TOWER,2024315012708500008,3150000,"서울특별시 강서구 공항대로 ***, 열린M타워Ⅱ *층 ***호 (마곡동)",07805,,광고물제작 및 광고대행,01,영업/정상,,,02-3153-7070
디자인루체,,185557.927869685,448461.134261222,2026-05-06 22:36:00,I,20,정상,2026-04-01 10:51:09,2024-09-12,,2024315012708500009,3150000,"서울특별시 강서구 강서로**길 **, ***호 (화곡동, 신영베르디움)",07717,,광고물 제작,01,영업/정상,,,
더(the)싸인,,183395.997199242,451161.111574896,2026-05-06 22:36:00,I,20,정상,2025-07-30 10:08:43,2025-07-30,,2025315012708500006,3150000,"서울특별시 강서구 공항대로*길 **, ***호 (공항동, 청성스카이)",07619,,,01,영업/정상,,,
스크류웍(SCREWWORK),,183777.125052127,452771.603941827,2026-05-06 22:36:00,I,20,정상,2026-03-24 16:40:16,2025-12-01,,2025315012708500007,3150000,"서울특별시 강서구 방화대로 ***, 세언빌딩 *층 (방화동)",07518,,종목: 광고기획/전자상거래/사진촬영/디자인,01,영업/정상,,,
위드토이,,184876.792845641,450969.017546763,2026-05-06 22:36:00,I,20,정상,2026-03-24 16:36:45,2025-11-28,,2025315012708500008,3150000,"서울특별시 강서구 마곡중앙*로 **, ***호 (마곡동)",07801,,종목: 제품및광고디자인/철도차량부품및관련장치물제조업/전자상거래업,01,영업/정상,,,
싸인마스터,,186899.241516278,451093.022236256,2026-05-06 22:36:00,I,20,정상,2026-03-24 16:31:45,2026-01-19,,2026315012708500001,3150000,"서울특별시 강서구 양천로 ***, 그레이스힐 지하*층 ***-P**호 (등촌동)",07575,,간판제작설치,01,영업/정상,,,
혜성광고,,187790.004229728,449420.364199143,2026-05-06 22:36:00,I,20,정상,2026-04-01 10:18:33,2026-01-19,,2026315012708500002,3150000,"서울특별시 강서구 등촌로 ***, *층 (등촌동)",07668,,간판제작 및 수리,01,영업/정상,,,
세희기획,,204240.251344198,449293.136511133,2026-05-06 22:33:48,I,40,폐업,2013-12-26 14:21:14,2002-04-24,서울특별시 성동구 성수동*가 ***-*** *통*반 . ***동 ***호,2002303011008500550,3030000,,,,간판제작 및 대행,03,폐업,,,
우영광고,,,,2026-05-06 22:33:49,I,40,폐업,2013-12-26 16:32:20,2002-10-10,서울특별시 성동구 금호동*가 ***-* *통*반 . *동 *호,2002303011008500564,3030000,,,,간판제작 및 대행,03,폐업,,,22330254
(주)한강아테크,,203932.128444976,449386.913261521,2026-05-06 22:33:51,I,40,폐업,2012-01-30 10:06:06,2004-01-14,서울특별시 성동구 성수동*가 ***-***,2004303007808200001,3030000,서울특별시 성동구 왕십리로**길 *  (성수동*가),,,광고물제작 및 현수막제작,03,폐업,,,
아름다운세상,,204464.947810146,451561.753377039,2026-05-06 22:33:52,I,40,폐업,2012-01-30 10:13:26,2005-05-09,서울특별시 성동구 용답동 **-*,2005303007808200007,3030000,서울특별시 성동구 용답**길 **-*  (용답동),,,간판제조,03,폐업,,,02-2213-8815
(주)에이탑 Inc,,,,2026-05-06 22:33:54,I,40,폐업,2012-01-30 10:04:10,2006-04-24,서울특별시 성동구 성수동*가 *동 ***-* 모터시티빌딩 *층,2006303010008200010,3030000,,,,"건축모형, 전시모형, 인테리어",03,폐업,,,02-3444-1800
한 애드컴,,205998.771205178,449867.30422007,2026-05-06 22:33:54,I,40,폐업,2009-03-19 14:42:09,2006-10-19,서울특별시 성동구 송정동 **-**,2006303010008200018,3030000,서울특별시 성동구 동일로 ***  (송정동),,,간판광고물제작,03,폐업,,,02-468-7944
(주)선인파트너스,,204398.359448709,449143.242118345,2026-05-06 22:33:54,I,40,폐업,2012-01-30 10:03:32,2008-01-16,서울특별시 성동구 성수동*가 ***-**,2007303011008500010,3030000,,,,"옥외광고대행업, 옥외광고물 제작업",03,폐업,,,
디자인공간,,205901.595821212,449657.266756859,2026-05-06 22:33:55,I,40,폐업,2017-05-22 16:18:41,2008-03-20,서울특별시 성동구 송정동 **-**,2008303011008500002,3030000,서울특별시 성동구 동일로 *** (송정동),,,옥외광고물 제조 설치. 시공,03,폐업,,,
(주)제이티아이앤씨,,205225.383955255,449060.9597274,2026-05-06 22:33:55,I,40,폐업,2012-01-30 10:04:50,2008-05-13,서울특별시 성동구 성수동*가 ***-** 성수빌딩 ***호,2008303011008500005,3030000,"서울특별시 성동구 아차산로 ***  (성수동*가,성수빌딩 ***호)",,,옥외광고물제작 및 대행,03,폐업,,,
대성칼라,,,,2026-05-06 22:33:55,I,40,폐업,2013-12-26 10:20:19,2011-06-28,서울특별시 성동구 성수동*가 ***-***,2008303011508511111,3030000,,,,간판 및 광고물제작,03,폐업,,,02-514-4362
(주)비디아이홈,,203932.128444976,449386.913261521,2026-05-06 22:33:55,I,40,폐업,2012-01-30 10:13:44,2008-12-15,서울특별시 성동구 성수동*가 ***-*** *층,2008303011508511114,3030000,"서울특별시 성동구 왕십리로**길 *  (성수동*가,*층)",,,광고물제작,03,폐업,,,34090057
인플러스,,203017.021457357,451346.281102634,2026-05-06 22:33:56,I,40,폐업,2011-07-06 15:51:11,2009-01-30,서울특별시 성동구 도선동 ** 삼성쉐르빌 ***동 ***호,2009303011508500003,3030000,"서울특별시 성동구 무학로*길 **  (도선동,삼성쉐르빌 ***동 ***호)",,,간판 제작 및 대행,03,폐업,,,22934406
성우사,,205125.375402664,448268.896067474,2026-05-06 22:33:10,I,40,폐업,2012-01-30 10:05:11,1991-01-18,서울특별시 성동구 성수동*가 ***-* *통*반 . ***동 *호,1991303011008500091,3030000,"서울특별시 성동구 성덕정길 ***, ***동 *호 (성수동*가,.)",,,간판제작 및 대행,03,폐업,,,
오색광고,,,,2026-05-06 22:33:28,I,40,폐업,2013-12-26 14:12:22,1995-06-30,서울특별시 성동구 성수동*가 ***-* *통*반 영풍빌딩 *동 *호,1995303011008500356,3030000,,,,간판제작 및 대행,03,폐업,,,02-465-6390
대림종합광고,,204484.334390983,451406.00606178,2026-05-06 22:33:40,I,40,폐업,2012-01-30 10:13:58,1998-09-29,서울특별시 성동구 용답동 **-* *통*반 . *동 *호,1998303011008500411,3030000,"서울특별시 성동구 용답중앙길 **, *동 *호 (용답동,.)",,,간판제작 및 대행,03,폐업,,,22485842
광진아트,,204416.336794607,448292.710721862,2026-05-06 22:33:45,I,40,폐업,2012-01-30 10:05:51,2001-02-05,서울특별시 성동구 성수동*가 ***-* *통*반 . *동 *호,2001303011008500511,3030000,"서울특별시 성동구 둘레*길 **, *동 *호 (성수동*가,.)",,,간판제작 및 대행,03,폐업,,,
(주)국제와이드아트,,205272.0118673,448287.786776242,2026-05-06 22:33:57,I,40,폐업,2012-01-30 10:02:11,2006-08-03,"서울특별시 성동구 성수동*가 ***-* 비츠로별관 *,*층",2009303011508500016,3030000,"서울특별시 성동구 동일로 **  (성수동*가,비츠로별관 *,*층)",,,광고물 제작 및 대행,03,폐업,,,02-542-9339
주-터치인,,205225.383955255,449060.9597274,2026-05-06 22:33:58,I,40,폐업,2012-01-30 10:03:52,2007-11-12,서울특별시 성동구 성수동*가 ***-** (성수빌딩***호),2010303011508500019,3030000,"서울특별시 성동구 아차산로 ***  (성수동*가,(성수빌딩***호))",,,옥외광고업,03,폐업,,,
대성칼라,,,,2026-05-06 22:33:58,I,40,폐업,2013-12-26 10:22:06,2006-02-14,서울특별시 성동구 성수동*가 ***-***,2011303011508500008,3030000,,,,간판및 광고물제작,03,폐업,,,02-514-4362
(주)자연파트너스,,204495.650175932,449405.611643886,2026-05-06 22:34:00,I,40,폐업,2017-12-05 10:56:58,2014-09-23,서울특별시 성동구 성수동*가 ***-** ****호,2014303014808500006,3030000,"서울특별시 성동구 성수일로*길 *, ****호 (성수동*가, 서울숲 SK V* TOWER)",04793,,옥외광고업 및 디자인설계,03,폐업,,,
